walk,l1,l2,x0,x1
564,248,246.008130,-246,2
565,340,244.131112,140,-200
566,578,466.480439,130,448
567,52,43.174066,-42,-10
568,622,537.925645,530,92
569,360,260.768096,-140,220
570,300,221.070125,106,194
571,644,632.113914,12,632
572,374,284.935080,112,-262
573,500,452.769257,-50,-450
574,384,295.255821,-110,274
575,166,121.078487,-62,104
576,208,154.738489,-70,-138
577,228,163.217646,132,-96
578,626,508.523352,-490,-136
579,294,209.618701,-166,-128
580,372,270.968633,-232,-140
581,384,332.746149,-328,-56
582,616,564.588346,54,562
583,698,624.887190,620,78
584,670,481.551659,-396,274
585,262,237.427884,-26,236
586,634,456.530393,378,-256
587,508,361.386220,226,282
588,502,354.992958,-248,254
589,214,200.489401,-200,-14
590,332,291.341724,44,288
591,1152,1014.849743,-148,1004
592,516,368.021738,292,-224
593,808,596.824932,282,526
594,550,427.200187,150,-400
595,866,644.884486,-290,576
596,652,492.260094,448,-204
597,686,504.099197,-440,246
598,402,284.682279,-190,-212
599,954,676.192280,-510,444
600,346,280.492424,76,-270
601,608,437.154435,-248,-360
602,302,294.108823,8,-294
603,424,389.666524,-36,388
604,314,260.990421,254,-60
605,644,502.362419,472,172
606,500,371.214224,-170,330
607,700,513.256271,-254,446
608,250,218.659553,-34,216
609,358,274.466756,-104,-254
610,684,524.785671,-198,486
611,486,400.184957,98,388
612,516,474.046411,44,472
613,612,445.223539,232,380
614,620,478.740013,-174,-446
615,426,321.278695,-292,134
616,428,336.487741,110,318
617,390,370.540146,370,20
618,84,68.410526,-18,66
619,290,206.465493,-128,-162
620,676,594.548568,-88,-588
621,328,267.327514,-258,70
622,614,436.371401,-338,276
623,258,206.891276,198,-60
624,730,624.861585,614,116
625,470,344.075573,-172,298
626,434,315.905049,-164,-270
627,98,96.020831,-2,96
628,390,278.028775,-170,220
629,394,340.969207,58,-336
630,308,264.393646,260,-48
631,586,433.058887,204,-382
632,644,483.073493,208,436
633,630,510.987280,138,-492
634,788,557.207322,396,-392
635,614,477.765633,-166,-448
636,1028,988.809385,40,-988
637,394,284.007042,-236,158
638,390,281.232999,-156,-234
639,488,345.114474,248,-240
640,292,239.633053,60,-232
641,296,225.849507,208,88
642,228,179.621825,170,58
643,258,224.899978,36,-222
644,492,362.491379,318,174
645,696,512.850856,450,246
646,204,144.692778,94,-110
647,458,432.781700,-432,26
648,130,98.488578,90,40
649,858,623.939100,-532,326
650,636,449.862201,-310,326
651,210,182.482876,180,-30
652,508,364.560009,-210,-298
653,212,165.746795,56,-156
654,362,271.035053,118,-244
655,358,283.978872,270,-88
656,584,527.423928,60,524
657,612,444.567205,234,378
658,386,357.261809,30,356
659,632,447.329856,302,330
660,308,298.167738,-10,298
661,778,566.296742,-294,-484
662,246,181.648011,-160,-86
663,236,232.034480,-232,-4
664,1172,833.968824,-520,-652
665,390,354.045195,352,-38
666,294,221.963961,202,92
667,136,104.000000,40,-96
668,964,682.237495,502,462
669,500,353.836120,240,-260
670,596,432.268435,-230,-366
671,214,174.183811,168,46
672,414,298.429221,248,166
673,616,473.894503,-440,-176
674,314,270.296134,48,-266
675,624,441.678616,326,-298
676,608,513.069196,-502,-106
677,618,452.482044,392,226
678,412,298.502931,252,160
679,602,554.259867,-552,-50
680,332,296.445611,-38,294
681,378,356.679128,-22,-356
682,718,538.535050,-232,486
683,490,355.735857,188,-302
684,408,342.099401,74,-334
685,1292,913.652013,638,654
686,1112,963.713650,-950,-162
687,512,397.472012,-140,372
688,142,123.628476,122,-20
689,1208,870.333270,-486,722
690,252,193.865933,-72,180
691,506,370.129707,186,-320
692,686,508.129905,-450,236
693,124,124.000000,124,0
694,972,883.017554,-878,94
695,784,554.400577,388,-396
696,766,541.689948,378,388
697,736,590.978849,-566,-170
698,376,360.355380,16,360
699,458,329.004559,-188,-270
700,354,313.107010,44,310
701,384,282.063823,-138,246
702,250,207.624661,-48,-202
703,476,376.945619,-358,-118
704,334,253.432437,-102,-232
705,196,138.852440,-92,104
706,290,210.304541,178,112
707,340,320.624391,-320,-20
708,36,26.076810,22,14
709,612,483.197682,458,-154
710,242,180.676506,162,80
711,558,402.159172,334,-224
712,132,118.827606,-14,118
713,658,465.278411,-328,330
714,188,165.746795,164,24
715,374,270.739727,-146,-228
716,606,467.970085,170,-436
717,734,549.213984,-240,494
718,658,467.901699,294,364
719,298,239.841614,-68,230
720,164,120.066648,-104,60
721,358,340.476137,18,340
722,662,532.169146,510,152
723,970,690.950071,-544,-426
724,582,435.619100,-190,392
725,404,298.006711,-142,262
726,396,328.901201,76,320
727,358,253.621766,-168,-190
728,528,399.239277,-164,364
729,334,254.472002,-234,100
730,258,226.565664,-224,-34
731,684,626.877979,624,60
732,452,319.624780,224,-228
733,146,104.403065,-84,62
734,444,402.412723,-44,400
735,110,97.015463,-96,14
736,128,93.295230,-48,-80
737,238,191.760267,54,-184
738,200,144.222051,-120,-80
739,1444,1036.494091,-848,-596
740,580,490.306027,-100,-480
741,586,444.112598,180,406
742,392,319.249119,84,-308
743,896,650.415252,-552,-344
744,308,227.297162,-108,-200
745,982,768.596123,-258,-724
746,584,426.004695,-218,366
747,488,362.270617,322,166
748,358,271.300571,-110,-248
749,370,350.570963,-350,-20
750,584,541.789627,-540,44
751,186,134.238594,-112,74
752,246,236.211769,10,236
753,418,342.957723,-332,-86
754,226,168.154691,150,-76
755,434,365.978141,-358,76
756,420,296.998316,-212,-208
757,202,149.412182,70,-132
758,294,247.523736,242,-52
759,222,173.954017,-164,58
760,1150,889.550448,320,-830
761,848,600.586380,400,-448
762,200,156.869372,-52,148
763,292,230.217289,-74,-218
764,752,544.852274,-460,-292
765,184,178.101095,6,-178
766,692,592.303976,110,-582
767,242,240.008333,-2,-240
768,464,364.329521,120,344
769,164,158.113883,158,-6
770,282,238.872351,234,-48
771,482,340.828403,-240,-242
772,228,161.319559,-118,-110
773,560,396.797177,-298,-262
774,364,257.402409,180,-184
775,822,673.798189,170,-652
776,890,695.278362,236,-654
777,518,407.946075,-132,386
778,438,309.793480,224,-214
779,610,500.131983,-484,126
780,354,313.107010,44,-310
781,622,444.814568,358,264
782,138,134.059688,-4,134
783,656,481.763427,236,-420
784,116,104.690019,12,104
785,744,529.429882,-414,-330
786,40,36.221541,4,-36
787,622,459.064266,-218,-404
788,478,350.274178,-174,-304
789,366,267.917898,-134,232
790,234,211.366979,210,-24
791,542,485.720084,-482,-60
792,244,188.679623,-68,176
793,508,359.310451,-260,248
794,140,125.027997,-124,-16
795,496,350.770580,252,-244
796,120,94.868330,-30,90
797,534,465.914155,74,-460
798,512,510.003922,-510,2
799,704,507.006903,420,-284
800,172,124.867930,66,-106
801,1120,838.136027,-754,-366
802,232,216.591782,-16,-216
803,526,372.907495,282,-244
804,296,280.456770,-280,-16
805,790,710.979606,-84,706
806,160,143.136299,18,-142
807,980,809.587549,-194,786
808,270,211.896201,-70,-200
809,324,278.524685,-274,50
810,468,331.698658,250,-218
811,1046,889.190643,-872,-174
812,720,587.986394,568,-152
813,944,821.009135,-134,-810
814,600,440.581434,384,-216
815,720,509.619466,344,-376
816,128,108.258949,-106,-22
817,250,192.010416,-178,72
818,580,496.596416,488,-92
819,238,171.405951,96,-142
820,484,398.246155,-98,-386
821,920,662.335263,-548,372
822,344,257.619875,-232,-112
823,128,114.856432,14,114
824,136,119.364986,18,118
825,502,460.108683,458,44
826,212,151.604749,90,-122
827,262,186.472518,146,-116
828,248,225.282045,-224,24
829,382,374.085552,-8,-374
830,590,442.831797,-190,-400
831,284,202.089089,-126,-158
832,300,227.437904,-208,-92
833,102,84.403791,-82,20
834,734,519.110778,374,360
835,292,218.247566,96,196
836,42,40.049969,-2,40
837,320,231.326609,194,126
838,362,312.697937,308,-54
839,232,177.538728,68,-164
840,884,630.079360,498,386
841,126,93.914855,42,-84
842,728,517.872571,404,324
843,528,373.395233,-268,260
844,72,62.801274,62,10
845,626,596.754556,30,-596
846,254,229.477668,-228,-26
847,552,425.619548,-396,-156
848,512,370.599514,-200,312
849,990,772.510194,-726,-264
850,154,140.698259,-140,14
851,192,155.769060,-42,-150
852,488,460.851386,28,460
853,850,662.471131,622,-228
854,522,481.833996,-480,42
855,800,755.401880,-46,754
856,342,248.040319,132,210
857,664,599.866652,-68,596
858,570,412.780814,-348,222
859,904,646.003096,386,518
860,368,306.111091,70,-298
861,186,176.283862,10,-176
862,806,572.325082,-440,366
863,242,171.172428,118,-124
864,416,318.308027,-294,122
865,538,380.489159,-264,274
866,596,426.004695,-254,342
867,416,299.025083,-170,-246
868,470,367.548636,346,124
869,174,141.209065,-38,136
870,496,351.009971,258,238
871,378,351.118214,-28,-350
872,450,318.728725,-212,238
873,398,351.573605,-50,348
874,654,493.092283,206,-448
875,574,416.158624,352,222
876,412,330.260503,-96,-316
877,138,98.812955,80,58
878,326,234.136712,-134,-192
879,586,425.699424,-224,362
880,482,397.758721,-96,386
881,284,262.922042,22,-262
882,188,148.000000,-48,140
883,486,357.239416,-174,312
884,482,340.851874,-244,238
885,386,323.660316,70,-316
886,38,27.202941,-16,-22
887,1290,916.787871,710,-580
888,416,394.613735,22,394
889,1036,858.114212,-834,202
890,564,457.138929,124,440
891,494,445.048312,-52,442
892,820,662.081566,-636,184
893,528,392.662705,-178,-350
894,236,169.752761,140,-96
895,1478,1083.071558,940,538
896,844,755.867713,-750,-94
897,166,160.112460,-6,160
898,366,279.692688,108,258
899,366,259.915371,-200,-166
900,784,605.389131,-564,220
901,1024,796.115569,-278,746
902,1380,1014.412145,-886,494
903,208,182.164761,-180,28
904,224,201.434853,-24,-200
905,466,345.305662,-160,306
906,524,506.320057,-506,18
907,528,406.674317,-150,378
908,1502,1062.414232,-770,732
909,412,301.171048,152,260
910,464,357.278603,-132,332
911,838,595.116795,458,380
912,288,224.017856,-210,78
913,932,704.460077,-642,290
914,358,297.865742,-68,-290
915,510,416.254730,-402,-108
916,518,403.093041,-140,378
917,48,48.000000,0,48
918,354,268.663358,108,-246
919,488,365.874295,330,-158
920,712,568.035210,-170,542
921,838,594.861328,456,382
922,274,214.448129,-72,202
923,286,241.238471,236,-50
924,328,303.117139,-26,302
925,660,652.049078,-652,-8
926,364,326.459798,40,324
927,604,466.107284,434,-170
928,128,108.258949,-22,106
929,700,545.424605,-512,-188
930,634,580.706466,578,-56
931,348,251.872984,-136,212
932,726,663.291791,-660,-66
933,568,527.674142,526,42
934,1008,796.893970,756,252
935,260,206.184384,-64,-196
936,624,456.946386,-396,228
937,828,761.225328,70,-758
938,494,351.391520,-274,-220
939,272,193.659495,152,120
940,406,287.116701,200,206
941,306,300.059994,300,-6
942,740,528.015151,-320,420
943,340,324.394821,-324,16
944,542,383.254485,272,-270
945,128,103.846040,-28,-100
946,184,152.315462,-148,-36
947,402,293.972788,148,254
948,740,585.655189,184,556
949,82,62.769419,-24,-58
950,586,414.907219,-278,-308
951,410,303.295236,268,-142
952,266,241.404225,26,-240
953,522,462.449997,64,458
954,482,342.654345,-266,216
955,340,249.815932,-122,-218
956,492,358.094959,-186,306
957,380,337.152784,-334,46
958,74,56.462377,22,-52
959,596,422.383712,318,278
960,398,282.028367,212,-186
961,180,135.085158,-122,-58
962,392,298.328678,-274,118
963,876,770.480370,-762,114
964,216,154.402073,-92,-124
965,462,326.710881,228,-234
966,248,179.777640,152,-96
967,1010,778.442034,-724,-286
968,218,154.466825,-116,102
969,454,450.017777,-4,450
970,910,902.035476,8,-902
971,486,355.015493,180,-306
972,386,280.919917,-146,240
973,448,316.783838,-224,-224
974,882,625.015200,-470,412
975,210,156.524758,-140,70
976,626,487.840138,-458,168
977,326,235.193537,196,-130
978,442,346.023121,116,326
979,566,560.032142,6,560
980,926,659.056902,516,-410
981,292,213.354166,-108,184
982,304,290.337734,290,-14
983,452,365.928955,-100,352
984,622,467.952989,424,198
985,1108,828.270487,744,364
986,506,412.393016,398,-108
987,1134,801.870314,-570,564
988,944,942.002123,-2,-942
989,330,242.627286,118,212
990,612,464.835455,-186,-426
991,220,189.081993,34,186
