walk,l1,l2,x0,x1,x2,x3
68,118,68.205572,-18,42,-8,50
69,46,24.899799,6,14,-18,8
70,38,24.248711,-6,-2,22,8
71,98,56.533176,18,-44,6,30
72,120,64.187226,16,44,38,22
73,140,72.938330,-52,26,34,28
74,60,33.585711,-18,26,-8,8
75,102,58.137767,8,-36,16,42
76,98,60.299254,6,8,40,44
77,68,45.694639,-36,2,-28,2
78,82,49.193496,-32,-8,6,-36
79,114,64.093681,14,-34,50,-16
80,100,59.665736,-44,-36,2,18
81,70,43.034870,-4,14,-38,-14
82,70,41.713307,34,2,16,-18
83,116,64.560050,-12,-44,-18,42
84,62,39.849718,-4,-4,-20,34
85,108,61.253571,26,4,-42,-36
86,48,26.683328,-14,-16,-2,16
87,96,53.962950,32,4,-36,24
88,30,16.370706,-10,-10,2,-8
89,108,64.062470,6,-24,-54,-24
90,54,29.597297,-16,22,-10,6
91,128,81.338798,20,-74,-26,-8
92,96,59.665736,50,12,-4,30
93,84,76.262704,2,0,-6,76
94,110,65.878676,16,24,12,-58
95,142,79.018985,-8,-40,38,-56
96,24,13.564660,4,2,-10,-8
97,160,97.775252,-8,-26,42,84
98,24,14.422205,-2,2,10,-10
99,88,50.119856,-18,-18,-10,-42
100,94,59.497899,-16,-52,-2,-24
101,114,71.972217,-46,2,12,-54
102,166,97.877474,50,-14,-80,-22
103,80,47.916594,18,12,42,-8
104,86,48.785244,-32,34,-10,10
105,66,41.231056,24,0,10,32
106,140,84.805660,6,-26,72,36
107,96,61.384037,42,2,-44,8
108,84,43.726422,-14,28,-16,-26
109,70,35.832946,-16,12,-22,20
110,120,72.166474,14,62,12,32
111,76,42.142615,-18,14,34,10
112,64,43.908997,-6,8,-8,-42
113,96,54.699177,-34,-34,2,26
114,140,90.553851,54,72,-6,-8
115,62,32.680269,14,-10,24,14
116,74,43.497126,4,18,-36,16
117,36,26.832816,26,2,2,-6
118,132,80.249611,50,-60,4,18
119,88,64.062470,10,-12,-4,-62
120,116,58.991525,24,28,-38,26
121,110,58.685603,16,-26,24,-44
122,182,100.975244,36,40,24,-82
123,126,72.910905,0,44,38,-44
124,120,65.360539,26,-50,30,14
125,54,31.432467,-4,-26,14,10
126,82,46.946778,14,26,6,-36
127,120,62.032250,40,-30,32,-18
128,120,69.108610,-48,10,-16,-46
129,78,45.299007,-30,24,-24,0
130,66,40.546270,-26,2,-8,30
131,152,110.959452,108,16,14,-14
132,110,64.280635,30,36,-44,0
133,96,49.638695,-28,20,-16,32
134,182,95.310020,58,-60,-38,26
135,70,40.447497,-4,24,-30,12
136,108,59.933296,-8,22,-38,-40
137,58,33.526109,12,2,20,24
138,132,88.769364,10,18,-84,20
139,152,80.597767,-36,32,-24,-60
140,70,53.254108,-4,52,-4,10
141,82,54.589376,-32,44,2,-4
142,168,90.465463,70,-30,-28,40
143,64,36.000000,-22,-2,-18,22
144,140,95.958324,12,30,-8,-90
145,64,38.678159,-30,-14,0,-20
146,162,106.188512,-90,2,-16,54
147,48,35.552778,-10,2,2,-34
148,96,48.414874,-28,-22,20,-26
149,86,52.421370,-46,-14,-6,20
150,88,46.389654,-10,24,-30,-24
151,128,68.410526,-42,44,-28,-14
152,82,47.791213,40,-10,-22,10
153,100,63.623895,-12,0,40,48
154,66,43.034870,-2,-4,34,-26
155,120,62.289646,-44,-22,28,-26
156,94,50.318983,36,-28,-14,16
157,94,57.723479,-8,-48,8,-30
158,96,60.728906,-28,-14,-52,-2
159,58,31.048349,20,-8,-10,20
160,124,73.918874,-8,50,-52,14
161,58,35.944402,-2,8,30,18
162,74,42.941821,-4,30,-12,28
163,84,55.497748,-6,12,14,52
164,160,115.620067,22,-14,-112,-12
165,104,61.253571,46,36,-4,-18
166,84,62.353829,-16,4,-60,-4
167,74,39.648455,8,-28,-18,20
168,144,80.548122,-34,-20,-66,-24
169,144,80.696964,34,-18,66,-26
170,124,71.833140,-8,24,-34,-58
171,108,65.604878,-34,-6,-14,-54
172,116,70.484041,62,-24,22,8
173,128,71.944423,48,-6,-30,44
174,138,72.801099,-28,-54,24,32
175,144,81.141851,-60,34,-42,-8
176,100,50.675438,22,-22,24,32
177,160,82.607506,32,42,56,30
178,118,66.723309,-30,-28,-8,-52
179,72,50.039984,0,46,8,18
180,158,87.384209,-50,-56,-8,44
181,94,72.027772,4,4,-70,16
182,68,34.756294,-16,-12,22,-18
183,116,78.638413,48,-6,0,-62
184,134,75.815566,-56,28,42,8
185,102,75.179785,72,0,18,-12
186,64,34.292856,22,-6,16,20
187,106,57.166424,16,-26,20,-44
188,64,54.626001,54,-2,0,-8
189,56,31.622777,-4,20,-10,-22
190,126,67.082039,48,16,28,-34
191,130,77.330460,-2,44,-26,-58
192,50,29.189039,-20,16,0,-14
193,62,41.424630,20,-2,4,36
194,50,26.000000,-8,-12,-18,-12
195,120,68.644009,54,-24,-8,-34
196,88,56.497788,48,28,-2,-10
197,156,86.579443,60,14,28,-54
198,22,13.711309,-6,2,-12,-2
199,114,64.961527,-22,26,54,12
200,116,61.773781,-38,-28,12,38
201,122,67.793805,-56,22,-24,20
202,156,91.433036,54,-40,62,0
203,108,61.253571,-12,-14,-46,36
204,82,45.033321,32,-6,-22,22
205,90,55.099909,44,-30,2,-14
206,70,42.567593,-4,24,-34,-8
207,108,60.464866,18,44,-36,-10
208,96,54.918121,2,28,28,38
209,28,18.973666,4,-4,18,2
210,106,60.299254,-48,-28,-8,22
211,150,84.923495,34,-66,10,40
212,90,52.115257,-22,28,38,-2
213,138,86.092973,44,-6,-72,-16
214,104,68.644009,-58,-36,4,6
215,30,18.867962,6,-8,16,0
216,54,36.932371,18,4,0,-32
217,60,32.619013,6,24,16,14
218,96,51.923020,-10,24,38,24
219,112,57.758116,-28,18,-28,38
220,126,74.054034,40,-22,6,58
221,38,22.360680,-18,-4,-12,4
222,70,43.127717,-16,4,-12,-38
223,102,61.870833,-52,18,-28,-4
224,48,35.552778,-10,2,34,2
225,110,71.637979,-10,64,30,-6
226,92,62.161081,-58,-6,8,-20
227,146,81.559794,-66,36,26,-18
228,68,53.291650,0,-6,-10,52
229,82,52.421370,-2,46,22,-12
230,130,76.707236,-42,-6,22,-60
231,170,102.469508,-80,50,0,40
232,156,85.322916,22,-66,42,26
233,94,56.745044,-32,-2,44,-16
234,76,48.744230,30,-38,4,-4
235,104,67.823300,4,-34,-8,58
236,120,72.332565,10,54,-46,10
237,100,69.570109,26,-8,-2,64
238,106,61.546730,30,-50,-18,8
239,168,90.111043,-42,24,-34,-68
240,112,65.543878,30,26,4,-52
241,116,60.597030,-34,36,14,-32
242,124,69.224273,-18,16,36,-54
243,50,28.213472,20,-14,14,2
244,48,29.120440,6,-26,-10,6
245,102,62.513998,56,-22,12,12
246,148,91.433036,74,24,-2,48
247,128,80.349238,-16,18,20,74
248,112,69.570109,12,6,-36,-58
249,192,105.943381,-68,58,56,-10
250,98,50.000000,-28,16,28,-26
251,122,69.771054,48,28,-4,-42
252,50,34.117444,-6,-32,10,-2
253,140,74.027022,48,34,-42,16
254,76,50.675438,10,48,-8,-10
255,40,20.591260,-8,10,-14,-8
256,108,62.289646,-20,-52,10,-26
257,108,62.161081,44,30,-2,-32
258,184,101.232406,32,-40,82,30
259,124,71.721684,48,-14,-50,-12
260,200,103.807514,-42,44,-40,74
261,110,73.020545,-4,-4,58,-44
262,76,41.085277,-6,26,24,-20
263,134,75.498344,8,-54,28,-44
264,186,94.212526,-34,54,-48,-50
265,82,44.766059,-16,-36,16,-14
266,146,82.000000,-28,52,-10,56
267,92,50.990195,-12,-12,-34,34
268,84,42.988371,14,-24,20,26
269,84,48.497423,-4,16,-28,-36
270,78,46.690470,0,-20,-36,-22
271,82,63.213923,-4,-62,-10,6
272,78,54.589376,-52,-8,14,-4
273,64,42.614552,-6,6,40,-12
274,114,77.071395,-4,16,22,72
275,110,89.106678,-88,-4,6,-12
276,124,63.435006,-20,-32,34,-38
277,88,57.480431,34,-46,4,4
278,106,68.498175,-6,52,-44,-4
279,100,68.527367,22,-64,-4,10
280,88,55.063600,8,12,50,18
281,66,40.049969,-12,8,-10,-36
282,72,42.047592,22,-32,-2,-16
283,130,74.269779,-24,-62,-14,30
284,136,70.710678,-20,-42,30,-44
285,88,54.772256,8,4,42,-34
286,132,74.458042,-28,58,36,-10
287,104,60.991803,6,-28,20,50
288,144,80.349238,66,-26,20,32
289,60,39.899875,14,-36,0,10
290,74,37.682887,-16,22,14,-22
291,94,61.806149,14,-22,56,2
292,114,67.911707,-34,-8,-56,16
293,106,69.713700,30,62,10,-4
294,144,83.952367,-8,-56,-22,58
295,110,66.181568,-28,2,-54,26
296,92,48.908077,-36,18,14,-24
297,96,53.216539,14,-26,-42,14
298,172,95.372952,56,64,-10,42
299,96,56.142675,6,26,-18,46
300,76,41.665333,30,8,24,-14
301,98,57.026310,-16,44,6,32
302,90,56.320511,-50,20,16,4
303,80,61.384037,-8,-60,-2,-10
304,110,60.299254,8,32,-28,-42
305,78,45.738387,-14,-40,10,14
306,92,60.332413,-2,-6,36,48
307,122,64.652920,14,-28,-40,40
308,194,100.498756,-60,28,-60,-46
309,90,59.160798,-10,-30,0,-50
310,128,77.304592,16,-30,14,-68
311,104,59.799666,-2,-26,36,40
312,42,32.802439,-4,32,0,6
313,70,46.946778,2,6,42,-20
314,62,36.823905,-16,30,14,-2
315,154,90.708324,0,-44,-44,66
316,142,89.509776,-74,-14,-6,-48
317,124,85.182158,-78,-32,-2,12
318,198,113.718952,-72,-76,44,6
319,142,81.363382,-14,-50,-60,-18
320,62,43.312816,-40,16,2,-4
321,88,48.497423,-18,-10,-22,38
322,98,50.079936,32,-22,-26,-18
323,58,38.314488,26,2,-2,-28
324,114,76.967526,-2,-60,-48,-4
325,104,65.726707,8,-16,-60,-20
326,60,31.874755,-22,12,8,-18
327,110,69.368581,0,-50,14,46
328,28,16.733201,0,-10,-12,-6
329,98,54.000000,-20,-44,-18,-16
330,64,35.888717,-18,-12,28,-6
331,96,60.860496,-54,24,4,14
332,110,58.068925,-24,38,34,-14
333,208,117.439346,52,-96,36,24
334,110,62.193247,12,-14,-42,42
335,128,87.361319,-26,-14,-82,6
336,164,94.741754,-80,-40,24,-20
337,126,71.470274,60,-26,24,-16
338,106,74.859869,8,72,10,16
339,120,64.373908,46,34,26,14
340,108,67.586981,-26,-16,60,6
341,44,25.139610,4,16,6,18
342,112,61.579217,10,-38,-22,42
343,82,52.421370,-22,-12,46,2
344,112,61.122827,-10,42,24,-36
345,80,43.451122,-20,32,-20,8
346,106,59.093147,4,34,32,36
347,148,90.818500,-58,-14,68,8
348,70,44.766059,4,-40,18,-8
349,78,45.650849,-14,36,4,-24
350,136,69.108610,-44,30,28,34
351,114,66.422888,34,12,54,-14
352,96,54.918121,4,-20,38,-34
353,148,88.090862,-50,-2,66,30
354,48,31.112698,-6,26,16,0
355,120,82.316463,4,0,-62,54
356,96,49.234135,-30,-22,-28,-16
357,98,55.244909,-16,22,-14,-46
358,114,64.031242,42,44,16,12
359,100,51.923020,-18,36,26,-20
360,116,70.823725,58,-12,8,38
361,184,97.365292,-34,-32,46,72
362,202,119.415242,16,76,22,-88
363,36,23.151674,20,0,6,10
364,98,50.793700,-20,20,36,22
365,106,61.416610,46,-18,-6,36
366,100,67.705244,-18,10,8,-64
367,154,82.194890,-34,40,20,-60
368,70,40.149720,-30,-24,10,6
369,46,33.645208,-2,32,-2,10
370,150,84.071398,30,-28,70,-22
371,62,41.133928,-38,-14,-6,4
372,208,116.103402,-56,-10,80,62
373,66,34.583233,14,-10,-24,-18
374,70,37.148351,-16,-12,28,14
375,104,55.928526,30,22,40,12
376,120,82.704293,16,22,-4,78
377,112,67.823300,-44,-10,8,50
378,148,94.741754,-2,-42,-22,-82
379,120,67.409198,-24,40,-48,8
380,96,70.710678,4,68,-18,-6
381,68,36.769553,-18,-28,-12,10
382,76,48.744230,30,-4,-38,-4
383,66,44.586994,-42,8,4,-12
384,100,60.332413,18,-16,54,12
385,106,60.033324,-32,-8,46,-20
386,62,42.379240,0,-36,4,22
387,92,53.441557,12,-10,-26,44
388,110,64.156060,32,-52,-8,18
389,94,48.703183,14,24,-24,32
390,40,20.591260,14,-8,-10,-8
391,122,65.145990,-12,-30,40,-40
392,58,32.186954,14,-8,10,26
393,142,81.363382,6,-62,36,38
394,176,89.397987,-56,-42,-34,44
395,128,73.047929,-48,-46,30,-4
396,74,44.855323,-6,34,28,-6
397,102,64.591021,10,-30,56,6
398,84,46.389654,16,-38,-16,-14
399,164,87.909044,16,60,-44,-44
400,156,82.024387,-44,-18,-52,-42
401,92,54.479354,4,34,40,14
402,146,91.934759,-24,26,12,84
403,76,39.496835,10,24,-20,22
404,116,62.928531,-10,44,30,32
405,102,61.286214,6,50,-32,14
406,136,78.740079,2,-42,-56,36
407,168,90.288427,-16,46,-62,44
408,96,56.000000,28,4,-44,-20
409,120,81.437092,0,-30,-74,-16
410,40,20.976177,12,8,14,6
411,148,93.423766,-78,4,-18,48
412,114,76.550637,-34,-8,68,4
413,84,42.237424,22,18,-24,-20
414,154,91.411159,20,34,20,80
415,136,78.993671,-16,-24,-68,-28
416,112,60.066630,30,-14,24,-44
417,72,38.781439,-8,-20,28,-16
418,50,27.640550,-12,6,-10,22
419,106,56.320511,-18,-16,36,36
420,102,58.753723,50,-12,18,22
421,60,36.441734,-18,-30,2,10
422,122,65.817931,24,-46,-14,-38
423,74,41.904654,30,-12,6,26
424,80,57.896459,6,54,-20,0
425,120,67.468511,-44,-46,20,10
426,134,73.348483,-40,-46,40,8
427,90,46.432747,30,26,18,16
428,106,59.228372,-24,-12,48,22
429,90,52.725705,-22,44,-18,6
430,74,42.941821,-28,0,24,22
431,108,64.930732,-46,-8,-10,-44
432,172,94.106323,70,44,42,-16
433,66,37.363083,-14,4,20,28
434,102,55.677644,-10,-34,20,38
435,196,102.722928,54,66,52,24
436,76,47.749346,-10,4,-42,-20
437,102,62.769419,-14,-4,-32,-52
438,60,40.595566,-2,-10,-38,10
439,52,33.105891,-2,-26,4,-20
440,134,84.734881,-38,74,-14,8
441,48,28.982753,26,8,6,8
442,74,41.904654,2,22,22,-28
443,136,76.681158,-36,62,16,22
444,176,91.607860,38,36,-66,-36
445,62,34.813790,-28,6,14,-14
446,124,64.683847,38,-24,-20,-42
447,130,66.483081,24,42,-28,36
448,130,76.863515,0,30,48,-52
449,58,37.576588,-32,8,0,-18
450,46,27.640550,-6,18,-20,2
451,78,41.424630,28,-16,10,-24
452,182,95.226047,-54,22,-48,58
453,146,85.205634,30,-74,22,20
454,70,40.149720,14,8,-14,-34
455,30,18.439089,-4,-16,-8,-2
456,196,107.070071,-38,-76,62,-20
457,76,53.441557,-16,10,-50,0
458,54,28.774989,20,14,6,14
459,66,47.874837,12,4,-4,46
460,190,114.839018,-64,-12,22,92
461,84,43.908997,18,-26,-28,12
462,108,70.992957,-4,-12,-64,-28
463,56,32.372828,6,24,6,20
464,106,67.082039,-12,-16,-62,-16
465,104,55.353410,20,24,-42,-18
466,84,59.464275,-16,0,-12,56
467,142,98.447956,-12,90,38,2
468,138,73.620649,-50,16,30,-42
469,66,37.682887,16,-22,2,26
470,102,59.833101,14,28,-10,50
471,108,67.823300,16,62,10,20
472,82,51.419841,4,36,36,6
473,52,29.257478,4,-16,10,22
474,98,50.793700,22,20,-20,-36
475,180,116.378692,-96,0,62,-22
476,100,60.597030,36,-16,2,46
477,104,52.687759,20,-24,30,-30
478,116,71.833140,-26,-64,-18,8
479,54,29.051678,-8,14,-10,-22
480,80,47.497368,42,10,-14,-14
481,136,70.710678,-30,-20,42,-44
482,120,66.813172,22,-46,-10,42
483,126,69.771054,-38,24,12,52
484,66,49.193496,-4,-48,-6,8
485,134,83.066239,44,18,-4,-68
486,100,57.896459,-20,-50,-16,14
487,104,65.787537,-4,10,-36,-54
488,94,52.421370,26,30,4,-34
489,58,31.937439,4,18,22,14
490,54,29.597297,-6,10,16,22
491,74,38.832976,12,-16,28,-18
492,146,77.123278,54,-28,-42,-22
493,86,46.946778,-22,36,10,18
494,160,85.650452,-58,-46,16,40
495,92,60.266077,-4,48,36,4
496,62,34.813790,28,-6,-14,-14
497,128,78.638413,2,44,20,-62
498,30,20.099751,0,-16,2,12
499,98,55.677644,18,6,38,-36
500,108,73.593478,-70,8,-14,16
501,40,34.292856,0,2,-34,-4
502,48,28.982753,6,20,-20,-2
503,160,95.372952,16,-16,78,-50
504,168,87.544275,62,34,-42,30
505,120,90.111043,-6,88,12,14
506,80,42.614552,26,-10,-16,28
507,108,80.049984,8,8,14,-78
508,106,58.480766,34,38,6,-28
509,54,31.304952,2,24,-16,-12
510,64,38.678159,-32,-18,-2,12
511,60,38.052595,-12,12,2,-34
512,38,28.635642,-2,28,4,-4
513,150,91.104336,74,48,-22,6
514,128,90.465463,14,24,-86,-4
515,86,60.033324,-2,56,-20,8
516,32,21.725561,2,8,-2,20
517,128,80.399005,52,4,12,60
518,66,39.242834,-20,-10,32,-4
519,104,59.396970,10,-36,-44,14
520,90,56.249444,10,36,-2,-42
521,168,87.681241,-42,22,-56,48
522,96,54.405882,6,-42,26,22
523,158,84.166502,64,34,-26,-34
524,52,36.551334,-34,-12,-6,0
525,100,52.076866,16,-26,36,-22
526,48,30.331502,-28,-6,6,-8
527,62,36.276714,16,22,24,0
528,88,52.535702,4,34,-12,38
529,126,85.440037,4,-20,-80,22
530,82,51.029403,6,46,-16,-14
531,66,49.678969,-4,-2,-48,-12
532,172,100.598211,84,-34,-42,-12
533,84,50.438081,-12,-40,4,-28
534,114,60.166436,-20,-36,18,40
535,92,56.497788,14,-26,48,-4
536,114,67.082039,12,56,-14,-32
537,72,43.543082,20,-14,36,-2
538,74,47.623524,6,-28,-2,38
539,86,60.893349,-58,2,-14,-12
540,38,24.576411,-2,-22,4,10
541,138,70.795480,-40,-24,44,-30
542,56,38.678159,-10,36,0,10
543,118,73.566297,-16,64,-32,6
544,154,78.917679,32,48,-28,-46
545,106,56.107041,18,-22,24,-42
546,122,65.084560,22,-26,50,-24
547,190,109.197070,-66,32,80,-12
548,116,58.923679,-32,-20,32,32
549,70,43.954522,0,-34,-10,26
550,80,47.916594,-18,12,42,-8
551,98,70.171219,-68,-10,10,10
552,80,54.772256,48,2,4,-26
553,86,51.497573,14,14,12,46
554,72,36.110940,-18,-20,-18,-16
555,66,38.522721,-18,-16,-30,2
556,100,69.397406,2,-2,-38,58
557,166,93.059121,-68,18,-56,-24
558,128,77.717437,22,64,-38,-4
559,132,69.166466,38,18,-46,30
560,126,69.598851,-42,30,8,-46
561,96,50.675438,-14,-20,-36,26
562,82,50.556899,2,-10,-34,-36
563,54,32.062439,28,12,-6,8
564,86,53.478968,-22,2,-46,-16
565,154,93.273791,66,-4,-22,62
566,46,27.202941,-8,6,8,24
567,94,63.968742,-2,-4,-34,-54
568,118,64.899923,-42,40,-8,-28
569,122,66.181568,-52,-18,-26,-26
570,190,109.890855,42,30,-94,24
571,154,94.889409,-34,38,-80,-2
572,54,37.040518,2,-4,-34,14
573,46,30.789609,-28,-12,-2,-4
574,144,73.539105,-28,-36,48,32
575,112,64.124878,-26,6,50,-30
576,36,22.449944,12,18,-6,0
577,86,48.703183,36,24,4,22
578,164,85.135187,54,-50,-26,-34
579,92,53.291650,24,22,-42,-4
580,112,62.928531,-10,24,50,-28
581,166,85.299472,-54,-34,-48,30
582,126,65.145990,18,-40,32,36
583,114,70.285134,-18,-50,46,0
584,96,49.071377,32,24,18,22
585,166,93.273791,78,28,26,34
586,152,92.130342,28,-82,14,-28
587,122,67.260687,-38,-30,-8,46
588,210,105.735519,-54,-46,-62,-48
589,96,58.991525,-10,42,-4,-40
590,78,40.644803,10,-20,-24,-24
591,98,49.112117,24,26,-22,26
592,54,33.882149,30,-2,-10,-12
593,148,79.246451,-60,30,36,22
594,118,77.588659,-8,72,-24,14
595,26,15.874508,-14,2,6,4
596,106,58.617404,-30,40,-6,-30
597,120,85.650452,8,-8,82,22
598,58,33.882149,18,12,26,-2
599,64,46.989360,0,-4,-16,44
600,90,46.776062,-14,22,-32,22
601,66,42.661458,30,-4,-2,-30
602,124,74.672619,60,-36,26,-2
603,112,68.644009,-20,18,62,-12
604,88,55.785303,-2,-38,8,-40
605,42,26.000000,-20,4,2,-16
606,72,41.856899,16,10,-36,10
607,112,62.096699,-30,-6,34,42
608,76,48.414874,-14,-14,-4,44
609,118,59.966657,-24,26,38,-30
610,130,66.302338,-32,-38,-22,38
611,34,18.654758,-4,-14,6,-10
612,138,84.023806,-4,-22,68,44
613,108,66.573268,-8,-40,52,-8
614,92,59.126982,-26,-10,-4,52
615,112,59.396970,28,-34,-12,-38
616,128,77.717437,38,22,-4,64
617,98,66.181568,-4,-14,-62,18
618,136,77.871689,38,-2,46,50
619,66,42.661458,-36,6,22,-2
620,82,48.373546,-8,16,16,-42
621,118,61.286214,-40,26,34,-18
622,74,42.661458,6,-12,22,-34
623,36,24.494897,-14,0,-2,20
624,70,38.209946,26,12,-8,-24
625,46,25.845696,14,-2,-12,-18
626,102,55.964274,-42,-30,18,-12
627,62,34.351128,-10,10,-14,28
628,90,54.516053,-26,12,6,-46
629,188,99.237090,72,46,-28,-42
630,112,60.597030,-14,-24,-46,-28
631,48,27.568098,10,-16,2,20
632,96,56.284989,-44,12,8,32
633,122,80.124902,-14,4,72,-32
634,80,41.182521,-28,16,-20,-16
635,92,69.799713,14,-6,-4,68
636,100,51.613952,22,-32,16,30
637,178,99.458534,80,-44,-20,34
638,80,46.475800,26,2,-34,18
639,80,59.464275,-58,-6,-6,10
640,104,58.309519,20,10,-46,-28
641,114,70.795480,12,-14,-64,-24
642,94,56.603887,-4,20,22,-48
643,64,35.665109,10,-8,18,-28
644,50,37.148351,-36,-4,-8,-2
645,32,17.663522,-14,-8,6,-4
646,86,45.738387,22,-22,32,-10
647,132,72.387844,-56,-36,-22,18
648,98,64.899923,-4,-20,-14,-60
649,228,122.605057,-46,-84,-72,-26
650,152,84.332675,40,-66,-30,16
651,54,42.941821,42,0,8,4
652,166,107.647573,-92,-8,-54,12
653,86,44.317040,-22,-16,30,18
654,126,71.526219,58,-34,20,-14
655,78,41.327957,26,-16,-10,26
656,72,42.047592,22,2,-32,-16
657,106,63.718129,42,12,-6,-46
658,96,59.262130,-14,16,-54,-12
659,84,50.675438,-8,8,42,-26
660,140,72.773622,44,-44,20,-32
661,100,59.464275,-6,-26,18,50
662,134,88.113563,8,-12,-34,80
663,138,76.655072,-48,-16,54,-20
664,104,55.928526,-40,-22,12,30
665,74,38.105118,-14,16,-18,-26
666,30,18.220867,6,0,10,14
667,42,38.105118,-38,-2,0,2
668,90,54.221767,-18,44,-26,-2
669,112,58.583274,20,-22,28,-42
670,98,55.317267,-24,38,32,4
671,132,82.462113,46,18,-2,-66
672,96,52.383203,-30,38,16,12
673,120,64.869099,30,10,42,-38
674,126,73.457471,4,-24,-48,-50
675,110,67.557383,2,-20,-56,-32
676,106,57.096410,14,-36,-18,38
677,90,52.573758,40,2,26,22
678,86,65.878676,-10,12,0,-64
679,80,52.535702,14,-48,16,2
680,62,34.813790,18,-26,14,4
681,146,80.771282,58,-30,-12,46
682,124,64.187226,26,-44,-32,-22
683,142,79.170702,-62,14,28,38
684,108,57.827329,32,-24,40,12
685,38,20.297783,6,-12,-6,14
686,68,36.986484,-26,12,-22,-8
687,110,67.557383,-24,18,8,60
688,64,38.884444,-14,34,-4,-12
689,60,30.066593,-16,16,-14,-14
690,114,77.948701,-20,10,-10,74
691,84,47.074409,-30,4,20,30
692,28,22.449944,-2,4,0,-22
693,112,60.991803,-18,-46,16,32
694,90,52.497619,0,-26,36,28
695,114,65.329932,-24,-50,34,6
696,90,54.295488,10,20,-48,-12
697,158,90.133235,-62,22,14,60
698,76,42.988371,-30,-26,-4,16
699,198,133.071409,-22,-48,6,-122
700,124,65.848311,40,12,36,-36
701,96,52.230259,16,26,-14,40
702,132,75.947350,-24,-14,64,30
703,92,48.826222,-24,16,-16,36
704,68,41.856899,-8,-30,-2,28
705,92,58.309519,22,52,4,-14
706,76,51.923020,14,0,14,-48
707,58,36.715120,2,-32,-16,8
708,40,24.494897,18,2,16,4
709,122,87.155034,-26,-82,0,-14
710,88,53.740115,48,-14,8,18
711,100,52.839379,24,24,-14,-38
712,84,55.353410,2,-4,38,40
713,150,78.409183,56,-28,-38,-28
714,100,63.560994,18,-56,-24,-2
715,182,101.843016,8,-52,-52,-70
716,128,80.647381,12,74,22,20
717,102,55.389530,-18,-42,28,14
718,120,65.909028,46,40,-22,12
719,52,32.619013,0,26,8,18
720,70,40.149720,-10,-10,34,-16
721,124,66.392771,-18,-48,-36,22
722,162,82.921650,-50,44,26,-42
723,160,101.311401,2,82,-20,56
724,122,69.368581,-8,42,22,50
725,54,30.000000,-12,-6,24,12
726,118,76.863515,-32,-16,2,68
727,116,61.318839,-44,-28,16,28
728,60,31.112698,-22,14,-12,12
729,72,36.441734,-14,-18,-18,-22
730,104,55.641711,-26,32,10,-36
731,74,39.344631,24,14,10,26
732,112,62.545983,-34,24,8,-46
733,58,31.176915,-24,10,-14,-10
734,42,21.260292,10,8,12,12
735,120,74.779676,14,-24,68,14
