walk,l1,l2,x0,x1
202,124,93.037627,40,-84
203,120,89.442719,80,40
204,352,273.408120,-96,256
205,32,24.166092,-10,-22
206,158,115.602768,-58,100
207,358,256.007812,152,-206
208,92,79.246451,14,78
209,158,113.718952,-94,64
210,106,75.286121,-58,48
211,110,102.313244,8,102
212,154,150.053324,-4,-150
213,80,60.926185,56,24
214,260,210.161842,-202,-58
215,172,137.927517,132,-40
216,96,67.941151,-46,-50
217,238,180.941980,166,72
218,212,151.604749,122,90
219,42,30.000000,-18,-24
220,190,138.231690,-118,-72
221,184,170.575496,-14,170
222,288,212.941306,-100,-188
223,52,43.174066,42,10
224,366,260.192237,-202,-164
225,440,334.053888,-306,134
226,150,148.013513,-148,-2
227,82,67.911707,66,16
228,436,312.025640,184,252
229,184,174.287119,10,174
230,106,80.622577,-32,74
231,92,65.604878,52,-40
232,64,60.133186,-60,4
233,152,107.480231,-76,-76
234,176,129.769026,114,-62
235,210,154.828938,-74,136
236,150,107.200746,86,64
237,284,211.092397,188,96
238,128,94.021274,46,-82
239,184,165.215011,164,20
240,150,120.880106,-34,116
241,212,191.269443,22,190
242,164,137.317151,-30,-134
243,400,284.871901,-176,224
244,174,126.570139,66,-108
245,284,205.854317,-174,-110
246,112,79.397733,-52,60
247,126,89.375612,58,-68
248,138,126.570139,-12,-126
249,226,203.420746,24,202
250,124,96.208108,-34,-90
251,64,45.343136,-30,-34
252,168,124.354332,110,-58
253,168,162.111073,-162,-6
254,182,129.630243,-102,-80
255,176,144.554488,-140,36
256,234,209.618701,26,-208
257,296,228.035085,-84,212
258,26,24.083189,-24,2
259,190,153.844077,42,148
260,364,261.839646,-148,216
261,158,130.000000,-126,-32
262,112,95.707889,-18,94
263,118,87.658428,40,-78
264,160,124.064499,116,44
265,126,100.578328,30,-96
266,40,28.844410,24,16
267,178,141.039002,44,-134
268,62,47.539457,44,18
269,290,225.893780,-78,212
270,148,132.966161,132,-16
271,190,158.151826,-36,154
272,172,124.867930,66,106
273,76,62.096699,-60,16
274,140,140.000000,-140,0
275,62,45.650849,-40,-22
276,68,57.271284,-56,-12
277,64,50.596443,48,-16
278,100,90.553851,10,90
279,106,98.325988,8,-98
280,176,132.423563,120,56
281,70,57.723479,14,-56
282,158,132.981202,130,28
283,446,318.025156,252,-194
284,220,166.517266,152,68
285,234,166.817265,-132,-102
286,32,30.066593,2,-30
287,524,370.793743,-252,272
288,12,12.000000,0,12
289,132,103.730420,-98,-34
290,122,108.903627,108,14
291,204,157.098695,-146,-58
292,122,86.371292,-58,-64
293,238,173.216627,-148,90
294,182,142.337627,-48,-134
295,156,119.230868,110,46
296,208,154.738489,70,-138
297,140,102.215459,52,-88
298,116,110.163515,110,6
299,52,40.496913,14,38
300,118,108.461975,-108,10
301,38,27.202941,22,16
302,352,283.520722,-272,80
303,210,149.305057,-94,116
304,32,28.284271,-28,-4
305,156,113.207774,-60,96
306,168,144.360659,-26,142
307,278,198.403629,-158,-120
308,56,56.000000,56,0
309,116,84.380092,44,72
310,108,78.892332,-68,-40
311,90,80.622577,-80,10
312,22,17.088007,6,-16
313,206,175.328264,-34,172
314,88,70.880181,-68,20
315,212,152.052622,124,88
316,236,166.877200,118,-118
317,72,66.272166,-66,-6
318,276,220.127236,-210,-66
319,210,149.036908,-114,-96
320,46,34.928498,-32,14
321,172,166.108398,-166,-6
322,206,153.844077,68,138
323,202,147.146186,-76,-126
324,130,110.217966,22,-108
325,200,182.887944,-18,-182
326,194,141.661569,72,-122
327,226,191.801981,38,-188
328,110,90.708324,-22,-88
329,128,92.086915,52,-76
330,220,208.345866,-208,-12
331,168,136.821051,-132,-36
332,196,144.941367,-68,128
333,166,124.338248,54,112
334,50,41.231056,-40,10
335,168,132.815662,-126,-42
336,62,52.952809,10,52
337,58,41.036569,30,-28
338,148,124.739729,-26,-122
339,92,74.726167,-72,20
340,316,224.891085,176,-140
341,90,88.022724,88,2
342,296,210.845915,-166,-130
343,214,170.141118,-162,-52
344,218,182.439031,-178,-40
345,220,165.529454,-150,-70
346,146,138.231690,8,-138
347,286,205.805734,-116,170
348,60,45.694639,18,-42
349,46,42.190046,-4,-42
350,66,58.549125,58,-8
351,324,249.575640,-92,-232
352,156,111.606451,-66,-90
353,40,28.284271,-20,-20
354,320,300.665928,-300,20
355,218,155.602057,94,-124
356,104,73.756356,-56,-48
357,98,73.348483,66,32
358,68,50.990195,46,-22
359,148,132.966161,132,16
360,444,319.524647,-180,264
361,136,97.200823,-58,-78
362,66,55.317267,12,54
363,170,128.949603,-118,-52
364,30,26.305893,26,-4
365,100,75.153177,32,68
366,138,99.859902,-54,-84
367,160,122.930875,-114,46
368,222,157.035028,-114,108
369,150,106.075445,-76,74
370,86,66.483081,62,-24
371,158,113.718952,-94,64
372,172,122.147452,78,94
373,548,396.080800,216,-332
374,116,108.295891,108,8
375,152,113.595775,102,50
376,220,158.113883,90,-130
377,150,106.301458,-80,70
378,116,99.639350,-18,-98
379,192,180.399557,180,12
380,34,25.059928,12,-22
381,428,303.486408,198,-230
382,134,94.847246,64,-70
383,128,97.693398,-90,38
384,300,288.249892,12,-288
385,102,98.081599,4,98
386,216,169.516961,-56,160
387,186,133.701159,76,110
388,100,83.952367,-18,-82
389,110,97.015463,-14,96
390,74,52.345009,38,36
391,52,39.395431,36,16
392,116,99.639350,98,-18
393,334,256.632032,-238,-96
394,80,57.688820,-48,32
395,84,68.410526,66,18
396,48,42.426407,-42,6
397,196,155.589203,-148,48
398,130,103.092192,-98,-32
399,116,93.680307,90,-26
400,248,176.816289,140,108
401,206,145.835524,-98,-108
402,148,127.906216,-126,-22
403,60,49.477268,-48,12
404,144,128.996124,16,128
405,202,165.420676,-160,-42
406,280,260.768096,260,20
407,60,49.477268,-48,-12
408,190,161.207940,32,-158
409,142,104.709121,92,-50
410,272,196.367003,-164,-108
411,146,134.536240,-12,134
412,338,239.207023,162,-176
413,208,165.722660,158,-50
414,118,116.017240,-116,-2
415,10,7.211103,-6,4
416,262,191.049732,164,98
417,76,57.271284,-52,24
418,182,130.000000,104,-78
419,102,76.967526,-70,32
420,114,97.672924,-96,-18
421,22,15.620499,-12,-10
422,192,137.200583,-82,110
423,156,120.332872,112,44
424,374,274.874517,240,-134
425,114,97.672924,-18,-96
426,168,135.440024,38,130
427,206,172.244013,168,-38
428,234,178.314329,164,70
429,168,145.986301,-24,-144
430,124,92.130342,82,42
431,82,61.741396,26,56
432,148,115.169440,108,40
433,278,220.735135,-68,210
434,152,128.654576,-26,126
435,102,72.801099,58,44
436,94,72.801099,68,26
437,46,33.286634,-18,28
438,142,115.948264,30,-112
439,70,51.884487,24,46
440,576,425.064701,-202,374
441,390,315.930372,304,86
442,202,168.344884,164,38
443,276,227.015418,220,-56
444,108,93.380940,16,92
445,168,122.114700,-64,-104
446,32,24.166092,-22,10
447,242,234.136712,234,-8
448,166,134.892550,130,-36
449,336,255.264569,-102,-234
450,242,194.247265,-186,-56
451,78,55.172457,40,-38
452,170,126.126920,-112,58
453,366,305.659942,298,68
454,162,152.328592,152,-10
455,242,174.734084,96,146
456,76,54.918121,46,30
457,44,40.199502,-40,-4
458,92,74.726167,-72,20
459,94,86.371292,8,86
460,124,89.308454,50,74
461,56,40.000000,-32,-24
462,98,90.354856,90,-8
463,88,70.880181,20,68
464,222,173.954017,58,-164
465,92,84.380092,-8,84
466,70,70.000000,0,-70
467,130,113.437207,-18,-112
468,430,318.477629,282,148
469,98,83.546394,-16,-82
470,68,50.990195,22,46
471,28,28.000000,0,28
472,270,194.164878,160,-110
473,214,158.354034,-140,-74
474,312,308.025973,-4,308
475,70,68.029405,-2,-68
476,80,59.059292,28,-52
477,82,58.412327,36,-46
478,338,244.663034,-206,132
479,170,151.327460,-150,-20
480,74,72.027772,2,72
481,34,30.265492,4,30
482,352,253.503452,-142,210
483,154,109.343495,-70,-84
484,336,238.411409,154,182
485,264,199.619638,-82,182
486,110,78.102497,-50,60
487,172,129.769026,-118,-54
488,288,216.517898,-196,92
489,204,173.366663,170,34
490,156,110.887330,-70,86
491,188,156.204994,152,36
492,164,120.830460,106,-58
493,188,136.528385,-116,-72
494,28,21.540659,20,8
495,94,68.963759,-34,60
496,128,96.664368,88,40
497,82,74.431176,-8,-74
498,182,143.568799,-136,46
499,132,113.771701,-20,112
500,182,178.044938,-4,178
501,122,120.016666,120,2
502,226,216.231358,-216,10
503,386,272.946881,192,-194
504,154,109.123783,-82,72
505,138,106.976633,100,38
506,16,14.142136,14,-2
507,32,32.000000,-32,0
508,54,42.379240,40,-14
509,132,102.528045,36,96
510,130,91.934759,66,64
511,184,144.222051,136,48
512,196,165.529454,162,-34
513,116,95.078915,92,24
514,96,83.186537,-14,82
515,214,156.064089,-80,134
516,104,92.779308,-12,-92
517,122,110.652610,110,-12
518,80,63.245553,-60,-20
519,50,48.041649,48,-2
520,330,255.162693,92,-238
521,48,42.426407,-6,-42
522,38,26.907248,18,-20
523,164,127.812362,120,44
524,168,160.199875,8,160
525,92,70.936591,-66,26
526,102,75.179785,-36,-66
527,96,92.086915,-92,-4
528,262,202.039600,188,-74
529,328,260.583960,-80,-248
530,146,121.276543,-118,28
531,312,269.948143,266,-46
532,276,244.376758,-34,-242
533,100,94.191295,-94,6
534,166,158.202402,158,8
535,206,183.575598,-182,24
536,88,84.095184,-4,84
537,238,197.433533,-46,192
538,88,68.352030,24,-64
539,12,8.485281,6,-6
540,106,93.059121,-92,14
541,82,74.431176,74,8
542,34,27.202941,-8,-26
543,152,107.628992,-72,-80
544,26,24.083189,-24,-2
545,426,305.738450,-176,-250
546,46,37.363083,-36,10
547,188,134.014925,82,106
548,246,178.089865,96,150
549,68,49.396356,-26,-42
550,90,64.404969,-38,52
551,76,68.468971,-8,-68
552,66,62.128898,62,-4
553,226,166.481230,80,146
554,226,190.252464,186,40
555,86,82.097503,82,4
556,158,112.800709,-68,90
557,40,30.463092,-28,-12
558,74,68.264193,68,6
559,110,81.412530,-72,38
560,50,36.055513,-20,-30
561,70,70.000000,-70,0
562,130,128.015624,-128,-2
563,252,181.394597,150,102
564,152,111.892806,54,-98
565,18,12.806248,-10,-8
566,82,60.033324,52,-30
567,76,70.256672,70,6
568,64,46.647615,40,-24
569,6,6.000000,0,6
570,158,119.012604,-50,-108
571,124,89.308454,-74,50
572,66,64.031242,-64,-2
573,280,255.327241,254,26
574,250,182.833257,-158,-92
575,130,118.608600,12,-118
576,154,117.388245,108,46
577,166,119.281180,68,98
578,38,28.635642,-12,26
579,170,166.048186,166,-4
580,50,41.231056,-40,10
581,146,103.324731,76,-70
582,130,92.800862,-74,-56
583,94,74.000000,24,70
584,320,300.665928,20,-300
585,116,101.271911,-16,-100
586,108,98.508883,-98,-10
587,120,85.603738,-68,-52
588,214,151.485973,102,-112
589,122,94.339811,34,88
590,146,115.741090,-36,110
591,192,157.175062,-152,-40
592,104,86.348133,20,-84
593,70,53.851648,-20,-50
594,220,178.572114,172,-48
595,186,158.858428,-30,156
596,70,49.517674,36,-34
597,254,182.526710,-150,104
598,154,137.186005,18,-136
599,48,36.769553,-34,-14
600,268,210.009524,70,198
601,116,99.639350,98,18
602,148,108.406642,-54,-94
603,252,201.156655,192,60
604,348,248.805145,-200,148
605,124,120.066648,-4,-120
606,226,193.380454,-36,-190
607,162,148.660687,-148,-14
608,204,157.098695,-58,146
609,256,244.294904,-12,244
610,154,129.073622,-28,126
611,232,205.912603,204,-28
612,338,278.431320,68,270
613,80,67.468511,14,-66
614,148,131.240238,130,-18
615,330,242.627286,212,118
616,320,226.274170,-160,-160
617,58,56.035703,-2,56
618,62,45.650849,-40,-22
619,154,123.369364,-36,-118
620,212,170.880075,-164,-48
621,186,167.200478,-20,166
622,164,118.726577,64,-100
623,290,207.200386,124,166
624,122,98.081599,-94,-28
625,118,83.450584,58,60
626,182,144.844744,44,138
627,44,31.112698,-22,22
628,250,182.131820,156,-94
629,170,131.103013,48,122
630,206,156.780101,62,144
631,350,248.652368,192,158
632,196,138.708327,94,102
633,68,50.119856,-44,-24
634,144,120.830460,-26,-118
635,78,58.137767,26,52
636,184,130.598622,100,84
637,112,83.186537,38,-74
638,240,187.275199,176,-64
639,186,158.858428,-156,30
640,220,181.416648,-176,44
641,110,83.258633,-34,-76
642,70,68.029405,-2,-68
643,160,119.866593,-52,108
644,28,20.000000,16,12
645,174,138.520757,-132,-42
646,196,165.529454,-34,-162
647,122,105.546198,18,-104
648,126,90.972523,50,-76
649,82,58.821765,-34,-48
650,142,110.724884,-104,-38
651,194,137.767921,-88,-106
652,264,198.635344,180,84
653,208,152.315462,76,132
654,22,20.099751,-20,2
655,80,57.201399,46,-34
656,44,31.622777,-18,26
657,242,205.922315,40,202
658,252,181.394597,102,150
659,102,89.106678,-88,-14
660,232,164.146276,120,-112
661,170,154.828938,154,16
662,60,45.694639,-18,-42
663,198,158.808060,-46,152
664,66,64.031242,-64,-2
665,12,12.000000,-12,0
666,124,98.671171,94,-30
667,122,103.942292,-102,-20
668,328,294.210809,-292,36
669,100,70.936591,-46,-54
670,20,16.492423,4,-16
671,158,127.200629,-122,-36
672,258,229.965215,228,30
673,12,12.000000,-12,0
674,214,170.141118,52,-162
675,298,228.779370,-86,212
676,216,167.140659,156,60
677,200,146.860478,-128,72
678,46,32.802439,-20,26
679,188,133.416641,86,-102
680,56,40.496913,22,34
681,72,56.920998,18,54
682,200,164.924225,-40,-160
683,26,19.697716,-18,-8
684,100,70.767224,48,52
685,162,145.120639,144,-18
686,226,160.112460,106,-120
687,144,122.376468,-120,24
688,130,111.803399,20,-110
689,144,123.967738,22,122
690,122,110.652610,12,110
691,38,38.000000,0,-38
692,190,153.844077,-148,-42
693,192,143.108351,-64,128
694,200,142.800560,86,114
695,388,279.041216,-158,-230
696,236,188.509947,180,-56
697,94,66.843100,-52,42
698,226,199.969998,198,28
699,264,186.868938,-126,-138
700,148,142.126704,-142,6
701,110,98.731960,12,98
702,74,68.264193,-6,68
703,50,50.000000,0,50
704,172,127.059041,-60,112
705,106,77.175126,66,40
706,90,64.899923,36,54
707,36,27.856777,10,-26
708,80,59.059292,-52,28
709,106,77.175126,40,66
710,136,136.000000,136,0
711,128,102.489024,-98,30
712,156,126.649122,-34,122
713,160,113.701363,-72,88
714,416,320.512090,118,298
715,186,137.767921,122,-64
716,214,151.855194,98,116
717,224,160.424437,-130,-94
718,196,149.693019,-138,58
719,256,188.827964,-90,166
720,68,62.289646,6,-62
721,132,99.317672,-90,42
722,258,221.639347,-218,40
723,364,258.642611,-164,200
724,136,98.183502,54,-82
725,108,76.576759,-58,50
726,344,244.294904,188,-156
727,448,316.783838,224,-224
728,98,72.470684,34,64
729,118,83.737686,-64,54
730,92,79.246451,-78,14
731,8,6.324555,-2,-6
732,170,151.327460,-20,150
733,134,97.097889,52,-82
734,58,41.231056,-32,26
735,130,124.145076,-124,-6
736,240,170.293864,130,-110
737,50,35.608988,28,-22
738,150,107.200746,86,64
739,76,54.037024,-42,-34
740,248,175.567651,130,118
741,40,34.525353,6,34
742,280,198.494332,150,-130
743,68,62.289646,-62,6
744,104,92.779308,-12,92
745,160,127.781063,122,38
746,162,114.560028,80,82
747,180,180.000000,-180,0
748,190,141.322327,64,126
749,50,38.626416,-14,-36
750,300,266.443240,-264,36
751,90,63.780875,-42,48
752,322,235.669260,-118,204
753,244,226.715681,226,-18
754,66,56.885851,10,-56
755,118,85.440037,72,46
756,204,152.970585,66,138
757,244,175.316856,-100,144
758,146,140.128512,140,6
759,106,77.175126,66,40
760,154,135.484316,-134,20
761,166,133.521534,-128,38
762,178,170.188131,170,8
763,130,107.200746,-26,104
764,262,186.815417,-114,148
765,246,175.601822,-140,-106
766,320,226.909674,148,172
767,116,86.764048,-38,-78
768,166,117.592517,-78,-88
769,138,98.812955,-80,58
770,76,54.405882,-44,32
771,298,225.610283,-92,206
772,72,55.713553,-52,-20
773,62,52.952809,-52,10
774,308,283.196045,-282,-26
775,86,78.409183,8,78
776,46,32.557641,24,-22
777,146,117.046999,-112,-34
778,44,32.249031,-16,28
779,138,130.245921,8,-130
780,82,62.769419,-58,-24
781,134,104.403065,-36,98
782,212,159.248234,144,-68
783,66,55.317267,-12,54
784,130,92.800862,56,74
785,140,118.456743,-24,-116
786,312,312.000000,312,0
787,74,64.776539,-64,-10
788,52,37.735925,20,-32
789,108,77.201036,62,-46
790,152,113.595775,50,102
791,180,127.404866,-86,94
792,146,103.247276,72,74
793,256,182.800438,-110,-146
794,40,36.221541,-36,-4
795,164,116.516093,-74,90
796,84,84.000000,0,84
797,188,162.431524,-28,-160
798,216,161.913557,-70,146
799,362,301.761495,294,68
800,94,66.483081,-48,46
801,222,159.260792,130,-92
802,120,85.603738,68,52
803,222,181.912067,-176,-46
804,166,132.196823,-126,-40
805,180,127.781063,-82,-98
806,172,121.655251,-84,-88
807,270,227.129919,48,-222
808,220,155.794737,104,116
809,232,174.470628,-158,74
810,72,70.028566,-2,70
811,114,81.215762,-64,50
812,246,214.709106,-212,34
813,88,65.299311,-58,-30
814,304,224.588513,-198,106
815,312,235.372046,-98,214
816,270,210.684598,198,-72
817,86,70.342022,68,18
818,100,76.157731,-30,70
819,96,74.672619,-26,70
820,200,163.487003,-42,158
821,330,233.692105,156,-174
822,90,69.079664,-26,-64
823,316,278.883488,40,-276
824,8,5.656854,-4,-4
825,394,342.607647,338,56
826,160,134.937022,132,28
827,124,101.390335,98,-26
828,90,66.241981,32,-58
829,148,104.804580,-70,78
830,60,45.694639,-18,42
831,232,164.268074,122,-110
832,54,38.418745,-24,30
833,68,50.119856,44,24
834,120,106.920531,106,14
835,68,53.141321,18,-50
836,210,179.254010,-176,-34
837,82,58.000000,40,-42
838,88,62.481997,-48,40
839,76,54.405882,-44,-32
840,162,146.874096,16,146
841,78,57.306195,-50,28
842,20,20.000000,0,-20
843,68,66.030296,-66,-2
844,116,108.295891,108,-8
845,178,126.063476,94,-84
846,24,18.973666,-6,18
847,124,87.863531,-66,-58
848,244,197.524682,54,190
849,246,198.080792,-190,56
850,106,81.706793,76,30
851,82,71.021124,70,12
852,72,55.713553,52,-20
853,192,150.545674,-142,-50
854,108,79.649231,70,-38
855,74,66.483081,-66,-8
856,118,101.607086,100,18
857,124,105.905618,20,-104
858,230,163.670401,-128,102
859,362,265.939843,-232,-130
860,80,64.560050,-62,-18
861,116,99.639350,98,18
862,86,66.483081,-62,-24
863,234,180.499307,66,168
864,222,159.762323,132,90
865,82,59.363288,-50,-32
866,252,178.280678,122,-130
867,210,150.903943,-124,-86
868,70,51.884487,-46,24
869,52,38.470768,18,-34
870,332,236.135554,-148,184
871,96,77.201036,74,22
872,130,95.015788,48,82
873,12,10.198039,2,-10
874,194,137.186005,98,96
875,194,143.178211,-126,68
876,120,105.223572,16,104
877,150,110.941426,52,98
878,208,180.510388,-30,178
879,108,76.419893,-52,-56
880,286,242.792092,238,-48
881,152,113.595775,-102,50
882,80,67.468511,-14,-66
883,178,141.039002,-134,-44
884,100,72.718636,-38,-62
885,344,251.077677,216,128
886,96,77.201036,22,-74
887,36,32.249031,-32,4
888,172,143.610585,140,32
889,106,96.519428,-10,-96
890,248,186.075254,-168,80
891,122,86.278618,60,-62
892,192,168.023808,-166,-26
893,198,140.356688,92,106
894,106,86.833173,-84,-22
895,48,42.426407,42,6
896,268,210.009524,70,-198
897,174,141.209065,38,136
898,154,150.053324,150,-4
899,194,150.053324,54,140
900,42,38.209946,-4,38
901,138,104.785495,96,42
902,304,226.291847,202,102
903,116,102.956301,-102,-14
904,178,127.640119,74,104
905,218,159.511755,80,-138
906,184,133.146536,-112,72
907,250,177.730133,138,-112
908,152,109.288609,62,-90
909,172,162.308349,-10,-162
910,106,84.118963,80,26
911,250,179.744263,-148,-102
912,290,206.465493,162,128
913,176,147.512711,32,144
914,280,205.153601,178,102
915,70,50.000000,-40,30
916,78,72.249567,-6,-72
917,246,188.308258,72,174
918,134,105.621967,-34,-100
919,164,126.649122,46,-118
920,148,116.378692,110,38
921,60,46.818800,44,-16
922,230,164.012195,100,-130
923,112,87.315520,-30,82
924,316,240.033331,-96,-220
925,82,60.827625,28,54
926,230,189.662859,184,-46
927,12,10.198039,-10,2
928,64,51.923020,-14,-50
929,214,165.275528,-60,154
930,186,131.590273,90,-96
931,162,131.041978,-126,-36
932,100,76.157731,30,-70
933,180,129.799846,108,-72
934,230,214.597297,214,16
935,42,30.000000,24,-18
936,180,159.524293,-22,158
937,182,135.070352,-62,120
938,40,31.622777,-10,30
939,28,20.000000,-12,16
940,232,178.639301,66,-166
941,158,120.016666,-110,-48
942,114,96.104110,94,20
943,188,178.280678,-178,10
944,474,349.885696,166,-308
945,466,330.024242,246,-220
946,200,166.397115,-38,-162
947,96,74.672619,26,-70
948,382,284.429253,128,254
949,410,313.847097,290,120
950,66,47.201695,-38,28
951,192,135.764502,-96,96
952,126,89.106678,-64,62
953,44,32.249031,-28,16
954,152,111.892806,98,-54
955,254,181.207064,110,-144
956,256,184.715998,154,-102
957,214,152.433592,94,-120
958,14,10.770330,10,4
959,78,61.351447,20,-58
960,122,94.339811,88,-34
961,204,178.213355,28,-176
962,14,10.770330,-4,-10
963,34,28.635642,28,6
964,34,30.265492,-4,-30
965,144,116.481758,32,112
966,148,105.603030,64,84
967,190,145.230851,-134,56
968,102,94.339811,-94,8
969,176,136.704060,48,128
970,120,84.852814,-60,-60
971,88,72.277244,-70,-18
972,208,150.943698,80,-128
973,60,42.520583,28,32
974,110,82.292162,36,74
975,238,178.000000,-78,160
976,184,133.775932,70,114
977,254,211.518321,-48,-206
978,362,259.699827,-212,-150
979,76,53.814496,40,36
980,124,102.839681,100,24
981,116,87.726849,36,80
982,136,98.792712,-84,-52
983,270,194.699769,-162,-108
984,126,98.081599,-34,-92
985,178,176.011363,176,-2
986,174,141.209065,-38,136
987,114,86.925255,34,80
988,336,330.054541,-6,330
989,276,204.000000,180,96
990,214,181.603965,178,-36
991,142,102.078401,58,84
992,158,111.731822,-80,78
993,94,72.801099,-68,-26
994,162,119.883277,56,106
995,152,118.928550,40,112
996,272,217.623528,208,64
997,210,158.404545,66,-144
998,280,236.913486,-48,232
