walk,sec0,sec1,sec2,sec3
792,0,1,2,90
793,0,2,27,54
794,0,61,0,25
795,0,0,61,30
796,100,0,0,0
797,14,48,6,8
798,15,0,71,2
799,41,2,36,1
800,9,6,10,52
801,66,0,29,0
802,6,12,41,13
803,6,0,29,46
804,39,39,0,0
805,53,38,0,0
806,90,0,4,0
807,47,4,36,1
808,31,46,0,5
809,2,0,33,52
810,16,2,45,16
811,75,8,2,0
812,6,48,0,22
813,39,3,38,2
814,14,0,72,6
815,21,0,67,0
816,0,3,2,89
817,0,2,1,93
818,52,1,26,4
819,0,1,12,79
820,53,0,38,1
821,0,0,24,52
822,27,50,0,2
823,2,37,6,21
824,3,0,83,4
825,2,92,1,0
826,15,8,40,14
827,0,1,29,57
828,57,0,29,0
829,0,0,51,34
830,33,0,44,8
831,26,34,7,6
832,12,79,0,0
833,0,0,65,23
834,0,67,1,24
835,13,12,62,3
836,19,29,6,15
837,4,81,0,2
838,0,19,35,29
839,56,15,7,1
840,29,37,4,13
841,89,1,3,0
842,47,32,10,0
843,0,0,17,73
844,55,24,6,4
845,0,27,0,70
846,81,3,2,3
847,9,58,0,15
848,6,0,23,57
849,0,81,0,5
850,0,11,0,74
851,52,4,23,3
852,1,10,1,75
853,11,9,50,5
854,98,0,0,0
855,0,0,88,9
856,6,83,0,0
857,21,65,0,0
858,36,2,29,10
859,1,4,80,6
860,33,38,2,8
861,0,4,37,35
862,1,3,0,87
863,0,1,90,4
864,5,88,0,0
865,6,90,0,0
866,13,1,60,9
867,0,13,1,75
868,2,0,94,0
869,0,1,13,76
870,0,19,0,73
871,22,59,0,3
872,61,0,20,1
873,2,6,1,76
874,49,5,2,32
875,0,0,99,0
876,92,2,0,0
877,93,0,2,0
878,43,44,0,0
879,0,17,1,63
880,0,1,62,18
881,49,0,39,0
882,0,0,78,16
883,56,34,0,0
884,3,75,0,13
885,2,12,0,65
886,71,6,10,0
887,27,58,1,0
888,0,24,0,67
889,1,0,90,0
890,64,20,6,0
891,42,40,8,0
892,30,11,2,39
893,35,10,7,25
894,3,43,4,36
895,56,32,0,0
896,62,24,7,1
897,3,0,13,72
898,0,4,15,65
899,4,28,0,54
900,1,0,96,0
901,33,8,38,3
902,16,13,9,38
903,10,43,0,35
904,16,0,41,24
905,9,8,40,21
906,46,28,14,0
907,33,15,37,0
908,38,50,1,0
909,57,26,3,0
910,2,85,3,2
911,87,9,0,1
912,6,0,18,55
913,24,0,63,3
914,73,6,3,5
915,5,94,0,0
916,45,3,31,3
917,16,1,33,30
918,98,1,0,0
919,46,11,3,27
920,7,39,1,26
921,26,0,53,3
922,32,46,1,0
923,0,4,63,16
924,78,13,0,0
925,63,1,24,0
926,11,41,0,29
927,0,0,96,1
928,16,59,2,0
929,1,15,38,38
930,3,7,1,79
931,4,1,68,10
932,24,0,46,2
933,0,17,4,63
934,62,8,4,6
935,22,63,1,0
936,1,1,25,64
937,0,0,94,3
938,26,4,33,15
939,0,61,0,29
940,2,68,3,13
941,21,34,3,18
942,19,2,62,1
943,3,57,7,20
944,18,68,0,2
945,0,87,3,3
946,85,0,5,0
947,7,9,77,0
948,30,60,0,0
949,27,54,0,2
950,46,48,0,0
951,1,50,1,37
952,13,1,4,65
953,7,0,25,47
954,76,14,4,0
955,0,1,0,90
956,18,0,69,1
957,0,0,79,10
958,1,45,1,34
959,0,1,77,13
960,0,0,86,5
961,0,25,0,53
962,62,1,24,0
963,9,0,89,0
964,4,84,0,3
965,0,79,0,12
966,0,0,71,19
967,79,8,3,0
968,65,19,1,0
969,28,0,60,7
970,46,19,5,10
971,12,20,7,41
972,0,82,0,13
973,1,1,94,1
974,26,11,27,25
975,0,0,9,85
976,61,8,16,0
977,73,0,17,0
978,11,45,2,28
979,3,82,0,5
980,11,18,9,33
981,0,88,0,6
982,94,2,0,0
983,2,68,14,7
984,9,38,20,11
985,73,8,2,1
986,0,4,34,50
987,0,0,40,57
988,1,21,0,55
989,3,86,0,1
990,1,7,43,28
991,0,11,66,13
992,1,0,18,72
993,10,47,7,15
994,0,32,0,62
995,11,59,2,7
996,3,2,65,12
997,93,0,5,0
998,2,14,1,78
999,83,0,12,0
