walk,n_minus,n_zero,n_plus,m_over_n
87,5702,56,94242,0.9427000000
88,4,5,99991,0.9999350000
89,27232,678,72090,0.7242900000
90,64670,459,34871,0.6489950000
91,505,37,99458,0.9947650000
92,29827,608,69565,0.6986900000
93,41984,721,57295,0.5765550000
94,66942,192,32866,0.6703800000
95,77072,163,22765,0.7715350000
96,90710,288,9002,0.9085400000
97,92253,240,7507,0.9237300000
98,47368,227,52405,0.5251850000
99,53398,541,46061,0.5366850000
100,3060,249,96691,0.9681550000
101,635,15,99350,0.9935750000
102,11973,219,87808,0.8791750000
103,55991,525,43484,0.5625350000
104,79233,221,20546,0.7934350000
105,35974,185,63841,0.6393350000
106,97334,195,2471,0.9743150000
107,1240,47,98713,0.9873650000
108,91733,205,8062,0.9183550000
109,42301,236,57463,0.5758100000
110,10497,338,89165,0.8933400000
111,98126,78,1796,0.9816500000
112,99059,121,820,0.9911950000
113,97701,68,2231,0.9773500000
114,96972,119,2909,0.9703150000
115,24490,652,74858,0.7518400000
116,13238,209,86553,0.8665750000
117,87010,112,12878,0.8706600000
118,87265,412,12323,0.8747100000
119,56103,148,43749,0.5617700000
120,77674,464,21862,0.7790600000
121,39746,372,59882,0.6006800000
122,98230,153,1617,0.9830650000
123,40439,608,58953,0.5925700000
124,97345,34,2621,0.9736200000
125,4761,108,95131,0.9518500000
126,93214,109,6677,0.9326850000
127,25588,171,74241,0.7432650000
128,507,46,99447,0.9947000000
129,40854,444,58702,0.5892400000
130,59472,134,40394,0.5953900000
131,45520,533,53947,0.5421350000
132,73070,427,26503,0.7328350000
133,4054,269,95677,0.9581150000
134,807,45,99148,0.9917050000
135,50249,206,49545,0.5035200000
136,36816,483,62701,0.6294250000
137,32687,398,66915,0.6711400000
138,1733,160,98107,0.9818700000
139,95008,119,4873,0.9506750000
140,35704,206,64090,0.6419300000
141,18112,313,81575,0.8173150000
142,98246,12,1742,0.9825200000
143,36962,677,62361,0.6269950000
144,51461,454,48085,0.5168800000
145,100000,0,0,1.0000000000
146,1718,172,98110,0.9819600000
147,80127,362,19511,0.8030800000
148,29307,697,69996,0.7034450000
149,14141,204,85655,0.8575700000
150,99175,73,752,0.9921150000
151,91788,236,7976,0.9190600000
152,25458,434,74108,0.7432500000
153,98139,134,1727,0.9820600000
154,89581,333,10086,0.8974750000
155,0,2,99998,0.9999900000
156,92449,458,7093,0.9267800000
157,55710,565,43725,0.5599250000
158,98551,109,1340,0.9860550000
159,1366,75,98559,0.9859650000
160,57664,248,42088,0.5778800000
161,94858,85,5057,0.9490050000
162,80034,543,19423,0.8030550000
163,38971,400,60629,0.6082900000
164,82978,464,16558,0.8321000000
165,70613,292,29095,0.7075900000
166,85701,247,14052,0.8582450000
167,22984,96,76920,0.7696800000
168,36661,472,62867,0.6310300000
169,98503,218,1279,0.9861200000
170,2973,229,96798,0.9691250000
171,54526,288,45186,0.5467000000
172,27402,322,72276,0.7243700000
173,70427,255,29318,0.7055450000
174,61421,95,38484,0.6146850000
175,76932,118,22950,0.7699100000
176,73930,392,25678,0.7412600000
177,76302,92,23606,0.7634800000
178,59682,400,39918,0.5988200000
179,17529,313,82158,0.8231450000
180,80346,388,19266,0.8054000000
181,60424,433,39143,0.6064050000
182,1,1,99998,0.9999850000
183,38292,195,61513,0.6161050000
184,8185,209,91606,0.9171050000
185,23,31,99946,0.9996150000
186,71658,295,28047,0.7180550000
187,8,2,99990,0.9999100000
188,99991,6,3,0.9999400000
189,44039,564,55397,0.5567900000
190,88842,71,11087,0.8887750000
191,11093,146,88761,0.8883400000
192,99355,49,596,0.9937950000
193,94842,156,5002,0.9492000000
194,9513,289,90198,0.9034250000
195,77861,285,21854,0.7800350000
196,32615,42,67343,0.6736400000
197,75722,69,24209,0.7575650000
198,3213,134,96653,0.9672000000
199,799,64,99137,0.9916900000
200,75745,382,23873,0.7593600000
201,99889,20,91,0.9989900000
202,12530,180,87290,0.8738000000
203,98932,10,1058,0.9893700000
204,7771,269,91960,0.9209450000
205,38525,120,61355,0.6141500000
206,50983,387,48630,0.5117650000
207,6468,276,93256,0.9339400000
208,703,48,99249,0.9927300000
209,99910,22,68,0.9992100000
210,93647,53,6300,0.9367350000
211,95975,201,3824,0.9607550000
212,91407,295,8298,0.9155450000
213,10231,344,89425,0.8959700000
214,49952,397,49651,0.5015050000
215,36790,469,62741,0.6297550000
216,34658,300,65042,0.6519200000
217,65116,161,34723,0.6519650000
218,21748,285,77967,0.7810950000
219,11017,361,88622,0.8880250000
220,11980,469,87551,0.8778550000
221,82889,232,16879,0.8300500000
222,79523,371,20106,0.7970850000
223,84713,213,15074,0.8481950000
224,15703,515,83782,0.8403950000
225,24816,501,74683,0.7493350000
226,0,1,99999,0.9999950000
227,90933,266,8801,0.9106600000
228,348,71,99581,0.9961650000
229,38,20,99942,0.9995200000
230,93143,202,6655,0.9324400000
231,93053,350,6597,0.9322800000
232,39327,830,59843,0.6025800000
233,97925,98,1977,0.9797400000
234,71826,331,27843,0.7199150000
235,63044,286,36670,0.6318700000
236,91693,177,8130,0.9178150000
237,48,18,99934,0.9994300000
238,96741,256,3003,0.9686900000
239,35751,221,64028,0.6413850000
240,1943,49,98008,0.9803250000
241,27233,491,72276,0.7252150000
242,43051,384,56565,0.5675700000
243,69241,310,30449,0.6939600000
244,42281,424,57295,0.5750700000
245,15845,211,83944,0.8404950000
246,7789,112,92099,0.9215500000
247,36398,837,62765,0.6318350000
248,35080,602,64318,0.6461900000
249,3417,176,96407,0.9649500000
250,94316,144,5540,0.9438800000
251,85621,304,14075,0.8577300000
252,87692,63,12245,0.8772350000
253,29207,345,70448,0.7062050000
254,91516,157,8327,0.9159450000
255,93806,221,5973,0.9391650000
256,83951,728,15321,0.8431500000
257,58229,235,41536,0.5834650000
258,6087,362,93551,0.9373200000
259,88935,151,10914,0.8901050000
260,21982,173,77845,0.7793150000
261,6585,233,93182,0.9329850000
262,99257,67,676,0.9929050000
263,26015,293,73692,0.7383850000
264,54243,301,45456,0.5439350000
265,33889,171,65940,0.6602550000
266,16895,379,82726,0.8291550000
267,36309,225,63466,0.6357850000
268,59791,90,40119,0.5983600000
269,26119,84,73797,0.7383900000
270,1995,56,97949,0.9797700000
271,99731,35,234,0.9974850000
272,9851,135,90014,0.9008150000
273,9876,183,89941,0.9003250000
274,79977,170,19853,0.8006200000
275,95728,247,4025,0.9585150000
276,1668,59,98273,0.9830250000
277,28234,707,71059,0.7141250000
278,78358,510,21132,0.7861300000
279,94423,197,5380,0.9452150000
280,2514,246,97240,0.9736300000
281,1783,186,98031,0.9812400000
282,54449,412,45139,0.5465500000
283,99973,7,20,0.9997650000
284,76303,299,23398,0.7645250000
285,89731,122,10147,0.8979200000
286,67047,401,32552,0.6724750000
287,96437,112,3451,0.9649300000
288,13843,549,85608,0.8588250000
289,43739,507,55754,0.5600750000
290,21659,448,77893,0.7811700000
291,63891,376,35733,0.6407900000
292,2030,44,97926,0.9794800000
293,29924,118,69958,0.7001700000
294,37358,172,62470,0.6255600000
295,90732,313,8955,0.9088850000
296,20041,425,79534,0.7974650000
297,1372,63,98565,0.9859650000
298,30600,145,69255,0.6932750000
299,62211,504,37285,0.6246300000
300,72197,265,27538,0.7232950000
301,73942,410,25648,0.7414700000
302,98595,37,1368,0.9861350000
303,42958,200,56842,0.5694200000
304,44371,534,55095,0.5536200000
305,30882,313,68805,0.6896150000
306,25567,464,73969,0.7420100000
307,30912,228,68860,0.6897400000
308,91488,100,8412,0.9153800000
309,48773,641,50586,0.5090650000
310,63292,516,36192,0.6355000000
311,2120,125,97755,0.9781750000
312,80062,613,19325,0.8036850000
313,25999,131,73870,0.7393550000
314,69115,108,30777,0.6916900000
315,81016,306,18678,0.8116900000
316,34741,824,64435,0.6484700000
317,28659,113,71228,0.7128450000
318,48403,543,51054,0.5132550000
319,19976,151,79873,0.7994850000
320,85497,250,14253,0.8562200000
321,95637,301,4062,0.9578750000
322,27837,323,71840,0.7200150000
323,62423,149,37428,0.6249750000
324,14891,424,84685,0.8489700000
325,5037,409,94554,0.9475850000
326,99998,1,1,0.9999850000
327,79267,348,20385,0.7944100000
328,12725,389,86886,0.8708050000
329,80886,339,18775,0.8105550000
330,50922,305,48773,0.5107450000
331,81131,94,18775,0.8117800000
332,90676,104,9220,0.9072800000
333,42893,844,56263,0.5668500000
334,36500,341,63159,0.6332950000
335,1651,47,98302,0.9832550000
336,27,1,99972,0.9997250000
337,91471,76,8453,0.9150900000
338,37754,231,62015,0.6213050000
339,86364,422,13214,0.8657500000
340,97838,200,1962,0.9793800000
341,99276,41,683,0.9929650000
342,84081,403,15516,0.8428250000
343,49106,216,50678,0.5078600000
344,19876,243,79881,0.8000250000
345,2912,172,96916,0.9700200000
346,76649,296,23055,0.7679700000
347,64393,319,35288,0.6455250000
348,9873,342,89785,0.8995600000
349,78548,134,21318,0.7861500000
350,5166,172,94662,0.9474800000
351,85716,554,13730,0.8599300000
352,60310,361,39329,0.6049050000
353,36991,670,62339,0.6267400000
354,3049,68,96883,0.9691700000
355,15771,259,83970,0.8409950000
356,93563,49,6388,0.9358750000
357,95036,299,4665,0.9518550000
358,63414,312,36274,0.6357000000
359,73383,612,26005,0.7368900000
360,63140,456,36404,0.6336800000
361,95880,108,4012,0.9593400000
362,74302,346,25352,0.7447500000
363,17581,521,81898,0.8215850000
364,34554,592,64854,0.6515000000
365,108,23,99869,0.9988050000
366,97720,58,2222,0.9774900000
367,67377,566,32057,0.6766000000
368,92714,188,7098,0.9280800000
369,51243,356,48401,0.5142100000
370,50932,236,48832,0.5105000000
371,1,2,99997,0.9999800000
372,35029,542,64429,0.6470000000
373,24523,301,75176,0.7532650000
374,4983,204,94813,0.9491500000
375,86195,177,13628,0.8628350000
376,73698,675,25627,0.7403550000
377,18255,393,81352,0.8154850000
378,53137,419,46444,0.5334650000
379,80169,184,19647,0.8026100000
380,6426,545,93029,0.9330150000
381,4683,163,95154,0.9523550000
382,15154,344,84502,0.8467400000
383,77226,167,22607,0.7730950000
384,36283,703,63014,0.6336550000
385,27050,373,72577,0.7276350000
386,71110,501,28389,0.7136050000
387,7179,202,92619,0.9272000000
388,99808,30,162,0.9982300000
389,98402,69,1529,0.9843650000
390,2785,112,97103,0.9715900000
391,56378,196,43426,0.5647600000
392,98052,22,1926,0.9806300000
393,94394,274,5332,0.9453100000
394,63460,518,36022,0.6371900000
395,14,16,99970,0.9997800000
396,255,28,99717,0.9973100000
397,99614,32,354,0.9963000000
398,99917,41,42,0.9993750000
399,23657,845,75498,0.7592050000
400,54485,300,45215,0.5463500000
401,1464,201,98335,0.9843550000
402,14906,644,84450,0.8477200000
403,25846,401,73753,0.7395350000
404,83488,239,16273,0.8360750000
405,7,3,99990,0.9999150000
406,3147,74,96779,0.9681600000
407,47401,104,52495,0.5254700000
408,58448,97,41455,0.5849650000
409,5292,73,94635,0.9467150000
410,23627,467,75906,0.7613950000
411,85540,297,14163,0.8568850000
412,56915,187,42898,0.5700850000
413,4622,160,95218,0.9529800000
414,14930,197,84873,0.8497150000
415,99196,96,708,0.9924400000
416,4313,218,95469,0.9557800000
417,53837,190,45973,0.5393200000
418,14829,359,84812,0.8499150000
419,96189,127,3684,0.9625250000
420,16036,127,83837,0.8390050000
421,48109,233,51658,0.5177450000
422,53192,317,46491,0.5335050000
423,35499,310,64191,0.6434600000
424,98649,104,1247,0.9870100000
425,7121,389,92490,0.9268450000
426,99313,32,655,0.9932900000
427,4414,109,95477,0.9553150000
428,6297,214,93489,0.9359600000
429,68582,130,31288,0.6864700000
430,68128,59,31813,0.6815750000
431,25856,650,73494,0.7381900000
432,19863,171,79966,0.8005150000
433,94562,100,5338,0.9461200000
434,2093,149,97758,0.9783250000
435,97710,89,2201,0.9775450000
436,293,33,99674,0.9969050000
437,14536,237,85227,0.8534550000
438,73946,454,25600,0.7417300000
439,22816,133,77051,0.7711750000
440,97801,194,2005,0.9789800000
441,25243,745,74012,0.7438450000
442,85949,113,13938,0.8600550000
443,85952,156,13892,0.8603000000
444,73209,299,26492,0.7335850000
445,91947,237,7816,0.9206550000
446,32242,166,67592,0.6767500000
447,84688,119,15193,0.8474750000
448,92635,521,6844,0.9289550000
449,23372,372,76256,0.7644200000
450,99895,22,83,0.9990600000
451,46209,205,53586,0.5368850000
452,6194,323,93483,0.9364450000
453,595,11,99394,0.9939950000
454,38449,92,61459,0.6150500000
455,99745,54,201,0.9977200000
456,55815,221,43964,0.5592550000
457,268,12,99720,0.9972600000
458,24984,309,74707,0.7486150000
459,97348,116,2536,0.9740600000
460,99795,23,182,0.9980650000
461,407,102,99491,0.9954200000
462,356,88,99556,0.9960000000
463,95151,178,4671,0.9524000000
464,31986,343,67671,0.6784250000
465,39809,48,60143,0.6016700000
466,46586,87,53327,0.5337050000
467,2971,262,96767,0.9689800000
468,98838,119,1043,0.9889750000
469,53635,243,46122,0.5375650000
470,87528,189,12283,0.8762250000
471,25119,76,74805,0.7484300000
472,98851,23,1126,0.9886250000
473,16484,209,83307,0.8341150000
474,5,8,99987,0.9999100000
475,99387,82,531,0.9942800000
476,14590,186,85224,0.8531700000
477,72211,393,27396,0.7240750000
478,56906,145,42949,0.5697850000
479,42508,578,56914,0.5720300000
480,55002,324,44674,0.5516400000
481,6984,333,92683,0.9284950000
482,92456,100,7444,0.9250600000
483,87409,31,12560,0.8742450000
484,33369,275,66356,0.6649350000
485,50570,552,48878,0.5084600000
486,39769,178,60053,0.6014200000
487,0,1,99999,0.9999950000
488,19740,188,80072,0.8016600000
489,68960,159,30881,0.6903950000
490,0,0,100000,1.0000000000
491,8688,491,90821,0.9106650000
492,2414,79,97507,0.9754650000
493,46992,364,52644,0.5282600000
494,58272,593,41135,0.5856850000
495,51683,443,47874,0.5190450000
496,96744,234,3022,0.9686100000
497,16794,318,82888,0.8304700000
498,39513,511,59976,0.6023150000
499,50243,741,49016,0.5061350000
500,17735,450,81815,0.8204000000
501,1435,166,98399,0.9848200000
502,85256,117,14627,0.8531450000
503,88635,251,11114,0.8876050000
504,89685,225,10090,0.8979750000
505,4059,112,95829,0.9588500000
506,85491,528,13981,0.8575500000
507,2002,142,97856,0.9792700000
508,538,51,99411,0.9943650000
509,45161,299,54540,0.5468950000
510,6449,384,93167,0.9335900000
511,36828,184,62988,0.6308000000
512,89206,188,10606,0.8930000000
513,47544,268,52188,0.5232200000
514,56216,624,43160,0.5652800000
515,897,105,98998,0.9905050000
516,13165,188,86647,0.8674100000
517,48842,437,50721,0.5093950000
518,83757,131,16112,0.8382250000
519,3232,383,96385,0.9657650000
520,59932,503,39565,0.6018350000
521,91492,147,8361,0.9156550000
522,21588,95,78317,0.7836450000
523,91812,279,7909,0.9195150000
524,17153,369,82478,0.8266250000
525,6249,248,93503,0.9362700000
526,38671,167,61162,0.6124550000
527,99813,37,150,0.9983150000
528,35625,157,64218,0.6429650000
529,45502,325,54173,0.5433550000
530,93194,155,6651,0.9327150000
531,84137,84,15779,0.8417900000
532,1,7,99992,0.9999550000
533,49091,651,50258,0.5058350000
534,28993,206,70801,0.7090400000
535,33767,187,66046,0.6613950000
536,61700,49,38251,0.6172450000
537,3615,76,96309,0.9634700000
538,4322,110,95568,0.9562300000
539,22919,842,76239,0.7666000000
540,33428,96,66476,0.6652400000
541,87650,244,12106,0.8777200000
542,88684,365,10951,0.8886650000
543,98713,100,1187,0.9876300000
544,99469,31,500,0.9948450000
545,558,108,99334,0.9938800000
546,8147,613,91240,0.9154650000
547,62518,422,37060,0.6272900000
548,97673,49,2278,0.9769750000
549,95374,91,4535,0.9541950000
550,91247,148,8605,0.9132100000
551,82152,139,17709,0.8222150000
552,9493,229,90278,0.9039250000
553,92596,203,7201,0.9269750000
554,12406,155,87439,0.8751650000
555,9575,95,90330,0.9037750000
556,2260,84,97656,0.9769800000
557,3603,92,96305,0.9635100000
558,98191,51,1758,0.9821650000
559,410,34,99556,0.9957300000
560,12429,96,87475,0.8752300000
561,6059,320,93621,0.9378100000
562,99663,25,312,0.9967550000
563,52074,458,47468,0.5230300000
564,54712,292,44996,0.5485800000
565,1758,68,98174,0.9820800000
566,7910,446,91644,0.9186700000
567,46135,710,53155,0.5351000000
568,92938,46,7016,0.9296100000
569,28643,186,71171,0.7126400000
570,78436,570,20994,0.7872100000
571,38310,497,61193,0.6144150000
572,49755,433,49812,0.5002850000
573,85070,154,14776,0.8514700000
574,1619,59,98322,0.9835150000
575,92414,266,7320,0.9254700000
576,23981,94,75925,0.7597200000
577,610,18,99372,0.9938100000
578,99935,13,52,0.9994150000
579,60791,708,38501,0.6114500000
580,18481,347,81172,0.8134550000
581,1838,164,97998,0.9808000000
582,79166,167,20667,0.7924950000
583,99982,9,9,0.9998650000
584,32733,414,66853,0.6706000000
585,73177,422,26401,0.7338800000
586,198,27,99775,0.9978850000
587,51482,448,48070,0.5170600000
588,13349,166,86485,0.8656800000
589,26869,210,72921,0.7302600000
590,95606,277,4117,0.9574450000
591,70681,601,28718,0.7098150000
592,14005,598,85397,0.8569600000
593,42422,865,56713,0.5714550000
594,84911,511,14578,0.8516650000
595,33143,609,66248,0.6655250000
596,56225,473,43302,0.5646150000
597,25927,365,73708,0.7389050000
598,87824,145,12031,0.8789650000
599,92177,342,7481,0.9234800000
600,79330,384,20286,0.7952200000
601,22979,205,76816,0.7691850000
602,36705,449,62846,0.6307050000
603,48201,115,51684,0.5174150000
604,43585,633,55782,0.5609850000
605,9903,362,89735,0.8991600000
606,76738,406,22856,0.7694100000
607,9151,35,90814,0.9083150000
608,93329,102,6569,0.9338000000
609,69323,58,30619,0.6935200000
610,49158,551,50291,0.5056650000
611,99445,132,423,0.9951100000
612,5045,302,94653,0.9480400000
613,74687,458,24855,0.7491600000
614,293,19,99688,0.9969750000
615,7568,357,92075,0.9225350000
616,11204,254,88542,0.8866900000
617,80515,433,19052,0.8073150000
618,51093,761,48146,0.5147350000
619,30472,518,69010,0.6926900000
620,6186,126,93688,0.9375100000
621,32607,935,66458,0.6692550000
622,95296,231,4473,0.9541150000
623,99877,20,103,0.9988700000
624,85438,326,14236,0.8560100000
625,57326,251,42423,0.5745150000
626,57738,353,41909,0.5791450000
627,5300,191,94509,0.9460450000
628,99790,64,146,0.9982200000
629,92559,334,7107,0.9272600000
630,4117,74,95809,0.9584600000
631,7186,131,92683,0.9274850000
632,22220,488,77292,0.7753600000
633,99889,34,77,0.9990600000
634,97535,99,2366,0.9758450000
635,12458,20,87522,0.8753200000
636,64733,459,34808,0.6496250000
637,72916,397,26687,0.7311450000
638,72725,522,26753,0.7298600000
639,7030,333,92637,0.9280350000
640,99862,51,87,0.9988750000
641,91760,179,8061,0.9184950000
642,61194,828,37978,0.6160800000
643,98237,173,1590,0.9832350000
644,99937,6,57,0.9994000000
645,37255,689,62056,0.6240050000
646,9987,283,89730,0.8987150000
647,83010,387,16603,0.8320350000
648,49552,144,50304,0.5037600000
649,45,10,99945,0.9995000000
650,20950,158,78892,0.7897100000
651,99144,132,724,0.9921000000
652,99152,47,801,0.9917550000
653,3283,116,96601,0.9665900000
654,23631,305,76064,0.7621650000
655,99683,64,253,0.9971500000
656,87436,105,12459,0.8748850000
657,96858,221,2921,0.9696850000
658,10122,261,89617,0.8974750000
659,27888,254,71858,0.7198500000
660,13785,165,86050,0.8613250000
661,10381,306,89313,0.8946600000
662,85671,171,14158,0.8575650000
663,84282,465,15253,0.8451450000
664,34139,262,65599,0.6573000000
665,57632,300,42068,0.5778200000
666,16786,119,83095,0.8315450000
667,96738,119,3143,0.9679750000
668,57582,311,42107,0.5773750000
669,5155,207,94638,0.9474150000
670,59976,216,39808,0.6008400000
671,1478,83,98439,0.9848050000
672,62478,611,36911,0.6278350000
673,45884,442,53674,0.5389500000
674,76916,109,22975,0.7697050000
675,88206,254,11540,0.8833300000
676,87823,119,12058,0.8788250000
677,73101,244,26655,0.7322300000
678,9711,181,90108,0.9019850000
679,99125,46,829,0.9914800000
680,92296,59,7645,0.9232550000
681,19597,204,80199,0.8030100000
682,75871,410,23719,0.7607600000
683,53157,546,46297,0.5343000000
684,24650,179,75171,0.7526050000
685,20596,641,78763,0.7908350000
686,92946,223,6831,0.9305750000
687,84822,349,14829,0.8499650000
688,88051,308,11641,0.8820500000
689,86529,344,13127,0.8670100000
690,8095,130,91775,0.9184000000
691,78641,201,21158,0.7874150000
692,99044,52,904,0.9907000000
693,488,39,99473,0.9949250000
694,99121,95,784,0.9916850000
695,84660,112,15228,0.8471600000
696,99060,123,817,0.9912150000
697,99862,17,121,0.9987050000
698,99848,30,122,0.9986300000
699,18118,567,81315,0.8159850000
700,2720,192,97088,0.9718400000
701,8412,43,91545,0.9156650000
702,60132,292,39576,0.6027800000
703,89950,268,9782,0.9008400000
704,90092,220,9688,0.9020200000
705,48313,471,51216,0.5145150000
706,92436,248,7316,0.9256000000
707,19072,119,80809,0.8086850000
708,95229,69,4702,0.9526350000
709,78262,62,21676,0.7829300000
710,58969,289,40742,0.5911350000
711,32452,102,67446,0.6749700000
712,38729,591,60680,0.6097550000
713,24331,365,75304,0.7548650000
714,40229,923,58848,0.5930950000
715,76296,392,23312,0.7649200000
716,38167,266,61567,0.6170000000
717,68295,344,31361,0.6846700000
718,72625,210,27165,0.7273000000
719,47046,186,52768,0.5286100000
720,99254,43,703,0.9927550000
721,57367,485,42148,0.5760950000
722,14,7,99979,0.9998250000
723,38145,147,61708,0.6178150000
724,66915,293,32792,0.6706150000
725,32231,779,66990,0.6737950000
726,40769,776,58455,0.5884300000
727,21845,233,77922,0.7803850000
728,97076,90,2834,0.9712100000
729,58790,404,40806,0.5899200000
730,89087,177,10736,0.8917550000
731,14303,370,85327,0.8551200000
732,26305,54,73641,0.7366800000
733,1290,71,98639,0.9867450000
734,46266,369,53365,0.5354950000
735,20054,135,79811,0.7987850000
736,14249,291,85460,0.8560550000
737,5836,105,94059,0.9411150000
738,96071,279,3650,0.9621050000
739,39266,674,60060,0.6039700000
740,50369,569,49062,0.5065350000
741,46460,400,53140,0.5334000000
742,10076,22,89902,0.8991300000
743,98912,73,1015,0.9894850000
744,25124,382,74494,0.7468500000
745,90574,246,9180,0.9069700000
746,57919,206,41875,0.5802200000
747,26940,129,72931,0.7299550000
748,97794,94,2112,0.9784100000
749,52986,257,46757,0.5311450000
750,1626,151,98223,0.9829850000
751,17277,217,82506,0.8261450000
752,92624,368,7008,0.9280800000
753,51918,570,47512,0.5220300000
754,52939,359,46702,0.5311850000
755,76753,460,22787,0.7698300000
756,66349,319,33332,0.6650850000
757,63625,301,36074,0.6377550000
758,35631,347,64022,0.6419550000
759,99955,13,32,0.9996150000
760,57927,247,41826,0.5805050000
761,1036,68,98896,0.9893000000
762,44349,533,55118,0.5538450000
763,58282,322,41396,0.5844300000
764,96989,202,2809,0.9709000000
765,5605,251,94144,0.9426950000
766,58686,376,40938,0.5887400000
767,15846,79,84075,0.8411450000
768,23361,277,76362,0.7650050000
769,4135,297,95568,0.9571650000
770,99991,7,2,0.9999450000
771,36852,86,63062,0.6310500000
772,34484,128,65388,0.6545200000
773,6623,126,93251,0.9331400000
774,99195,54,751,0.9922200000
775,53874,363,45763,0.5405550000
776,99225,97,678,0.9927350000
777,26303,373,73324,0.7351050000
778,561,42,99397,0.9941800000
779,8,21,99971,0.9998150000
780,19589,417,79994,0.8020250000
781,95623,225,4152,0.9573550000
782,4577,344,95079,0.9525100000
783,32519,206,67275,0.6737800000
784,42174,370,57456,0.5764100000
785,85025,359,14616,0.8520450000
786,39856,776,59368,0.5975600000
787,66023,966,33011,0.6650600000
788,99318,76,606,0.9935600000
789,16819,241,82940,0.8306050000
790,41411,105,58484,0.5853650000
791,50709,315,48976,0.5086650000
792,24769,34,75197,0.7521400000
793,40694,408,58898,0.5910200000
794,54898,141,44961,0.5496850000
795,3564,107,96329,0.9638250000
796,72106,338,27556,0.7227500000
797,95969,197,3834,0.9606750000
798,90597,150,9253,0.9067200000
799,70213,743,29044,0.7058450000
800,31029,884,68087,0.6852900000
801,88198,236,11566,0.8831600000
802,78869,187,20944,0.7896250000
803,97357,220,2423,0.9746700000
804,80416,435,19149,0.8063350000
805,21103,420,78477,0.7868700000
806,26782,164,73054,0.7313600000
807,127,13,99860,0.9986650000
808,75022,249,24729,0.7514650000
809,22199,123,77678,0.7773950000
810,99558,17,425,0.9956650000
811,99784,36,180,0.9980200000
812,836,4,99160,0.9916200000
813,51826,254,47920,0.5195300000
814,8965,31,91004,0.9101950000
815,99914,39,47,0.9993350000
816,2782,68,97150,0.9718400000
817,87905,193,11902,0.8800150000
818,21116,288,78596,0.7874000000
819,74440,186,25374,0.7453300000
820,403,20,99577,0.9958700000
821,651,83,99266,0.9930750000
822,58,31,99911,0.9992650000
823,54949,634,44417,0.5526600000
824,17942,437,81621,0.8183950000
825,36077,1011,62912,0.6341750000
826,24136,142,75722,0.7579300000
