walk,l1,l2,x0,x1
117,36,36.000000,0,36
118,62,58.137767,-4,58
119,34,34.000000,34,0
120,88,65.299311,-30,58
121,64,53.366656,-12,-52
122,26,18.439089,-12,-14
123,48,34.409301,-20,28
124,28,21.540659,8,20
125,52,46.389654,-46,-6
126,32,28.284271,-4,-28
127,60,42.801869,26,34
128,46,44.045431,44,-2
129,22,20.099751,2,20
130,112,79.195959,56,-56
131,28,28.000000,28,0
132,46,34.000000,16,30
133,36,26.832816,24,12
134,102,85.906926,-18,84
135,78,68.731361,-10,-68
136,54,38.209946,28,-26
137,74,63.150614,-62,12
138,16,16.000000,0,16
139,78,56.603887,-30,48
140,76,57.271284,24,52
141,48,34.409301,-28,-20
142,30,21.260292,-16,14
143,80,67.468511,-14,66
144,32,25.298221,8,-24
145,72,68.117545,4,68
146,50,50.000000,50,0
147,36,26.832816,24,12
148,42,30.000000,-18,-24
149,82,74.431176,8,-74
150,38,26.907248,-18,20
151,82,59.363288,50,-32
152,70,52.801515,22,-48
153,70,52.801515,48,22
154,22,17.088007,-6,16
155,38,34.234486,-34,4
156,46,34.000000,16,30
157,36,30.594117,30,-6
158,66,47.201695,38,-28
159,42,40.049969,40,2
160,44,42.047592,-42,2
161,22,16.124515,8,14
162,56,39.698866,-30,-26
163,56,40.000000,32,-24
164,44,33.105891,-30,-14
165,44,38.470768,38,6
166,16,11.661904,-10,6
167,54,41.231056,-38,-16
168,18,12.806248,-10,-8
169,16,11.661904,-6,-10
170,32,26.683328,6,26
171,48,42.426407,-6,-42
172,58,49.030603,-10,48
173,48,35.777088,32,16
174,32,32.000000,32,0
175,72,54.626001,-50,-22
176,110,77.897368,52,-58
177,22,17.088007,-16,-6
178,64,49.396356,18,-46
179,72,59.665736,-14,-58
180,50,39.849718,-38,-12
181,8,5.656854,-4,-4
182,66,46.861498,-36,30
183,152,107.814656,70,-82
184,52,40.496913,-38,-14
185,40,36.221541,36,-4
186,90,68.029405,62,-28
187,96,84.852814,-12,-84
188,66,56.885851,10,56
189,90,68.029405,-28,62
190,72,51.613952,30,-42
191,110,86.648716,-28,-82
192,108,93.380940,-16,-92
193,58,41.617304,34,-24
194,48,34.409301,28,-20
195,50,38.626416,-36,-14
196,102,78.000000,72,-30
197,78,60.166436,22,56
198,14,10.770330,-4,-10
199,82,62.769419,-24,58
200,44,36.878178,-36,8
201,22,22.000000,-22,0
202,86,63.529521,56,30
203,32,22.803509,-14,-18
204,126,93.059121,-44,-82
205,80,56.850682,-44,36
206,60,48.083261,-46,14
207,40,29.529646,14,-26
208,100,74.242845,-66,34
209,96,70.710678,62,34
210,36,29.120440,-8,28
211,68,50.990195,46,22
212,154,112.160599,96,-58
213,46,32.802439,20,26
214,76,56.356011,50,26
215,36,26.832816,-24,12
216,68,49.396356,26,42
217,68,48.166378,32,-36
218,68,52.000000,20,48
219,86,80.224684,80,6
220,90,64.899923,-54,-36
221,32,25.298221,-8,-24
222,54,38.418745,24,30
223,38,32.557641,-6,32
224,34,27.202941,26,8
225,22,15.620499,12,-10
226,48,40.792156,-8,40
227,66,49.193496,-22,44
228,96,72.498276,-30,66
229,12,10.198039,10,-2
230,76,58.309519,-22,54
231,40,40.000000,0,-40
232,18,12.806248,-10,8
233,58,44.944410,16,42
234,42,34.928498,-34,8
235,26,24.083189,-24,2
236,50,36.715120,-32,-18
237,18,16.124515,2,-16
238,34,24.083189,-18,-16
239,6,6.000000,0,-6
240,32,30.066593,30,-2
241,64,62.032250,-62,2
242,10,7.211103,6,4
243,78,78.000000,78,0
244,44,32.249031,-16,-28
245,56,47.074409,-10,46
246,40,32.984845,32,8
247,68,48.414874,30,38
248,70,49.517674,-36,34
249,126,92.282176,80,46
250,66,52.497619,-16,-50
251,58,43.863424,18,40
252,84,60.000000,-36,48
253,52,39.395431,-16,-36
254,42,29.732137,20,22
255,20,16.492423,4,-16
256,46,34.000000,-16,-30
257,62,44.045431,34,-28
258,58,41.617304,-24,34
259,28,28.000000,0,-28
260,40,32.984845,8,-32
261,102,87.475711,16,86
262,16,14.142136,-2,-14
263,64,48.332184,-44,-20
264,44,31.240999,-20,24
265,26,22.360680,-22,4
266,16,14.142136,-14,2
267,62,58.137767,-4,-58
268,32,28.284271,-4,28
269,96,81.584312,80,-16
270,26,22.360680,22,-4
271,24,16.970563,12,12
272,40,31.622777,30,10
273,54,38.418745,24,-30
274,12,8.944272,-8,4
275,38,29.732137,-28,10
276,66,47.707442,40,-26
277,36,27.856777,-26,-10
278,26,18.867962,10,-16
279,46,38.832976,-38,-8
280,60,50.990195,-50,10
281,58,41.231056,26,-32
282,70,64.280635,-6,64
283,70,55.027266,52,18
284,96,78.587531,-76,-20
285,56,44.271887,14,42
286,100,92.347171,-8,-92
287,80,56.639209,38,-42
288,128,102.489024,98,-30
289,54,38.418745,24,-30
290,38,27.202941,22,16
291,62,45.650849,22,-40
292,34,30.265492,30,4
293,22,17.088007,-16,-6
294,16,12.649111,4,-12
295,42,40.049969,-2,40
296,44,33.105891,14,30
297,46,33.286634,18,-28
298,100,71.610055,58,-42
299,50,35.608988,28,22
300,30,21.633308,-18,12
301,16,12.649111,-4,-12
302,22,17.088007,-16,6
303,66,56.885851,-56,-10
304,20,14.422205,-12,-8
305,18,13.416408,12,-6
306,72,56.920998,-18,-54
307,56,47.074409,46,-10
308,68,58.855756,-10,58
309,108,77.201036,62,46
310,52,44.721360,44,-8
311,120,86.533231,-48,72
312,50,44.407207,6,-44
313,22,17.088007,-6,-16
314,102,84.403791,20,82
315,42,32.310989,-30,-12
316,40,38.052595,38,2
317,84,65.787537,-22,-62
318,36,26.076810,-14,22
319,48,34.985711,-30,18
320,38,32.557641,32,-6
321,74,52.497619,34,40
322,26,22.360680,22,-4
323,64,46.043458,-38,-26
324,12,8.944272,-8,-4
325,42,29.732137,-20,22
326,82,59.363288,50,32
327,80,57.201399,46,-34
328,54,42.379240,-40,-14
329,70,56.320511,54,16
330,86,61.611687,-50,-36
331,10,7.211103,-4,-6
332,16,12.649111,-4,-12
333,112,79.397733,60,-52
334,104,73.593478,-54,50
335,82,58.821765,34,48
336,42,30.000000,-18,24
337,80,57.201399,-34,46
338,52,50.039984,-2,50
339,72,68.117545,68,-4
340,14,10.000000,-6,-8
341,16,12.649111,-4,12
342,22,20.099751,20,2
343,78,58.137767,-52,26
344,38,27.202941,-22,-16
345,20,16.492423,4,16
346,28,21.540659,-20,8
347,70,49.678969,38,32
348,64,46.647615,-40,24
349,44,38.470768,-38,6
350,120,86.533231,72,-48
351,50,35.383612,26,-24
352,88,64.498062,-32,-56
353,18,13.416408,-12,-6
354,50,42.755117,8,-42
355,76,72.111026,-72,4
356,28,24.331050,-24,-4
357,50,36.055513,-30,-20
358,78,55.172457,40,-38
359,48,46.043458,46,-2
360,26,22.360680,-4,-22
361,68,48.826222,40,-28
362,30,21.633308,-12,18
363,40,29.529646,-14,-26
364,70,56.320511,-54,16
365,30,28.071338,2,28
366,84,72.993150,72,12
367,42,36.496575,36,-6
368,52,38.470768,18,-34
369,72,50.990195,34,38
370,30,21.260292,14,-16
371,50,48.041649,-48,2
372,90,67.082039,30,60
373,58,58.000000,0,-58
374,88,67.230945,-62,-26
375,20,16.492423,-16,-4
376,16,14.142136,14,-2
377,56,40.496913,-22,-34
378,42,33.526109,-10,-32
379,60,45.694639,-42,-18
380,86,60.827625,42,44
381,22,17.088007,6,16
382,88,63.245553,36,52
383,66,46.690470,-34,32
384,18,13.416408,-6,-12
385,16,11.313708,8,-8
386,12,10.198039,-2,10
387,54,38.832976,32,22
388,30,21.260292,-14,16
389,76,59.464275,56,-20
390,28,19.798990,-14,14
391,32,32.000000,32,0
392,102,72.249567,-48,54
393,88,62.225397,44,-44
394,62,46.518813,20,42
395,50,41.231056,40,-10
396,12,12.000000,12,0
397,32,26.683328,-6,26
398,30,21.260292,14,-16
399,42,34.928498,-8,34
400,106,88.294960,20,-86
401,72,51.224994,40,32
402,62,43.863424,32,30
403,38,27.784888,14,24
404,42,30.000000,-18,24
405,58,46.173586,14,44
406,54,50.159745,-4,-50
407,80,57.201399,46,34
408,54,38.832976,22,32
409,46,40.447497,6,-40
410,10,7.211103,4,6
411,52,50.039984,50,2
412,90,70.228199,24,-66
413,12,8.944272,4,-8
414,62,56.320511,-56,6
415,16,11.661904,-10,-6
416,58,41.036569,30,28
417,74,54.589376,-26,-48
418,96,88.362888,-88,-8
419,102,76.026311,-34,68
420,76,54.918121,46,-30
421,38,27.202941,16,22
422,84,61.773781,30,-54
423,30,26.305893,26,-4
424,40,36.221541,-4,-36
425,64,50.596443,-48,-16
426,50,36.715120,18,-32
427,68,55.785303,-14,-54
428,34,30.265492,4,-30
429,52,43.174066,-42,10
430,24,16.970563,-12,12
431,18,14.560220,-4,14
432,48,34.985711,18,30
433,72,50.990195,38,34
434,26,19.697716,-18,8
435,38,36.055513,-36,2
436,22,18.439089,-4,-18
437,28,20.000000,-16,12
438,46,33.286634,-18,28
439,18,12.806248,-8,10
440,50,38.626416,14,-36
441,58,43.863424,-40,18
442,42,40.049969,40,-2
443,34,24.083189,16,18
444,78,56.035703,-46,32
445,58,42.190046,-36,22
446,118,84.403791,-68,-50
447,26,24.083189,-24,-2
448,24,18.973666,18,6
449,20,18.110770,-18,-2
450,54,38.209946,28,26
451,100,94.191295,-94,-6
452,20,20.000000,-20,0
453,54,45.122057,44,10
454,20,14.422205,8,-12
455,86,61.611687,50,-36
456,60,48.083261,46,-14
457,36,27.856777,26,10
458,24,16.970563,-12,-12
459,66,53.851648,-52,14
460,58,42.941821,-38,20
461,24,22.090722,-2,22
462,36,25.612497,-20,16
463,52,48.166378,-4,-48
464,18,13.416408,6,12
465,78,56.035703,32,46
466,50,37.576588,34,-16
467,78,67.082039,-12,66
468,30,23.409400,-8,-22
469,44,40.199502,-4,40
470,74,52.801515,32,42
471,62,46.518813,42,-20
472,32,30.066593,2,-30
473,52,43.174066,-42,-10
474,76,59.464275,-56,20
475,80,60.926185,-56,24
476,64,47.413078,-42,-22
477,56,41.182521,-20,36
478,42,32.310989,30,-12
479,8,8.000000,0,-8
480,70,62.513998,-8,62
481,32,30.066593,2,30
482,34,27.202941,-8,26
483,62,48.703183,16,-46
484,52,39.395431,-16,36
485,34,25.059928,-12,22
486,124,105.905618,104,-20
487,32,24.166092,22,-10
488,8,8.000000,0,8
489,30,24.738634,6,24
490,38,34.234486,-4,34
491,44,33.105891,14,30
492,76,74.027022,-74,-2
493,56,42.047592,18,38
494,118,95.603347,-26,-92
495,28,21.540659,20,8
496,48,34.409301,20,-28
497,12,12.000000,0,12
498,24,24.000000,24,0
499,106,75.604233,-60,46
500,18,14.560220,-4,14
501,92,76.157731,74,-18
502,36,26.076810,14,-22
503,36,29.120440,8,28
504,68,52.000000,48,20
505,32,25.298221,8,-24
506,6,4.472136,-4,-2
507,34,28.635642,-6,28
508,88,73.756356,-72,-16
509,8,6.324555,2,-6
510,28,20.591260,10,-18
511,70,56.320511,-16,54
512,14,10.000000,-8,6
513,82,82.000000,-82,0
514,24,17.204651,-10,-14
515,34,34.000000,34,0
516,34,32.062439,-2,32
517,62,48.703183,-16,-46
518,52,50.039984,-2,50
519,44,44.000000,44,0
520,46,32.802439,-20,26
521,40,31.622777,10,-30
522,80,80.000000,0,-80
523,24,24.000000,0,-24
524,26,18.867962,10,-16
525,50,44.407207,44,6
526,66,49.193496,44,22
527,60,42.520583,32,28
528,82,59.363288,50,-32
529,4,4.000000,0,-4
530,18,13.416408,-6,-12
531,26,26.000000,-26,0
532,60,45.694639,42,-18
533,30,22.360680,-20,10
534,60,44.721360,-40,20
535,40,30.463092,12,-28
536,40,34.525353,34,6
537,20,15.231546,6,-14
538,46,34.928498,32,14
539,80,72.443081,72,-8
540,40,38.052595,-38,2
541,32,24.166092,10,22
542,42,40.049969,40,-2
543,64,53.366656,52,-12
544,60,58.034473,58,-2
545,16,14.142136,-14,2
546,42,29.732137,-22,20
547,8,8.000000,-8,0
548,28,20.591260,18,-10
549,84,63.560994,26,58
550,78,55.605755,34,-44
551,66,51.264022,48,18
552,44,31.240999,-20,-24
553,40,32.984845,-8,-32
554,44,32.249031,16,28
555,66,53.851648,-52,14
556,22,15.620499,12,-10
557,58,47.539457,12,46
558,72,53.665631,48,-24
559,76,54.037024,42,-34
560,36,29.120440,-28,-8
561,82,58.412327,-36,46
562,24,17.204651,14,10
563,28,26.076810,2,26
564,44,35.440090,-10,34
565,38,38.000000,38,0
566,30,23.409400,22,8
567,60,44.721360,-20,40
568,6,4.472136,-4,2
569,40,29.529646,26,14
570,22,18.439089,-4,18
571,20,15.231546,-6,14
572,86,67.675697,64,-22
573,18,16.124515,-2,16
574,42,30.000000,-24,-18
575,56,48.662100,8,48
576,4,4.000000,4,0
577,16,14.142136,14,2
578,28,24.331050,-24,4
579,162,128.390031,122,40
580,56,39.698866,-26,-30
581,16,11.661904,10,-6
582,22,17.088007,16,6
583,48,39.293765,-38,10
584,36,26.832816,24,12
585,32,32.000000,32,0
586,90,69.079664,-64,26
587,78,62.641839,-60,-18
588,34,24.413111,20,14
589,86,65.391131,-60,-26
590,80,56.568542,-40,-40
591,40,28.425341,-18,22
592,42,31.304952,28,-14
593,80,74.242845,-74,-6
594,100,74.242845,-34,-66
595,66,52.497619,50,-16
596,60,48.083261,-46,-14
597,26,18.867962,-10,16
598,76,58.309519,22,-54
599,20,15.231546,6,14
600,90,63.780875,42,48
601,18,16.124515,16,2
602,40,32.984845,-8,-32
603,58,41.617304,24,-34
604,66,50.159745,-46,-20
605,54,41.231056,38,16
606,94,90.088845,-4,90
607,86,70.342022,-68,18
608,36,29.120440,28,-8
609,76,53.814496,36,-40
610,82,58.000000,40,42
611,26,24.083189,24,-2
612,60,50.990195,-50,10
613,100,70.936591,-46,54
614,58,50.635956,50,-8
615,56,54.037024,-54,-2
616,50,35.383612,24,26
617,48,44.181444,44,4
618,44,38.470768,-6,-38
619,60,42.801869,-34,-26
620,58,44.944410,-16,-42
621,48,42.426407,-6,42
622,26,20.880613,-20,-6
623,78,55.605755,34,44
624,24,24.000000,0,24
625,54,52.038447,52,-2
626,66,46.690470,-32,34
627,74,52.801515,32,42
628,48,46.043458,-2,46
629,44,34.176015,-12,32
630,28,26.076810,-26,2
631,76,72.111026,72,4
632,34,26.000000,10,-24
633,42,33.526109,10,-32
634,20,15.231546,6,14
635,22,18.439089,-4,-18
636,16,11.661904,6,-10
637,32,25.298221,8,24
638,44,31.240999,-24,20
639,46,32.802439,-20,-26
640,16,14.142136,2,14
641,60,52.611786,8,52
642,30,21.260292,16,14
643,34,24.083189,-16,-18
644,36,30.594117,6,-30
645,18,14.560220,-4,-14
646,46,32.557641,22,24
647,38,31.048349,-8,-30
648,98,69.656299,54,44
649,90,63.655322,44,46
650,42,29.732137,22,-20
651,44,33.105891,-14,-30
652,32,28.284271,-28,-4
653,56,42.047592,38,18
654,38,28.635642,-12,26
655,42,42.000000,-42,0
656,34,30.265492,-30,4
657,24,17.888544,-16,-8
658,26,20.880613,-20,-6
659,76,63.560994,-62,14
660,48,37.947332,-12,-36
661,56,44.271887,-42,14
662,8,8.000000,-8,0
663,52,38.470768,18,34
664,62,44.407207,-36,-26
665,28,20.000000,-16,12
666,40,28.844410,16,-24
667,52,41.761226,12,-40
668,58,56.035703,-2,-56
669,118,83.546394,56,62
670,92,74.726167,72,-20
671,58,41.231056,32,-26
672,64,48.332184,-20,-44
673,42,32.310989,12,30
674,84,60.000000,-36,48
675,56,52.153619,-4,52
676,46,36.055513,12,34
677,28,28.000000,0,28
678,60,52.611786,52,8
679,46,36.055513,-12,-34
680,12,8.944272,-4,-8
681,32,25.298221,-8,-24
682,20,14.422205,-12,-8
683,102,92.541882,92,-10
684,58,50.635956,50,-8
685,46,33.286634,18,28
686,54,48.373546,-48,-6
687,58,56.035703,-2,-56
688,4,4.000000,0,-4
689,42,30.000000,-18,-24
690,34,32.062439,2,32
691,76,53.814496,-40,-36
692,54,38.832976,-22,32
693,34,26.000000,24,-10
694,46,44.045431,-2,44
695,92,84.380092,8,-84
696,70,55.027266,-52,18
697,110,98.731960,12,-98
698,24,22.090722,-22,2
699,40,32.984845,-32,-8
700,30,22.360680,-20,-10
701,6,4.472136,2,-4
702,102,96.187317,96,-6
703,82,60.033324,-52,30
704,56,48.662100,-48,8
705,48,46.043458,-2,-46
706,20,14.142136,-10,10
707,38,27.784888,14,24
708,84,59.464275,-40,-44
709,34,32.062439,-2,32
710,28,26.076810,26,-2
711,54,38.418745,24,-30
712,14,10.000000,6,-8
713,40,29.529646,-26,-14
714,54,39.446166,34,-20
715,16,12.649111,12,-4
716,74,55.461698,-24,-50
717,38,28.635642,-12,26
718,50,44.407207,6,44
719,20,18.110770,-2,-18
720,12,8.944272,-4,8
721,36,25.455844,18,18
722,34,25.059928,-12,22
723,16,11.661904,-6,10
724,14,14.000000,14,0
725,38,28.635642,-26,-12
726,82,62.769419,-58,24
727,42,34.928498,34,-8
728,18,16.124515,-2,-16
729,20,16.492423,4,16
730,40,31.622777,-30,10
731,52,48.166378,-4,48
732,78,55.172457,-40,-38
733,98,70.000000,-56,-42
734,32,28.284271,-4,-28
735,24,16.970563,12,-12
736,22,15.620499,10,12
737,68,54.405882,16,-52
738,36,29.120440,28,-8
739,92,66.030296,-54,38
740,34,24.083189,-18,16
741,92,65.604878,52,40
742,16,12.649111,12,4
743,78,58.137767,-52,26
744,30,22.360680,-10,-20
745,66,46.861498,-30,-36
746,74,60.166436,58,16
747,28,24.331050,24,-4
748,16,11.661904,-6,-10
749,50,41.231056,10,-40
750,68,55.785303,-14,54
751,76,58.309519,22,54
752,62,45.650849,-40,22
753,8,5.656854,-4,-4
754,14,12.165525,-2,-12
755,80,57.688820,-48,-32
756,26,22.360680,4,22
757,54,38.209946,-28,-26
758,46,38.832976,-8,-38
759,18,12.806248,-8,10
760,76,62.096699,60,16
761,22,16.124515,-8,14
762,64,45.343136,-30,-34
763,88,65.299311,30,-58
764,52,41.761226,-40,-12
765,54,48.373546,-6,48
766,42,30.528675,-16,26
767,20,18.110770,18,-2
768,22,20.099751,-2,20
769,114,82.680106,70,44
770,56,43.081318,-40,16
771,42,30.528675,26,-16
772,62,54.589376,54,8
773,48,34.985711,30,-18
774,74,52.801515,-42,-32
775,52,38.470768,34,18
776,106,79.624117,72,34
777,38,36.055513,-36,2
778,90,66.241981,32,58
779,56,40.000000,-32,24
780,34,32.062439,32,-2
781,42,36.496575,-6,36
782,12,10.198039,2,-10
783,56,39.698866,30,26
784,32,26.683328,6,26
785,96,68.410526,-42,-54
786,38,31.048349,-8,30
787,14,10.000000,-8,-6
788,4,4.000000,0,-4
789,38,32.557641,-6,32
790,18,18.000000,0,18
791,50,36.055513,30,20
792,104,75.471849,-64,-40
793,26,22.360680,-22,4
794,88,65.299311,-58,30
795,50,44.407207,44,6
796,22,18.439089,-4,18
797,50,39.849718,-38,12
798,50,42.755117,8,-42
799,80,56.639209,42,38
800,84,68.410526,-18,-66
801,54,40.249224,-18,36
802,54,46.690470,-46,8
803,86,60.827625,-44,-42
804,132,93.722996,60,-72
805,44,42.047592,-2,-42
806,42,40.049969,2,-40
807,16,14.142136,-14,-2
808,2,2.000000,0,2
809,74,53.851648,-46,28
810,36,29.120440,8,28
811,12,8.944272,4,-8
812,58,43.863424,-18,-40
813,76,66.753277,10,-66
814,46,33.286634,-18,-28
815,36,30.594117,30,-6
816,30,21.260292,-16,-14
817,92,77.665951,16,-76
818,34,30.265492,30,4
819,50,44.407207,6,-44
820,114,85.906926,-78,-36
821,26,22.360680,4,22
822,74,53.851648,46,28
823,106,78.714675,70,-36
824,14,12.165525,2,-12
825,26,24.083189,-24,-2
826,42,38.209946,38,-4
827,86,74.966659,-12,74
828,70,49.678969,32,38
829,54,42.379240,40,14
830,72,51.224994,-40,32
831,18,16.124515,-2,-16
832,10,7.211103,4,-6
833,102,74.431176,-38,-64
834,46,34.928498,-14,-32
835,50,42.755117,-42,-8
836,50,50.000000,0,-50
837,32,28.284271,-4,28
838,102,79.120162,74,-28
839,82,60.033324,52,30
840,62,56.320511,-56,6
841,18,12.806248,-8,-10
842,44,44.000000,44,0
843,110,86.648716,-82,28
844,86,76.655072,76,10
845,86,71.805292,70,16
846,28,28.000000,-28,0
847,20,14.142136,10,10
848,58,47.539457,-46,-12
849,68,68.000000,68,0
850,42,30.528675,-16,26
851,42,31.304952,14,-28
852,58,47.539457,-46,-12
853,32,28.284271,28,-4
854,34,25.059928,-22,-12
855,16,11.661904,-10,6
856,88,69.570109,-66,-22
857,66,55.317267,-12,54
858,22,18.439089,4,18
859,28,21.540659,8,-20
860,48,33.941125,-24,-24
861,52,37.202150,30,22
862,74,56.462377,-52,-22
863,72,53.665631,-48,-24
864,98,69.310894,-48,-50
865,134,105.621967,100,-34
866,56,45.607017,-12,-44
867,58,44.944410,-16,-42
868,48,34.058773,26,22
869,58,41.231056,32,26
870,60,58.034473,2,58
871,62,52.952809,-10,-52
872,16,16.000000,0,16
873,54,42.379240,-14,-40
874,6,4.472136,4,2
875,16,14.142136,2,14
876,24,20.396078,-20,4
877,48,34.409301,20,28
878,30,26.305893,-26,4
879,36,27.856777,10,-26
880,42,30.000000,-24,18
881,20,15.231546,-14,-6
882,66,64.031242,-64,2
883,40,36.221541,-36,4
884,22,15.620499,12,-10
885,48,42.426407,6,42
886,72,54.626001,-22,50
887,52,37.735925,32,-20
888,54,42.379240,-40,-14
889,28,19.798990,14,-14
890,26,18.439089,14,12
891,52,37.202150,22,30
892,28,20.591260,18,10
893,72,61.188234,-12,-60
894,18,16.124515,-2,-16
895,70,56.320511,-16,-54
896,44,36.878178,8,-36
897,66,47.707442,-40,-26
898,30,26.305893,26,-4
899,94,70.682388,-64,30
900,60,49.477268,12,48
901,80,65.969690,-64,-16
902,26,18.867962,16,-10
903,18,13.416408,6,12
904,28,28.000000,28,0
905,58,41.617304,24,34
906,52,44.721360,44,-8
907,68,55.785303,14,-54
908,76,53.740115,-38,-38
909,82,58.412327,36,46
910,50,35.383612,26,-24
911,76,53.740115,38,38
912,60,56.142675,-56,4
913,22,15.620499,-12,10
914,50,36.715120,32,18
915,74,68.264193,68,6
916,10,8.246211,-2,8
917,20,18.110770,2,-18
918,68,50.119856,24,-44
919,18,16.124515,2,-16
920,44,31.622777,-26,-18
921,98,70.000000,42,56
922,44,31.112698,-22,-22
923,38,26.907248,18,20
924,6,4.472136,-2,-4
925,4,4.000000,-4,0
926,58,54.147945,4,-54
927,74,70.114193,-4,-70
928,42,42.000000,42,0
929,90,75.709973,-74,-16
930,18,14.560220,4,14
931,28,22.803509,6,-22
932,36,30.594117,-6,-30
933,24,17.888544,16,8
934,50,39.849718,-38,12
935,48,46.043458,2,-46
936,104,76.157731,-66,38
937,46,38.832976,-8,-38
938,34,24.083189,-16,18
939,24,18.973666,-18,-6
940,72,58.240879,-16,56
941,132,96.747093,84,-48
942,128,90.553851,-62,66
943,18,12.806248,8,-10
944,64,46.043458,-26,-38
945,36,27.856777,-26,10
946,78,56.603887,-30,48
947,86,60.827625,-42,-44
948,76,53.814496,-40,36
949,32,25.298221,24,-8
950,122,87.658428,-72,50
951,44,31.240999,20,24
952,50,38.626416,-14,36
953,98,90.354856,90,-8
954,86,64.404969,58,28
955,26,24.083189,24,-2
956,42,30.528675,-16,-26
957,78,55.172457,-40,38
958,70,49.517674,36,34
959,64,45.254834,-32,-32
960,66,50.159745,20,46
961,14,10.770330,10,-4
962,16,11.313708,-8,8
963,38,27.202941,-22,16
964,46,32.557641,24,22
965,80,57.688820,32,48
966,32,26.683328,26,-6
967,12,10.198039,-10,2
968,64,47.413078,-42,-22
969,30,21.260292,16,-14
970,42,42.000000,42,0
971,20,14.422205,8,12
972,70,51.107729,-44,26
973,2,2.000000,0,-2
974,78,61.351447,-58,20
975,92,65.299311,-50,42
976,86,64.404969,28,58
977,34,30.265492,30,-4
978,46,34.000000,-16,-30
979,36,34.058773,34,-2
980,16,16.000000,-16,0
981,68,55.785303,14,-54
982,46,40.447497,6,40
983,68,60.530984,60,8
984,50,39.849718,-12,-38
985,72,66.272166,66,-6
986,48,48.000000,0,-48
987,40,38.052595,-2,38
988,18,16.124515,-2,-16
989,66,49.193496,-22,-44
990,50,38.626416,-36,-14
991,82,58.137767,38,44
992,12,10.198039,-2,-10
993,30,22.360680,10,-20
994,30,21.260292,16,14
995,96,94.021274,-2,-94
996,84,62.609903,56,28
997,78,56.603887,48,-30
998,22,20.099751,2,20
