walk,sec0,sec1,sec2,sec3
142,451257,325865,171306,48816
143,105816,374226,90044,428340
144,12073,400482,366,586714
145,542924,329340,100761,23724
146,57850,21670,641266,276831
147,736858,47681,211211,2528
148,49876,516666,4,431047
149,184138,326484,82549,404295
150,125,6236,229310,762999
151,298782,8970,576780,112839
152,229,24258,120456,853546
153,469827,332036,176025,19724
154,4615,14479,626651,353128
155,2599,330,989469,7042
156,10686,16928,171048,799970
157,15863,23485,141118,817962
158,15,550804,2,447106
159,17199,944320,16854,20806
160,87201,33000,198695,679507
161,12599,698823,1434,285718
162,1464,3259,726951,266590
163,110079,297870,261624,329148
164,242569,66,756390,176
165,153424,378806,174807,290505
166,104730,10928,569825,312324
167,13,25261,12180,961602
168,935899,0,63440,1
169,930513,1444,66597,393
170,65804,919342,12742,1405
171,70230,326704,64563,536256
172,22016,44785,611871,320355
173,1494,288386,6,708683
174,44,58,2135,997581
175,108425,725410,78805,86386
176,313082,15347,577894,89994
177,13800,414501,26308,544789
178,13285,43231,837983,104801
179,164208,802024,2085,31119
180,331654,221385,444448,1216
181,30423,34075,285099,648855
182,46464,12516,142998,797098
183,19519,24,376107,603711
184,35017,88921,263312,609455
185,3598,34446,196962,763731
186,2149,96309,42779,857491
187,21052,264585,84001,628039
188,42704,3348,375631,576726
189,244962,0,729395,23630
190,183979,777289,9244,27329
191,199259,770297,29368,12
192,91184,798966,11441,97003
193,700757,115374,178173,2820
194,80800,732961,6596,178048
195,88919,21539,749520,137929
196,210110,2294,785915,554
197,621967,1136,371597,4335
198,151539,153690,310043,382203
199,424995,421248,151721,1270
200,2430,12172,392113,592701
201,493434,435717,39586,30287
202,247229,3414,748013,21
203,12612,154885,91227,739858
204,91423,29021,60502,817185
205,2386,547511,1009,447964
206,356288,620780,5921,16264
207,48,319415,8029,670693
208,15795,2251,109399,871774
209,224,988220,1010,9983
210,511635,300075,145073,40661
211,234313,195440,546710,21126
212,812202,101896,50220,32964
213,579947,345892,36254,35881
214,66335,771027,121203,40286
215,77542,915343,24,6681
216,124299,760700,64132,48637
217,693098,22132,163208,120017
218,973134,24038,319,2275
219,489360,248739,156207,100963
220,230884,4037,758173,5790
221,2440,7886,278,989228
222,416632,93482,4840,484022
223,592476,33188,362740,10491
224,28880,224826,243505,500901
225,40855,545535,123048,289735
226,1420,187,206887,790081
227,515843,50525,430272,1801
228,431214,299321,29984,237703
229,247617,113154,204064,433860
230,2493,159445,48754,786891
231,468,112305,42542,843163
232,57644,134483,108662,695844
233,173085,292076,43997,488857
234,37796,323280,145847,490876
235,1741,844099,54,152842
236,5818,845290,16325,130512
237,221,181,950885,48017
238,817213,203,181674,2
239,88240,533810,34190,340756
240,95094,34805,754046,114162
241,730960,72690,106530,87550
242,6,78004,97994,822454
243,247947,15801,360407,373726
244,967949,24211,7080,11
245,144980,578777,67415,207639
246,357916,187124,200041,252571
247,1997,100538,283850,611979
248,923664,813,56984,18176
249,101230,25516,773444,97765
250,4205,223,343551,651551
251,45481,477740,41000,433319
252,307999,688186,330,1666
253,132512,842022,5166,19800
254,89830,136115,361009,410676
255,84390,913213,4,395
256,544019,28,438321,16079
257,990879,8917,1,6
258,191632,685442,114015,7007
259,1966,43750,880671,72266
260,7686,764575,8699,217579
261,87145,11507,879764,20677
262,657640,17774,319230,3051
263,559911,172434,16664,249758
264,59238,929644,9214,1153
265,340095,37126,291832,329458
266,780896,1,200227,17813
267,217921,416529,273820,88313
268,428879,131601,420805,15001
269,88916,142604,194073,572776
270,607,375466,2035,620543
271,2840,9867,942039,44754
272,972658,4720,12621,9257
273,866200,14831,116440,1128
274,100032,3120,471183,423204
275,581545,501,409057,7180
276,699283,646,299430,0
277,16726,613375,170424,196720
278,390446,431202,24443,150482
279,1187,8601,41057,948265
280,580,52566,783,945322
281,114154,872083,1,13442
282,5924,489105,14670,488985
283,928748,37720,31482,750
284,270,45596,95703,857507
285,708884,195456,86086,7704
286,40553,233061,170335,554078
287,166383,753269,257,78363
288,4263,434,563338,431197
289,3498,478088,20356,496678
290,981069,13583,4652,0
291,10565,594740,29312,363837
292,24498,265827,542330,166504
293,56963,58875,465276,416294
294,421289,52163,524880,80
295,642156,334656,14269,6756
296,262,454352,0,545029
297,520246,330818,1403,146324
298,630936,330077,18240,17850
299,22588,256921,39354,680133
300,3983,486483,182121,325058
301,374827,45068,567797,9287
302,33352,6,331496,633656
303,330738,112868,6035,549612
304,18123,12897,916720,50852
305,16029,462369,0,520134
306,61496,132690,594376,209593
307,9462,508974,8436,472003
308,483321,50079,414962,49352
309,25968,401636,674,570232
310,5029,98762,27,895405
311,30,630074,1,369369
312,80,536220,1811,460751
313,598214,400722,145,0
314,3372,26412,370359,598055
315,551170,131611,224660,89634
316,185154,662709,133730,15590
317,160796,13002,824662,228
318,516142,415222,66564,116
319,894540,94545,9617,2
320,194,709901,27784,260914
321,197,542213,8614,446703
322,2180,14728,534604,447451
323,24323,830497,39108,104597
324,11113,588142,23339,375773
325,4,0,933224,66416
326,1245,4950,600056,391865
327,674374,18617,293062,13158
328,691587,5,307186,132
329,268943,470253,191903,65311
330,1007,145157,72362,780468
331,464694,191858,341331,63
332,261374,674950,117,63122
333,110440,870784,8843,9048
334,1112,981652,6609,10298
335,424548,187812,386244,23
336,212737,681291,96492,7497
337,412781,569994,13403,2876
338,8556,668545,1361,320853
339,7550,248751,80561,660806
340,340844,10,656890,670
341,22461,859250,1365,115683
342,345474,647460,4139,2221
343,127,10242,223164,764601
344,1596,68,737788,258576
345,558515,150780,282828,5779
346,451280,461501,4512,81346
347,7917,68204,64964,857403
348,218188,491372,199442,89418
349,101904,230089,6756,660163
350,1504,311224,13544,671944
351,163111,485,834458,966
352,2,12266,83,987322
353,469159,529737,169,0
354,56,109026,96709,793234
355,66892,22572,555638,352641
356,23407,321634,127062,526893
357,77099,851137,1529,68652
358,866534,1159,130975,114
359,857528,76216,55517,9932
360,24870,50892,2725,920699
361,2303,7110,603331,385068
362,406314,464624,124582,2688
363,48570,70768,192169,686996
364,1707,74325,27344,895674
365,222007,357095,55121,363851
366,477344,116297,356649,47097
367,4391,7222,13817,973771
368,125705,774097,78244,20469
369,4,14888,82448,901976
370,1310,175555,1471,820797
371,159562,809629,2346,26442
372,168165,52609,672170,106181
373,6441,583992,5945,402458
374,550062,2990,444651,6
375,215805,427656,19457,333208
376,366973,76836,19318,535860
377,119135,96231,555970,226407
378,425201,6711,564000,2612
379,997848,498,1364,162
380,10581,454,690342,296308
381,54030,941024,3537,836
382,54919,716557,83789,143847
383,0,0,201037,798358
384,432855,7687,554564,1801
385,398704,175460,193524,230814
386,134023,700371,18386,144223
387,98772,891107,499,7695
388,6093,5653,271029,716180
389,259693,260790,382337,95186
390,807066,2433,187973,1071
391,100815,172561,2785,721929
392,3327,0,125166,870814
393,8653,43857,9067,937041
394,226722,423965,137795,209892
395,22259,44040,94558,837792
396,190808,456415,340738,9305
397,159074,790835,24485,24381
398,50882,6366,345475,594101
399,6666,68046,530401,392876
400,14864,849682,359,134354
401,480329,3632,491163,22324
402,522276,214,475317,60
403,87,36391,354426,608555
404,554183,231531,145198,65402
405,7,648,625633,373074
406,5,55115,1909,942309
407,194032,189087,345461,268568
408,767656,38820,152722,39503
409,8049,640196,329,351031
410,437869,48487,483600,27577
411,14643,72797,85727,825451
412,499,997989,170,1138
413,12147,482948,34674,468595
414,74681,915139,9459,83
415,270413,2,728434,15
416,9891,699560,10481,278425
417,504037,6777,422004,65459
418,333,652230,1063,345909
419,13459,52855,377723,553582
420,360763,1,618178,19922
421,48073,72267,270545,606722
422,208174,11335,779019,552
423,68327,78916,517002,333389
424,3,0,663174,335947
425,38285,26787,607275,325075
426,59126,16179,277579,645163
427,347336,256824,214257,178635
428,110142,161805,21865,704411
429,377748,551083,2686,67044
430,40906,384584,21889,551122
431,292188,129276,352398,224215
432,25934,372467,6274,593502
433,497,898,708972,288082
434,771326,60928,120631,45520
435,7394,151,991704,188
436,480522,259333,9406,249113
437,236830,722907,7317,32274
438,3392,6348,19416,970453
439,854,5340,29283,964088
440,983,205425,21052,770521
441,108216,107014,520415,262867
442,910728,1278,86838,314
443,234888,17,762300,975
444,539181,799,387138,72009
445,135443,862618,433,1
446,750736,145596,71240,30776
447,6632,28384,658930,303370
448,340939,279410,356878,19784
449,852017,132937,13756,209
450,356,968712,16653,13676
451,87763,1643,903730,5403
452,339589,254896,391928,12087
453,57,0,946103,53144
454,10239,66192,40070,882617
455,868588,109344,20735,193
456,66,172,878718,120073
457,113023,5405,878585,1750
458,5040,965,760444,232367
459,123093,455279,27953,392285
460,38429,913601,16564,30527
461,275524,59484,659619,3263
462,0,1062,406479,591182
463,7642,564430,29793,395768
464,81,9178,979818,10665
465,10650,836065,359,150831
466,464440,217583,120172,195336
467,790027,205903,2505,871
468,23269,974085,494,1303
469,3707,47008,215631,731776
470,9,44421,286710,667490
471,441094,76445,370544,107378
472,975,3976,1534,993150
473,183498,507664,67673,239353
474,241551,756856,39,281
475,832638,140416,22103,4017
476,668881,162085,132072,34152
477,142862,2746,790653,62344
478,13617,141515,768942,74014
479,51279,24905,923423,0
480,9132,861005,1674,127392
481,325789,557530,18080,94503
482,2111,3832,119371,873687
483,609565,337700,27128,23753
484,8223,5419,985659,272
485,20,445,85079,913123
486,78686,920416,0,12
487,22221,681634,32804,260719
488,3919,174189,575345,245455
489,974691,20207,3782,722
490,727060,133497,61959,75356
491,147863,16344,653218,180411
492,409863,271174,44432,272988
493,15827,5412,704603,273072
494,0,6907,233,992547
495,491653,2344,488376,16361
496,223322,43963,601686,129801
497,24,940045,5191,54480
498,220547,544663,12456,221673
499,581252,31367,365362,19846
500,1320,606133,14103,377313
501,207369,643717,36728,109090
502,157,72775,525814,399039
503,4468,191744,430200,371393
504,3672,197380,231351,565999
505,920936,50,69324,8593
506,34356,184820,713096,66771
507,87507,274,910929,16
508,337,0,592503,405432
509,43894,29396,502199,423431
510,329,317440,7861,673163
511,347119,261477,188503,198551
512,97322,154440,158003,587445
513,6144,798655,100782,93015
514,59989,915804,6425,15801
515,39384,260400,15566,682865
516,193556,192863,373311,236868
517,58153,23979,406790,508865
518,600534,8168,384462,4422
519,132999,25316,778633,60711
520,172472,247228,63502,514738
521,665639,332442,331,503
522,123578,0,866533,8780
523,756914,2,241059,1266
524,22,382938,2748,613115
525,754573,54125,166778,22890
526,71252,602578,31830,291164
527,168961,351055,332631,145150
528,0,489380,262,509923
529,48799,558688,11787,378311
530,0,27576,383933,587212
531,4225,346,932134,62751
532,22943,695150,217,279381
533,503967,11178,439533,43825
534,625857,204151,57137,110246
535,394138,604120,9,26
536,394232,601331,9,2873
537,192198,379855,40543,384571
538,10,912577,10,86508
539,138,4336,782586,212455
540,4186,0,900718,93900
541,119966,827464,38529,12931
542,13836,19569,117368,847840
543,84274,705381,88937,120044
544,13359,693,779335,205806
545,258210,276,728044,13070
546,383,91884,4740,902222
547,94834,541413,81843,279047
548,119588,191041,279277,407117
549,306351,5,693388,0
550,680256,174234,122114,21239
551,392795,505919,80308,19108
552,503205,273,494317,14
553,29825,10333,607848,351013
554,131398,2312,29812,835764
555,747105,222680,28366,23
556,548720,35994,391241,22908
557,19296,146728,250467,580955
558,420896,278191,292557,6469
559,54191,510243,15200,417839
560,10328,59060,119423,809128
561,741668,11124,238385,7502
562,24246,9554,481334,483527
563,195364,242653,234388,324275
564,724501,67875,199572,6738
565,237887,540055,0,220418
566,12097,939616,16557,30680
567,294370,14255,682667,6224
568,101,351969,556169,90766
569,21658,653339,222,323116
570,154656,28726,591426,222396
571,156314,713456,11172,116854
572,387347,1,609547,1498
573,107639,76409,795184,18832
574,97636,24434,862537,13969
575,1986,814895,1702,179762
576,3274,1081,976006,18992
577,56,1009,110891,887681
578,278094,677109,5875,38040
579,755972,128240,113934,35
580,1048,450,420327,576216
581,244071,158219,313816,281453
582,452918,114068,376120,54325
583,53535,250728,188,694428
584,444112,501343,25001,27405
585,37,25,715993,282635
586,14595,874933,23319,85669
587,34193,254401,344201,364486
588,21,1882,636991,360365
589,104794,501069,109784,280533
590,26423,21810,169786,780627
591,956906,17064,13868,11248
592,0,34970,305491,658600
593,295857,573479,28276,100703
594,709883,270366,5951,12594
595,90137,730276,146224,31574
596,108699,0,874104,16383
597,437329,228456,265727,65486
598,863386,135534,0,100
599,862416,13,135676,691
600,114728,1341,766443,115481
601,267977,679,305735,424049
602,541736,81063,374690,0
603,17148,593426,13,388402
604,927579,71510,156,1
605,818,726239,0,271087
606,72877,275617,64039,586148
607,201887,26025,660385,108932
608,347164,288817,153032,209510
609,8821,62594,490221,436116
610,8400,10241,504839,474894
611,497034,183456,182025,135083
612,17303,644585,117422,219481
613,292351,40741,662508,3260
614,5667,209550,59730,723892
615,320,21565,11,977988
616,27114,205888,360981,403257
617,51068,46228,113492,787276
618,253563,26714,511021,205597
619,712031,65873,139298,81153
620,193972,321220,149378,334257
621,279788,15703,625375,76134
622,269732,653095,11,76388
623,93613,904589,966,14
624,5222,6113,135200,851357
625,864151,133270,2160,2
626,277778,454,720879,153
627,44751,362213,54204,537885
628,20121,28926,421466,527953
629,74106,696986,25771,202834
630,21763,333979,413223,229662
631,86816,158152,426537,326060
632,174266,146050,501109,176110
633,275667,206667,11793,504298
634,518398,315800,141489,22825
635,182929,779493,218,35570
636,163682,799772,426,34932
637,19815,639245,2016,336371
638,432550,531749,18630,16069
639,114,1170,503,998094
640,491508,355630,142945,7285
641,86537,6704,708269,196503
642,463713,98295,175687,260686
643,13,464,2,999447
644,252527,7388,717575,20383
645,111235,887950,48,65
646,599115,158258,88765,152827
647,2451,419036,235169,341713
648,40406,13812,843856,100259
649,240599,678606,18996,59639
650,62872,61963,874142,37
651,356967,598031,11227,31794
652,970042,1552,26237,1805
653,1208,198,914876,82660
654,488115,34008,275233,200782
655,142363,602219,4726,249966
656,61032,812039,85,126303
657,382474,609425,1118,5468
658,19616,628562,17,350617
659,169042,209425,249805,369516
660,39574,260414,67539,630308
661,9409,318403,74279,595518
662,480030,2005,516855,529
663,75438,52,903958,19853
664,886,211215,18,787109
665,40,305904,15600,677297
666,36,126979,10091,862342
667,881206,89703,22292,5017
668,194465,10491,680937,113095
669,544555,188205,156784,107113
670,11518,123794,724472,139281
671,47363,14548,884238,53378
672,312189,632900,43496,9654
673,877135,12519,107330,1861
674,622452,101549,265887,8343
675,12,288620,93069,617395
676,573516,29795,173219,221911
677,977363,14176,7496,318
678,396381,80036,441531,80002
679,480187,31816,418389,67669
680,687459,30255,106411,174571
681,55217,648,826833,115655
682,106,36725,135690,826807
683,1552,640715,2486,353214
684,937533,26,62203,74
685,866101,49408,26010,57158
686,576632,170397,70537,180410
687,18228,616,257617,722258
688,333086,396116,242626,25614
689,582469,410068,6784,1
690,6404,14667,366,978239
691,7217,121184,49898,820956
692,385141,113556,494322,5735
693,850183,567,141836,6034
694,867596,48120,79153,3604
695,147608,676118,51241,122342
696,608,470,993705,4988
697,583148,74791,327382,12480
698,618085,64241,297311,18845
699,884868,55843,49605,8229
700,430637,11813,548810,6338
701,7747,88533,35802,866730
702,397726,432930,106150,61422
703,48620,152444,504338,292774
704,26619,5891,727230,238833
705,791,516074,66,480701
706,130,355816,18647,625165
707,2,455872,2690,540476
708,36401,907973,41685,13056
709,939874,133,44867,14363
710,246904,1719,677909,72607
711,2127,884238,14,112667
712,3612,146,863536,130639
713,390338,169964,244560,191854
714,398036,125955,380437,93052
715,528672,193775,167155,108366
716,19428,958324,4356,17377
717,8968,21,989949,657
718,13287,386571,124796,472703
719,11,320576,276005,401863
720,742036,175307,72649,9038
721,182458,1242,815294,110
722,669407,1009,328339,477
723,208674,576617,2717,209799
724,486,390748,22180,585275
725,516205,41994,297457,141805
726,748841,571,250036,128
727,61340,759193,73724,104499
728,173409,328335,42940,451208
729,586665,49,400894,11308
730,301520,76226,621183,59
731,7891,19637,961046,11174
732,50446,514829,76154,356048
733,6175,457064,77842,456749
734,686665,312607,9,326
735,99646,344026,43349,510475
736,68524,896379,6449,27330
737,24142,79269,239395,655364
738,0,144,887326,112112
739,129897,848704,2687,17684
740,13729,662503,21,321938
741,229851,30398,706387,31782
742,6876,3380,705462,282937
743,143865,835557,5761,13271
744,118240,11643,205920,662901
745,231,24754,781996,192127
746,969814,15830,12122,1647
747,10353,157,626030,362162
748,0,3378,70171,925525
749,149,14353,321916,662319
750,386,2392,427860,567919
751,54808,7150,936392,870
752,900864,43424,54665,340
753,406597,364758,187361,38446
754,650247,346592,1643,273
755,834500,141804,1394,21586
756,511708,61125,364261,60072
757,69974,477496,82694,367237
758,37632,6827,955159,1
759,683814,2353,312636,29
760,43106,3,114588,841135
761,100689,96078,397845,400755
762,862529,83391,53167,203
763,80,84299,309524,604973
764,112547,886403,69,569
765,244177,523795,12786,217207
766,1063,191,984913,13597
767,29967,992,697231,269892
768,12,1388,541685,455290
769,117299,3895,818702,57439
770,190,985759,19,13705
771,0,654209,63089,281473
772,5557,96707,129808,766330
773,59455,41787,414300,481801
774,458679,540154,49,18
775,141724,616,854674,1866
776,57803,517820,18000,403603
777,108346,871130,13482,5650
778,17152,47416,90457,844132
779,872524,122915,338,3759
780,282789,436678,57108,221180
781,186291,503496,286961,21024
782,43578,177428,73447,703772
783,311920,76328,469100,141575
784,1267,844555,8876,144424
785,918242,2071,74688,3957
786,49474,21254,765125,162655
787,553956,36788,400280,6704
788,7594,992348,6,0
789,262039,111121,286260,338744
790,37842,1792,949590,9839
791,169074,375629,94260,358490
792,78511,603352,48640,268037
793,356415,29300,599947,13470
794,85278,339141,148057,424461
795,853316,83076,15564,46751
796,35306,506691,13719,441732
797,626,342198,43,656088
798,713314,40558,239194,5669
799,41620,554329,24272,378450
800,26880,2874,936479,32402
801,5885,5332,30776,957203
802,34057,120540,118821,725202
803,525800,59289,262285,149869
804,751818,16886,217548,12534
805,1645,8071,573904,414828
806,66736,53519,830472,48043
807,235870,677913,67864,16687
808,6,512858,23402,462468
809,938516,28326,30187,2192
810,883849,69825,36949,7986
811,155226,798961,13416,30774
812,278689,287709,361515,70122
813,485847,505613,3457,2451
814,525233,371081,101401,400
815,620,2983,801322,192923
816,7045,48445,10147,933011
817,878343,119394,0,847
818,528270,3789,466804,0
819,4372,699018,462,295323
820,747356,154681,96205,8
821,563823,123823,307241,3793
822,588905,310930,70276,27932
823,871009,34216,93553,1
824,5248,10557,670110,313509
825,64820,9766,33554,891426
826,141548,109185,747463,598
827,392284,65336,424432,116461
828,113717,849052,29686,6342
829,80494,362307,225176,329082
830,438522,304431,84437,169976
831,891,374331,4864,616907
832,563770,376989,50016,7996
833,166724,5,831250,1228
834,106604,643880,13315,234555
835,144721,724477,147,128251
836,76754,30893,471599,419205
837,38704,11764,862747,84486
838,770944,189375,34737,3962
839,1035,726365,59040,212180
840,9795,86003,29778,873728
841,86,841,779402,219280
842,120926,10197,236124,630625
843,986,96364,186684,714456
844,658076,313241,8816,18282
845,464887,36053,365160,130694
846,468613,250248,275299,5107
847,388619,3065,592904,11956
848,12075,3163,32534,951702
849,891060,67381,39187,2011
850,772130,60400,163128,2284
851,9184,885916,19935,83703
852,8027,27103,92403,871874
853,13370,446096,37072,501322
854,6938,7708,717945,264823
855,968546,901,24876,5086
856,24212,1213,925861,48045
857,82921,2636,194834,718659
858,25,56,452295,546004
859,55444,932811,860,10141
860,929293,44305,25662,1
861,112688,369032,299251,217346
862,781243,62519,147155,7433
863,330897,609170,56583,1100
864,919610,57115,5107,17356
865,11091,864108,7143,116623
866,721925,229317,47561,130
867,753929,136454,106545,1153
868,15,73604,113212,811453
869,104657,367661,90094,434783
870,934270,10033,55136,157
871,433247,3730,552988,7693
872,106306,255407,429662,204897
873,553667,377918,66753,6
874,523,641792,106,356715
875,974674,6089,1224,17665
876,260624,249407,137902,348853
877,14131,42244,232268,709385
878,51,112846,73595,812609
879,71187,824422,1612,101502
880,14794,682,883277,99647
881,349005,82903,511616,54010
882,159617,814166,7755,17447
883,922956,49293,10333,16953
884,210,413,48539,950096
885,149446,824347,3502,20624
886,325240,1557,609230,62357
887,295818,71959,410839,219435
888,278869,567469,82484,68941
889,560659,447,309542,128464
890,53568,655810,4435,285050
891,631004,8870,357569,1410
892,1075,1115,991788,5547
893,168436,260075,50854,517253
894,44495,560849,70394,323001
895,649143,24740,309931,15000
896,2367,572,989541,7318
897,865286,130105,2123,1462
898,282471,14048,701584,27
899,38014,334,191449,769188
900,1837,929915,571,66904
901,963526,4507,24608,6722
902,737,995690,0,3343
903,9924,392878,17158,578173
904,34173,82,920183,44642
905,292912,331927,307639,64661
906,884281,63862,47848,2063
907,67663,321070,77750,531523
908,173449,5366,819128,913
909,595,301540,957,696361
910,18,625,440730,558253
911,537278,402686,1111,56728
912,565617,227675,169802,34682
913,161,16208,525341,457538
914,119979,654839,65664,157848
915,0,396696,284,601790
916,216726,240062,258060,283398
917,312251,29292,656209,457
918,876179,581,89750,32636
919,180642,726428,57970,32663
920,668842,9629,256122,62935
921,7973,8250,861525,120057
922,285470,208197,417282,85916
923,784173,161446,30280,21275
924,812295,51677,97377,36714
925,277571,30758,685398,4757
926,132140,130532,487046,248636
927,2506,716411,34465,244777
928,703752,64235,222717,8082
929,311867,5133,680430,692
930,44028,253194,7553,694256
931,411060,574239,1257,11196
932,359066,629255,168,10873
933,51041,3,947980,331
934,134674,730973,35984,96608
935,874933,30,123071,0
936,216969,757452,24714,0
937,1837,20925,672020,303771
938,193057,74101,650957,80850
939,566848,432070,254,5
940,862485,82966,30430,23217
941,53114,104,943630,2201
942,718462,242503,38317,0
943,110492,34117,530354,323605
944,301756,152461,199633,342541
945,458885,152558,297125,89839
946,190038,130991,128041,549057
947,384804,268652,343044,1160
948,73435,316024,57216,549970
949,625753,188310,72269,109873
950,55291,80173,757737,104860
951,255145,592955,49281,101177
952,174306,73,802244,21861
953,596,13883,383545,599387
954,357718,100742,6385,533351
955,92373,769536,58,137450
956,922996,61831,8897,5523
957,22974,602259,115483,257659
958,745318,231223,14260,6951
959,543844,137806,316154,819
960,27983,17825,900164,52616
961,185328,96331,715996,1970
962,239437,496852,14118,247616
963,8617,7169,980858,2911
964,521265,349,467853,8119
965,499632,478572,246,20006
966,117234,308996,82778,487741
967,5951,327290,5523,659426
968,1175,143038,518164,335691
969,160908,586898,131599,119366
970,5439,27346,645892,320790
971,36254,23627,865345,73414
972,82750,811208,11297,93444
973,226302,768417,2425,2305
974,33092,487930,17098,459910
975,267715,236412,306107,187812
976,484727,508851,4854,3
977,418815,577465,2501,353
978,175542,19503,443165,360388
979,130374,747365,120104,1443
980,489612,1452,503690,4204
981,914107,84544,743,266
982,665352,239023,90592,3244
983,224979,6748,764606,1687
984,505294,72905,262125,157507
985,177987,645728,91165,82817
986,248365,743177,1560,5636
987,245723,150345,570006,32644
988,103572,4191,567750,323407
989,37,5195,925799,68334
990,165421,730763,7,101962
991,356767,46777,594347,376
992,13525,8490,924773,52615
993,280973,18261,667882,31224
994,113,592474,6,406918
995,2361,680367,1082,315597
996,522,8745,268033,721982
997,33916,737653,28009,197943
998,729305,192812,23806,51784
999,238356,729273,14560,16587
