walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
134,221,10,207,57,184,4,195,20
135,11,45,177,167,0,22,88,378
136,1,0,595,350,0,0,2,13
137,1,40,0,8,636,196,12,36
138,58,893,0,2,0,17,0,2
139,312,288,0,0,160,154,0,0
140,0,0,0,75,0,29,0,865
141,279,240,11,145,27,13,140,25
142,32,0,846,41,14,1,7,0
143,0,89,155,259,0,0,4,444
144,273,2,482,17,3,7,90,79
145,70,1,34,12,10,1,701,118
146,5,41,118,213,0,0,305,234
147,0,58,0,28,4,222,31,590
148,0,1,310,261,7,42,53,242
149,250,0,268,0,206,0,225,0
150,1,6,0,0,2,709,90,155
151,0,133,7,581,2,137,9,46
152,6,937,10,14,0,0,0,0
153,63,726,7,48,18,26,24,15
154,0,302,1,346,5,82,0,155
155,0,0,1,15,249,398,52,201
156,0,0,871,3,11,0,67,20
157,257,8,95,3,381,0,175,0
158,148,60,243,9,56,366,5,3
159,395,226,183,8,23,35,5,0
160,48,0,106,20,531,0,151,46
161,92,52,141,490,0,0,67,82
162,186,137,0,6,0,597,0,8
163,321,6,100,1,186,60,198,3
164,6,1,138,380,22,0,226,157
165,148,1,127,602,0,0,48,5
166,659,75,64,0,139,0,0,0
167,21,36,15,22,322,227,101,141
168,1,106,1,0,4,850,1,0
169,81,533,0,273,1,0,0,0
170,0,491,0,409,1,4,0,36
171,0,27,0,0,0,815,0,109
172,17,30,14,1,740,68,57,1
173,438,470,0,0,49,0,0,0
174,28,215,337,332,1,3,5,13
175,3,285,50,36,154,332,6,51
176,0,0,0,0,1,223,5,738
177,0,12,395,550,0,0,21,0
178,1,1,3,28,17,751,12,104
179,0,7,0,19,2,952,0,1
180,24,3,0,0,821,7,102,0
181,49,32,0,0,661,224,0,0
182,211,1,79,41,32,1,0,579
183,45,39,37,0,212,575,11,1
184,0,0,238,26,0,0,643,8
185,3,1,727,0,21,35,137,23
186,48,64,31,259,9,333,0,139
187,35,4,727,0,15,0,159,0
188,395,3,6,2,101,22,316,79
189,215,171,48,77,122,27,38,169
190,250,254,48,28,88,155,8,10
191,0,10,1,16,0,805,0,114
192,0,288,0,1,42,569,14,4
193,308,122,0,0,389,115,0,10
194,15,615,5,0,114,179,3,2
195,407,18,43,2,427,2,0,0
196,5,94,560,114,91,4,45,0
197,277,119,2,0,458,85,2,1
198,39,0,0,1,934,0,6,0
199,28,531,122,221,6,5,1,0
200,1,0,26,41,7,29,222,597
201,235,431,261,7,0,0,0,0
202,428,3,511,0,10,1,0,4
203,21,309,172,61,1,320,0,19
204,5,18,132,124,0,9,78,534
205,343,144,0,0,424,19,18,0
206,45,0,2,5,723,158,15,1
207,131,45,0,0,649,87,23,1
208,33,2,898,4,23,0,0,0
209,0,177,0,655,0,119,0,13
210,0,0,82,0,47,246,479,67
211,109,97,330,0,1,5,352,23
212,0,0,0,0,600,4,110,238
213,1,8,56,22,268,37,285,175
214,0,8,91,683,5,5,13,87
215,0,0,264,670,0,1,0,21
216,0,0,108,50,0,0,284,488
217,867,109,2,0,1,1,0,0
218,26,10,46,0,423,67,351,0
219,317,125,89,2,74,44,251,0
220,97,68,269,417,0,0,23,18
221,72,81,405,83,24,193,25,10
222,0,131,0,143,39,74,545,7
223,310,142,63,18,295,2,66,15
224,50,0,771,99,0,0,47,0
225,0,0,455,473,0,1,0,47
226,314,86,2,4,314,122,16,49
227,0,278,166,486,0,6,0,1
228,0,0,0,5,0,5,0,975
229,129,529,0,250,0,12,0,21
230,0,0,3,0,237,1,704,18
231,61,20,97,717,1,0,13,7
232,546,314,0,2,30,42,0,0
233,1,0,0,0,115,133,157,529
234,28,0,412,115,61,0,92,200
235,545,353,0,3,0,0,0,0
236,62,36,20,2,746,88,4,0
237,13,4,4,0,309,51,578,0
238,0,0,90,0,1,0,893,1
239,8,10,0,0,527,372,35,0
240,208,0,21,0,426,0,283,0
241,0,0,280,79,78,0,303,182
242,106,722,6,74,18,0,0,0
243,1,1,5,49,3,0,176,719
244,466,114,78,280,0,1,0,6
245,370,173,0,10,288,99,0,2
246,1,7,0,170,116,121,273,206
247,101,262,284,0,0,282,0,5
248,72,161,32,508,1,73,3,71
249,167,0,523,1,6,0,218,13
250,350,419,26,136,0,0,0,0
251,80,99,288,121,255,38,7,39
252,0,0,15,939,11,0,4,9
253,57,50,3,0,37,516,93,145
254,12,703,5,86,1,78,12,43
255,226,0,0,0,723,23,0,0
256,0,428,0,398,0,119,0,1
257,5,487,70,51,8,106,92,92
258,0,2,27,7,196,0,655,25
259,252,51,61,338,46,0,109,58
260,0,0,0,0,10,7,97,829
261,0,560,0,385,0,2,0,2
262,54,36,3,0,190,628,43,0
263,2,74,3,53,3,733,0,102
264,4,4,0,8,2,27,465,440
265,259,702,0,0,0,6,0,0
266,0,0,0,1,0,3,1,987
267,85,25,0,0,20,603,0,237
268,73,65,10,0,680,133,0,0
269,0,266,48,621,0,7,2,5
270,3,77,18,543,71,0,143,54
271,0,24,13,754,0,37,0,106
272,143,16,89,0,508,27,161,0
273,5,0,38,171,23,0,98,588
274,0,0,164,43,3,0,485,205
275,331,0,239,20,143,78,85,7
276,7,0,31,0,303,0,615,0
277,0,26,135,547,0,0,250,6
278,23,10,16,6,302,586,11,0
279,5,2,3,5,351,9,396,173
280,243,0,444,3,145,0,121,3
281,4,0,792,27,5,0,118,0
282,0,5,0,8,0,500,22,406
283,90,5,318,185,40,28,140,86
284,0,1,0,0,44,69,163,575
285,0,5,0,59,647,46,55,110
286,34,804,3,58,2,6,1,31
287,0,59,1,0,22,282,81,506
288,1,22,590,311,0,35,0,11
289,730,212,3,2,11,1,1,0
290,138,0,135,0,73,0,590,0
291,0,0,0,0,128,505,307,24
292,5,20,495,0,3,24,254,165
293,283,74,110,426,18,0,0,0
294,1,0,397,434,8,9,29,57
295,288,309,0,0,102,243,0,0
296,0,6,0,1,6,441,146,333
297,192,224,1,13,285,237,0,0
298,77,108,0,1,596,150,0,0
299,78,310,0,14,101,360,11,58
300,0,0,147,27,0,0,761,9
301,95,0,43,0,60,0,773,0
302,30,918,2,13,0,1,2,1
303,831,39,0,0,84,0,7,3
304,13,62,327,436,0,9,0,77
305,9,0,5,2,391,0,496,24
306,5,0,30,0,798,4,114,12
307,156,41,730,5,5,0,2,0
308,770,147,1,1,26,0,1,0
309,0,1,50,4,1,1,573,319
310,60,8,93,454,86,27,65,57
311,0,0,12,170,2,0,92,661
312,359,4,281,238,24,0,21,0
313,3,0,924,0,0,0,43,5
314,294,290,24,65,62,152,2,7
315,62,722,184,7,0,0,0,0
316,0,56,0,10,849,47,1,3
317,133,80,229,38,207,3,155,31
318,0,3,0,2,0,903,0,58
319,36,5,26,0,206,21,492,103
320,1,20,1,539,0,50,0,303
321,19,37,64,8,30,33,707,18
322,375,134,214,7,168,0,29,0
323,23,1,589,85,124,0,98,3
324,384,236,20,123,49,0,61,55
325,793,67,113,0,0,0,0,0
326,0,0,15,249,2,6,206,387
327,50,286,20,518,24,9,0,0
328,1,0,453,271,0,0,77,87
329,71,324,0,505,48,0,0,0
330,53,0,98,0,85,0,735,0
331,8,0,0,0,489,32,421,1
332,55,23,830,62,0,0,0,0
333,2,154,21,50,2,443,0,279
334,653,146,56,53,20,13,0,1
335,60,910,5,0,1,3,0,0
336,85,17,228,321,60,85,34,34
337,0,0,7,81,1,268,239,359
338,112,51,586,91,0,22,0,77
339,196,3,634,0,32,0,55,0
340,4,304,0,653,1,2,0,0
341,82,0,10,0,213,373,156,87
342,263,138,278,226,23,8,1,0
343,3,20,94,851,0,0,1,0
344,17,138,14,664,0,14,0,108
345,1,204,23,10,82,385,24,178
346,13,18,180,644,4,5,2,8
347,908,3,8,12,43,0,2,1
348,0,179,73,659,5,39,0,0
349,13,9,1,0,602,36,225,0
350,104,0,31,0,839,4,0,0
351,0,0,40,54,0,0,315,546
352,0,0,59,262,1,0,217,388
353,7,106,23,803,0,1,1,0
354,373,17,43,0,10,1,522,0
355,3,4,37,21,0,533,6,315
356,29,165,1,513,52,6,9,172
357,34,0,114,0,81,633,41,27
358,5,128,0,0,0,826,0,0
359,64,0,1,0,594,0,293,0
360,243,107,23,31,343,133,1,47
361,935,0,0,0,36,1,0,0
362,5,610,64,174,0,44,0,9
363,204,18,0,0,662,28,20,6
364,865,9,64,0,8,6,0,0
365,37,131,0,60,7,127,48,534
366,6,4,14,14,5,1,643,283
367,83,1,0,31,661,114,10,41
368,0,0,0,0,381,498,25,15
369,11,4,293,28,20,21,440,81
370,13,175,0,743,0,18,0,3
371,706,0,112,3,51,0,75,0
372,127,2,179,5,0,2,661,0
373,0,0,0,5,42,659,0,250
374,140,18,0,0,367,152,0,270
375,517,4,43,39,99,86,3,94
376,477,221,64,2,48,16,44,28
377,341,56,47,3,211,0,229,1
378,84,83,536,88,15,45,2,31
379,274,396,9,109,22,58,0,0
380,170,297,159,121,77,53,5,18
381,248,2,0,5,715,0,0,0
382,12,635,1,245,36,6,6,2
383,0,0,1,2,237,186,416,124
384,0,0,0,0,1,12,229,687
385,0,0,1,1,317,593,0,32
386,0,2,3,15,1,0,806,136
387,0,187,0,7,4,236,0,493
388,360,178,87,1,83,65,149,1
389,786,0,0,1,113,0,51,11
390,486,112,17,5,81,12,112,83
391,0,2,651,55,0,148,0,105
392,123,18,35,216,205,0,249,24
393,0,16,0,49,0,98,1,764
394,0,1,237,178,0,0,154,382
395,151,513,0,0,57,168,0,0
396,29,707,3,82,4,90,0,2
397,4,806,0,4,2,110,16,21
398,0,0,802,31,0,0,61,68
399,0,0,0,0,328,61,555,6
400,0,29,0,538,2,13,124,224
401,135,33,397,186,1,10,30,72
402,0,3,0,0,28,34,73,826
403,58,66,8,304,48,116,37,242
404,47,25,6,0,0,155,20,701
405,10,0,186,58,296,0,347,36
406,1,2,15,20,19,812,11,84
407,0,622,0,279,0,25,0,17
408,38,31,6,0,63,62,547,168
409,3,1,3,766,2,4,100,76
410,5,0,705,1,20,121,47,60
411,919,15,0,0,36,9,0,1
412,38,73,387,189,1,5,120,74
413,369,0,161,0,409,1,0,0
414,0,0,0,0,87,180,321,330
415,0,1,58,914,0,2,0,0
416,1,188,2,12,234,517,0,4
417,4,0,47,58,344,0,457,26
418,307,274,2,26,182,127,0,1
419,8,185,646,115,2,0,17,3
420,7,0,0,1,63,229,543,104
421,67,7,840,20,0,3,1,22
422,74,762,0,57,0,43,0,1
423,62,3,647,1,23,0,169,2
424,173,111,56,277,0,0,261,17
425,12,0,829,0,5,0,119,3
426,49,0,0,0,902,9,0,0
427,274,53,4,0,197,310,42,49
428,0,5,0,144,0,209,0,560
429,2,180,0,66,362,57,148,74
430,82,0,9,2,237,68,479,44
431,722,137,44,0,5,3,19,5
432,699,50,8,7,192,4,2,0
433,38,49,4,1,208,47,549,0
434,35,6,214,259,24,2,256,79
435,13,0,10,0,21,0,921,3
436,223,3,267,0,132,21,286,0
437,1,0,421,0,1,38,279,193
438,453,292,7,21,53,5,3,45
439,0,0,0,0,66,167,397,317
440,0,0,0,0,42,929,6,0
441,597,140,0,230,1,0,0,0
442,0,0,0,0,19,666,8,250
443,0,0,0,20,32,16,67,817
444,0,101,80,762,3,1,0,15
445,469,0,35,0,329,0,91,0
446,11,12,558,212,1,46,49,34
447,1,4,610,90,20,18,26,138
448,1,370,0,78,0,504,0,3
449,4,12,4,31,285,108,97,398
450,0,0,0,494,24,6,75,357
451,22,132,6,0,450,78,216,1
452,0,490,0,0,83,338,11,5
453,24,0,0,1,25,286,73,508
454,0,589,0,18,0,33,0,293
455,762,147,15,1,6,0,17,1
456,357,79,448,3,5,7,29,0
457,28,0,0,0,951,5,0,0
458,9,0,945,19,0,0,8,0
459,229,167,86,408,0,2,0,9
460,688,0,3,0,268,1,10,0
461,0,18,170,613,0,0,54,59
462,53,35,1,0,47,808,0,2
463,2,222,36,436,1,12,36,114
464,20,15,66,22,180,232,212,109
465,0,3,0,156,0,41,0,770
466,117,556,16,13,134,57,1,15
467,365,5,12,5,231,4,273,0
468,0,87,13,105,207,69,418,36
469,0,50,0,597,11,68,19,194
470,0,96,84,53,0,12,691,6
471,670,9,253,7,0,1,4,0
472,306,6,7,0,389,18,178,11
473,9,154,265,281,1,66,10,111
474,8,0,300,3,87,206,293,9
475,1,0,131,1,23,0,785,2
476,4,0,287,18,164,138,229,34
477,85,0,186,52,426,3,136,5
478,141,160,38,87,337,119,0,21
479,0,0,50,134,6,1,475,274
480,101,36,35,28,226,106,230,107
481,80,0,0,0,641,219,0,0
482,0,347,0,44,0,528,8,17
483,45,132,0,0,318,414,23,7
484,261,62,3,10,68,513,18,0
485,16,226,7,258,11,243,0,115
486,430,533,0,2,2,0,1,0
487,405,4,202,19,196,0,119,1
488,7,281,3,1,13,514,1,93
489,38,900,0,0,0,36,0,0
490,4,0,9,0,249,1,531,135
491,8,165,0,0,2,792,0,0
492,0,1,2,0,164,493,197,57
493,0,0,6,20,0,0,648,277
494,0,47,0,420,3,15,4,439
495,0,0,53,0,0,23,786,84
496,511,183,207,19,6,2,2,2
497,7,0,5,17,149,5,738,0
498,0,0,26,0,0,0,530,405
499,0,0,0,0,955,31,0,0
500,21,0,0,0,272,577,19,49
501,87,0,708,26,3,0,61,39
502,76,48,113,27,285,103,4,265
503,0,19,1,21,0,126,1,763
504,704,174,1,1,37,28,1,0
505,51,113,314,131,8,27,108,111
506,157,0,439,0,45,4,237,9
507,2,0,229,322,60,80,144,90
508,0,0,0,0,648,2,298,6
509,167,721,3,10,0,19,6,13
510,582,1,64,25,251,2,25,5
511,9,30,0,0,49,744,0,109
512,270,54,34,319,0,0,0,260
513,216,459,0,2,0,250,0,0
514,0,0,269,78,8,0,616,6
515,0,0,29,307,23,0,461,80
516,34,882,3,19,2,2,4,1
517,4,926,0,24,0,24,0,0
518,0,5,0,0,185,706,0,62
519,153,36,466,57,49,0,139,2
520,145,502,3,111,0,1,26,133
521,33,0,5,4,492,168,0,258
522,14,652,10,278,0,3,0,0
523,1,9,1,87,0,355,0,465
524,0,0,2,931,0,0,6,45
525,79,631,0,3,34,197,0,0
526,2,779,2,1,0,124,0,49
527,0,0,0,0,111,807,23,10
528,487,11,29,408,0,0,0,16
529,634,2,299,0,1,1,0,0
530,34,54,0,115,61,346,17,274
531,3,88,15,76,7,387,21,293
532,0,0,2,0,1,183,22,718
533,4,45,0,748,12,33,16,116
534,344,132,18,361,27,11,4,3
535,1,0,21,377,0,35,7,497
536,283,79,214,150,109,21,2,17
537,119,180,0,438,0,199,0,3
538,54,694,198,3,1,4,5,1
539,0,13,0,0,82,77,569,208
540,543,97,49,66,32,40,13,66
541,90,66,2,149,184,192,6,214
542,0,0,0,0,0,0,2,994
543,63,0,294,227,287,3,49,0
544,749,185,0,7,1,0,0,0
545,0,0,0,0,0,989,0,6
546,0,362,10,98,3,376,8,34
547,319,38,160,38,51,66,95,111
548,0,0,1,0,0,240,1,703
549,27,93,0,0,475,186,153,7
550,0,2,14,726,9,0,63,159
551,31,0,586,0,26,0,297,0
552,0,1,0,0,6,100,620,246
553,19,37,15,6,4,128,7,716
554,231,54,141,26,91,19,309,35
555,0,8,0,872,0,1,0,79
556,728,102,0,17,0,104,0,0
557,49,0,211,0,11,6,689,0
558,0,373,0,5,0,554,1,18
559,95,35,92,0,440,188,1,46
560,18,0,0,1,533,199,117,36
561,1,494,0,5,1,440,0,5
562,16,0,59,29,263,0,539,8
563,288,297,0,61,192,68,0,16
564,165,36,164,20,0,89,150,276
565,40,34,0,0,473,416,1,0
566,22,0,22,1,129,111,486,179
567,333,0,62,0,441,15,54,18
568,0,5,3,19,264,623,0,25
569,0,0,0,0,985,0,7,0
570,0,37,0,0,217,685,0,0
571,56,5,552,12,269,3,54,0
572,313,4,232,0,112,0,203,1
573,78,475,29,33,31,194,17,35
574,7,91,7,353,0,49,0,413
575,887,92,0,4,0,0,0,0
576,27,48,0,111,326,281,6,92
577,15,22,164,451,51,24,118,58
578,0,0,277,0,104,29,490,3
579,0,0,1,714,0,1,13,224
580,16,0,4,0,735,0,216,0
581,876,2,56,6,19,0,21,0
582,17,14,10,224,1,0,1,699
583,33,22,148,216,340,26,90,27
584,564,6,172,215,0,6,0,0
585,8,3,85,312,35,51,180,212
586,49,7,354,334,0,0,34,142
587,432,0,472,37,1,0,4,0
588,23,10,698,45,0,0,123,11
589,0,0,0,0,819,120,6,2
590,292,32,57,76,248,62,43,107
591,0,20,0,458,0,130,0,287
592,23,24,363,89,32,27,235,94
593,223,700,0,28,0,0,0,1
594,0,1,628,0,16,0,313,0
595,11,67,0,16,1,534,0,316
596,21,81,0,312,0,0,0,544
597,32,0,139,0,0,0,780,0
598,0,0,0,0,61,595,116,151
599,133,94,43,44,256,338,2,0
600,5,56,111,714,0,3,1,39
601,0,0,0,0,0,51,161,782
602,0,1,312,22,91,132,198,161
603,23,0,14,241,63,0,144,415
604,26,373,6,15,2,379,0,131
605,128,528,33,201,0,14,1,4
606,4,50,66,30,319,237,40,119
607,15,14,66,0,1,877,6,0
608,3,6,25,148,0,154,5,569
609,482,0,162,3,0,1,181,133
610,0,0,76,205,0,0,134,533
611,313,150,176,0,59,46,163,0
612,396,347,4,40,1,122,0,1
613,4,2,204,416,19,1,278,9
614,99,14,142,118,204,0,368,0
615,5,19,0,2,523,394,0,3
616,0,1,0,412,0,1,0,500
617,0,20,1,213,0,105,0,596
618,172,116,214,400,0,1,0,1
619,15,32,342,347,0,34,36,77
620,9,98,8,133,2,115,23,537
621,222,361,169,97,5,44,0,0
622,0,0,77,878,0,0,24,2
623,183,27,18,20,709,1,1,0
624,650,0,156,1,90,2,24,1
625,754,4,13,23,133,17,6,3
626,59,100,1,0,113,644,0,0
627,351,0,3,0,590,0,15,0
628,269,290,237,91,17,5,28,0
629,787,0,180,0,0,0,0,0
630,0,0,0,1,9,8,623,318
631,27,374,40,10,95,395,0,0
632,0,0,0,0,4,220,348,363
633,7,0,2,0,593,257,98,0
634,0,3,5,9,4,256,43,585
635,174,147,320,5,1,0,245,0
636,8,52,2,5,121,749,0,1
637,72,21,0,7,580,212,1,0
638,1,0,474,0,87,0,413,0
639,36,926,0,13,0,0,0,0
640,0,188,0,5,44,73,70,539
641,373,188,5,284,13,25,0,43
642,0,43,0,0,816,113,0,0
643,1,345,135,361,0,0,13,45
644,1,398,1,26,0,493,0,0
645,0,3,42,10,298,0,566,7
646,0,0,567,181,101,11,53,43
647,504,78,0,2,342,19,0,1
648,8,335,293,303,0,0,1,0
649,0,21,0,0,9,926,4,1
650,191,15,90,6,535,0,73,0
651,3,517,3,179,1,10,15,209
652,0,0,79,139,0,5,61,632
653,86,66,127,183,0,6,0,441
654,60,67,0,0,354,439,0,6
655,288,0,0,0,593,0,38,0
656,0,26,0,261,207,381,5,48
657,20,0,10,0,291,15,612,1
658,1,0,448,180,70,34,129,70
659,32,0,286,1,0,0,623,1
660,484,0,171,76,214,0,9,0
661,1,5,1,67,1,8,118,738
662,272,52,313,100,106,2,46,2
663,244,186,125,169,1,0,181,15
664,33,0,0,0,613,329,0,0
665,361,29,20,34,59,0,122,271
666,86,258,12,121,16,321,1,70
667,1,0,539,97,0,0,7,307
668,201,215,279,22,7,46,59,56
669,15,2,92,429,3,1,136,239
670,0,2,0,0,218,125,264,306
671,0,0,3,0,0,0,237,714
672,54,277,9,23,223,298,1,2
673,2,198,0,318,256,132,0,26
674,0,0,62,20,0,11,81,800
675,111,689,13,137,0,0,0,3
676,179,257,0,313,17,35,3,86
677,0,0,7,241,1,0,51,659
678,1,0,30,0,38,0,906,2
679,220,0,502,0,152,1,66,0
680,74,34,604,27,39,0,168,0
681,510,228,53,123,0,0,1,0
682,192,748,16,9,3,0,0,0
683,800,94,51,0,0,0,0,0
684,0,90,6,537,0,89,0,208
685,0,173,16,605,0,0,18,97
686,313,91,0,6,182,291,0,42
687,306,38,181,3,24,240,1,139
688,583,7,343,0,5,6,0,0
689,26,59,0,1,39,860,0,0
690,56,109,1,17,332,176,174,32
691,8,111,0,781,0,22,0,19
692,1,0,0,0,44,38,46,817
693,0,0,1,1,33,16,338,537
694,0,15,0,25,1,22,0,918
695,55,0,8,0,741,49,68,26
696,30,54,1,470,5,19,2,387
697,58,511,119,86,81,28,13,11
698,0,0,0,1,0,253,104,591
699,2,19,1,560,176,54,54,71
700,142,138,0,0,333,292,8,0
701,84,292,358,78,62,12,16,1
702,33,3,318,17,20,1,517,44
703,3,0,2,0,9,0,530,411
704,413,37,0,3,238,212,1,24
705,1,5,0,0,825,113,11,0
706,325,1,3,59,204,269,7,41
707,3,639,7,21,0,265,2,1
708,13,0,100,793,0,0,0,31
709,15,0,77,6,491,19,132,150
710,29,26,356,49,23,7,82,370
711,73,0,14,0,864,23,1,0
712,6,5,179,767,0,0,0,0
713,288,386,25,0,5,220,19,2
714,36,0,371,1,451,0,74,0
715,547,1,400,0,3,0,0,0
716,213,126,58,160,293,6,19,22
717,78,1,1,1,330,528,7,1
718,501,147,27,32,211,13,0,0
719,627,182,0,3,35,60,0,0
720,503,0,272,0,30,0,70,19
721,0,12,476,67,98,182,113,23
722,57,828,43,40,0,0,0,0
723,0,229,0,92,0,34,1,536
724,467,113,231,46,0,43,0,7
725,0,141,0,12,0,797,0,23
726,47,191,8,104,606,6,0,0
727,4,1,48,33,0,0,557,290
728,46,20,3,2,757,82,24,15
729,0,1000,0,0,0,0,0,0
730,825,3,121,0,12,0,1,0
731,0,63,386,360,21,63,0,0
732,70,1,38,17,826,0,3,0
733,15,7,5,39,8,162,512,170
734,50,128,3,240,366,20,58,38
735,41,409,22,414,2,0,0,1
736,325,9,481,65,1,0,14,42
737,16,0,335,0,287,19,284,0
738,46,298,27,336,37,99,5,41
739,0,0,24,18,9,70,226,565
740,1,0,3,56,1,0,1,905
741,792,82,0,0,86,1,0,0
742,1,756,36,155,0,1,10,0
743,133,212,234,304,30,1,2,4
744,534,38,136,16,199,0,0,0
745,284,0,134,60,88,0,101,234
746,0,19,55,35,9,292,129,289
747,354,248,1,0,263,45,0,0
748,1,22,1,20,110,175,424,147
749,100,214,55,232,1,202,0,94
750,292,285,22,3,13,195,66,32
751,0,0,44,38,14,41,88,705
752,13,26,0,2,381,518,0,3
753,33,68,267,462,4,0,74,8
754,0,0,290,202,14,83,17,307
755,11,152,35,23,0,71,2,679
756,61,147,2,0,108,231,306,37
757,9,58,0,0,37,513,4,312
758,51,19,593,2,115,4,126,4
759,1,33,0,0,485,141,247,4
760,343,256,80,172,2,22,25,15
761,617,1,296,0,43,0,13,0
762,267,12,102,1,206,136,70,87
763,12,16,429,449,3,2,0,0
764,19,2,611,192,11,0,63,12
765,304,260,168,63,18,17,24,3
766,358,529,0,49,13,1,0,0
767,85,49,15,24,751,11,3,0
768,245,254,0,0,170,154,1,95
769,0,0,0,130,1,4,11,816
770,742,92,24,9,16,68,0,0
771,0,0,0,423,0,0,71,469
772,0,25,0,14,69,48,329,434
