walk,l1,l2,x0,x1,x2,x3
86,348,246.365582,90,-6,24,-228
87,312,169.823438,122,-94,64,-32
88,212,137.346278,-126,38,-38,-10
89,382,201.246118,-130,44,-100,108
90,494,280.492424,-112,52,232,98
91,220,132.755414,-54,-116,24,-26
92,198,130.092275,22,122,-34,-20
93,244,152.262930,88,-4,-120,32
94,314,192.738164,174,60,-34,-46
95,510,268.007463,104,132,-82,-192
96,294,179.788765,-68,72,-4,-150
97,614,362.761630,190,-130,14,-280
98,492,254.794034,176,-122,108,-86
99,160,109.507991,36,-16,-102,-6
100,354,208.662407,-172,32,104,46
101,296,160.099969,84,-64,-32,116
102,272,163.878003,42,-80,136,14
103,264,146.013698,-96,-98,-30,-40
104,430,236.482557,-168,60,144,-58
105,228,123.255832,-94,40,-60,-34
106,440,241.694021,-110,122,-174,-34
107,158,95.603347,-72,10,16,-60
108,194,122.392810,-100,-16,-10,68
109,444,282.687106,-16,-254,88,-86
110,310,198.766194,80,-178,20,-32
111,252,156.204994,4,104,112,-32
112,442,254.330494,-218,86,58,80
113,214,113.260761,-58,-52,-26,78
114,434,232.611264,-134,-130,36,134
115,232,141.053181,-40,106,-2,84
116,108,62.609903,48,36,16,8
117,316,183.673624,-54,160,-48,-54
118,368,301.064777,-22,-298,34,14
119,306,178.583314,144,36,-94,-32
120,268,142.604348,44,60,-108,56
121,304,170.364316,-92,24,128,-60
122,346,208.489808,102,174,22,48
123,406,236.854386,112,62,36,-196
124,306,176.827600,24,112,-42,128
125,420,221.792696,-74,154,-124,-68
126,532,316.468008,-30,268,112,122
127,322,192.239434,-90,-44,162,-26
128,372,229.451520,-64,-208,-38,62
129,326,181.383571,-88,24,136,-78
130,326,183.379388,-60,150,-38,-78
131,472,282.148897,188,48,34,202
132,236,125.793482,64,-64,84,24
133,456,279.069884,56,-36,242,122
134,230,127.043300,-26,94,-72,-38
135,176,110.453610,-12,-30,34,-100
136,142,80.224684,12,-24,60,-46
137,316,181.967030,-156,-46,-66,-48
138,464,234.333096,-112,104,-104,144
139,414,218.915509,72,74,160,108
140,258,143.122325,-92,-74,-12,-80
141,250,166.889185,-154,-8,-54,34
142,522,324.351661,-6,-88,-268,-160
143,286,156.575860,44,-48,-124,70
144,368,196.712989,-64,66,150,-88
145,186,122.751782,108,22,-54,-2
146,362,227.270764,0,48,152,-162
147,294,165.903586,-140,-48,52,54
148,408,221.756623,160,124,46,-78
149,418,257.083644,114,56,26,222
150,356,237.823464,212,4,100,-40
151,306,172.360088,80,30,138,58
152,510,259.314481,110,-136,162,-102
153,194,116.086175,-24,-10,-80,-80
154,278,191.655942,-18,-182,-28,-50
155,396,224.891085,172,-48,48,-128
156,422,221.133444,68,112,-86,-156
157,168,102.567051,62,30,0,76
158,162,92.065194,62,-46,-4,50
159,350,190.000000,-96,-144,-48,62
160,324,186.547581,-20,-56,-140,-108
161,386,213.513466,-68,-158,-120,-40
162,416,244.016393,-200,-122,-58,-36
163,490,256.647618,-98,186,88,118
164,370,225.361931,122,184,32,-32
165,322,194.740853,-156,-96,66,4
166,440,263.089338,8,112,108,-212
167,326,173.862014,-114,92,-32,88
168,334,229.268402,218,52,44,20
169,446,231.801639,126,156,-88,-76
170,370,221.729565,16,-142,-50,-162
171,450,291.499571,-14,26,-200,-210
172,334,188.902091,-140,-62,-108,-24
173,324,191.812408,146,-104,68,-6
174,298,159.285906,92,-58,110,38
175,450,258.681271,220,98,-56,-76
176,216,128.592379,70,-100,40,-6
177,318,178.583314,98,-12,-88,-120
178,194,109.013761,74,62,8,50
179,474,295.952699,24,264,-90,-96
180,524,307.271867,22,-110,146,246
181,116,92.303846,2,4,-90,20
182,258,140.185591,-84,52,-96,-26
183,516,294.984745,-238,140,-44,-94
184,358,244.172070,-36,-78,-228,-16
185,344,192.935222,-44,-158,-60,82
186,492,258.998069,178,-66,136,-112
187,464,274.474042,-212,-52,162,38
188,160,93.252346,2,-42,48,-68
189,632,325.318306,164,178,-196,94
190,146,113.296072,4,-108,34,0
191,484,265.525893,48,162,184,-90
192,148,94.361009,-10,48,-80,-10
193,340,243.228288,44,6,-58,-232
194,288,183.717174,100,18,-152,-18
195,492,285.222720,-88,-200,-22,182
196,310,185.375295,-38,140,18,-114
197,212,120.498963,62,-4,74,72
198,392,204.117613,-56,136,96,104
199,354,274.976363,-58,-18,268,10
200,434,245.071418,90,-140,178,-26
201,420,257.044743,28,-174,-184,-34
202,510,308.551454,8,228,-84,-190
203,368,201.216302,32,102,-146,88
204,472,260.015384,142,-62,-196,-72
205,266,165.130252,146,16,-40,-64
206,238,167.272233,-26,-6,-158,48
207,354,200.209890,8,-110,-124,112
208,348,255.139178,46,-24,-248,30
209,376,224.356859,-140,168,44,24
210,442,234.239194,124,72,-168,-78
211,248,162.898742,146,68,14,-20
212,516,272.851608,106,-186,70,-154
213,384,238.209991,-208,14,-72,-90
214,444,253.440328,178,-36,-66,164
215,354,182.592442,124,-62,-82,-86
216,302,165.541536,-18,106,90,88
217,416,282.488938,-14,166,228,8
218,414,241.089195,58,74,72,-210
219,556,289.247299,-116,112,208,-120
220,214,120.083304,-96,-20,48,50
221,236,131.148770,-70,74,10,82
222,288,156.332978,-104,84,22,-78
223,212,115.550855,-88,54,-24,46
224,342,180.299750,54,78,78,132
225,234,148.067552,-2,-128,44,60
226,696,417.803782,-176,348,-24,148
227,266,146.383059,-96,84,70,-16
228,540,303.235882,-110,-186,-210,34
229,346,200.469449,-114,-146,-76,-10
230,234,161.356748,-12,62,12,148
231,526,342.876071,262,10,36,218
232,190,110.580288,92,22,24,52
233,336,202.306698,0,104,-156,-76
234,306,172.290452,56,-22,108,-120
235,314,263.567828,-2,260,-10,-42
236,204,115.273588,20,94,-46,-44
237,272,168.428026,142,-2,-66,-62
238,246,129.753613,28,-84,-70,64
239,62,44.045431,-40,-4,18,0
240,132,96.124919,6,26,8,-92
241,322,178.359188,-84,-74,28,-136
242,240,132.393353,-96,-58,68,-18
243,264,159.022011,106,38,-112,8
244,122,74.966659,-24,-60,-38,0
245,220,129.305839,-104,-68,32,16
246,212,117.132404,74,-80,-38,-20
247,460,256.421528,-114,148,-174,24
248,102,54.589376,28,-20,-40,-14
249,546,313.413465,-208,12,-134,192
250,404,238.428186,-138,-186,-42,38
251,248,181.394597,2,-40,-174,-32
252,326,185.224188,-128,118,60,20
253,192,121.622366,-54,8,-24,106
254,178,98.974744,10,44,56,68
255,128,80.049984,56,-6,56,10
256,222,121.671689,36,-28,68,-90
257,496,259.769128,144,130,60,162
258,216,131.240238,10,-38,-112,-56
259,124,75.099933,-4,18,-44,58
260,246,139.240799,18,-110,-58,-60
261,280,187.552659,-38,178,32,-32
262,138,77.433843,-54,8,30,-46
263,590,325.275268,202,30,-176,-182
264,152,81.829090,-52,-20,-54,26
265,110,60.232881,-8,-30,-30,42
266,208,133.985074,124,-36,32,-16
267,388,200.897984,106,90,132,60
268,488,285.447018,102,-44,244,98
269,166,106.789513,-72,78,-10,6
270,196,118.287785,24,-32,-34,-106
271,466,296.560281,-202,-32,18,214
272,214,140.982268,72,-120,16,6
273,192,119.833217,-48,106,-12,-26
274,218,120.847011,50,-98,40,30
275,256,161.913557,80,-138,24,14
276,246,140.840335,-118,-58,-28,-42
277,46,25.845696,6,14,-6,20
278,430,267.275139,-208,38,162,-22
279,340,204.313485,18,-170,98,54
280,266,139.441744,-100,52,-68,-46
281,548,275.579390,-124,162,132,-130
282,394,246.389935,34,44,96,-220
283,146,75.232971,34,52,30,-30
284,364,226.097324,-32,76,204,52
285,306,164.426275,118,34,84,-70
286,494,278.100701,-142,26,-122,-204
287,510,297.489496,-194,68,212,36
288,230,125.427270,74,-60,16,-80
289,270,170.844959,20,80,148,22
290,358,210.855401,-102,-170,-16,-70
291,362,210.266498,0,128,132,-102
292,220,129.522199,-34,32,-40,114
293,464,249.575640,-118,102,58,-186
294,280,184.325799,168,-36,66,10
295,348,192.353841,-56,110,-40,-142
296,438,223.078462,-80,108,-140,-110
297,322,177.369670,116,-92,18,-96
298,598,313.949040,104,132,-132,-230
299,294,166.913151,40,48,-66,-140
300,466,238.771858,92,94,156,124
301,390,239.991667,-106,206,-60,-18
302,242,124.048378,68,42,-78,-54
303,290,170.587221,-62,-6,94,128
304,278,157.569032,92,26,42,118
305,438,247.184142,22,174,98,-144
306,326,185.827877,22,96,144,64
307,316,181.328431,-2,102,-106,106
308,392,216.333077,150,-134,38,-70
309,150,97.508974,-16,-38,8,88
310,342,232.422030,-220,54,-48,-20
311,528,316.821716,-24,-70,-236,-198
312,224,131.787708,-104,-74,26,-20
313,592,312.653162,232,-132,-130,98
314,362,204.362423,-98,-76,28,-160
315,570,296.991582,146,166,74,184
316,360,186.440339,82,54,-108,-116
317,834,452.101758,328,82,-222,-202
318,348,193.886565,108,-80,-22,-138
319,246,144.235918,-120,22,-68,-36
320,382,233.126575,54,-208,-38,-82
321,188,106.957936,26,42,90,-30
322,138,79.573865,-22,-14,-66,-36
323,476,261.488049,162,158,-28,-128
324,400,209.628242,82,116,-60,-142
325,384,217.237198,-96,-148,14,126
326,266,192.114549,-30,-46,6,184
327,152,95.456797,-40,82,28,-2
328,406,235.397536,152,0,-122,-132
329,574,313.477272,244,-134,70,-126
330,310,161.777625,66,92,-46,-106
331,136,87.863531,-10,32,-80,-14
332,334,186.386695,-40,90,56,148
333,506,276.383791,180,156,136,34
334,190,108.572556,38,-10,-80,-62
335,232,132.755414,-36,-18,98,-80
336,210,107.200746,66,44,-60,-40
337,268,157.022291,24,128,80,36
338,170,103.479467,14,-72,72,-12
339,406,220.644510,118,-30,-146,112
340,342,224.133889,-44,10,-202,86
341,140,84.000000,-8,32,-72,28
342,350,196.173393,66,164,64,-56
343,192,119.331471,-4,-92,-72,24
344,214,116.978631,-52,-90,-48,24
345,272,195.263924,2,186,42,42
346,312,190.347051,-34,128,136,-14
347,278,160.411970,28,-118,-100,32
348,468,258.658075,40,140,-98,190
349,192,107.591821,86,24,52,30
350,424,240.649122,204,82,74,-64
351,542,317.042584,-144,-252,126,-20
352,148,79.849859,40,56,-14,38
353,298,206.310446,-184,-12,-92,10
354,212,130.138388,2,-40,-106,64
355,314,158.328772,86,-88,78,62
356,350,189.641768,-46,102,140,62
357,366,233.538005,42,210,-24,90
358,322,199.328874,-176,-70,16,-60
359,316,173.735431,-128,-26,80,82
360,752,428.345655,-358,110,-104,-180
361,474,247.879003,112,-104,-80,-178
362,174,104.632691,52,86,-8,-28
363,288,168.783885,62,-48,-146,32
364,404,299.158821,-16,62,290,36
365,220,116.309931,-66,-48,78,28
366,296,215.183643,-4,64,204,-24
367,398,229.233505,-78,-16,152,-152
368,424,231.395765,118,32,-160,114
369,128,94.445752,34,4,-88,-2
370,458,264.975471,-84,-20,184,170
371,224,134.014925,-24,-16,-82,-102
372,222,160.735808,-40,154,6,22
373,484,261.793812,-36,-136,-162,-150
374,238,157.569032,-26,42,148,-22
375,222,171.499271,168,12,30,-12
376,282,144.208183,92,66,-50,-74
377,556,358.061447,120,68,40,328
378,280,164.754363,-52,-12,86,-130
379,200,125.570697,-92,-82,-24,2
380,250,138.693908,24,-100,-44,-82
381,390,201.027361,-66,84,-110,-130
382,304,210.314051,34,196,68,6
383,336,218.558917,182,-12,118,24
384,560,306.424542,178,-88,-72,222
385,114,61.155539,-20,18,46,30
386,356,210.314051,-144,14,-142,-56
387,426,236.025422,188,110,58,70
388,276,198.050499,-42,8,-36,190
389,418,289.019031,-272,-10,78,-58
390,170,97.015463,40,-16,80,34
391,156,102.371871,74,-2,70,-10
392,230,134.892550,52,74,-4,-100
393,272,156.332978,60,-130,-24,58
394,164,108.185027,-52,-94,-10,8
395,108,79.949984,0,-30,4,74
396,494,287.478695,-212,-130,144,-8
397,226,117.932184,-64,36,-46,80
398,160,83.570330,34,-38,-28,60
399,132,80.249611,8,30,-24,-70
400,442,264.022726,-48,-142,214,-38
401,362,197.858535,-82,-158,64,58
402,440,235.711688,96,-62,104,178
403,152,92.822411,76,30,-44,-2
404,286,170.235132,124,-106,8,-48
405,742,382.251226,-128,-158,248,-208
406,384,251.904744,212,-132,8,32
407,252,193.638839,2,6,-184,-60
408,258,208.834863,22,-4,-206,26
409,284,175.408096,78,146,58,2
410,106,83.928541,0,8,-16,-82
411,292,156.000000,-64,72,-116,40
412,356,221.088218,28,-88,-44,196
413,322,190.903117,-10,146,-58,108
414,332,225.299800,108,-2,-26,196
415,316,207.480120,-20,-146,-146,4
416,226,124.177293,-76,86,-22,42
417,330,173.308973,52,-84,-70,-124
418,264,145.024136,-50,-118,-48,48
419,222,130.522029,-42,54,16,-110
420,448,237.402612,-120,-170,96,-62
421,234,124.273891,52,-40,48,94
422,434,237.343633,-48,-138,-78,-170
423,252,138.765990,84,-96,-22,-50
424,238,156.907616,-134,-2,-24,78
425,666,388.005155,-76,324,-180,86
426,226,137.477271,-72,-4,-110,40
427,270,163.914612,-42,112,-112,4
428,424,303.433683,8,278,18,-120
429,184,148.027025,4,-144,-34,-2
430,286,211.366979,-40,-204,38,-4
431,282,151.617941,34,90,-104,-54
432,496,315.176141,118,-284,-60,34
433,246,145.010344,-110,88,-20,28
434,390,199.087920,-108,-122,-92,-68
435,396,227.033037,-82,16,-140,158
436,148,85.510233,-72,24,-36,16
437,366,238.889096,130,30,8,198
438,352,208.211431,56,164,18,114
439,334,200.788446,-50,-180,-50,-54
440,206,122.523467,0,-92,-52,-62
441,252,156.025639,-130,36,8,78
442,414,271.742525,-232,-20,-138,-24
443,438,225.148840,-80,142,128,-88
444,332,171.720703,-84,-108,48,92
445,354,189.894708,148,-66,-70,70
446,332,193.721450,106,-152,22,-52
447,330,183.836884,-124,-40,122,-44
448,194,134.981480,2,72,-6,114
449,152,91.607860,-10,76,-46,-20
450,266,158.227684,58,2,-88,-118
451,416,214.102779,-62,122,-106,126
452,250,130.889266,86,32,-66,-66
453,236,133.446619,-88,-24,92,32
454,272,167.690191,-118,116,16,22
455,218,121.540117,-88,38,72,-20
456,244,180.421728,176,-26,-24,-18
457,150,101.212647,36,-22,92,0
458,388,214.755675,-88,-26,146,128
459,364,250.135963,-138,208,16,2
460,232,129.305839,62,62,14,94
461,266,153.166576,-76,-92,-2,-96
462,404,244.540385,10,-70,-128,196
463,420,237.436307,174,-132,-24,-90
464,524,306.633332,240,24,-98,162
465,636,351.328906,-224,74,-96,-242
466,434,251.515407,70,-196,138,-30
467,486,271.035053,156,-202,-72,56
468,348,183.324848,-102,-68,-126,52
469,256,161.071413,-16,-142,68,30
470,490,339.063416,20,152,-16,-302
471,280,169.209929,140,6,-64,70
472,288,181.614977,10,122,-132,24
473,368,199.879964,70,58,-158,82
474,370,225.077764,-176,44,132,-18
475,386,223.400985,-44,48,182,-112
476,340,186.633330,42,-66,146,86
477,218,127.137721,60,50,8,100
478,434,261.893108,-66,174,-184,-10
479,454,280.164238,-222,74,154,-4
480,380,221.431705,120,34,176,50
481,376,224.214183,-76,-116,176,-8
482,334,196.356818,42,46,-76,-170
483,400,246.462979,34,-198,140,-28
484,332,200.499377,-12,-134,-142,-44
485,110,70.398864,-44,-54,2,-10
486,218,152.538520,20,-146,16,-36
487,254,147.472031,-92,-18,108,-36
488,274,139.728308,48,82,64,-80
489,266,137.477271,-44,-92,70,-60
490,460,236.067787,-160,-108,100,92
491,490,317.067816,144,-44,24,-278
492,354,201.504342,-164,-78,82,-30
493,446,240.557685,40,154,-106,146
494,232,127.874939,-92,-72,20,48
495,354,197.271387,42,148,-112,52
496,266,170.023528,-6,34,-80,146
497,276,145.079289,60,80,-38,-98
498,140,88.769364,-4,-58,66,12
499,276,185.364506,166,-32,76,2
500,180,105.905618,-26,-10,78,66
501,80,49.234135,2,-42,20,16
502,128,89.933309,-86,-20,-16,6
503,450,235.312558,-154,98,64,-134
504,234,144.319091,-122,-30,12,-70
505,424,237.099135,96,-26,-170,132
506,496,319.887480,-58,-34,-292,112
507,304,159.874951,-82,-114,52,56
508,368,204.646036,-32,-154,-74,108
509,480,301.635542,274,-36,-76,-94
510,352,184.694342,-68,-92,132,-60
511,524,364.801316,-48,50,350,-76
512,242,146.027395,-128,-18,-50,46
513,150,85.111691,6,-42,-62,40
514,300,183.324848,90,-10,-48,152
515,248,152.656477,52,134,-50,12
516,276,151.182010,-40,50,-120,66
517,296,164.170643,62,84,-124,26
518,212,141.929560,-6,-118,10,78
519,232,140.342438,34,-102,6,90
520,376,222.494944,-180,-12,88,96
521,548,330.393705,34,-144,-282,-88
522,196,118.490506,-76,14,18,-88
523,390,218.732714,52,-46,132,-160
524,368,217.218784,-162,-94,2,110
525,374,218.403297,-26,68,-100,-180
526,278,151.591556,116,32,-70,60
527,160,91.738760,68,-20,16,56
528,222,128.887548,56,94,4,68
529,340,201.315673,-10,90,-78,-162
530,424,266.127789,240,-94,32,58
531,420,243.934417,206,70,102,42
532,212,110.054532,-34,58,46,-74
533,368,257.371327,-100,-236,12,20
534,542,355.409623,-214,-2,-46,-280
535,116,62.161081,20,26,-48,22
536,350,195.069218,44,46,-140,120
537,476,255.906233,-38,142,142,154
538,224,176.748409,-48,0,-6,-170
539,444,275.361580,-228,64,-12,-140
540,394,224.008928,-170,-36,-128,60
541,76,44.810713,-10,24,-36,6
542,280,211.603403,12,-54,-10,204
543,250,141.971828,90,-6,68,86
544,324,183.717174,72,124,114,14
545,534,286.279584,62,-192,108,-172
546,290,200.768523,38,-192,40,-20
547,222,125.267713,-22,-90,78,-32
548,282,142.954538,52,70,84,-76
549,198,101.921538,-48,-32,-52,-66
550,348,195.857091,34,-72,158,84
551,344,229.556093,-30,-36,62,216
552,388,244.245778,-80,16,218,-74
553,468,261.212557,178,58,-172,60
554,422,231.629014,-98,-160,-132,32
555,318,214.876709,34,30,50,-204
556,568,307.154684,210,-52,134,-172
557,330,231.093055,22,220,62,-26
558,190,114.350339,48,2,92,-48
559,464,257.231413,-152,66,58,-188
560,254,131.833228,-52,-92,46,64
561,442,287.450865,26,-252,132,-32
562,128,76.993506,18,-68,-14,28
563,246,142.309522,30,92,-22,-102
564,550,292.909542,-68,120,156,206
565,280,170.035290,-66,66,-6,-142
566,504,290.268841,-172,56,56,220
567,308,174.974284,66,-120,14,108
568,316,174.378898,-66,34,-80,-136
569,518,336.339115,20,-268,-200,30
570,172,108.332821,-22,-26,24,100
571,364,201.335541,-136,-90,-116,-22
572,284,167.284189,-62,14,70,-138
573,248,146.887712,118,26,-24,80
574,298,181.890077,-100,142,-54,-2
575,320,164.608627,100,56,-66,-98
576,514,292.800273,-136,128,26,-224
577,434,233.023604,-66,-172,74,-122
578,266,168.297356,36,-152,60,18
579,210,122.816937,106,34,24,46
580,434,243.450200,-42,-148,176,-68
581,224,139.025178,-64,-24,120,-16
582,330,187.221794,-106,-112,-106,6
583,330,266.135304,262,32,-34,2
584,432,229.904328,92,70,174,96
585,340,180.908817,102,124,-72,42
586,430,238.151212,-122,74,184,50
587,502,283.541884,206,-122,24,-150
588,420,227.279564,-152,34,-120,114
589,444,258.038757,-32,78,210,124
590,582,307.070025,114,-88,-216,-164
591,338,180.011111,92,-32,-104,-110
592,240,153.022874,32,-130,74,4
593,470,260.330559,-114,174,-154,28
594,276,160.474297,-112,-66,4,94
595,372,197.220689,124,-40,-116,-92
596,348,177.966289,-106,-76,-62,104
597,280,175.749822,118,-18,128,-16
598,178,101.646446,-28,-18,-82,50
599,182,146.355731,-22,-14,144,2
600,244,167.212440,-30,-26,160,28
601,354,237.090700,176,16,4,-158
602,322,186.171964,88,100,130,4
603,162,107.610408,58,10,-4,-90
604,456,256.390327,-80,-50,-206,-120
605,158,91.148231,-12,72,-48,-26
606,174,89.955545,-58,38,-28,50
607,250,132.770479,-58,36,98,-58
608,280,193.638839,66,180,26,8
609,284,180.000000,60,56,-160,8
610,662,335.565195,190,-196,-138,138
611,444,253.092868,-42,-62,-188,152
612,88,53.216539,6,22,14,-46
613,354,213.232268,14,-164,-126,-50
614,330,203.164958,-4,-162,110,54
615,532,270.776661,-162,-112,-104,-154
616,244,131.057239,-52,30,-66,-96
617,136,92.043468,86,-24,-22,-4
618,272,208.173005,4,-196,70,2
619,242,132.408459,-74,34,98,-36
620,480,266.368166,90,116,214,60
621,202,123.790145,6,-46,-44,106
622,200,124.739729,-36,-114,28,22
623,288,173.089572,-138,-44,-94,12
624,212,128.561269,88,-32,-88,4
625,274,163.425824,126,-48,8,92
626,106,66.902915,-10,54,-4,38
627,242,158.025314,104,-6,-118,-14
628,510,262.030533,138,-172,-96,-104
629,458,239.874967,-148,138,116,-56
630,210,143.122325,0,98,8,104
631,336,185.924716,-36,-54,-116,130
632,214,145.506014,-16,-138,24,-36
633,386,247.523736,78,-228,40,40
634,464,232.946346,130,-122,108,-104
635,412,216.647179,-88,-158,98,68
636,218,117.115328,86,28,44,-60
637,288,170.809836,-104,-130,26,-28
638,434,339.735191,-26,334,-22,-52
639,176,113.313724,2,-94,20,-60
640,442,227.481867,82,-152,92,116
641,244,182.712890,12,178,-34,20
642,362,229.982608,-12,142,30,-178
643,386,225.486141,-18,86,-100,-182
644,398,259.376175,-224,-126,-18,-30
645,522,265.699078,-122,-164,-96,140
646,308,170.317351,16,112,-88,92
647,418,217.099056,146,114,-66,-92
648,332,203.607465,172,-36,-24,-100
649,356,217.715411,30,-44,-92,-190
650,316,190.934544,140,54,118,-4
651,456,258.224708,122,210,-60,64
652,392,254.856823,-216,10,-130,36
653,436,261.900745,-166,-194,22,54
654,150,90.840520,6,76,26,42
655,312,159.974998,-92,82,-48,-90
656,254,161.455876,-34,136,-80,-4
657,272,190.431090,178,38,0,-56
658,436,260.322876,-218,20,110,88
659,406,210.342578,148,-96,80,-82
660,170,89.196412,-60,-44,22,-44
661,184,103.884551,74,64,-14,32
662,144,114.297856,18,-112,14,0
663,366,216.416266,50,44,188,84
664,306,174.091930,16,114,-116,60
665,536,282.828570,196,158,96,86
666,486,253.826713,88,-154,-82,162
667,396,231.361189,194,30,-96,76
668,468,281.012455,242,118,72,36
669,484,292.766118,26,74,-246,-138
670,434,239.307334,-24,-116,144,-150
671,356,184.282392,-62,-126,-76,92
672,166,93.957437,-66,-14,-26,-60
673,256,181.879081,-6,-164,-78,-8
674,218,148.229552,6,-116,-92,-4
675,178,115.637364,-76,-14,86,2
676,580,346.329323,-228,90,-244,-18
677,384,259.923066,24,-242,32,-86
678,328,165.819179,64,-80,-86,98
679,482,298.174446,-74,258,128,22
680,282,143.986110,-94,-54,-66,-68
681,550,277.640055,146,-132,-162,-110
682,274,160.137441,34,-138,62,-40
683,108,87.315520,86,-14,4,-4
684,470,301.496269,-108,92,4,-266
685,102,56.462377,44,24,-24,10
686,288,152.499180,66,-48,-114,60
687,368,185.838640,-106,104,-78,80
688,242,122.979673,-64,-76,56,-46
689,606,323.956787,56,-186,204,160
690,176,93.080610,32,68,-46,-30
691,256,164.170643,152,22,40,42
692,304,164.341109,80,120,-72,-32
693,302,167.032931,134,-70,60,38
694,426,257.813886,-160,36,-34,-196
695,316,183.956517,-146,-18,-58,-94
696,268,159.373775,-114,102,-44,8
697,348,194.915366,-156,-52,46,-94
698,346,215.675682,124,168,54,0
699,412,246.170673,6,76,-152,178
700,316,202.286925,176,28,-18,94
701,466,253.005929,-86,122,64,194
702,324,194.935887,-14,-126,-42,142
703,236,149.532605,-10,-124,22,-80
704,210,143.289916,134,-44,24,-8
705,268,151.102614,66,-26,-54,-122
706,266,197.453792,22,38,192,-14
707,438,331.451354,-32,80,-6,-320
708,416,299.746560,-26,44,-290,56
709,364,200.897984,-20,-130,98,-116
710,284,182.010989,162,-10,-40,-72
711,154,94.170059,-34,-20,84,-16
712,338,184.899973,46,-48,-122,-122
713,274,156.933107,20,-94,44,-116
714,304,203.803827,-108,12,-12,-172
715,410,246.536001,32,-38,-154,-186
716,138,76.550637,-20,50,-16,52
717,386,270.651067,-106,248,16,-16
718,376,207.480120,-140,-124,86,26
719,184,124.418648,0,10,-98,-76
720,250,149.919979,118,-6,-80,-46
721,262,175.783958,10,-40,164,48
722,464,241.743666,114,-86,92,-172
723,426,240.424624,56,-138,50,-182
724,676,400.010000,24,-166,326,-160
725,206,114.873844,88,-18,42,58
726,566,299.699850,-212,-130,-150,-74
727,386,194.267856,78,98,-106,104
728,540,303.605007,56,208,-76,-200
729,288,171.020467,148,68,28,44
730,352,189.589029,-120,-58,-126,-48
731,526,285.075429,156,-210,76,-84
732,458,287.214206,2,146,-74,-236
733,348,196.631635,162,-84,-60,-42
