walk,num_returns,first_return,return_steps
107,12,12,12;14;16;20;22;24;36;90;92;94;98;100
108,10,2,2;28;34;42;44;52;82;84;92;100
109,2,2,2;4
110,13,4,4;28;30;32;42;44;46;48;58;66;68;74;94
111,3,2,2;4;10
112,0,-1,
113,14,4,4;6;8;10;14;16;42;50;52;66;74;84;88;92
114,8,2,2;4;6;8;10;14;84;98
115,11,2,2;38;40;42;44;46;52;54;58;74;78
116,5,2,2;48;70;80;82
117,4,2,2;70;72;74
118,5,2,2;4;14;18;20
119,4,6,6;10;12;14
120,16,2,2;6;10;12;14;20;26;30;32;40;42;44;46;50;56;90
121,4,4,4;8;14;16
122,4,2,2;30;32;56
123,3,4,4;8;16
124,0,-1,
125,3,12,12;14;46
126,2,2,2;8
127,4,10,10;16;64;88
128,11,2,2;4;6;10;12;14;16;18;20;22;26
129,6,4,4;6;92;96;98;100
130,4,2,2;4;6;8
131,0,-1,
132,3,2,2;4;34
133,13,6,6;10;12;14;16;20;26;36;38;40;42;44;50
134,5,2,2;4;8;10;12
135,2,2,2;4
136,14,2,2;4;8;10;16;20;22;56;58;60;62;64;96;100
137,10,2,2;22;24;28;30;46;52;56;60;62
138,1,2,2
139,14,16,16;24;26;28;30;32;36;44;46;64;78;80;82;88
140,0,-1,
141,3,4,4;10;30
142,1,10,10
143,12,2,2;4;48;50;72;74;76;80;84;92;94;100
144,3,4,4;10;34
145,22,4,4;6;8;10;14;20;22;32;34;36;38;46;64;70;76;78;82;84;94;96;98;100
146,10,2,2;4;18;20;22;24;26;32;38;40
147,12,2,2;4;6;8;10;16;20;30;32;38;70;76
148,15,4,4;8;10;36;38;40;42;46;50;52;54;56;60;68;70
149,4,2,2;4;6;8
150,3,22,22;24;26
151,0,-1,
152,17,2,2;6;14;22;24;26;30;34;36;38;46;48;62;64;78;80;82
153,9,10,10;12;46;48;50;52;54;68;70
154,1,36,36
155,15,2,2;14;22;24;26;28;30;34;36;38;66;68;70;72;74
156,12,2,2;24;44;46;48;50;52;74;78;80;86;90
157,8,2,2;44;48;52;54;56;58;60
158,1,6,6
159,10,6,6;8;10;26;28;30;42;58;60;92
160,17,2,2;4;30;36;38;40;42;44;58;62;64;66;78;80;82;84;86
161,9,2,2;4;8;44;48;64;66;82;84
162,17,2,2;4;8;22;28;36;40;60;64;68;70;72;74;78;80;82;90
163,13,4,4;6;8;12;14;16;18;20;22;24;26;28;30
164,6,2,2;4;6;54;56;58
165,6,4,4;8;10;12;16;18
166,10,8,8;14;16;24;26;34;40;42;68;74
167,0,-1,
168,4,2,2;4;8;14
169,7,4,4;16;42;58;68;98;100
170,9,20,20;22;24;58;60;64;66;68;70
171,0,-1,
172,14,8,8;28;36;38;42;46;48;56;60;68;70;82;84;86
173,11,2,2;4;24;26;28;34;36;44;50;52;56
174,6,2,2;8;10;12;14;16
175,9,32,32;50;52;56;72;82;88;94;96
176,7,4,4;6;8;10;12;16;22
177,3,4,4;6;8
178,2,28,28;30
179,11,2,2;4;6;8;74;76;78;80;90;96;100
180,2,2,2;6
181,9,8,8;12;14;18;20;22;24;26;28
182,11,12,12;14;16;22;28;36;38;40;42;50;62
183,18,2,2;24;26;30;32;44;48;56;58;62;64;68;70;76;78;82;84;88
184,3,6,6;8;10
185,0,-1,
186,6,30,30;32;68;70;72;92
187,14,2,2;6;8;10;12;14;16;18;20;22;28;30;32;36
188,3,62,62;68;76
189,11,2,2;4;10;16;18;22;24;28;30;32;36
190,6,4,4;6;8;22;26;40
191,15,2,2;4;12;14;16;20;22;72;74;76;78;86;90;92;100
192,9,4,4;8;10;12;20;32;34;36;92
193,10,6,6;8;36;44;46;48;64;66;76;80
194,3,6,6;8;10
195,7,2,2;16;18;56;66;94;98
196,3,2,2;92;98
197,3,10,10;12;20
198,1,8,8
199,6,8,8;10;12;18;20;62
200,20,6,6;8;14;16;18;20;22;26;28;34;42;52;60;62;64;90;94;96;98;100
201,6,6,6;16;20;28;30;44
202,17,6,6;8;10;12;14;16;18;20;22;24;26;30;50;52;54;56;66
203,0,-1,
204,8,6,6;8;20;28;36;38;40;42
205,3,8,8;10;90
206,7,4,4;6;8;10;28;40;62
207,8,4,4;6;8;10;12;20;22;94
208,4,2,2;4;6;20
209,12,2,2;4;8;16;18;20;28;42;48;62;84;86
210,9,12,12;48;50;52;70;86;90;96;100
211,1,6,6
212,14,2,2;4;6;8;36;40;42;46;48;50;54;56;60;62
213,11,2,2;4;8;10;12;14;72;74;76;78;80
214,14,10,10;18;26;30;40;48;50;52;54;62;66;68;70;76
215,1,2,2
216,10,4,4;6;60;62;64;66;74;76;78;84
217,0,-1,
218,21,2,2;4;6;10;12;16;18;20;22;28;52;54;56;58;60;62;64;66;68;70;76
219,3,2,2;4;6
220,2,16,16;18
221,7,2,2;4;10;12;14;22;24
222,8,2,2;8;12;14;18;20;24;26
223,10,2,2;4;6;8;30;32;34;48;52;54
224,0,-1,
225,11,8,8;18;20;32;42;50;52;54;58;66;74
226,1,2,2
227,0,-1,
228,21,4,4;8;14;18;32;34;36;38;50;60;62;64;66;68;70;74;76;82;90;92;100
229,9,2,2;50;52;56;58;60;62;66;100
230,6,36,36;48;50;62;90;92
231,7,2,2;4;6;8;10;22;24
232,6,4,4;6;8;62;84;86
233,10,2,2;8;22;26;30;34;36;72;82;84
234,10,2,2;4;12;24;42;52;54;66;72;100
235,12,2,2;18;24;26;28;32;34;38;44;76;78;80
236,2,16,16;54
237,16,4,4;6;14;16;18;22;24;32;34;36;40;90;94;96;98;100
238,5,20,20;46;50;52;58
239,8,14,14;16;20;22;26;28;86;88
240,8,6,6;8;16;18;30;32;42;44
241,7,2,2;6;8;16;76;94;98
242,0,-1,
243,6,6,6;8;18;24;26;28
244,4,2,2;4;98;100
245,18,10,10;12;14;18;32;34;42;44;46;48;66;74;76;80;84;88;90;92
246,9,6,6;8;10;12;14;18;26;28;52
247,5,10,10;34;42;44;46
248,18,2,2;4;40;42;44;46;48;50;52;54;56;58;60;62;66;68;74;86
249,4,36,36;38;40;100
250,0,-1,
251,4,2,2;4;86;88
252,13,8,8;10;14;66;68;72;74;76;78;80;82;86;88
253,4,2,2;4;16;18
254,8,2,2;4;22;26;28;54;68;70
255,7,2,2;4;14;16;18;20;26
256,9,6,6;8;10;82;86;88;90;92;94
257,4,2,2;4;44;76
258,13,2,2;6;32;34;36;38;42;44;52;64;74;90;100
259,5,2,2;8;32;40;42
260,7,2,2;32;36;38;42;58;60
261,1,2,2
262,8,2,2;6;12;16;18;24;26;28
263,14,2,2;4;14;16;18;26;28;46;52;54;56;58;60;76
264,4,2,2;6;46;48
265,5,2,2;4;6;8;10
266,14,2,2;10;12;14;16;22;60;62;64;76;78;80;88;100
267,22,2,2;4;6;8;10;14;16;20;24;26;28;30;38;48;50;54;56;64;66;76;78;80
268,7,10,10;12;14;16;20;24;32
269,4,2,2;4;6;16
270,9,6,6;10;12;14;16;24;34;96;98
271,11,6,6;14;16;18;20;76;78;80;84;86;88
272,6,84,84;86;88;90;94;100
273,13,4,4;6;8;38;74;78;80;84;88;90;92;94;100
274,4,4,4;6;8;14
275,0,-1,
276,3,2,2;8;10
277,6,6,6;38;42;44;52;78
278,0,-1,
279,3,6,6;8;10
280,11,2,2;4;6;8;12;14;18;20;24;94;96
281,2,2,2;6
282,3,2,2;8;26
283,13,4,4;6;12;16;30;62;68;76;78;86;88;92;94
284,11,2,2;8;12;24;28;30;42;56;64;66;70
285,0,-1,
286,26,2,2;4;8;10;12;14;18;24;48;52;54;56;60;62;68;70;72;84;86;88;90;92;94;96;98;100
287,10,36,36;40;44;46;50;52;54;56;74;76
288,24,2,2;4;6;8;10;14;16;18;32;34;36;38;48;50;52;54;62;64;66;68;74;76;84;86
289,5,12,12;14;16;18;94
290,8,2,2;6;8;10;14;16;38;40
291,13,2,2;4;12;18;20;22;24;30;40;42;86;88;90
292,17,2,2;4;6;8;10;14;16;18;20;24;34;36;68;70;72;74;76
293,10,16,16;36;52;54;60;62;64;66;80;82
294,7,26,26;28;36;42;50;54;60
295,0,-1,
296,12,2,2;20;22;36;38;46;48;56;60;74;76;78
297,3,8,8;10;16
298,3,18,18;80;82
299,8,2,2;4;18;20;24;26;28;52
300,0,-1,
301,10,6,6;12;16;18;20;24;26;44;46;52
302,15,10,10;12;14;18;20;22;26;54;84;86;92;94;96;98;100
303,13,2,2;6;20;30;32;34;38;40;42;44;54;56;58
304,13,2,2;62;64;68;70;72;76;78;80;82;84;86;88
305,9,2,2;4;6;8;10;12;28;30;100
306,9,2,2;4;8;26;28;56;58;60;62
307,4,2,2;4;6;24
308,1,4,4
309,6,4,4;6;24;26;32;34
310,13,2,2;4;28;42;48;60;70;72;74;76;78;80;84
311,7,28,28;30;32;34;36;54;56
312,4,2,2;4;12;44
313,19,2,2;4;10;12;14;16;18;22;24;26;40;44;48;56;58;62;64;66;68
314,9,2,2;4;8;10;14;16;42;46;48
315,0,-1,
316,3,2,2;6;8
317,7,2,2;6;10;18;46;50;54
318,1,2,2
319,4,6,6;12;14;28
320,7,8,8;84;86;88;94;96;100
321,1,2,2
322,7,2,2;4;8;16;24;26;84
323,0,-1,
324,4,20,20;22;26;28
325,10,2,2;8;10;12;18;68;72;78;80;100
326,9,2,2;16;18;22;44;46;48;58;60
327,3,2,2;4;52
328,20,2,2;4;6;8;10;12;14;16;18;26;28;38;40;42;52;54;56;58;60;62
329,4,6,6;8;10;14
330,3,2,2;4;8
331,7,2,2;6;14;16;18;20;24
332,17,2,2;6;8;10;12;14;18;20;38;46;82;84;86;92;94;96;98
333,9,50,50;52;54;56;58;60;64;66;68
334,6,36,36;38;66;68;70;72
335,1,36,36
336,8,2,2;4;6;8;12;16;18;22
337,7,2,2;4;66;72;74;94;96
338,8,2,2;6;8;10;12;14;92;96
339,3,4,4;8;50
340,8,2,2;4;6;8;92;94;96;100
341,7,18,18;20;86;88;94;96;98
342,3,14,14;16;18
343,21,2,2;6;8;12;14;22;26;40;44;48;50;52;68;74;76;78;80;86;96;98;100
344,12,2,2;4;10;22;58;62;64;68;72;80;82;88
345,8,2,2;4;80;82;88;90;92;94
346,10,2,2;4;72;76;80;82;94;96;98;100
347,8,2,2;8;10;20;22;24;26;28
348,8,2,2;8;10;12;14;16;44;46
349,4,2,2;4;6;56
350,1,2,2
351,14,4,4;6;8;16;18;26;32;36;38;40;42;48;54;58
352,4,74,74;80;82;96
353,1,2,2
354,4,2,2;14;56;66
355,7,2,2;6;14;16;18;40;52
356,6,2,2;4;6;8;10;68
357,7,10,10;14;16;34;50;62;64
358,14,2,2;12;14;16;26;28;30;32;48;54;58;62;66;70
359,14,2,2;32;38;42;46;48;50;52;54;58;72;76;80;88
360,10,2,2;56;60;64;66;68;70;72;92;94
361,6,2,2;4;10;14;16;54
362,7,2,2;4;18;36;38;64;94
363,3,18,18;28;42
364,2,4,4;78
365,14,4,4;12;16;18;22;24;26;28;30;32;34;36;38;40
366,0,-1,
367,13,2,2;4;14;16;34;36;38;40;42;46;48;50;52
368,10,26,26;36;40;80;82;84;86;88;90;100
369,21,10,10;12;14;22;26;28;30;32;38;40;42;74;76;80;82;84;86;88;94;96;98
370,0,-1,
371,8,2,2;14;16;18;24;52;54;56
372,5,4,4;72;74;76;82
373,5,32,32;34;36;38;40
374,2,2,2;4
375,4,2,2;4;6;8
376,3,4,4;74;82
377,15,2,2;26;28;34;38;42;50;52;54;56;58;74;76;78;80
378,14,2,2;24;26;38;40;44;68;72;74;76;80;82;90;100
379,14,2,2;4;6;8;12;38;40;46;48;66;68;70;72;76
380,6,2,2;4;6;12;14;74
381,5,2,2;4;10;84;86
382,9,2,2;4;18;20;22;82;88;90;92
383,9,2,2;4;6;8;10;60;62;64;72
384,7,2,2;6;26;28;30;52;54
385,2,2,2;4
386,8,80,80;82;84;86;88;90;92;96
387,17,6,6;8;10;12;26;28;36;38;42;60;68;70;80;84;86;88;100
388,12,2,2;8;12;14;16;22;46;48;84;86;88;90
389,1,2,2
390,11,2,2;6;14;22;24;26;32;40;42;44;46
391,5,6,6;42;44;46;48
392,6,2,2;4;6;10;14;16
393,1,4,4
394,10,2,2;8;14;16;22;24;26;34;38;100
395,5,2,2;94;96;98;100
396,8,2,2;4;6;30;32;38;40;54
397,2,40,40;42
398,11,2,2;38;40;46;48;50;52;78;80;86;88
399,7,2,2;6;8;10;12;14;16
400,2,2,2;4
401,14,18,18;26;28;30;32;64;66;68;70;72;74;78;92;94
402,8,2,2;6;14;16;18;26;28;90
403,4,2,2;70;76;94
404,1,16,16
405,9,4,4;6;10;14;16;42;52;54;56
406,1,6,6
407,8,2,2;62;66;74;80;82;92;94
408,2,28,28;88
409,2,24,24;26
410,11,2,2;6;8;10;76;78;80;82;84;86;88
411,5,60,60;62;68;74;78
412,1,2,2
413,2,4,4;8
414,10,8,8;10;12;14;16;18;20;22;54;56
415,7,14,14;20;32;38;82;84;100
416,8,14,14;16;18;20;22;24;26;28
417,6,24,24;26;28;30;44;50
418,7,4,4;6;8;14;18;42;44
419,16,2,2;48;50;52;54;56;58;62;68;70;74;76;84;86;88;100
420,7,34,34;36;38;46;94;98;100
421,5,2,2;4;10;34;36
422,1,2,2
423,16,2,2;8;10;46;48;50;52;56;60;70;72;78;80;82;90;98
424,9,6,6;12;14;18;20;24;28;44;46
425,9,28,28;36;72;78;80;88;90;92;96
426,1,2,2
427,0,-1,
428,4,2,2;8;10;46
429,4,2,2;12;14;16
430,5,2,2;4;36;40;68
431,11,2,2;4;6;8;10;12;20;22;24;26;28
432,4,4,4;6;8;10
433,11,2,2;4;6;10;18;30;32;34;74;76;78
434,11,12,12;16;18;24;30;36;38;42;46;48;98
435,0,-1,
436,1,12,12
437,5,2,2;4;10;12;14
438,3,2,2;6;10
439,7,2,2;12;16;18;20;28;32
440,10,2,2;28;46;50;52;54;58;60;68;76
441,22,2,2;4;14;16;18;20;24;28;32;34;36;38;46;48;68;70;72;74;76;80;82;84
442,5,2,2;16;20;26;28
443,1,4,4
444,14,2,2;4;8;10;12;14;22;26;28;30;34;38;88;92
445,11,2,2;8;12;14;24;26;28;32;92;96;100
446,18,2,2;4;8;12;14;16;18;20;22;28;30;36;58;60;62;66;70;76
447,9,2,2;4;8;14;16;18;20;22;24
448,8,6,6;52;56;58;60;72;82;100
449,3,78,78;94;96
450,4,4,4;6;8;12
451,11,6,6;10;12;14;18;22;24;28;38;44;46
452,2,4,4;18
453,8,2,2;4;10;14;30;76;82;84
454,8,68,68;70;72;86;88;92;94;96
455,18,8,8;12;16;20;28;30;38;40;42;52;56;58;60;62;72;74;84;88
456,5,24,24;26;64;82;84
457,13,10,10;28;30;32;56;58;60;62;64;70;72;84;86
458,1,2,2
459,15,2,2;4;6;10;12;18;30;32;38;46;52;54;90;92;94
460,2,2,2;4
461,0,-1,
462,1,4,4
463,2,4,4;8
464,1,2,2
465,15,2,2;4;10;24;26;28;30;32;34;46;48;50;68;78;100
466,10,6,6;8;14;24;28;76;78;80;82;84
467,10,66,66;68;70;82;84;86;88;90;92;98
468,1,2,2
469,1,74,74
470,7,18,18;24;32;34;36;54;56
471,4,74,74;76;78;80
472,9,58,58;62;66;70;74;84;96;98;100
473,1,2,2
474,9,2,2;4;6;16;18;54;64;66;68
475,4,2,2;4;6;16
476,10,2,2;4;24;26;32;48;52;58;68;70
477,9,2,2;38;58;60;62;64;70;72;74
478,3,36,36;88;90
479,8,4,4;6;8;10;16;20;22;24
480,6,2,2;6;8;68;72;74
481,15,16,16;28;30;32;50;60;62;64;66;68;72;84;88;92;96
482,0,-1,
483,0,-1,
484,14,22,22;24;26;28;40;42;44;46;48;50;52;60;62;90
485,13,18,18;20;26;28;32;44;68;70;80;82;84;92;94
486,6,2,2;4;6;8;16;24
487,9,2,2;42;44;54;56;58;60;62;64
488,4,2,2;6;8;10
489,16,46,46;48;52;54;58;62;66;68;70;72;76;78;82;86;90;94
490,8,2,2;4;6;10;18;62;82;84
491,14,2,2;4;6;12;14;20;22;24;26;28;30;32;34;40
492,3,18,18;22;24
493,1,6,6
494,5,10,10;16;26;28;70
495,7,38,38;40;52;54;56;62;94
496,18,2,2;16;20;22;26;28;30;32;34;36;38;40;42;44;46;54;56;58
497,14,44,44;46;48;50;58;62;66;72;74;76;78;80;82;98
498,2,60,60;66
499,8,2,2;10;12;40;42;46;48;50
500,2,4,4;8
501,1,2,2
502,20,2,2;4;6;8;12;18;20;22;24;28;30;32;34;36;38;40;42;44;46;88
503,0,-1,
504,9,4,4;10;12;16;18;20;22;32;34
505,14,2,2;8;10;16;42;44;46;48;54;58;60;62;64;66
506,8,16,16;18;20;28;42;48;74;78
507,10,4,4;6;8;12;14;16;40;42;44;46
508,5,4,4;8;10;12;14
509,9,2,2;44;48;50;78;84;86;88;90
510,9,6,6;12;18;24;28;32;34;92;96
511,6,2,2;4;6;8;30;52
512,15,4,4;10;12;14;20;26;36;38;40;42;44;52;54;60;68
513,10,2,2;4;6;8;20;22;24;28;56;58
514,15,2,2;4;6;16;18;20;22;38;40;44;46;48;50;54;56
515,12,2,2;4;6;38;40;42;48;54;60;68;70;74
516,8,2,2;12;14;16;18;20;24;84
517,3,6,6;8;18
518,10,2,2;4;44;46;48;50;52;54;56;58
519,7,2,2;4;12;14;30;64;84
520,1,2,2
521,11,2,2;4;10;12;18;20;26;30;32;34;36
522,3,2,2;6;8
523,5,2,2;64;66;72;74
524,5,2,2;8;10;12;14
525,6,2,2;4;8;10;14;16
526,1,2,2
527,12,52,52;56;58;60;62;64;74;76;78;88;98;100
528,3,80,80;82;84
529,6,12,12;82;84;86;88;92
530,13,2,2;4;10;22;26;28;30;32;34;48;56;60;70
531,12,2,2;6;52;54;56;68;70;72;88;90;92;94
532,12,10,10;12;14;18;22;30;34;36;38;40;42;44
533,1,10,10
534,6,6,6;28;38;46;56;92
535,15,2,2;18;22;24;28;30;34;36;66;70;74;78;84;88;96
536,6,2,2;4;6;30;34;52
537,0,-1,
538,12,2,2;24;26;32;54;60;68;72;88;96;98;100
539,4,2,2;4;6;64
540,20,10,10;12;14;16;18;20;28;32;34;40;42;48;52;54;56;62;64;66;68;96
541,14,2,2;4;6;42;44;52;56;64;66;72;74;80;86;88
542,9,2,2;10;22;28;30;32;38;62;70
543,11,2,2;4;6;48;58;66;74;76;82;86;90
544,14,6,6;12;14;18;34;36;62;64;72;74;80;82;84;86
545,1,2,2
546,2,2,2;4
547,1,2,2
548,5,8,8;10;16;18;20
549,16,28,28;30;32;34;36;38;40;48;50;52;54;56;60;62;64;82
550,0,-1,
551,9,2,2;4;30;32;34;36;38;70;72
552,8,8,8;12;16;18;20;76;78;88
553,5,2,2;4;30;32;44
554,11,2,2;16;18;36;44;48;50;54;58;60;62
555,9,2,2;16;20;30;38;40;84;92;94
556,4,2,2;4;6;70
557,1,2,2
558,7,24,24;30;40;42;44;48;52
559,6,8,8;10;16;18;20;22
560,7,14,14;16;66;68;76;82;84
561,10,2,2;6;8;16;18;20;28;34;36;42
562,4,2,2;22;28;30
563,8,6,6;8;20;22;24;26;28;58
564,13,2,2;10;22;30;34;38;50;52;72;74;76;80;96
565,3,2,2;22;24
566,8,2,2;4;6;8;12;14;46;48
567,13,8,8;10;12;14;48;64;66;68;70;74;76;78;80
568,11,2,2;4;6;54;56;78;80;82;84;96;98
569,6,6,6;22;24;32;80;88
570,0,-1,
571,13,6,6;24;26;28;30;34;36;40;44;80;82;84;86
572,0,-1,
573,0,-1,
574,6,4,4;8;10;12;14;16
575,4,34,34;38;48;50
576,14,2,2;10;12;40;42;44;46;48;58;62;80;96;98;100
577,15,18,18;20;24;26;28;30;32;34;54;56;66;68;70;76;78
578,7,2,2;4;20;22;24;26;32
579,13,2,2;20;28;30;32;38;40;42;44;46;54;90;92
580,0,-1,
581,8,2,2;4;6;8;10;12;14;16
582,11,2,2;4;10;12;56;64;74;80;86;88;90
583,5,2,2;4;6;8;10
584,8,4,4;8;10;12;14;16;18;32
585,6,2,2;4;6;16;20;28
586,11,2,2;10;12;18;22;26;28;60;62;64;66
587,0,-1,
588,5,2,2;4;8;10;24
589,14,6,6;20;22;26;30;32;40;42;58;62;64;66;68;72
590,9,2,2;4;6;68;72;88;90;98;100
591,15,4,4;6;8;10;12;32;34;36;38;42;44;46;92;94;100
592,11,2,2;24;26;32;40;42;44;52;54;56;72
593,17,2,2;22;28;34;38;40;44;46;52;54;56;58;64;66;68;74;96
594,2,2,2;18
595,9,2,2;8;10;22;44;48;56;58;60
596,0,-1,
597,11,2,2;4;14;16;20;22;24;26;28;30;32
598,0,-1,
599,13,2,2;10;12;14;18;36;42;44;46;48;60;62;66
600,11,2,2;4;38;46;48;50;56;62;72;74;76
601,2,2,2;12
602,3,14,14;16;20
603,9,4,4;6;8;64;68;74;76;90;96
604,16,2,2;4;6;8;10;12;24;30;32;34;36;86;88;90;92;94
605,10,2,2;4;6;8;74;82;88;90;92;94
606,6,2,2;4;8;10;14;72
607,14,2,2;18;20;22;28;30;34;38;52;58;60;64;66;68
608,12,4,4;6;14;18;22;26;28;30;54;56;58;100
609,4,2,2;6;8;10
610,8,8,8;10;12;50;52;54;62;64
611,5,8,8;16;20;22;26
612,1,6,6
613,14,2,2;4;10;12;14;24;26;28;30;34;64;78;80;84
614,1,2,2
615,13,4,4;12;18;30;38;40;58;60;62;66;70;74;78
616,0,-1,
617,1,4,4
618,7,10,10;20;22;24;26;28;30
619,9,10,10;12;42;80;82;86;88;90;92
620,0,-1,
621,1,84,84
622,6,2,2;4;6;8;16;18
623,16,6,6;16;18;20;52;54;56;58;60;64;66;68;70;86;94;96
624,15,16,16;18;20;22;24;58;60;62;70;72;74;76;80;84;86
625,5,10,10;12;22;24;26
626,0,-1,
627,11,2,2;20;22;24;42;44;48;52;58;62;64
628,19,2,2;4;22;24;26;28;30;32;52;54;60;66;70;72;80;82;86;88;100
629,18,6,6;8;10;12;24;46;52;54;62;66;68;70;72;74;88;90;92;94
630,5,10,10;14;24;26;28
631,5,4,4;6;12;78;80
632,0,-1,
633,13,2,2;4;6;10;12;22;24;28;62;64;76;88;90
634,5,2,2;4;8;18;20
635,5,6,6;28;30;32;34
636,4,2,2;18;26;28
637,6,4,4;6;8;10;12;14
638,7,2,2;4;8;10;12;42;44
639,3,28,28;30;82
640,2,4,4;6
641,12,6,6;28;30;60;62;66;68;80;86;88;90;94
642,1,2,2
643,7,2,2;4;6;44;46;48;50
644,4,2,2;4;6;8
645,0,-1,
646,1,2,2
647,3,4,4;6;8
648,1,10,10
649,3,2,2;98;100
650,13,2,2;6;8;10;30;32;34;44;46;52;58;60;66
651,3,4,4;6;8
652,4,10,10;16;18;22
653,5,2,2;4;16;18;28
654,6,2,2;4;10;12;34;48
655,0,-1,
656,2,14,14;16
657,2,4,4;6
658,6,18,18;20;22;50;52;56
659,3,2,2;4;6
660,3,2,2;4;10
661,14,6,6;10;12;16;18;20;32;34;36;40;42;44;48;50
662,16,2,2;4;8;34;36;40;42;44;52;72;74;82;88;90;92;94
663,3,84,84;86;88
664,14,6,6;10;12;14;20;22;24;66;68;74;76;78;88;90
665,10,2,2;4;64;66;68;88;90;92;96;98
666,18,2,2;4;10;14;16;18;20;32;34;36;38;40;42;44;50;60;72;100
667,10,2,2;12;14;24;34;36;38;40;42;44
668,10,14,14;22;26;28;30;70;72;76;78;84
669,7,2,2;4;14;16;20;76;98
670,7,2,2;6;8;16;96;98;100
671,3,2,2;8;16
672,11,2,2;4;30;32;34;60;64;78;80;90;100
673,6,2,2;22;24;26;28;30
674,2,8,8;20
675,3,2,2;6;8
676,9,2,2;28;30;34;36;38;40;42;44
677,3,86,86;92;98
