walk,num_returns,first_return,return_steps
193,20,3884,3884;3886;4284;4286;4290;4324;4326;4328;4594;4992;5546;5548;5560;5562;5564;5746;5758;6202;6204;6206
194,6,4,4;80;86;88;92;98
195,2,128898,128898;128900
196,0,-1,
197,1,13222,13222
198,1,356430,356430
199,8,30,30;180;182;184;200;202;208;210
200,2,4,4;8
201,4,2,2;4;6;44
202,3,14,14;16;18
203,10,74,74;76;530;532;536;6836;6838;6842;7064;7066
204,6,2,2;5142;6058;6098;6100;6116
205,3,30,30;3572;3590
206,8,11654,11654;11658;11664;11668;11670;11690;11874;11878
207,2,42,42;48
208,1,2,2
209,5,426,426;1210;1712;1718;1722
210,7,2,2;141580;141582;141584;230744;232732;232748
211,4,2,2;300658;300660;300662
212,8,2328,2328;2440;2442;2444;2452;82114;82124;193498
213,6,4,4;14314;14316;14372;14378;155146
214,2,2,2;1278
215,1,12,12
216,0,-1,
217,1,1110,1110
218,15,2,2;4;10;40;42;44;48;306;312;360;362;364;2742;2744;2746
219,36,54,54;106;120;122;124;126;182;112248;112250;813342;813346;813360;813480;813542;813546;813572;813584;813586;813588;857962;857964;857966;857968;858082;858356;858358;878534;878738;882048;892112;892130;892178;892180;892294;892308;892312
220,5,8058,8058;8100;8118;8142;8146
221,6,4,4;6;10;12;14;16
222,4,2,2;4;24;52
223,0,-1,
224,5,2,2;229840;230024;230082;230084
225,1,24,24
226,7,60,60;66;68;86;88;182;656
227,2,2,2;26
228,1,812606,812606
229,1,2,2
230,0,-1,
231,6,6,6;8;10;12;1150;1152
232,2,2344,2344;2346
233,0,-1,
234,1,2,2
235,7,2,2;4;6;14;174;178;210
236,7,2,2;2214;2216;2222;2224;2226;2234
237,1,40,40
238,2,2,2;8
239,4,178800,178800;179142;179144;179146
240,5,20,20;30730;30732;31484;31578
241,2,2,2;5792
242,4,6,6;22;32;34
243,2,4,4;162
244,7,2,2;4;8;10;240;242;262
245,2,2,2;16
246,3,598,598;884;900
247,6,2,2;24;1744;1746;1770;1772
248,0,-1,
249,3,4,4;6606;6610
250,0,-1,
251,8,49838,49838;50958;51100;51800;55272;86234;86238;86240
252,5,38,38;460;476;484;15342
253,6,1068,1068;1070;1072;1094;2478;2492
254,1,37514,37514
255,5,8,8;10;12;594;596
256,5,6,6;22;196;206;228
257,2,2,2;4
258,1,2,2
259,1,2,2
260,0,-1,
261,4,2,2;48;52;54
262,1,472,472
263,0,-1,
264,1,2,2
265,1,2,2
266,0,-1,
267,13,903818,903818;903820;903824;903934;906150;906426;906466;906468;906470;906472;906480;906488;906504
268,13,303078,303078;303082;303164;303166;303172;303174;312574;312644;312646;312658;312782;312784;312900
269,7,2,2;24;34;44;46;12772;36480
270,4,26,26;48;70;72
271,3,2,2;4;14
272,3,14846,14846;14948;14950
273,5,2552,2552;2554;2564;2570;3624
274,10,10,10;14;57698;57706;57708;57726;57730;57732;57832;57834
275,3,2,2;4;58
276,0,-1,
277,3,50552,50552;50554;50574
278,33,6,6;8;14;16;18;28;30;15364;39038;39040;39804;40516;41358;41382;41384;41386;41390;41400;48586;48590;49274;49280;49286;49290;49728;49734;510160;510162;549714;550288;550312;550314;550330
279,4,2,2;20;314;320
280,8,2,2;84;184;3674;3676;3678;3680;3682
281,0,-1,
282,3,6,6;8;24
283,1,2,2
284,7,80,80;82;98;100;106;130;134
285,3,136,136;140;7614
286,1,230,230
287,1,42,42
288,4,4,4;6;8;12
289,8,2,2;6;8;40;46;4664;4710;4714
290,0,-1,
291,0,-1,
292,6,8,8;10;14;16;18;26156
293,0,-1,
294,1,6,6
295,1,16684,16684
296,1,3476,3476
297,0,-1,
298,13,95806,95806;95808;109924;112920;112930;112932;112936;113266;113268;120218;120220;120222;120226
299,8,2,2;4;8;14;16;18;1436;1446
300,2,4,4;11962
301,11,16,16;40;42;58;245496;245500;247718;247744;294546;294548;297942
302,2,2,2;12
303,0,-1,
304,4,1416,1416;1542;1544;1548
305,1,2,2
306,1,10,10
307,0,-1,
308,1,2,2
309,1,20,20
310,3,4,4;280;860
311,0,-1,
312,1,2,2
313,0,-1,
314,3,2,2;16;20
315,7,12,12;34;36;182;256;262;264
316,5,2,2;160166;167908;168494;360154
317,5,4,4;1318;1342;1348;1350
318,4,4,4;8;14;62
319,1,2,2
320,6,40,40;88;90;134;160;230
321,1,2,2
322,1,2,2
323,7,6,6;8;16;14890;14892;14894;14896
324,15,2,2;4;58;62;104;106;122;124;128;130;134;9570;9600;475264;475270
325,3,8,8;10;14
326,0,-1,
327,4,8,8;27990;27992;27994
328,6,6,6;8;14;80;86;386
329,12,89148,89148;91428;91434;364678;364930;365382;365384;365406;365462;365472;365478;417536
330,2,6,6;12
331,1,68,68
332,0,-1,
333,1,2,2
334,7,6,6;8;14;6928;6930;6932;6936
335,2,4,4;8
336,3,2,2;56;19394
337,2,4,4;1962
338,1,2,2
339,6,52,52;54;5114;5788;5792;879924
340,9,4,4;8;996;998;1002;1014;1024;1026;1112
341,10,2,2;2210;2212;2214;2468;2802;2804;2808;2872;2930
342,10,4,4;6;8;10;2786;2978;2980;3030;24990;25040
343,0,-1,
344,0,-1,
345,2,2,2;12726
346,2,116,116;300
347,18,2,2;4;832;834;836;848;892;896;908;3850;3854;3860;3862;343678;343680;343682;343686;344026
348,2,248808,248808;248814
349,0,-1,
350,9,556,556;2756;2758;2766;2768;16874;16876;16878;16884
351,3,2,2;24;26
352,1,2,2
353,1,2,2
354,0,-1,
355,0,-1,
356,5,2,2;3956;3962;3964;3972
357,0,-1,
358,4,264,264;266;280;298
359,0,-1,
360,2,2,2;4
361,1,52,52
362,16,4240,4240;4242;4244;5662;5680;5684;5688;5770;5798;5800;5802;5822;5826;5836;5872;5874
363,0,-1,
364,4,2,2;4;132;138
365,7,90,90;92;17012;17014;17068;17086;17088
366,5,2,2;26288;26290;26292;26294
367,10,2,2;4;152;1660;11536;11548;17934;19690;19694;19696
368,1,4,4
369,2,4,4;6
370,8,8,8;10;42;298;300;304;372;374
371,4,2860,2860;4632;4640;61672
372,2,2,2;6
373,7,2,2;122;124;182;184;362;12520
374,6,2,2;4;86;88;130;138
375,9,4,4;12;1914;1916;1990;2940;2974;2976;2978
376,2,14942,14942;15000
377,2,14,14;322
378,2,10,10;12
379,3,90,90;1540;1570
380,6,366,366;374;378;512;10248;10294
381,5,32,32;34;36;496;498
382,2,52,52;138
383,1,4,4
384,3,2,2;12;20
385,7,2,2;4;639842;639866;642862;643134;643206
386,10,4,4;8;10;3154;18282;18312;18314;18324;18326;18328
387,11,10,10;126;128;162;418;446;508;510;512;1000;1054
388,4,2,2;17070;17406;17408
389,1,819496,819496
390,3,22,22;24;15164
391,3,40564,40564;166628;166978
392,0,-1,
393,13,12988,12988;12990;13014;13094;13118;19998;20236;29202;29206;29278;29298;29300;29306
394,2,4,4;214802
395,1,2,2
396,6,2,2;595298;596874;596876;613282;613284
397,1,2,2
398,4,2,2;4;6;8
399,1,4,4
400,6,364,364;386;396;464;508;874
401,6,14236,14236;15614;15664;15666;15688;15724
402,3,4,4;26;118
403,0,-1,
404,15,374006,374006;374008;375262;382634;382638;382774;382778;382928;924906;924910;924912;924916;924946;964044;964060
405,1,2,2
406,1,2,2
407,2,274286,274286;274318
408,3,1006,1006;1008;1114
409,5,632,632;644;670;696;870
410,11,660,660;5348;168084;168490;168502;168506;168662;168668;168710;168712;170328
411,0,-1,
412,1,10,10
413,6,6,6;10;12;14;552;554
414,1,168,168
415,2,4,4;30
416,1,2,2
417,0,-1,
418,1,2,2
419,3,2078,2078;2470;2974
420,1,28,28
421,12,18,18;4938;4940;76060;80802;80808;80812;80886;80890;81142;81144;81146
422,3,2,2;768;770
423,1,257072,257072
424,0,-1,
425,2,434126,434126;434132
426,3,10,10;60;62
427,11,50,50;210;214;274114;280342;280918;280952;280968;285662;285664;285670
428,4,2,2;558;586;598
429,0,-1,
430,1,2,2
431,0,-1,
432,5,826342,826342;826348;826358;826362;826404
433,4,1386,1386;2394;2402;2408
434,0,-1,
435,4,2,2;4;6;8
436,0,-1,
437,4,2,2;4;6;13114
438,8,4,4;16;21768;21958;21960;22926;22928;22944
439,2,58,58;60
440,8,42,42;52;60;66;70;192;198;200
441,2,2,2;4
442,20,10,10;830;832;834;838;858;966;998;1010;1058;1064;1066;1252;1478;1486;2508;2512;2586;2610;2612
443,0,-1,
444,1,2,2
445,0,-1,
446,3,770,770;778;780
447,11,2266,2266;2268;2282;41542;41544;41548;41552;42490;42492;42494;42496
448,9,4,4;6;18;76670;76678;577464;577468;577598;584914
449,6,2,2;44;288;298;302;402
450,5,98,98;232;862;874;890
451,0,-1,
452,0,-1,
453,0,-1,
454,13,10,10;13494;72444;72458;72464;72490;72566;72600;72604;72606;72688;72690;72696
455,2,2,2;10
456,2,2,2;4
457,2,2,2;8
458,2,4,4;562
459,2,2,2;6
460,4,2,2;64;140;2060
461,9,6874,6874;6876;6884;6886;6968;6970;6986;7024;7026
462,0,-1,
463,2,16,16;20
464,3,2,2;4;6
465,0,-1,
466,14,4,4;6;8;14;52;60;66;70;78;80;82;348;436;442
467,3,2,2;360;362
468,1,904,904
469,7,4,4;118;120;122;126;16770;16772
470,3,2,2;272;302
471,18,2,2;28;66;72;130;102192;107216;107226;142034;142038;142040;143506;148168;273128;273454;273456;273470;377070
472,7,16,16;204;228;234;248;394;664
473,0,-1,
474,0,-1,
475,14,8,8;248;254;270;506;508;526;530;536;538;540;548;550;552
476,1,48526,48526
477,4,2,2;3116;4012;4022
478,8,24,24;366;118896;118902;122674;122676;123236;123456
479,0,-1,
480,1,2,2
481,27,3628,3628;3636;3638;109742;109812;110800;110814;111542;284678;285232;285234;285236;285240;285242;285246;285250;285382;290260;290282;290284;290326;290328;290330;290332;290334;290342;290346
482,4,218,218;294;296;302
483,0,-1,
484,6,618,618;780;808;820;822;826
485,4,36,36;40;42;86
486,2,2,2;4
487,0,-1,
488,0,-1,
489,5,4,4;14;19906;19908;19910
490,4,10,10;12;20;22
491,6,2,2;4;6;8;54;3844
492,7,46,46;48;50;52;54;68;90
493,6,4,4;412;560;570;580;586
494,0,-1,
495,3,4,4;44;3822
496,3,20,20;1178;313200
497,0,-1,
498,0,-1,
499,5,4,4;38;48;50;200
500,3,18592,18592;21186;21630
501,7,77100,77100;77102;77138;107248;110836;110840;110848
502,1,2,2
503,5,6,6;152;154;156;46316
504,1,6,6
505,0,-1,
506,13,2,2;6;8;10448;10450;10628;10914;29674;29676;29686;29688;29690;29762
507,3,10,10;2786;2788
508,0,-1,
509,0,-1,
510,9,2,2;38;1736;1742;1772;1796;1826;1834;1836
511,12,2,2;35388;35390;37142;43454;43528;43534;614184;614228;614230;646860;646930
512,5,2,2;8;10;12;14
513,7,26,26;30;54616;54618;54620;54626;55106
514,8,18330,18330;18734;19294;19300;19448;20210;20216;20218
515,4,14,14;22;24;26
516,3,48,48;50;882096
517,4,10,10;98;102;3626
518,3,6,6;20;22
519,10,61052,61052;61074;61154;61158;61350;62468;62548;62552;62554;62570
520,7,2,2;20;28;254;132812;136600;136602
521,0,-1,
522,0,-1,
523,0,-1,
524,1,2,2
525,2,221616,221616;221668
526,3,4,4;154082;154090
527,1,650,650
528,0,-1,
529,11,2,2;422;424;1304;1346;1348;1472;34856;34924;34930;34938
530,0,-1,
531,2,2,2;756
532,2,522,522;524
533,3,98,98;102;132
534,8,328,328;496;498;536;42924;42926;95904;95972
535,0,-1,
536,5,10770,10770;10790;10792;10816;15094
537,2,14,14;311030
538,1,10,10
539,8,2,2;34;36;166;226;228;332;334
540,0,-1,
541,10,6,6;26;30;32;100;114;120;126;132;138
542,1,4,4
543,1,6,6
544,3,4,4;12;14
545,3,6,6;52;108
546,7,28,28;46;74;82;254;316;318
547,9,97500,97500;97506;97520;97522;97526;182458;182512;227838;252704
548,11,321214,321214;321216;330816;330818;330848;330862;330864;330882;330884;330950;330962
549,0,-1,
550,0,-1,
551,3,92600,92600;92692;93378
552,1,6,6
553,6,12,12;14;18560;18566;18574;18578
554,3,148482,148482;148484;152710
555,0,-1,
556,4,2,2;76;118;120
557,6,6,6;20;871334;871336;871350;871356
558,3,44,44;46;384
559,1,370,370
560,0,-1,
561,10,14182,14182;14184;14338;14342;20244;20250;20252;20260;20700;20710
562,2,66,66;68
563,1,2,2
564,4,2,2;4;6;8
565,2,34,34;38
566,12,8,8;12;14;16;18;20;7248;35780;35782;35784;35786;35790
567,5,16,16;18;17112;17114;17130
568,5,2,2;141600;141602;141604;145818
569,0,-1,
570,11,22,22;450;538;540;566;568;570;574;30052;30056;30058
571,3,2,2;346;348
572,0,-1,
573,0,-1,
574,0,-1,
575,6,46,46;48;80;88;96;114
576,6,14,14;16;5388;5398;6624;6660
577,0,-1,
578,2,54,54;56
579,1,20,20
580,2,34,34;36
581,0,-1,
582,2,2,2;4
583,3,7056,7056;7058;7060
584,7,2034,2034;35582;35584;242340;242342;242352;242356
585,2,4,4;8
586,3,2,2;38;40
587,2,2302,2302;2382
588,2,4,4;2408
589,14,93298,93298;93300;108114;108118;108120;108122;108134;117568;117612;340114;340116;340120;361652;361658
590,0,-1,
591,2,2,2;20
592,0,-1,
593,2,86,86;114
594,7,11292,11292;11294;19638;20380;20384;20386;20402
595,7,1144,1144;1154;1156;181688;207976;207984;208006
596,0,-1,
597,2,4,4;6
598,0,-1,
599,5,2,2;264;266;270;316
600,5,2,2;18;40;44;132
601,1,2,2
602,0,-1,
603,1,136,136
604,1,4,4
605,1,2,2
606,1,4430,4430
607,9,15534,15534;15536;91034;94230;990616;990814;990816;990820;990822
608,5,106,106;114;312;338;340
609,6,8,8;10;110;114;142;176
610,6,100,100;108;122;306212;306820;306822
611,6,2,2;76;474998;475000;475024;475026
612,6,710,710;712;716;890;928;940
613,1,6,6
614,0,-1,
615,3,4,4;12;20
616,7,12,12;10630;33412;33854;33970;33972;34016
617,7,4,4;8;12;288;290;300;302
618,2,8,8;10
619,8,114,114;878;22672;22674;22676;22678;22688;22690
620,6,1132,1132;1134;1138;1144;1146;1544
621,2,484,484;253728
622,2,2,2;36
623,0,-1,
624,4,610,610;12720;12722;12792
625,0,-1,
626,8,670,670;672;722;740;746;750;762;764
627,2,4,4;164668
628,5,2,2;106;116;120;573286
629,2,232,232;234
630,2,2,2;6
631,2,8724,8724;8830
632,0,-1,
633,4,4,4;114506;114510;114512
634,1,16,16
635,11,2,2;4;110;116;578;142748;142764;142766;142768;142770;142772
636,0,-1,
637,1,2,2
638,5,4,4;6;8;10;12
639,1,2,2
640,7,60,60;64;1700;1702;888138;888142;888150
641,7,8,8;2294;2296;6442;6444;6468;6476
642,0,-1,
643,3,34,34;36;44
644,1,2,2
645,1,76,76
646,1,135808,135808
647,3,4,4;102;104
648,8,2,2;4;26;100;120;126;130;134
649,2,6,6;20
650,0,-1,
651,2,26,26;32
652,1,2,2
653,3,26,26;420;9248
654,2,4,4;6
655,2,2,2;4
656,3,228,228;230;240
657,4,2,2;1994;2000;6788
658,6,6,6;8;18;24;226;228
659,1,848,848
660,0,-1,
661,5,6,6;28;32;892268;892270
662,1,16,16
663,0,-1,
664,2,2,2;4
665,3,394,394;398;406
666,0,-1,
667,3,2,2;1280;1284
668,1,2,2
669,3,1244,1244;1248;1252
670,2,6,6;20
671,3,2,2;30;78
672,3,8,8;736;738
673,11,2,2;2250;2252;3610;4054;4056;4082;4506;4508;4520;4524
674,3,16376,16376;16792;16794
675,2,2,2;4
676,0,-1,
677,1,22,22
678,0,-1,
679,8,274740,274740;274742;274744;274820;274822;274830;325800;325824
680,5,900,900;1116;1164;1170;1176
681,7,4,4;386;390;398;400;580;582
682,8,6,6;18;20;22;44;48;50;88
683,2,110,110;112
684,1,110,110
685,0,-1,
686,9,4,4;22;138;144;146;148;150;156;486662
687,4,8,8;10;32;44
688,0,-1,
689,0,-1,
690,5,2,2;270;284;288;334
691,11,2,2;6;14;16;20;28;42;50;52;58;290
692,0,-1,
693,0,-1,
694,0,-1,
695,0,-1,
696,4,2,2;40;2128;2130
697,5,9228,9228;9230;9246;9536;379734
698,3,40,40;48;58
699,0,-1,
700,1,2,2
701,14,6,6;8;196;210;332;914;1448;1464;1466;1472;42054;42058;42060;42062
702,4,1356,1356;1358;1364;1366
703,3,2,2;336;338
704,9,2,2;772;816;892;894;896;904;914;920
705,0,-1,
706,4,2,2;6;8;10
707,2,2,2;48
708,2,4,4;164
709,0,-1,
710,3,2,2;4;14
711,5,2,2;4;18;42;44
712,12,20,20;562;566;568;572;576;592;610;612;626;630;648
713,9,8,8;101776;101910;101912;101934;101960;101962;101964;101966
714,4,611166,611166;611168;611172;693726
715,0,-1,
716,4,2,2;48;62;64
717,2,36,36;40
718,0,-1,
719,5,8,8;12;76;278;280
720,3,298,298;398;400
721,4,1048,1048;1082;1110;2254
722,10,2,2;4;6;10;12;22;24;194;196;202
723,7,2,2;14;20;5594;6798;280626;282106
724,1,2,2
725,12,189356,189356;189358;220434;220436;220438;245246;245546;245548;245694;246076;246078;246080
726,3,10,10;1762;1782
727,2,24,24;26
728,23,1712,1712;1714;1716;1746;5760;7540;12056;12096;15064;15066;15116;15118;15164;408648;408654;410020;410032;410038;410058;440498;440772;440774;454472
729,7,2,2;4;42;134;136;138;176
730,5,34,34;36;54;108;130
731,1,2,2
732,22,2,2;6;260;382;386;390;402;927276;927278;927290;927296;928968;929154;929156;929160;929166;929198;929228;929230;929258;929268;929826
733,0,-1,
734,0,-1,
735,14,8,8;10;20;2166;2168;4346;4394;4398;4402;4404;4418;4434;416158;416160
736,6,2,2;4;178;6510;6512;6516
737,4,9748,9748;9752;9754;58996
738,0,-1,
739,4,10150,10150;10152;10252;10254
740,3,6,6;264;294
741,0,-1,
742,8,1254,1254;1256;1258;10754;10756;13838;13884;13886
743,4,5044,5044;5052;5054;5056
744,0,-1,
745,1,2,2
746,0,-1,
747,1,2,2
748,0,-1,
749,3,6,6;8;2066
750,2,6,6;8
751,2,162,162;1376
752,2,2,2;614
753,1,2,2
754,0,-1,
755,6,19510,19510;19620;19694;20912;21464;21764
756,3,6,6;532;534
757,3,93280,93280;93286;93300
758,2,2,2;27414
759,5,26,26;90;94;96;522
760,3,8,8;18;20
761,7,2,2;157382;157616;310728;310806;520648;520748
762,0,-1,
763,2,588,588;590
764,4,2,2;60;62;64
765,4,2,2;6;8;26
766,2,4,4;10
767,11,6,6;8;26234;26238;26242;26244;32766;32774;32776;32778;32780
768,1,268,268
769,6,6,6;1524;8102;8104;8108;8110
770,4,22,22;198;200;202
771,3,2,2;6;12
772,7,174,174;176;9748;9752;11038;11040;11052
773,21,2,2;4;44;104;108;183716;183850;183858;183910;184770;184772;184774;187796;188680;188684;188688;188690;188732;188734;188736;188738
774,4,4,4;6;148;226
775,5,2,2;8;10;12;10498
776,7,16,16;30;32;34;42;1714;1718
777,9,2,2;9456;9458;9770;9776;40940;40946;40952;64494
778,4,4,4;6;8;10
779,7,4,4;38;40;42;44;50;52
780,0,-1,
781,6,44954,44954;44966;44986;44988;44994;44996
782,0,-1,
783,2,6,6;30
784,4,24,24;26;2648;2652
785,13,2,2;10;3544;3550;3552;3554;7568;16050;16052;18102;18220;18248;18250
786,9,2,2;36;514;522;524;528;51328;51332;51334
787,5,20,20;28;408;416;420
788,0,-1,
789,6,1482,1482;1484;1510;1518;330426;371970
790,12,4,4;10;12;2270;2274;2280;2706;2710;37290;37304;37306;37392
791,6,4,4;1198;548816;550394;550434;550580
792,0,-1,
793,20,2,2;16;18;1542;1544;1548;1552;1556;1728;1730;1734;2004;2006;2008;2016;2084;2104;53622;53624;53626
794,0,-1,
795,2,2,2;24964
796,13,204354,204354;765158;765162;765164;765220;765236;765244;765258;765262;765410;765418;765420;765422
797,2,38,38;128
798,5,10,10;12;21786;21788;21790
799,0,-1,
800,10,360,360;408;432;5852;5854;5866;5872;5874;5876;6110
801,10,2,2;108;110;114;126;130;134;138;362;82900
802,1,2,2
803,13,113730,113730;113734;113748;118720;118722;118724;407878;407882;408978;409014;409054;409056;422618
804,13,2,2;124;2452;2634;3122;3124;6730;6774;7094;7144;7158;40418;40438
805,3,2,2;16;56
806,3,328,328;330;101368
807,1,82308,82308
808,2,10,10;22
809,1,3372,3372
810,1,2,2
811,3,64448,64448;64462;64464
812,3,2,2;4;10
813,1,2,2
814,6,1466,1466;1468;1470;1472;1806;42952
815,11,8,8;40;48;54;58;60;70;4248;4250;4254;4256
816,14,4,4;24;130;132;2382;2392;2394;3574;3608;4956;4958;4960;5212;5218
817,0,-1,
818,1,2,2
819,1,6,6
820,5,130,130;134;154;156;158
821,10,3574,3574;3578;3588;40134;40136;40138;40144;40148;77892;77894
822,14,412,412;464;472;480;2028;2038;8390;8404;9392;9394;55062;55066;63132;63136
823,0,-1,
824,2,70,70;72
825,11,8,8;12;122;128;5648;5650;5672;5674;5676;5680;5682
826,3,68,68;1416;1448
827,0,-1,
828,2,44,44;88
829,2,10,10;20
830,2,32,32;50
831,6,2,2;18;20;900;908;912
832,3,427704,427704;427712;431086
833,2,2,2;24
834,3,98,98;102;104
835,1,17780,17780
836,2,2,2;116
837,20,60,60;62;24062;24070;24072;24098;24106;24126;27084;111900;111902;111904;111960;111984;111990;112138;112140;112142;112146;113310
838,6,20,20;494974;495990;496160;496162;496320
839,0,-1,
840,4,18,18;20;50;52
841,7,536,536;540;542;552;554;556;558
842,0,-1,
843,0,-1,
844,8,5490,5490;5492;5494;5496;22986;22988;23020;23048
845,2,2,2;4
846,1,4,4
847,13,2,2;97530;97532;97534;97536;97538;97540;97546;107754;107792;107794;107796;109356
848,6,6,6;8;10;12;16;18
849,0,-1,
850,7,994,994;996;998;1010;1072;1094;1100
851,2,321010,321010;321508
