walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7
118,1,0,0,0,11,39,0,42
119,3,0,53,0,5,0,24,0
120,0,0,59,0,0,0,34,0
121,15,0,42,1,16,0,7,0
122,1,0,0,0,1,0,80,10
123,56,25,4,0,0,0,0,0
124,63,21,2,0,0,0,0,0
125,0,0,1,51,2,0,6,12
126,13,0,32,3,23,2,12,0
127,1,19,7,30,0,5,0,22
128,10,60,4,12,0,0,1,0
129,2,24,2,0,62,1,0,0
130,23,31,2,10,4,0,4,0
131,0,0,71,0,3,1,12,2
132,0,40,0,8,0,0,0,39
133,47,0,7,11,10,0,0,8
134,16,4,0,0,26,28,0,1
135,14,0,25,46,2,0,0,0
136,1,42,1,0,3,27,0,3
137,0,0,67,20,0,0,0,2
138,2,0,15,66,1,1,6,0
139,13,0,73,1,3,0,1,0
140,0,20,0,11,1,13,1,24
141,41,11,0,1,19,6,3,0
142,6,37,7,26,0,1,0,1
143,0,0,0,0,14,22,45,2
144,31,42,0,0,3,3,0,0
145,40,4,0,2,37,0,0,0
146,40,27,0,1,14,2,0,0
147,0,0,0,0,90,0,6,0
148,0,0,0,0,91,1,2,0
149,27,2,26,16,4,1,7,0
150,0,0,0,0,1,1,13,75
151,54,0,1,0,38,0,0,0
152,0,1,0,49,0,29,0,7
153,6,0,1,0,90,0,0,0
154,0,0,0,2,0,1,0,89
155,30,30,0,2,1,3,0,7
156,0,0,3,4,0,0,1,78
157,18,5,0,11,10,14,2,6
158,12,0,2,0,73,0,3,0
159,1,3,77,2,0,0,2,0
160,1,0,33,19,4,3,9,4
161,1,40,0,42,0,3,0,0
162,1,1,43,0,4,3,15,9
163,1,0,0,0,19,5,0,59
164,22,63,0,0,0,1,0,0
165,0,0,25,56,0,0,1,5
166,5,0,0,0,85,0,1,0
167,0,0,0,0,36,3,43,2
168,0,27,0,0,0,65,0,0
169,0,0,17,48,0,0,0,23
170,1,0,0,4,0,80,0,5
171,24,15,0,0,10,15,0,2
172,1,0,0,0,2,7,44,19
173,23,2,3,0,54,1,1,0
174,52,0,1,0,21,0,8,0
175,0,0,5,0,39,4,13,13
176,26,0,1,0,19,0,39,0
177,9,48,18,1,0,0,0,1
178,1,12,3,32,0,0,0,28
179,9,13,0,0,26,21,0,0
180,3,1,2,26,0,0,0,54
181,56,0,0,0,23,2,0,0
182,1,40,1,0,5,42,0,0
183,28,7,31,0,11,1,0,0
184,3,21,52,4,0,1,2,0
185,7,4,3,17,1,13,2,12
186,0,0,35,3,0,0,8,41
187,21,0,71,0,0,0,0,0
188,1,12,0,0,67,7,1,0
189,30,3,27,0,8,0,3,2
190,1,0,4,1,40,30,5,5
191,0,0,0,0,0,0,68,16
192,0,3,0,4,0,82,0,1
193,0,7,0,1,22,50,0,0
194,0,0,4,26,1,0,9,30
195,0,0,100,0,0,0,0,0
196,22,48,0,9,0,2,0,0
197,6,0,2,14,42,2,1,6
198,11,8,2,0,26,15,8,1
199,82,7,0,0,1,0,0,0
200,7,51,0,1,0,7,0,14
201,2,20,0,21,0,7,0,28
202,33,21,1,10,3,0,0,0
203,79,4,1,1,2,0,0,0
204,5,0,0,0,66,5,2,0
205,0,0,40,0,0,0,48,0
206,41,41,1,0,1,0,0,0
207,0,0,10,80,1,0,2,0
208,0,0,0,0,100,0,0,0
209,0,0,7,1,0,0,24,57
210,0,0,14,1,0,0,51,9
211,0,0,3,1,0,0,46,37
212,5,64,0,15,1,0,0,1
213,0,0,0,6,2,0,17,58
214,2,0,2,19,12,7,10,10
215,10,13,45,9,0,0,1,0
216,15,30,16,14,0,0,0,0
217,0,0,0,0,1,0,2,89
218,0,1,0,5,0,1,17,62
219,1,39,8,35,0,0,0,0
220,0,0,0,0,17,12,37,14
221,0,0,0,4,16,0,48,14
222,0,0,0,1,4,15,70,0
223,57,7,6,5,0,3,1,2
224,0,0,0,0,14,0,70,3
225,22,0,0,0,47,3,1,2
226,5,6,13,0,0,31,9,9
227,0,0,4,0,31,48,1,3
228,0,14,1,79,0,0,0,1
229,0,10,4,43,0,0,13,8
230,9,17,1,0,44,7,2,0
231,75,0,18,0,0,0,1,0
232,0,0,91,0,0,0,2,1
233,7,44,2,26,1,0,1,0
234,70,0,3,0,12,0,0,0
235,0,4,0,0,27,9,29,10
236,0,16,0,38,0,18,0,6
237,1,2,1,4,0,53,0,17
238,44,18,13,5,0,0,0,0
239,0,0,0,0,0,10,25,44
240,41,0,12,0,20,7,4,4
241,0,0,0,0,15,18,45,11
242,0,10,0,0,0,79,0,0
243,2,1,0,0,8,80,0,0
244,32,0,0,0,30,26,1,1
245,43,2,23,0,1,9,1,1
246,0,7,2,2,0,78,0,0
247,0,47,0,0,1,31,0,0
248,5,1,0,0,61,10,6,0
249,0,6,8,71,0,0,0,0
250,0,0,0,0,0,0,30,63
251,0,0,7,43,0,0,0,29
252,5,77,0,0,4,5,0,0
253,20,11,23,0,1,3,23,0
254,0,1,5,46,0,0,0,35
255,0,0,34,0,18,18,12,5
256,0,0,0,0,98,1,0,0
257,3,13,10,2,8,31,3,3
258,0,0,40,15,2,0,19,4
259,17,0,3,1,45,6,6,0
260,1,72,0,17,0,0,0,0
261,1,9,0,0,17,63,0,0
262,18,0,45,14,1,2,0,1
263,13,0,2,1,51,3,9,0
264,1,0,18,56,0,0,8,0
265,50,12,20,6,1,1,0,0
266,0,0,17,40,0,0,21,6
267,1,0,3,65,0,0,3,3
268,10,8,1,0,0,56,1,3
269,2,0,0,0,56,18,0,7
270,14,9,0,0,47,4,2,0
271,1,0,10,35,0,0,1,36
272,0,0,71,5,0,0,6,0
273,32,17,2,0,17,2,1,0
274,2,2,0,0,48,29,0,0
275,0,0,18,47,0,0,7,3
276,5,70,1,5,0,1,0,0
277,3,24,3,42,1,2,0,3
278,0,1,0,1,0,90,0,1
279,14,50,0,0,5,15,0,0
280,1,1,54,8,0,0,5,6
281,0,0,0,0,39,3,52,0
282,2,1,0,70,0,8,0,7
283,3,55,0,0,10,14,0,0
284,0,0,0,4,1,0,8,74
285,0,0,48,2,0,1,20,12
286,0,18,0,55,0,4,0,13
287,0,0,2,3,0,0,35,47
288,11,0,47,9,0,0,1,19
289,0,0,1,0,16,19,30,8
290,7,0,69,0,3,0,2,0
291,0,1,0,17,0,2,0,66
292,1,2,1,3,42,23,0,0
293,0,40,3,40,0,3,0,1
294,5,7,56,5,0,0,5,0
295,3,33,42,3,1,0,0,0
296,12,49,0,0,4,15,0,0
297,5,1,0,1,38,25,1,2
298,76,0,7,0,1,0,5,0
299,10,0,11,2,54,0,6,0
300,0,0,7,0,38,28,3,2
301,1,19,0,1,0,17,31,16
302,1,4,3,1,78,1,1,1
303,0,2,39,2,3,4,12,17
304,0,0,1,0,8,1,42,28
305,4,11,30,3,0,25,0,2
306,6,17,4,51,1,0,0,0
307,0,4,0,2,44,26,1,6
308,0,16,0,18,0,3,1,39
309,2,45,1,6,6,17,0,1
310,48,10,2,0,10,0,5,1
311,9,74,1,2,0,0,1,0
312,2,12,0,1,21,27,1,8
313,1,1,0,1,25,26,21,8
314,6,0,44,18,0,0,3,4
315,0,0,0,28,1,0,1,60
316,44,22,4,7,0,1,0,1
317,28,0,28,0,6,3,3,0
318,0,1,0,0,24,10,4,40
319,0,4,0,1,11,20,35,6
320,0,0,0,47,0,2,6,33
321,3,37,11,6,0,1,0,20
322,2,0,29,41,0,0,0,7
323,0,0,0,0,58,0,12,20
324,2,0,16,1,44,2,8,2
325,25,0,23,17,0,0,17,1
326,30,0,0,0,43,6,0,0
327,0,13,7,41,1,3,0,14
328,3,1,11,31,0,0,34,2
329,0,1,8,60,1,1,0,16
330,0,0,3,16,0,0,5,64
331,0,0,0,0,10,18,41,3
332,0,10,13,41,0,2,0,3
333,1,0,0,0,0,3,12,68
334,0,0,56,18,11,0,5,0
335,0,3,4,35,1,27,1,10
336,0,1,0,0,12,35,45,0
337,0,0,10,2,1,11,55,8
338,63,3,10,3,1,0,0,0
339,0,12,15,50,0,0,1,3
340,13,8,24,3,0,3,0,22
341,28,34,6,0,1,8,0,0
342,0,0,0,0,51,28,2,1
343,9,30,0,4,11,22,0,3
344,38,0,41,0,0,0,3,0
345,1,0,26,2,10,0,45,0
346,55,1,0,0,31,0,0,0
347,0,8,0,1,12,6,32,5
348,26,2,3,0,49,0,3,0
349,0,0,0,0,7,48,3,28
350,0,5,0,0,86,5,0,0
351,3,8,0,0,72,5,0,0
352,0,87,0,0,1,5,0,0
353,15,0,0,0,55,9,0,0
354,12,4,7,0,34,7,5,0
355,0,5,0,83,0,2,0,2
356,24,3,0,0,23,23,0,2
357,14,1,5,1,34,0,19,0
358,0,0,0,39,0,0,1,48
359,8,4,0,0,28,34,3,1
360,0,77,0,0,0,16,0,3
361,15,4,0,0,56,6,0,0
362,6,4,0,1,12,60,0,0
363,0,1,52,8,0,1,14,6
364,0,68,0,0,4,19,0,0
365,0,4,0,1,11,60,1,1
366,0,0,0,61,0,1,0,18
367,0,0,0,0,11,2,73,1
368,0,0,3,0,2,0,85,1
369,0,44,0,0,12,32,0,0
370,0,5,0,18,0,30,1,20
371,3,37,0,7,23,10,0,0
372,30,11,0,0,35,3,0,0
373,2,33,1,53,0,0,0,0
374,0,66,0,27,0,0,0,0
375,39,2,12,18,5,0,0,0
376,0,6,0,0,15,67,0,0
377,1,83,2,1,0,2,0,0
378,26,9,0,0,43,6,0,0
379,1,0,0,0,78,1,3,0
380,0,0,0,0,15,14,17,22
381,21,0,38,1,0,0,6,18
382,7,9,0,0,17,33,7,1
383,7,40,39,0,0,1,0,0
384,0,0,0,1,29,39,5,10
385,0,1,14,68,0,0,0,0
386,16,3,0,14,0,3,0,43
387,1,37,0,38,0,0,0,3
388,0,0,0,0,0,43,1,44
389,1,0,71,0,2,1,12,1
390,90,0,0,0,2,0,0,0
391,12,1,0,0,39,33,0,0
392,0,7,0,29,0,12,19,8
393,0,0,0,0,67,2,15,1
394,0,3,0,0,0,5,76,3
395,22,0,9,0,7,0,22,14
396,8,2,60,1,1,0,10,0
397,1,0,52,27,2,0,1,2
398,0,0,0,1,1,23,0,61
399,0,1,0,0,0,58,0,23
400,0,0,0,0,97,0,0,0
401,32,40,0,0,0,3,0,0
402,8,24,0,54,0,0,0,0
403,0,0,0,0,24,0,63,0
404,1,1,7,0,3,0,69,4
405,0,13,0,1,1,52,0,9
406,3,6,0,0,1,81,0,0
407,0,72,0,11,0,0,0,0
408,6,36,1,0,6,34,0,0
409,3,45,9,25,0,0,0,0
410,2,1,3,10,25,8,6,14
411,0,2,7,3,0,80,0,0
412,28,18,0,0,33,1,0,0
413,0,9,31,5,2,12,8,5
414,6,0,60,0,0,0,13,0
415,10,63,3,0,0,1,0,0
416,25,1,0,0,66,0,0,0
417,0,0,0,0,6,1,14,58
418,76,1,7,0,1,0,0,0
419,1,34,0,48,0,0,0,0
420,0,1,0,5,0,0,1,83
421,0,1,0,0,0,30,0,63
422,13,75,0,0,0,0,0,0
423,0,0,0,4,0,90,0,0
424,57,8,6,1,2,1,0,0
425,1,0,0,0,97,0,0,0
426,0,59,1,5,16,1,0,2
427,0,5,0,14,0,0,0,72
428,20,1,0,0,11,63,0,0
429,34,32,10,3,0,0,0,0
430,0,1,0,1,0,4,74,9
431,0,0,0,0,0,68,0,18
432,7,0,19,11,0,0,40,9
433,0,0,8,4,0,0,26,43
434,5,83,0,0,0,1,0,0
435,1,76,0,0,0,14,0,0
436,32,11,0,0,24,20,0,0
437,1,0,0,0,43,0,36,0
438,52,2,0,0,38,0,0,0
439,37,0,44,5,0,0,0,0
440,2,0,1,0,3,0,63,6
441,48,17,2,4,0,0,2,0
442,6,10,7,7,0,0,55,0
443,0,4,0,0,6,5,12,57
444,70,0,15,1,0,0,0,0
445,0,0,6,51,0,0,1,23
446,69,0,10,1,12,0,1,0
447,76,0,17,0,0,0,1,0
448,0,0,0,5,0,11,1,67
449,5,50,0,16,0,1,0,2
450,1,98,0,0,0,0,0,0
451,5,1,7,48,4,2,6,3
452,17,2,12,1,18,5,18,4
453,0,0,2,24,1,15,13,21
454,2,1,8,1,0,17,0,60
455,17,22,0,1,6,26,1,0
456,1,0,5,2,5,0,21,44
457,0,57,1,23,0,5,0,0
458,35,55,0,0,2,0,0,0
459,0,0,13,3,0,2,54,7
460,15,27,0,1,31,0,0,2
461,3,1,63,5,0,0,4,7
462,1,0,46,5,9,0,3,15
463,7,13,0,0,30,34,1,1
464,0,7,0,0,4,66,3,1
465,1,27,0,42,3,1,7,0
466,0,84,0,1,0,12,0,0
467,0,0,0,0,42,12,27,0
468,60,2,0,0,21,0,0,0
469,0,0,5,3,1,0,25,36
470,2,8,0,41,1,14,2,7
471,15,0,1,0,4,70,0,0
472,0,6,3,2,51,20,0,2
473,0,0,14,0,12,7,40,5
474,5,7,1,72,0,0,0,0
475,0,16,4,41,0,0,0,24
476,0,3,0,81,0,0,2,4
477,2,0,0,0,2,0,92,0
478,1,0,66,11,0,0,3,0
479,0,0,15,55,0,0,7,4
480,0,2,0,1,0,1,16,67
481,1,0,33,16,0,0,0,32
482,0,0,0,0,6,11,3,66
483,1,7,0,8,15,22,0,17
484,1,1,0,21,0,0,0,74
485,47,0,32,1,0,0,3,0
486,1,0,0,0,69,16,0,1
487,25,32,3,11,0,1,1,0
488,0,0,10,39,1,0,6,18
489,3,0,3,1,1,18,7,50
490,0,0,41,0,1,0,45,4
491,30,4,15,0,21,8,0,0
492,6,6,35,21,0,0,3,0
493,1,0,97,0,0,0,0,0
494,0,0,3,22,0,0,57,3
495,0,8,0,1,88,0,0,0
496,2,0,4,0,7,0,75,0
497,3,23,20,10,1,4,5,1
498,0,0,0,76,1,0,1,14
499,0,61,0,0,0,34,0,0
500,0,0,0,0,13,55,1,11
501,0,0,0,0,9,38,1,35
502,0,0,23,53,0,0,0,7
503,4,46,1,2,1,16,1,9
504,0,0,1,77,1,0,2,5
505,21,29,17,3,0,0,3,2
506,0,1,0,1,6,42,2,39
507,37,19,4,3,9,0,0,0
508,47,3,33,1,0,1,0,0
509,50,16,0,1,6,2,2,2
510,2,0,11,27,7,0,4,32
511,0,0,80,0,1,0,12,0
512,0,0,11,9,0,0,60,1
513,45,17,2,0,13,0,1,0
514,2,1,0,0,53,31,0,0
515,40,11,1,2,8,7,6,0
516,9,7,2,1,7,52,1,0
517,22,1,61,0,0,0,4,0
518,9,0,4,0,61,0,7,0
519,0,13,1,18,0,40,0,5
520,1,0,44,0,0,0,50,0
521,25,0,50,0,4,1,4,1
522,3,0,0,2,46,18,13,1
523,0,0,63,3,0,0,12,4
524,8,25,0,0,11,31,0,0
525,61,22,0,1,0,2,0,0
526,5,2,27,9,1,34,0,2
527,9,1,62,1,8,1,2,0
528,0,0,6,3,0,2,46,11
529,1,0,6,13,0,1,40,23
530,17,18,11,4,0,1,10,6
531,0,0,42,0,0,0,39,11
532,8,11,32,19,1,7,0,0
533,7,78,0,1,1,0,0,0
534,0,0,13,1,0,0,48,16
535,2,18,0,41,0,3,0,19
536,0,9,0,0,0,66,0,6
537,14,10,9,12,1,4,4,16
538,7,8,2,54,0,10,0,1
539,12,0,18,1,10,0,33,0
540,19,9,12,10,11,7,0,0
541,8,3,28,15,0,0,2,4
542,9,68,0,0,2,5,2,1
543,0,35,6,3,1,8,7,14
544,0,0,0,0,61,12,11,1
545,0,0,0,0,0,91,1,5
546,1,9,0,0,8,68,0,0
547,2,0,0,0,55,3,23,0
548,0,0,0,0,0,79,6,11
549,56,17,1,0,5,0,3,0
550,0,11,6,15,3,22,7,9
551,0,0,6,29,0,0,19,16
552,1,0,3,16,2,0,1,56
553,0,0,54,26,0,0,1,0
554,0,25,0,12,0,32,0,9
555,90,0,2,0,1,0,1,0
556,11,9,8,52,0,0,0,0
557,24,0,44,0,0,0,7,0
558,1,46,0,16,0,2,0,12
559,2,12,0,0,11,53,0,0
560,0,0,0,0,16,45,5,11
561,1,17,10,51,0,0,0,2
562,0,0,0,0,50,10,22,1
563,31,1,42,1,0,4,2,0
564,1,0,49,0,1,0,41,0
565,83,2,0,0,1,7,0,0
566,6,61,0,2,0,7,0,0
567,0,0,0,2,0,16,0,71
568,0,8,6,41,0,3,0,12
569,0,6,2,42,0,1,5,25
570,1,6,0,14,4,16,18,15
571,21,2,1,22,18,0,6,9
572,0,0,0,0,4,2,13,74
573,0,1,0,48,1,14,0,19
574,57,0,1,0,31,0,0,0
575,6,1,0,4,24,51,0,2
576,0,0,79,0,3,0,9,0
577,8,31,46,0,0,0,2,0
578,1,0,29,14,0,0,11,17
579,0,0,95,0,0,0,0,0
580,23,19,0,0,1,33,0,7
581,0,0,0,27,2,3,0,41
582,0,0,27,0,0,0,26,36
583,0,3,20,60,0,0,0,0
584,14,3,35,28,0,1,0,0
585,30,32,21,0,0,0,1,0
586,0,0,50,31,0,0,1,0
587,0,0,0,75,0,0,0,10
588,0,0,0,16,19,9,11,25
589,20,4,0,1,16,19,10,1
590,11,0,0,0,82,1,0,0
591,54,0,25,0,0,0,2,0
592,3,0,87,0,0,0,0,0
593,1,46,4,0,0,41,0,0
594,0,0,0,0,14,4,49,20
595,0,0,0,0,8,0,8,66
596,3,29,12,6,12,3,8,0
597,67,19,1,0,1,0,1,0
598,2,1,1,52,0,12,1,8
599,0,0,0,0,10,60,4,13
600,45,1,5,0,32,0,1,0
601,1,12,1,0,7,41,7,7
602,47,25,0,0,2,7,0,0
603,11,19,5,1,19,7,6,0
604,5,2,3,4,30,22,0,5
605,0,0,0,0,80,0,7,1
606,43,19,0,0,8,7,0,0
607,0,0,1,0,2,1,7,80
608,1,2,1,0,1,3,2,77
609,72,14,0,0,1,0,0,1
610,36,1,27,0,6,0,6,0
611,0,1,0,4,0,5,30,47
612,0,5,5,11,0,5,0,62
613,1,0,0,0,92,0,0,0
614,2,1,43,39,0,0,0,0
615,0,0,0,1,18,48,2,13
616,0,0,1,0,32,48,4,0
617,44,33,1,8,0,1,0,0
618,0,0,0,11,1,69,0,5
619,1,91,0,0,0,2,0,0
620,0,0,0,0,49,19,7,0
621,16,21,3,29,0,5,0,0
622,0,12,0,82,0,0,0,0
623,0,11,7,32,0,18,0,2
624,6,8,18,39,1,0,4,1
625,0,0,0,0,30,24,18,4
626,0,33,0,0,25,25,0,0
627,21,4,31,26,0,0,0,0
628,0,10,0,7,6,45,20,2
629,39,38,1,0,1,2,0,0
630,16,2,40,2,5,20,1,0
631,53,6,22,0,1,0,0,0
632,0,45,0,0,0,23,0,2
633,1,0,5,0,0,0,91,0
634,21,0,20,0,19,0,3,0
635,20,31,0,0,12,15,0,0
636,7,60,0,0,0,8,0,0
637,4,0,36,0,28,1,6,1
638,4,1,2,0,52,2,14,2
639,34,1,21,0,3,18,1,0
640,0,1,89,1,0,0,0,0
641,60,26,0,0,1,0,0,0
642,0,1,2,3,12,61,0,1
643,0,0,0,0,32,0,67,0
644,0,34,0,39,0,0,0,1
645,1,0,16,32,1,4,1,15
646,0,56,2,26,0,0,0,1
647,0,1,15,12,29,0,27,1
648,0,5,1,0,0,83,0,0
649,57,0,0,0,13,11,0,2
650,0,0,0,17,0,0,0,72
651,27,0,40,3,9,0,6,1
652,0,19,0,6,15,6,9,15
653,55,0,29,0,1,0,2,0
654,5,0,0,0,77,1,0,0
655,1,83,0,3,0,0,0,0
656,0,0,3,96,0,0,0,0
657,61,0,1,0,20,0,0,0
658,15,0,2,0,70,0,0,0
659,0,16,0,0,10,35,3,16
660,1,7,2,29,4,10,3,12
661,44,34,5,0,0,0,0,0
662,1,3,0,0,11,42,6,12
663,0,0,0,98,0,0,0,1
664,0,4,0,0,0,86,0,1
665,10,2,1,0,24,47,0,0
666,0,14,0,41,0,16,2,8
667,2,0,0,0,37,33,0,8
668,2,2,1,0,0,56,2,21
669,76,1,0,0,9,6,0,0
670,11,9,8,44,0,5,0,0
671,0,0,0,0,39,10,13,6
672,0,0,0,1,0,0,83,10
673,0,81,0,1,0,11,0,0
674,0,0,56,32,1,0,2,0
675,0,0,1,71,0,0,0,19
676,0,0,0,0,8,86,0,0
677,89,1,0,1,0,0,1,0
678,7,10,1,0,14,20,9,8
679,41,0,36,3,0,1,0,1
680,22,4,9,0,33,7,0,1
681,0,2,17,66,0,0,0,1
682,13,0,77,1,0,1,0,0
683,1,0,1,0,0,0,95,0
684,24,11,2,0,29,12,0,0
685,0,0,0,0,7,3,81,0
686,15,6,2,34,0,0,0,28
687,0,0,0,0,34,2,26,8
688,0,0,3,9,0,0,2,74
689,6,0,18,33,1,0,14,9
690,91,5,0,0,0,0,0,0
691,0,0,50,6,0,0,8,11
692,0,27,0,0,1,28,1,12
693,0,1,24,9,0,0,42,4
694,73,10,2,7,0,0,0,0
695,0,4,0,23,7,27,0,13
696,43,0,8,0,23,0,1,0
697,3,0,10,3,14,0,43,4
698,20,23,26,4,0,0,0,0
699,0,5,0,0,1,27,11,36
700,0,23,1,0,5,44,0,4
701,71,12,3,0,1,0,0,1
702,2,11,40,10,0,0,9,3
703,21,28,19,8,1,1,0,0
704,0,12,10,50,0,2,0,3
705,0,48,0,44,0,0,0,0
706,4,0,8,0,54,0,17,0
707,10,8,0,3,60,4,0,0
708,0,1,11,63,0,0,0,15
709,0,0,30,0,0,13,50,1
710,0,32,0,32,3,4,0,5
711,0,0,8,0,27,6,26,1
712,0,0,17,0,0,0,45,19
713,2,1,35,34,0,0,5,0
714,14,0,3,0,36,9,9,2
715,0,0,0,0,1,30,0,60
716,0,5,0,0,0,90,0,0
717,0,0,3,0,3,13,33,22
718,23,1,1,0,45,9,3,1
719,0,0,1,0,0,0,9,87
720,0,60,0,25,0,1,1,1
721,13,4,8,2,14,0,5,29
722,1,0,21,1,0,0,24,26
723,0,21,0,18,0,40,0,1
724,52,1,31,1,0,0,0,0
725,0,0,0,0,0,70,0,16
726,0,0,0,0,7,0,4,78
727,0,2,0,0,56,14,8,1
728,1,9,1,12,0,50,4,3
729,8,1,5,0,82,0,0,0
730,15,6,0,8,3,17,0,12
731,0,0,1,1,0,1,16,61
732,26,1,3,8,42,0,1,0
733,0,0,0,1,0,73,0,17
734,0,2,1,2,0,0,20,65
735,11,0,9,1,58,0,8,0
736,0,11,0,40,10,3,2,6
737,36,16,25,0,0,2,0,0
738,0,0,38,19,0,0,25,0
739,0,0,0,0,36,32,13,0
740,0,0,3,0,66,1,11,0
741,0,0,0,5,1,1,6,73
742,0,15,0,0,30,25,2,1
743,1,0,59,0,0,0,12,14
744,46,1,0,0,20,5,5,0
745,0,19,1,1,3,31,2,16
746,1,6,0,18,2,38,0,11
747,0,0,0,0,0,0,56,34
748,53,3,16,2,1,0,12,0
749,0,0,0,2,0,35,3,40
750,2,0,61,1,0,0,10,3
751,0,0,21,52,0,0,5,7
752,5,0,13,3,15,0,38,0
753,30,10,0,0,33,11,0,1
754,41,0,49,0,0,0,0,0
755,0,0,1,1,12,1,66,2
756,1,0,0,0,2,0,57,18
757,0,0,23,14,5,7,24,3
758,62,5,5,0,1,0,3,0
759,0,0,0,1,0,0,8,80
760,3,1,2,1,33,0,35,5
761,0,0,0,12,47,10,3,14
762,0,0,35,0,23,13,5,4
763,18,5,0,1,3,5,22,24
764,0,0,1,90,0,0,0,2
765,0,0,1,2,14,20,5,37
766,1,0,21,7,32,0,13,4
767,0,0,2,4,0,2,6,59
768,20,70,0,0,0,0,0,0
769,4,11,0,0,53,17,0,3
770,1,0,2,3,0,0,41,36
771,18,7,44,3,1,0,0,1
772,0,0,0,0,8,43,4,20
