walk,n_minus,n_zero,n_plus,m_over_n
96,155459,1150,843391,0.8439660000
97,434800,1460,563740,0.5644700000
98,791047,1957,206996,0.7920255000
99,120544,522,878934,0.8791950000
100,998203,38,1759,0.9982220000
101,764963,1448,233589,0.7656870000
102,962527,183,37290,0.9626185000
103,978189,251,21560,0.9783145000
104,48332,714,950954,0.9513110000
105,422149,2899,574952,0.5764015000
106,811266,2240,186494,0.8123860000
107,954080,417,45503,0.9542885000
108,681128,1486,317386,0.6818710000
109,690084,858,309058,0.6905130000
110,17950,135,981915,0.9819825000
111,697563,1699,300738,0.6984125000
112,985358,186,14456,0.9854510000
113,499334,88,500578,0.5006220000
114,38973,538,960489,0.9607580000
115,466771,1108,532121,0.5326750000
116,661167,2372,336461,0.6623530000
117,884431,1323,114246,0.8850925000
118,278205,1745,720050,0.7209225000
119,976201,300,23499,0.9763510000
120,13310,252,986438,0.9865640000
121,687815,2193,309992,0.6889115000
122,158635,865,840500,0.8409325000
123,4182,28,995790,0.9958040000
124,887292,208,112500,0.8873960000
125,945447,590,53963,0.9457420000
126,969532,340,30128,0.9697020000
127,288740,1512,709748,0.7105040000
128,985050,373,14577,0.9852365000
129,989905,324,9771,0.9900670000
130,631800,1100,367100,0.6323500000
131,917294,337,82369,0.9174625000
132,971337,505,28158,0.9715895000
133,315210,985,683805,0.6842975000
134,52995,163,946842,0.9469235000
135,952107,421,47472,0.9523175000
136,902663,325,97012,0.9028255000
137,964949,524,34527,0.9652110000
138,26805,885,972310,0.9727525000
139,981684,420,17896,0.9818940000
140,929597,1767,68636,0.9304805000
141,730699,658,268643,0.7310280000
142,67881,577,931542,0.9318305000
143,78858,831,920311,0.9207265000
144,924304,832,74864,0.9247200000
145,738126,843,261031,0.7385475000
146,513954,1192,484854,0.5145500000
147,608211,592,391197,0.6085070000
148,924421,201,75378,0.9245215000
149,15111,548,984341,0.9846150000
150,2206,132,997662,0.9977280000
151,729659,2224,268117,0.7307710000
152,588959,777,410264,0.5893475000
153,173158,252,826590,0.8267160000
154,491929,614,507457,0.5077640000
155,911426,1078,87496,0.9119650000
156,890705,683,108612,0.8910465000
157,671223,1730,327047,0.6720880000
158,27309,290,972401,0.9725460000
159,989641,193,10166,0.9897375000
160,285853,746,713401,0.7137740000
161,91016,1044,907940,0.9084620000
162,706461,1413,292126,0.7071675000
163,427272,1248,571480,0.5721040000
164,77259,912,921829,0.9222850000
165,52408,629,946963,0.9472775000
166,799958,1893,198149,0.8009045000
167,332610,1070,666320,0.6668550000
168,106876,1061,892063,0.8925935000
169,538639,1722,459639,0.5395000000
170,546816,1531,451653,0.5475815000
171,2188,103,997709,0.9977605000
172,431660,491,567849,0.5680945000
173,985132,307,14561,0.9852855000
174,997987,101,1912,0.9980375000
175,405371,1567,593062,0.5938455000
176,997580,85,2335,0.9976225000
177,259871,1169,738960,0.7395445000
178,472593,1474,525933,0.5266700000
179,965973,386,33641,0.9661660000
180,461847,809,537344,0.5377485000
181,779763,868,219369,0.7801970000
182,517873,777,481350,0.5182615000
183,958896,230,40874,0.9590110000
184,294185,865,704950,0.7053825000
185,26500,491,973009,0.9732545000
186,20,16,999964,0.9999720000
187,629632,1222,369146,0.6302430000
188,913953,708,85339,0.9143070000
189,295480,2300,702220,0.7033700000
190,363842,112,636046,0.6361020000
191,870072,914,129014,0.8705290000
192,21170,556,978274,0.9785520000
193,456106,740,543154,0.5435240000
194,188541,2140,809319,0.8103890000
195,989711,506,9783,0.9899640000
196,378058,665,621277,0.6216095000
197,759293,2224,238483,0.7604050000
198,113924,1604,884472,0.8852740000
199,157877,875,841248,0.8416855000
200,441985,1307,556708,0.5573615000
201,988010,79,11911,0.9880495000
202,314726,1590,683684,0.6844790000
203,946989,625,52386,0.9473015000
204,52061,305,947634,0.9477865000
205,999194,63,743,0.9992255000
206,783967,1513,214520,0.7847235000
207,24628,83,975289,0.9753305000
208,4644,136,995220,0.9952880000
209,903242,818,95940,0.9036510000
210,673180,1146,325674,0.6737530000
211,1,2,999997,0.9999980000
212,317488,1946,680566,0.6815390000
213,129580,557,869863,0.8701415000
214,179776,535,819689,0.8199565000
215,474411,2076,523513,0.5245510000
216,708506,1832,289662,0.7094220000
217,142331,996,856673,0.8571710000
218,950634,494,48872,0.9508810000
219,879227,200,120573,0.8793270000
220,930717,813,68470,0.9311235000
221,16701,40,983259,0.9832790000
222,995318,376,4306,0.9955060000
223,424567,1468,573965,0.5746990000
224,55,19,999926,0.9999355000
225,994605,267,5128,0.9947385000
226,693523,1158,305319,0.6941020000
227,237128,579,762293,0.7625825000
228,135035,1407,863558,0.8642615000
229,388756,392,610852,0.6110480000
230,968549,418,31033,0.9687580000
231,137761,634,861605,0.8619220000
232,6924,233,992843,0.9929595000
233,751212,1458,247330,0.7519410000
234,360616,2451,636933,0.6381585000
235,538104,473,461423,0.5383405000
236,757673,399,241928,0.7578725000
237,14647,351,985002,0.9851775000
238,531487,1692,466821,0.5323330000
239,713191,613,286196,0.7134975000
240,552966,648,446386,0.5532900000
241,15026,91,984883,0.9849285000
242,12927,451,986622,0.9868475000
243,136013,650,863337,0.8636620000
244,586561,1948,411491,0.5875350000
245,738656,475,260869,0.7388935000
246,678630,1141,320229,0.6792005000
247,55685,1165,943150,0.9437325000
248,817255,1116,181629,0.8178130000
249,149414,1422,849164,0.8498750000
250,636705,1233,362062,0.6373215000
251,783856,682,215462,0.7841970000
252,392659,788,606553,0.6069470000
253,923420,682,75898,0.9237610000
254,74044,565,925391,0.9256735000
255,980081,173,19746,0.9801675000
256,965298,209,34493,0.9654025000
257,785077,1046,213877,0.7856000000
258,961664,313,38023,0.9618205000
259,714221,1091,284688,0.7147665000
260,598006,1848,400146,0.5989300000
261,833856,387,165757,0.8340495000
262,889241,569,110190,0.8895255000
263,805313,1863,192824,0.8062445000
264,224145,466,775389,0.7756220000
265,209994,1248,788758,0.7893820000
266,975150,854,23996,0.9755770000
267,849273,253,150474,0.8493995000
268,557205,614,442181,0.5575120000
269,147374,1124,851502,0.8520640000
270,864381,571,135048,0.8646665000
271,981654,278,18068,0.9817930000
272,955738,737,43525,0.9561065000
273,105657,862,893481,0.8939120000
274,187814,1015,811171,0.8116785000
275,638022,1709,360269,0.6388765000
276,177974,829,821197,0.8216115000
277,248208,408,751384,0.7515880000
278,92239,669,907092,0.9074265000
279,917653,847,81500,0.9180765000
280,849321,1211,149468,0.8499265000
281,646440,1791,351769,0.6473355000
282,23418,65,976517,0.9765495000
283,59527,359,940114,0.9402935000
284,69380,310,930310,0.9304650000
285,1513,85,998402,0.9984445000
286,10632,342,989026,0.9891970000
287,18996,605,980399,0.9807015000
288,112064,1073,886863,0.8873995000
289,305798,1130,693072,0.6936370000
290,171380,1328,827292,0.8279560000
291,87737,665,911598,0.9119305000
292,485459,1156,513385,0.5139630000
293,16815,262,982923,0.9830540000
294,341258,901,657841,0.6582915000
295,270716,709,728575,0.7289295000
296,928789,788,70423,0.9291830000
297,357164,427,642409,0.6426225000
298,39311,881,959808,0.9602485000
299,921602,330,78068,0.9217670000
300,32173,380,967447,0.9676370000
301,697360,716,301924,0.6977180000
302,960719,478,38803,0.9609580000
303,894764,416,104820,0.8949720000
304,29621,224,970155,0.9702670000
305,852962,1925,145113,0.8539245000
306,868129,1205,130666,0.8687315000
307,76268,214,923518,0.9236250000
308,811166,1161,187673,0.8117465000
309,913600,605,85795,0.9139025000
310,656700,1449,341851,0.6574245000
311,959568,617,39815,0.9598765000
312,611737,84,388179,0.6117790000
313,155931,1014,843055,0.8435620000
314,46461,821,952718,0.9531285000
315,177811,790,821399,0.8217940000
316,151341,699,847960,0.8483095000
317,936915,226,62859,0.9370280000
318,337837,1308,660855,0.6615090000
319,365681,231,634088,0.6342035000
320,541939,1164,456897,0.5425210000
321,992987,222,6791,0.9930980000
322,25238,329,974433,0.9745975000
323,991632,150,8218,0.9917070000
324,774175,560,225265,0.7744550000
325,11904,493,987603,0.9878495000
326,979407,441,20152,0.9796275000
327,646827,2027,351146,0.6478405000
328,234996,408,764596,0.7648000000
329,424441,1111,574448,0.5750035000
330,63701,366,935933,0.9361160000
331,666740,1522,331738,0.6675010000
332,754626,1459,243915,0.7553555000
333,250048,1583,748369,0.7491605000
334,990459,110,9431,0.9905140000
335,11074,231,988695,0.9888105000
336,377326,723,621951,0.6223125000
337,3786,69,996145,0.9961795000
338,228056,1004,770940,0.7714420000
339,47520,328,952152,0.9523160000
340,61767,261,937972,0.9381025000
341,539625,1057,459318,0.5401535000
342,1452,156,998392,0.9984700000
343,840575,968,158457,0.8410590000
344,957807,419,41774,0.9580165000
345,40157,492,959351,0.9595970000
346,453957,1359,544684,0.5453635000
347,950,87,998963,0.9990065000
348,513184,1482,485334,0.5139250000
349,59457,860,939683,0.9401130000
350,168550,1519,829931,0.8306905000
351,247978,726,751296,0.7516590000
352,43195,735,956070,0.9564375000
353,339208,1322,659470,0.6601310000
354,686902,999,312099,0.6874015000
355,580097,2098,417805,0.5811460000
356,785446,961,213593,0.7859265000
357,231480,967,767553,0.7680365000
358,966656,524,32820,0.9669180000
359,27899,780,971321,0.9717110000
360,707361,1817,290822,0.7082695000
361,127178,646,872176,0.8724990000
362,7706,135,992159,0.9922265000
363,984988,545,14467,0.9852605000
364,336617,1235,662148,0.6627655000
365,616017,953,383030,0.6164935000
366,104496,203,895301,0.8954025000
367,467604,448,531948,0.5321720000
368,887944,1067,110989,0.8884775000
369,342286,786,656928,0.6573210000
370,304880,1184,693936,0.6945280000
371,664195,2064,333741,0.6652270000
372,898324,464,101212,0.8985560000
373,811604,232,188164,0.8117200000
374,954916,634,44450,0.9552330000
375,864631,444,134925,0.8648530000
376,974973,489,24538,0.9752175000
377,511859,1760,486381,0.5127390000
378,24493,464,975043,0.9752750000
379,80284,951,918765,0.9192405000
380,122631,1247,876122,0.8767455000
381,200649,731,798620,0.7989855000
382,999854,33,113,0.9998705000
383,275410,927,723663,0.7241265000
384,988904,306,10790,0.9890570000
385,841009,1310,157681,0.8416640000
386,767734,361,231905,0.7679145000
387,923879,286,75835,0.9240220000
388,987138,343,12519,0.9873095000
389,52230,583,947187,0.9474785000
390,128122,1723,870155,0.8710165000
391,615025,731,384244,0.6153905000
392,150465,942,848593,0.8490640000
393,685108,1651,313241,0.6859335000
394,248815,399,750786,0.7509855000
395,171720,873,827407,0.8278435000
396,313415,1120,685465,0.6860250000
397,997813,131,2056,0.9978785000
398,88152,1150,910698,0.9112730000
399,115780,788,883432,0.8838260000
400,3397,189,996414,0.9965085000
401,911218,664,88118,0.9115500000
402,1117,82,998801,0.9988420000
403,278857,1056,720087,0.7206150000
404,166228,729,833043,0.8334075000
405,321527,2191,676282,0.6773775000
406,778745,824,220431,0.7791570000
407,29997,665,969338,0.9696705000
408,993639,126,6235,0.9937020000
409,136463,1262,862275,0.8629060000
410,216814,1293,781893,0.7825395000
411,223099,1084,775817,0.7763590000
412,278575,1658,719767,0.7205960000
413,37323,487,962190,0.9624335000
414,141006,668,858326,0.8586600000
415,4555,305,995140,0.9952925000
416,682712,127,317161,0.6827755000
417,339073,1584,659343,0.6601350000
418,998412,114,1474,0.9984690000
419,658051,979,340970,0.6585405000
420,461207,67,538726,0.5387595000
421,978544,470,20986,0.9787790000
422,968541,439,31020,0.9687605000
423,810589,740,188671,0.8109590000
424,100711,352,898937,0.8991130000
425,16490,155,983355,0.9834325000
426,32193,681,967126,0.9674665000
427,382767,786,616447,0.6168400000
428,990495,99,9406,0.9905445000
429,311537,996,687467,0.6879650000
430,955270,617,44113,0.9555785000
431,89763,1321,908916,0.9095765000
432,549,37,999414,0.9994325000
433,2835,30,997135,0.9971500000
434,362731,1409,635860,0.6365645000
435,196715,724,802561,0.8029230000
436,775904,1236,222860,0.7765220000
437,999967,16,17,0.9999750000
438,772052,1592,226356,0.7728480000
439,999999,1,0,0.9999995000
440,968692,310,30998,0.9688470000
441,694225,2428,303347,0.6954390000
442,17,14,999969,0.9999760000
443,82991,514,916495,0.9167520000
444,565185,2220,432595,0.5662950000
445,470430,1297,528273,0.5289215000
446,826061,1424,172515,0.8267730000
447,242284,1530,756186,0.7569510000
448,191926,968,807106,0.8075900000
449,71767,1325,926908,0.9275705000
450,123198,552,876250,0.8765260000
451,892273,696,107031,0.8926210000
452,510491,1550,487959,0.5112660000
453,641094,1287,357619,0.6417375000
454,849531,475,149994,0.8497685000
455,881430,740,117830,0.8818000000
456,526085,1764,472151,0.5269670000
457,899902,1092,99006,0.9004480000
458,326412,2225,671363,0.6724755000
459,713189,960,285851,0.7136690000
460,205744,762,793494,0.7938750000
461,620901,1481,377618,0.6216415000
462,698306,690,301004,0.6986510000
463,1426,74,998500,0.9985370000
464,293597,1330,705073,0.7057380000
465,561571,1440,436989,0.5622910000
466,998678,37,1285,0.9986965000
467,12995,543,986462,0.9867335000
468,951712,817,47471,0.9521205000
469,278536,497,720967,0.7212155000
470,970905,164,28931,0.9709870000
471,156011,1800,842189,0.8430890000
472,752602,808,246590,0.7530060000
473,83776,1269,914955,0.9155895000
474,316059,224,683717,0.6838290000
475,736785,826,262389,0.7371980000
476,913913,590,85497,0.9142080000
477,980272,438,19290,0.9804910000
478,65861,774,933365,0.9337520000
479,976856,190,22954,0.9769510000
480,466291,677,533032,0.5333705000
481,949308,398,50294,0.9495070000
482,291133,327,708540,0.7087035000
483,902550,133,97317,0.9026165000
484,393879,526,605595,0.6058580000
485,880821,836,118343,0.8812390000
486,48554,148,951298,0.9513720000
487,883989,1219,114792,0.8845985000
488,402309,888,596803,0.5972470000
489,913104,592,86304,0.9134000000
490,54931,491,944578,0.9448235000
491,998550,76,1374,0.9985880000
492,682038,1862,316100,0.6829690000
493,603962,480,395558,0.6042020000
494,961145,181,38674,0.9612355000
495,982799,156,17045,0.9828770000
496,739377,884,259739,0.7398190000
497,754933,1613,243454,0.7557395000
498,693839,1030,305131,0.6943540000
499,229459,2217,768324,0.7694325000
500,760008,702,239290,0.7603590000
501,29669,221,970110,0.9702205000
502,56647,100,943253,0.9433030000
503,653295,916,345789,0.6537530000
504,796907,1944,201149,0.7978790000
505,645228,1547,353225,0.6460015000
506,999217,102,681,0.9992680000
507,901704,462,97834,0.9019350000
508,162657,981,836362,0.8368525000
509,625788,1145,373067,0.6263605000
510,805001,1156,193843,0.8055790000
511,350711,334,648955,0.6491220000
512,803753,494,195753,0.8040000000
513,8128,415,991457,0.9916645000
514,878595,859,120546,0.8790245000
515,425186,1479,573335,0.5740745000
516,941108,540,58352,0.9413780000
517,780853,449,218698,0.7810775000
518,279923,1824,718253,0.7191650000
519,945742,526,53732,0.9460050000
520,999291,79,630,0.9993305000
521,417573,1627,580800,0.5816135000
522,59520,363,940117,0.9402985000
523,437151,1627,561222,0.5620355000
524,973908,344,25748,0.9740800000
525,316236,815,682949,0.6833565000
526,6334,130,993536,0.9936010000
527,278951,1221,719828,0.7204385000
528,80717,472,918811,0.9190470000
529,24484,740,974776,0.9751460000
530,988975,84,10941,0.9890170000
531,1399,32,998569,0.9985850000
532,57981,70,941949,0.9419840000
533,63723,467,935810,0.9360435000
534,492865,932,506203,0.5066690000
535,652051,1528,346421,0.6528150000
536,23131,72,976797,0.9768330000
537,119171,638,880191,0.8805100000
538,850860,798,148342,0.8512590000
539,399112,2775,598113,0.5995005000
540,925543,1373,73084,0.9262295000
541,641002,461,358537,0.6412325000
542,238137,756,761107,0.7614850000
543,124513,561,874926,0.8752065000
544,850247,62,149691,0.8502780000
545,441804,2077,556119,0.5571575000
546,960436,713,38851,0.9607925000
547,901375,218,98407,0.9014840000
548,979758,271,19971,0.9798935000
549,885604,116,114280,0.8856620000
550,254846,1504,743650,0.7444020000
551,916565,945,82490,0.9170375000
552,306531,1296,692173,0.6928210000
553,939431,191,60378,0.9395265000
554,275816,1401,722783,0.7234835000
555,647628,1324,351048,0.6482900000
556,968169,689,31142,0.9685135000
557,48398,360,951242,0.9514220000
558,803666,729,195605,0.8040305000
559,956225,433,43342,0.9564415000
560,909376,301,90323,0.9095265000
561,10361,257,989382,0.9895105000
562,200131,294,799575,0.7997220000
563,20052,172,979776,0.9798620000
564,994401,95,5504,0.9944485000
565,801782,1052,197166,0.8023080000
566,990440,407,9153,0.9906435000
567,998294,180,1526,0.9983840000
568,22264,865,976871,0.9773035000
569,648294,309,351397,0.6484485000
570,120878,1355,877767,0.8784445000
571,16162,425,983413,0.9836255000
572,98512,524,900964,0.9012260000
573,990530,267,9203,0.9906635000
574,92884,519,906597,0.9068565000
575,294150,1089,704761,0.7053055000
576,177104,1361,821535,0.8222155000
577,228715,212,771073,0.7711790000
578,956527,474,42999,0.9567640000
579,777683,837,221480,0.7781015000
580,682689,2639,314672,0.6840085000
581,621243,910,377847,0.6216980000
582,526123,1568,472309,0.5269070000
583,881084,692,118224,0.8814300000
584,159055,543,840402,0.8406735000
585,212974,2168,784858,0.7859420000
586,43,7,999950,0.9999535000
587,594525,848,404627,0.5949490000
588,912545,473,86982,0.9127815000
589,163,5,999832,0.9998345000
590,736239,447,263314,0.7364625000
591,13065,363,986572,0.9867535000
592,192838,2029,805133,0.8061475000
593,580666,1477,417857,0.5814045000
594,223399,918,775683,0.7761420000
595,50309,724,948967,0.9493290000
596,102582,663,896755,0.8970865000
597,735264,769,263967,0.7356485000
598,531631,552,467817,0.5319070000
599,336642,965,662393,0.6628755000
600,511438,681,487881,0.5117785000
601,884722,1718,113560,0.8855810000
602,9812,206,989982,0.9900850000
603,163636,1059,835305,0.8358345000
604,751419,414,248167,0.7516260000
605,4079,158,995763,0.9958420000
606,774339,691,224970,0.7746845000
607,996068,168,3764,0.9961520000
608,912151,605,87244,0.9124535000
609,939251,943,59806,0.9397225000
610,283343,1465,715192,0.7159245000
611,868960,1130,129910,0.8695250000
612,13970,377,985653,0.9858415000
613,40937,383,958680,0.9588715000
614,380998,234,618768,0.6188850000
615,855745,722,143533,0.8561060000
616,984838,493,14669,0.9850845000
617,429162,2170,568668,0.5697530000
618,347416,940,651644,0.6521140000
619,743444,905,255651,0.7438965000
620,2814,42,997144,0.9971650000
621,889867,510,109623,0.8901220000
622,977079,391,22530,0.9772745000
623,347872,1756,650372,0.6512500000
624,170472,494,829034,0.8292810000
625,110403,1077,888520,0.8890585000
626,14954,420,984626,0.9848360000
627,224,77,999699,0.9997375000
628,227188,640,772172,0.7724920000
629,833462,933,165605,0.8339285000
630,638229,612,361159,0.6385350000
631,139430,328,860242,0.8604060000
632,283711,1495,714794,0.7155415000
633,699623,1072,299305,0.7001590000
634,553367,1411,445222,0.5540725000
635,258937,503,740560,0.7408115000
636,369908,1037,629055,0.6295735000
637,620721,986,378293,0.6212140000
638,376196,1452,622352,0.6230780000
639,965835,238,33927,0.9659540000
640,323018,573,676409,0.6766955000
641,979480,158,20362,0.9795590000
642,552770,1332,445898,0.5534360000
643,152559,1443,845998,0.8467195000
644,988747,61,11192,0.9887775000
645,994494,64,5442,0.9945260000
646,36144,395,963461,0.9636585000
647,74550,493,924957,0.9252035000
648,92,28,999880,0.9998940000
649,549794,1794,448412,0.5506910000
650,965596,892,33512,0.9660420000
651,67183,436,932381,0.9325990000
652,912330,183,87487,0.9124215000
653,5142,169,994689,0.9947735000
654,646369,1582,352049,0.6471600000
655,717324,1357,281319,0.7180025000
656,833375,599,166026,0.8336745000
657,974207,278,25515,0.9743460000
658,682647,1220,316133,0.6832570000
659,993887,212,5901,0.9939930000
660,660026,1542,338432,0.6607970000
661,162772,1041,836187,0.8367075000
662,888030,621,111349,0.8883405000
663,916671,638,82691,0.9169900000
664,54,17,999929,0.9999375000
665,17699,364,981937,0.9821190000
666,617636,1502,380862,0.6183870000
667,45995,250,953755,0.9538800000
668,313088,1981,684931,0.6859215000
669,997068,126,2806,0.9971310000
670,279501,1387,719112,0.7198055000
671,532337,637,467026,0.5326555000
672,50211,479,949310,0.9495495000
673,18529,149,981322,0.9813965000
674,935797,574,63629,0.9360840000
675,751480,1946,246574,0.7524530000
676,84018,652,915330,0.9156560000
677,11157,178,988665,0.9887540000
678,117677,505,881818,0.8820705000
679,567397,1174,431429,0.5679840000
680,62042,1063,936895,0.9374265000
681,86425,953,912622,0.9130985000
682,323722,1298,674980,0.6756290000
683,419992,1016,578992,0.5795000000
684,703707,1359,294934,0.7043865000
685,964211,92,35697,0.9642570000
686,998853,105,1042,0.9989055000
687,401306,1272,597422,0.5980580000
688,999108,64,828,0.9991400000
689,346333,834,652833,0.6532500000
690,91394,670,907936,0.9082710000
691,1511,102,998387,0.9984380000
692,151954,1014,847032,0.8475390000
693,770623,230,229147,0.7707380000
694,559857,876,439267,0.5602950000
695,778056,917,221027,0.7785145000
696,526338,762,472900,0.5267190000
697,12207,225,987568,0.9876805000
698,983034,660,16306,0.9833640000
699,807332,324,192344,0.8074940000
700,713106,2498,284396,0.7143550000
701,258323,699,740978,0.7413275000
702,20689,511,978800,0.9790555000
703,920143,830,79027,0.9205580000
704,900828,615,98557,0.9011355000
705,633450,782,365768,0.6338410000
706,975663,105,24232,0.9757155000
707,768695,1182,230123,0.7692860000
708,294419,784,704797,0.7051890000
709,445979,1045,552976,0.5534985000
710,769866,436,229698,0.7700840000
711,987904,536,11560,0.9881720000
712,536303,408,463289,0.5365070000
713,150708,986,848306,0.8487990000
714,160122,1273,838605,0.8392415000
715,243888,244,755868,0.7559900000
716,855546,267,144187,0.8556795000
717,999787,39,174,0.9998065000
718,26266,801,972933,0.9733335000
719,994824,390,4786,0.9950190000
720,479467,2880,517653,0.5190930000
721,207761,134,792105,0.7921720000
722,791045,1073,207882,0.7915815000
723,147338,121,852541,0.8526015000
724,990444,149,9407,0.9905185000
725,432312,781,566907,0.5672975000
726,196064,1679,802257,0.8030965000
727,360553,1320,638127,0.6387870000
728,986242,623,13135,0.9865535000
729,557107,656,442237,0.5574350000
730,772852,663,226485,0.7731835000
731,527332,436,472232,0.5275500000
732,733889,1321,264790,0.7345495000
733,835392,1330,163278,0.8360570000
734,872234,817,126949,0.8726425000
735,195062,567,804371,0.8046545000
736,134856,881,864263,0.8647035000
737,857770,769,141461,0.8581545000
738,275,40,999685,0.9997050000
739,72710,1090,926200,0.9267450000
740,987773,92,12135,0.9878190000
741,833400,833,165767,0.8338165000
742,622897,1454,375649,0.6236240000
743,6180,253,993567,0.9936935000
744,547979,998,451023,0.5484780000
745,266,12,999722,0.9997280000
746,953817,927,45256,0.9542805000
747,739576,1399,259025,0.7402755000
748,774981,2171,222848,0.7760665000
749,147590,2220,850190,0.8513000000
750,853450,348,146202,0.8536240000
751,6725,259,993016,0.9931455000
752,961632,376,37992,0.9618200000
753,114054,280,885666,0.8858060000
754,583996,891,415113,0.5844415000
755,207293,483,792224,0.7924655000
756,990063,367,9570,0.9902465000
757,488058,1918,510024,0.5109830000
758,208926,1716,789358,0.7902160000
759,51251,395,948354,0.9485515000
760,233540,608,765852,0.7661560000
761,563541,330,436129,0.5637060000
762,512392,1760,485848,0.5132720000
763,507685,1556,490759,0.5084630000
764,994814,188,4998,0.9949080000
765,6495,394,993111,0.9933080000
766,958981,364,40655,0.9591630000
767,203662,2316,794022,0.7951800000
768,885093,88,114819,0.8851370000
769,219596,201,780203,0.7803035000
770,10745,48,989207,0.9892310000
771,301249,1811,696940,0.6978455000
772,1620,152,998228,0.9983040000
773,37973,772,961255,0.9616410000
774,231137,1839,767024,0.7679435000
775,102658,278,897064,0.8972030000
776,392316,1123,606561,0.6071225000
777,772145,1154,226701,0.7727220000
778,42008,294,957698,0.9578450000
779,957559,1066,41375,0.9580920000
780,522595,2616,474789,0.5239030000
781,35965,510,963525,0.9637800000
782,128416,851,870733,0.8711585000
783,488948,1201,509851,0.5104515000
784,436181,2216,561603,0.5627110000
785,11530,219,988251,0.9883605000
786,219834,1391,778775,0.7794705000
787,74782,1015,924203,0.9247105000
788,894631,1053,104316,0.8951575000
789,632494,919,366587,0.6329535000
790,396353,281,603366,0.6035065000
791,3397,231,996372,0.9964875000
792,77900,360,921740,0.9219200000
793,859394,442,140164,0.8596150000
794,998255,93,1652,0.9983015000
795,867221,659,132120,0.8675505000
796,998691,45,1264,0.9987135000
797,998471,53,1476,0.9984975000
798,730224,233,269543,0.7303405000
799,567364,2150,430486,0.5684390000
800,698324,223,301453,0.6984355000
801,199742,1170,799088,0.7996730000
802,176448,199,823353,0.8234525000
803,994158,429,5413,0.9943725000
804,810313,962,188725,0.8107940000
805,649661,364,349975,0.6498430000
806,992430,181,7389,0.9925205000
