walk,num_returns,first_return,return_steps
153,2,2,2;4
154,1,20,20
155,6,4,4;6;8;12;20;44
156,4,34,34;40;42;64
157,2,1244,1244;1246
158,0,-1,
159,5,2,2;4;12;14;282
160,4,2,2;14;120;124
161,2,2,2;12
162,5,4,4;90;210;358;360
163,7,34,34;40;344;418;2454;5168;5170
164,1,6,6
165,2,2,2;624
166,1,4,4
167,1,24,24
168,2,154,154;156
169,1,656,656
170,4,6,6;18;410;634
171,0,-1,
172,2,56,56;68
173,1,2,2
174,2,2,2;4
175,2,2,2;48
176,5,2,2;1744;1746;1760;1766
177,4,2,2;4;6;26
178,2,588,588;1852
179,7,848,848;858;860;862;864;866;868
180,6,192,192;194;200;276;590;592
181,14,2,2;14;16;24;28;30;32;34;36;40;68;70;90;94
182,4,12,12;270;1320;7224
183,4,2,2;12;4232;4234
184,2,6060,6060;6080
185,1,12,12
186,0,-1,
187,1,658,658
188,3,4,4;10;14
189,1,6,6
190,3,4,4;6;14
191,1,2,2
192,0,-1,
193,1,18,18
194,1,16,16
195,1,24,24
196,0,-1,
197,2,4,4;10
198,0,-1,
199,2,2,2;236
200,1,2,2
201,1,6,6
202,22,4,4;346;370;372;380;382;424;428;526;556;558;560;568;572;578;580;620;630;682;684;696;698
203,3,90,90;92;166
204,8,6,6;48;52;108;132;134;158;170
205,13,4,4;1160;1172;1230;1234;1236;1276;1278;1282;1322;1340;1366;1406
206,0,-1,
207,0,-1,
208,4,1758,1758;1760;1912;6456
209,13,2,2;4;6;26;48;50;796;798;802;1514;1516;2690;3098
210,0,-1,
211,6,2,2;12;14;16;26;28
212,6,146,146;322;324;924;926;2766
213,0,-1,
214,2,24,24;26
215,1,12,12
216,0,-1,
217,5,4,4;6;8;10;204
218,0,-1,
219,0,-1,
220,3,2,2;10;12
221,4,54,54;60;62;64
222,2,2,2;10
223,0,-1,
224,4,12,12;18;280;282
225,2,2,2;6
226,1,6,6
227,5,2,2;6;8;132;134
228,5,2,2;4;6;12;236
229,1,2,2
230,0,-1,
231,5,4,4;60;66;68;78
232,1,26,26
233,6,5082,5082;5088;5104;5118;6448;6456
234,0,-1,
235,2,310,310;744
236,1,4,4
237,2,6,6;8
238,11,482,482;488;490;492;504;1048;1694;1742;1784;1786;1818
239,5,6,6;8;10;14;20
240,1,400,400
241,4,2,2;12;40;42
242,1,2,2
243,4,2,2;18;20;22
244,5,2,2;4;6;48;50
245,0,-1,
246,3,6,6;1444;1508
247,4,38,38;150;152;170
248,0,-1,
249,3,30,30;34;40
250,3,52,52;514;516
251,3,6,6;8;158
252,3,6,6;8;12
253,0,-1,
254,10,78,78;80;82;1908;1920;1928;1930;1932;2202;2204
255,0,-1,
256,0,-1,
257,0,-1,
258,22,8,8;1950;2030;2130;2136;2232;2236;2242;8852;8854;8858;8906;8924;8928;8940;8942;9012;9014;9018;9020;9032;9034
259,1,120,120
260,2,2,2;12
261,0,-1,
262,3,4,4;8;12
263,0,-1,
264,3,2,2;4;8
265,1,2,2
266,0,-1,
267,1,4,4
268,1,6,6
269,5,8,8;10;12;14;16
270,0,-1,
271,0,-1,
272,12,3850,3850;3854;3856;3858;3860;3862;3864;3866;3868;3870;3874;3936
273,2,2,2;4
274,0,-1,
275,7,682,682;684;692;2524;2530;2532;2540
276,4,176,176;182;188;4406
277,0,-1,
278,2,68,68;70
279,6,4,4;6;20;22;24;26
280,0,-1,
281,3,5854,5854;5856;5896
282,4,1284,1284;1288;2844;4274
283,2,2,2;20
284,0,-1,
285,1,22,22
286,8,842,842;1224;2550;7392;7408;7430;7432;7434
287,3,2,2;46;228
288,0,-1,
289,1,2,2
290,11,2,2;60;490;570;622;6068;6070;6072;6074;6100;6106
291,10,78,78;80;770;912;1274;2664;2666;2668;2670;2674
292,6,30,30;264;278;1132;1196;1200
293,4,2,2;6;8;12
294,7,4,4;258;272;422;424;426;428
295,0,-1,
296,7,30,30;34;46;48;50;52;100
297,0,-1,
298,3,4,4;26;30
299,11,6,6;28;148;440;446;448;454;456;1618;1622;1624
300,2,2,2;4
301,3,4,4;230;2590
302,0,-1,
303,2,34,34;2258
304,4,2,2;2376;2438;2440
305,3,34,34;60;62
306,0,-1,
307,2,2,2;1478
308,0,-1,
309,11,62,62;64;74;88;90;2246;2248;2270;2284;2286;2298
310,1,10,10
311,10,20,20;22;24;1050;1212;1214;1228;1230;1254;1264
312,5,4,4;9342;9372;9374;9376
313,3,2,2;600;608
314,0,-1,
315,3,2,2;16;50
316,3,26,26;50;1072
317,2,6,6;8
318,2,8,8;52
319,2,2,2;850
320,9,18,18;36;40;210;216;314;584;594;614
321,1,6,6
322,9,2,2;12;64;1106;1108;1110;1118;2868;2870
323,0,-1,
324,2,2,2;8
325,0,-1,
326,4,16,16;64;68;1734
327,1,2,2
328,0,-1,
329,1,2,2
330,1,128,128
331,1,2,2
332,0,-1,
333,1,16,16
334,0,-1,
335,3,72,72;74;76
336,2,2,2;4
337,0,-1,
338,1,452,452
339,11,2,2;522;882;884;890;1218;2218;2274;2324;2326;7064
340,1,2,2
341,2,2,2;4
342,1,8,8
343,3,528,528;530;532
344,1,226,226
345,0,-1,
346,3,2,2;14;18
347,3,90,90;92;94
348,3,2,2;40;46
349,0,-1,
350,2,604,604;1112
351,1,4,4
352,6,22,22;26;36;130;4324;4330
353,4,2,2;6;8;10
354,0,-1,
355,0,-1,
356,0,-1,
357,3,8,8;32;44
358,1,8,8
359,2,14,14;16
360,6,6,6;8;10;404;408;418
361,3,10,10;2804;2808
362,5,2,2;4;6;12;14
363,1,14,14
364,2,694,694;708
365,7,2,2;12;14;16;18;22;682
366,10,3256,3256;3296;3302;3308;3310;3320;3322;3426;3428;3496
367,1,102,102
368,1,6,6
369,3,2,2;18;24
370,5,12,12;14;30;2282;2942
371,5,6,6;78;80;82;84
372,0,-1,
373,1,12,12
374,7,10,10;14;16;2168;2170;2172;2248
375,1,2,2
376,0,-1,
377,0,-1,
378,2,14,14;18
379,3,142,142;150;152
380,3,8344,8344;8374;8380
381,0,-1,
382,3,6,6;8;10
383,0,-1,
384,1,16,16
385,4,70,70;72;82;90
386,2,2,2;1052
387,22,2,2;4;6;8;20;36;38;40;50;52;56;62;80;84;86;2450;2460;2462;2522;2552;3946;3950
388,3,2,2;92;272
389,5,4,4;14;38;7388;7390
390,0,-1,
391,2,4,4;6
392,0,-1,
393,4,1088,1088;1090;1092;1276
394,2,6,6;14
395,5,2,2;6;10;76;1004
396,0,-1,
397,14,38,38;1050;1058;2148;2936;3144;3146;3148;3164;3168;3170;3172;3516;4050
398,0,-1,
399,1,2,2
400,7,2,2;6;8;1962;1964;1966;1974
401,4,40,40;42;44;46
402,0,-1,
403,2,32,32;46
404,7,2,2;4;12;770;772;1770;1776
405,7,2,2;6;354;356;358;360;380
406,5,2,2;8;224;228;248
407,3,2,2;86;510
408,0,-1,
409,0,-1,
410,0,-1,
411,6,2,2;8;10;14;22;24
412,1,6,6
413,0,-1,
414,0,-1,
415,8,2,2;4;6;8;9332;9334;9686;9962
416,1,2,2
417,0,-1,
418,3,2082,2082;2084;3664
419,3,6,6;564;610
420,2,14,14;26
421,8,12,12;20;24;26;28;36;3646;3704
422,1,36,36
423,2,328,328;330
424,2,2,2;4
425,0,-1,
426,3,2,2;76;78
427,3,12,12;14;16
428,3,2,2;6;14
429,6,12,12;14;28;402;406;408
430,0,-1,
431,0,-1,
432,1,32,32
433,0,-1,
434,4,1054,1054;1098;1112;1114
435,0,-1,
436,0,-1,
437,12,16,16;82;790;942;948;952;962;966;1118;5872;5876;5880
438,0,-1,
439,2,6,6;38
440,2,2,2;10
441,0,-1,
442,3,2,2;10;12
443,1,54,54
444,1,680,680
445,4,2,2;4;6;8
446,5,4,4;2550;2688;2696;2744
447,0,-1,
448,1,2,2
449,5,2,2;4;168;176;690
450,3,6,6;18;26
451,3,62,62;70;304
452,3,2,2;116;120
453,1,4,4
454,0,-1,
455,0,-1,
456,4,12,12;14;16;18
457,2,10,10;12
458,2,22,22;24
459,6,2554,2554;2556;2578;2580;2588;2590
460,1,112,112
461,5,12,12;18;20;820;824
462,0,-1,
463,5,8,8;148;150;714;716
464,3,16,16;48;50
465,1,332,332
466,2,3524,3524;3526
467,4,142,142;146;158;160
468,4,50,50;52;94;100
469,1,2,2
470,1,128,128
471,7,2,2;4;6;12;14;30;36
472,0,-1,
473,1,4,4
474,1,34,34
475,6,2,2;12;118;130;256;260
476,0,-1,
477,4,14,14;38;42;44
478,6,44,44;222;236;280;290;808
479,0,-1,
480,11,2,2;8;52;6378;6382;6410;6684;6686;6688;6690;6694
481,2,7774,7774;7776
482,3,2,2;14;16
483,2,1640,1640;1642
484,1,2,2
485,5,16,16;18;816;818;824
486,1,168,168
487,3,4,4;6;64
488,5,18,18;838;922;934;946
489,0,-1,
490,1,2,2
491,0,-1,
492,2,2,2;6
493,3,2,2;4;44
494,3,2,2;4;6
495,0,-1,
496,3,562,562;564;566
497,3,2,2;4;36
498,0,-1,
499,0,-1,
500,1,44,44
501,0,-1,
502,1,2,2
503,0,-1,
504,4,2,2;584;872;930
505,0,-1,
506,23,2,2;690;734;1046;1058;8538;8546;8548;9152;9190;9192;9224;9226;9238;9240;9242;9710;9714;9722;9768;9770;9772;9788
507,4,2,2;116;444;580
508,9,2,2;44;46;48;50;52;54;56;5716
509,3,1006,1006;1012;1022
510,0,-1,
511,6,8,8;148;150;178;180;190
512,5,162,162;170;184;190;222
513,1,8,8
514,5,2,2;4;16;54;850
515,8,10,10;38;40;44;50;2578;2580;2582
516,4,2,2;6;40;1758
517,1,2,2
518,2,2,2;14
519,6,2,2;4;58;82;842;848
520,6,8,8;12;242;246;324;518
521,6,2,2;4;8014;8038;8040;8094
522,4,12,12;32;66;238
523,1,20,20
524,1,2,2
525,4,1416,1416;1418;1462;1464
526,3,2,2;320;322
527,4,6,6;108;110;112
528,2,2,2;8
529,5,2,2;1922;1926;1932;1934
530,1,284,284
531,2,2,2;30
532,0,-1,
533,0,-1,
534,7,14,14;16;756;758;760;2428;2430
535,0,-1,
536,5,314,314;356;360;3772;3960
537,5,2,2;4;8;1410;1462
538,0,-1,
539,12,282,282;356;376;2376;3240;9628;9630;9632;9634;9662;9696;9990
540,4,46,46;208;210;1280
541,10,96,96;1898;1908;2166;2168;2274;2276;2278;2282;4254
542,6,74,74;76;102;104;106;144
543,2,6,6;10
544,0,-1,
545,1,2,2
546,0,-1,
547,0,-1,
548,10,28,28;30;38;160;174;178;190;192;198;200
549,6,32,32;34;84;86;94;96
550,2,2,2;30
551,3,12,12;20;540
552,5,6,6;8;22;6306;6324
553,0,-1,
554,9,18,18;22;30;408;664;666;798;800;808
555,9,1106,1106;1112;1118;1120;1122;1128;1138;1932;1934
556,0,-1,
557,1,110,110
558,3,12,12;14;16
559,2,6,6;8
560,0,-1,
561,3,22,22;24;28
562,5,514,514;516;518;520;522
563,4,2,2;4;6;18
564,6,88,88;90;1510;1514;1518;1522
565,7,5316,5316;5382;5428;5442;5524;5526;9388
566,0,-1,
567,12,172,172;210;214;216;394;438;452;6546;6548;6550;6556;6558
568,1,2,2
569,2,5178,5178;5194
570,2,2,2;6
571,1,2,2
572,3,26,26;30;34
573,3,2,2;84;154
574,1,2,2
575,0,-1,
576,0,-1,
577,14,2,2;8;18;28;32;34;120;128;130;132;134;136;208;210
578,1,42,42
579,3,2,2;4;8
580,3,4,4;6;506
581,8,4,4;10;74;256;260;270;532;552
582,2,1908,1908;1910
583,1,4,4
584,0,-1,
585,2,2,2;104
586,2,2,2;36
587,4,2,2;50;246;248
588,0,-1,
589,3,42,42;48;50
590,2,2,2;18
591,2,802,802;804
592,0,-1,
593,1,26,26
594,4,2,2;4;34;36
595,6,14,14;28;34;36;50;1716
596,10,898,898;906;908;910;1680;1688;1690;1842;1860;1864
597,1,4,4
598,6,8,8;12;14;3592;3604;3606
599,1,4,4
600,6,8,8;2160;2162;2168;2170;3248
601,0,-1,
602,0,-1,
603,4,46,46;50;52;54
604,2,2,2;4
605,0,-1,
606,4,6,6;10;58;60
607,1,2316,2316
608,2,2,2;520
609,3,46,46;320;322
610,1,2,2
611,2,94,94;98
612,3,48,48;432;436
613,13,2,2;54;62;70;72;74;76;78;186;382;384;1242;3366
614,2,6,6;16
615,1,2,2
616,1,2,2
617,12,12,12;32;36;38;42;56;106;124;194;4462;4466;4468
618,0,-1,
619,3,2,2;46;48
620,0,-1,
621,0,-1,
622,2,2,2;1094
623,0,-1,
624,2,2,2;4
625,2,2,2;4
626,3,2,2;3206;3214
627,6,6642,6642;6644;6646;6650;6664;6696
628,2,2,2;4
629,1,2,2
630,3,2,2;4;24
631,5,6,6;38;40;44;62
632,1,2,2
633,0,-1,
634,2,6,6;8
635,1,2,2
636,10,2,2;66;120;124;126;128;130;132;134;144
637,0,-1,
638,9,10,10;148;150;152;340;424;440;536;818
639,4,16,16;52;56;114
640,2,102,102;104
641,0,-1,
642,2,2,2;4
643,1,42,42
644,6,22,22;30;384;426;468;470
645,0,-1,
646,0,-1,
647,0,-1,
648,0,-1,
649,0,-1,
650,0,-1,
651,2,6,6;10
652,11,74,74;78;80;84;86;88;250;254;258;264;266
653,2,18,18;568
654,0,-1,
655,2,156,156;160
656,3,12,12;128;1944
657,3,70,70;72;74
658,0,-1,
659,2,14,14;16
660,2,6,6;10
661,1,4,4
662,5,30,30;32;38;46;50
663,1,34,34
664,2,6,6;152
665,22,2,2;4;6;10;326;598;600;616;618;622;624;5754;5756;6526;6804;7568;7576;7578;7580;7598;7602;7604
666,0,-1,
667,5,20,20;250;252;292;294
668,3,2,2;644;672
669,0,-1,
670,14,84,84;92;266;270;1670;1672;1728;1730;1744;1746;3234;8038;8056;8070
671,3,4922,4922;4924;4926
672,4,242,242;244;248;2590
673,8,58,58;84;252;254;264;304;338;340
674,4,6,6;180;372;378
675,3,998,998;1000;1004
676,1,44,44
677,7,6,6;14;804;826;862;866;872
678,6,2,2;318;1422;1424;1426;1440
679,2,6,6;8
680,9,16,16;2972;2976;4786;4866;4870;4872;4874;4876
681,4,144,144;146;148;150
682,9,8,8;72;78;126;128;132;444;476;498
683,6,2,2;9648;9654;9764;9766;9768
684,1,18,18
685,5,42,42;44;86;102;104
686,0,-1,
687,0,-1,
688,1,1716,1716
689,0,-1,
690,0,-1,
691,0,-1,
692,0,-1,
693,1,6,6
694,10,4,4;18;42;54;58;60;62;422;430;432
695,4,2,2;6;186;1716
696,0,-1,
697,5,2,2;4;7394;7398;7408
698,1,4,4
699,0,-1,
700,3,2,2;4;24
701,0,-1,
702,0,-1,
703,0,-1,
704,4,28,28;46;48;50
705,3,48,48;50;56
706,1,2,2
707,8,66,66;686;772;1808;1814;1820;4188;4644
708,1,2,2
709,3,22,22;24;26
710,8,4,4;14;16;18;20;22;24;32
711,1,10,10
712,1,2,2
713,1,2,2
714,0,-1,
715,4,6,6;10;18;1430
716,0,-1,
717,2,824,824;888
718,2,2,2;4
719,4,2,2;2042;2044;2046
720,9,74,74;2954;3050;3942;7430;8576;8664;8670;9180
721,1,2,2
722,3,2,2;368;374
723,0,-1,
724,4,4070,4070;4122;4136;5146
725,6,12,12;14;20;356;374;378
726,0,-1,
727,2,2,2;40
728,1,54,54
729,2,68,68;196
730,1,2,2
731,4,9918,9918;9968;9974;9976
732,2,2,2;22
733,1,2,2
734,0,-1,
735,0,-1,
736,3,6,6;8;14
737,1,2,2
738,10,1098,1098;1102;1104;1106;1114;1118;1130;1194;1264;1268
739,2,918,918;7794
740,2,4,4;100
741,2,2,2;4
742,0,-1,
743,2,2,2;4
744,3,8,8;20;22
745,4,60,60;408;410;888
746,2,214,214;242
747,2,34,34;36
748,1,2,2
749,14,196,196;202;206;208;210;212;214;2496;2520;2530;2532;2562;3840;3842
750,0,-1,
751,2,4,4;1598
752,5,2,2;56;66;68;2804
753,0,-1,
754,0,-1,
755,2,2,2;18
756,7,2,2;4;8;10;12;90;1458
757,4,2,2;4;8;100
758,20,34,34;64;72;76;88;92;94;96;318;418;420;448;450;452;2340;2342;2356;2364;2366;2368
759,2,2,2;4
760,2,2,2;4
761,1,2,2
762,3,466,466;468;912
763,0,-1,
764,0,-1,
765,1,346,346
766,5,2,2;120;132;178;180
767,12,78,78;84;86;88;90;530;558;808;818;1014;1018;1020
768,3,2,2;8;10
769,2,106,106;144
770,1,36,36
771,1,2,2
772,0,-1,
773,4,1898,1898;2996;5120;5142
774,0,-1,
775,0,-1,
776,4,8058,8058;8062;8064;8084
777,16,2,2;4;6;4360;6790;6792;6800;6802;6804;6990;6994;6996;6998;7054;8132;8140
778,0,-1,
779,1,40,40
780,3,7650,7650;7652;8424
781,0,-1,
782,2,2,2;4
783,7,2822,2822;2824;2872;6728;6730;7298;7314
784,2,962,962;964
785,1,2,2
786,0,-1,
787,4,2,2;18;20;26
788,11,7560,7560;7578;7580;7582;7588;7590;7592;7670;7672;7676;7678
789,0,-1,
790,0,-1,
791,1,2,2
792,1,2,2
793,2,2,2;156
794,2,942,942;5208
795,7,10,10;7178;7180;7216;7218;7506;7512
796,7,2,2;3332;4108;4224;4244;4262;4270
797,2,10,10;26
798,4,10,10;436;438;448
799,3,152,152;166;176
800,6,2,2;254;256;262;266;8824
801,5,2,2;10;162;900;902
802,2,2,2;18
803,4,8,8;10;96;682
804,1,2,2
805,1,2,2
806,6,52,52;2160;2162;2256;2258;2260
807,1,8,8
808,11,2,2;6;8;10;18;22;628;634;636;640;846
809,0,-1,
810,4,158,158;160;162;1224
811,0,-1,
812,2,10,10;12
813,2,8,8;666
814,6,16,16;18;20;22;30;32
815,1,52,52
816,0,-1,
817,6,2,2;88;280;672;682;834
818,2,2,2;384
819,0,-1,
820,4,2,2;10;12;78
821,0,-1,
822,3,1066,1066;1070;3916
823,1,2,2
824,11,6482,6482;6484;6666;6668;6674;6676;6694;6700;6702;6704;7576
825,0,-1,
826,0,-1,
827,0,-1,
828,0,-1,
829,4,4,4;6;8;10
830,3,176,176;182;746
831,6,2,2;6;266;268;270;276
832,5,8,8;10;16;950;952
833,2,10,10;38
834,2,40,40;42
835,1,2,2
836,2,12,12;446
837,2,346,346;350
838,1,4,4
839,7,2,2;6;8;10;850;852;856
840,6,2,2;334;1210;1214;1308;1384
841,5,4,4;82;84;104;114
842,0,-1,
843,1,180,180
844,5,2,2;4;18;20;36
845,0,-1,
846,0,-1,
847,4,8,8;548;550;1300
848,5,64,64;162;164;166;192
849,4,2,2;4;10;12
850,3,24,24;4944;4946
851,9,2,2;6;8;20;22;34;42;58;200
852,1,2,2
853,3,20,20;28;36
854,0,-1,
855,1,2,2
856,2,114,114;158
857,0,-1,
858,2,2,2;1206
859,1,2,2
860,2,1286,1286;1290
861,0,-1,
862,3,4,4;6;18
863,0,-1,
864,1,1950,1950
865,0,-1,
866,6,2,2;144;162;4224;4654;4656
867,3,2,2;982;1200
868,9,28,28;88;920;2120;2216;2220;2222;2266;2284
869,1,2,2
870,3,6,6;38;40
871,1,548,548
872,3,10,10;12;26
873,7,746,746;750;772;826;1636;1676;1678
874,0,-1,
875,0,-1,
876,7,4,4;12;14;3760;3762;3764;3766
877,0,-1,
878,0,-1,
879,0,-1,
880,3,26,26;28;32
881,3,4,4;6;2694
882,2,18,18;22
883,4,808,808;810;814;834
884,4,6,6;8;10;12
885,0,-1,
886,3,2,2;586;652
887,6,1112,1112;1114;1118;1120;1122;1124
888,6,6,6;40;42;44;98;110
889,0,-1,
890,0,-1,
891,0,-1,
892,0,-1,
893,1,2,2
894,2,12,12;14
895,7,80,80;82;84;96;8716;8730;8756
896,0,-1,
897,7,2,2;6;18;150;2554;2602;2610
898,7,12,12;140;178;182;198;200;2810
899,1,8,8
900,5,4848,4848;4862;5268;5306;5314
901,3,4,4;146;180
902,2,6,6;50
903,3,206,206;210;212
904,9,226,226;228;246;402;406;408;442;2974;3066
905,0,-1,
906,0,-1,
907,9,108,108;116;206;224;226;242;278;288;492
908,3,1552,1552;1554;1988
909,3,6,6;80;100
910,6,2,2;30;32;36;40;42
911,1,2,2
912,0,-1,
913,2,2,2;446
914,5,4,4;6;8;20;24
915,3,1182,1182;1312;1594
916,2,118,118;138
917,0,-1,
918,0,-1,
919,5,2,2;66;68;1912;1916
920,4,16,16;20;32;36
921,0,-1,
922,0,-1,
923,2,2,2;4
924,9,6,6;2452;2454;2456;2460;2462;2464;2490;2498
925,6,2,2;816;820;826;3826;5104
926,1,4,4
927,4,4,4;4356;4428;4430
928,1,2,2
929,1,2,2
930,0,-1,
931,0,-1,
932,5,12,12;14;22;72;5948
933,11,328,328;330;2060;2062;2286;2288;2292;2372;2446;2448;2450
934,6,2,2;52;1354;1366;1372;1374
935,1,12,12
936,0,-1,
937,5,2,2;6;8;38;40
938,0,-1,
939,5,306,306;474;482;5996;6510
940,0,-1,
941,2,60,60;100
942,8,78,78;166;750;798;3970;4296;4300;6028
943,3,10,10;12;816
944,0,-1,
945,1,2,2
946,1,38,38
947,0,-1,
948,1,8,8
949,4,94,94;102;118;158
950,0,-1,
951,1,2,2
952,1,2,2
953,1,2,2
954,2,4050,4050;6090
955,0,-1,
956,3,2,2;6;32
957,1,114,114
958,3,2,2;4;18
959,0,-1,
960,1,18,18
961,1,6,6
962,15,12,12;30;32;34;36;48;50;110;112;114;116;3800;3820;9964;9966
963,2,42,42;6878
964,2,6,6;9590
965,3,2,2;4;52
966,3,84,84;90;92
967,0,-1,
968,6,54,54;56;58;62;70;72
969,1,48,48
970,2,4712,4712;6202
971,8,16,16;1252;1254;2760;2772;2774;2806;2808
972,2,2,2;56
973,4,144,144;924;926;1274
974,0,-1,
975,3,8,8;16;106
976,1,2,2
977,0,-1,
978,0,-1,
979,3,30,30;40;1126
980,1,6,6
981,1,4,4
982,0,-1,
983,1,2,2
984,6,752,752;862;3098;3112;3114;3118
985,0,-1,
986,0,-1,
987,2,118,118;142
988,2,2302,2302;2312
989,5,88,88;90;92;284;392
990,2,144,144;150
991,0,-1,
992,6,50,50;52;64;66;68;76
993,3,2,2;214;2678
994,1,88,88
995,0,-1,
996,0,-1,
997,0,-1,
998,7,376,376;436;440;492;494;496;558
999,4,932,932;934;936;938
