walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
111,0,0,1,0,30,0,102,9,0,0,1,0,240,27,350,84
112,190,40,172,36,343,2,63,23,0,0,0,0,0,0,1,5
113,0,1,0,0,1,1,0,0,411,95,1,0,249,136,0,0
114,3,20,4,176,0,25,76,615,0,0,1,0,0,0,9,3
115,4,39,0,5,10,657,1,3,1,21,0,0,0,108,4,63
116,200,0,0,0,1,0,1,0,377,257,17,91,0,0,0,0
117,95,71,0,21,43,233,0,2,8,33,3,3,27,326,0,0
118,0,0,0,2,0,1,11,26,0,43,0,38,3,577,0,216
119,671,60,17,0,27,13,54,44,0,0,0,3,11,7,0,8
120,0,0,0,0,4,2,0,0,0,0,481,349,42,0,100,0
121,0,0,0,0,14,415,0,6,0,0,0,0,65,411,0,0
122,0,5,11,276,0,2,22,571,0,0,0,0,0,0,2,26
123,2,0,18,0,1,22,361,482,0,0,0,0,0,0,30,10
124,10,7,0,0,22,725,59,27,0,0,0,0,0,108,0,0
125,0,0,0,0,6,0,42,1,6,0,180,0,240,0,443,1
126,11,123,43,109,9,49,147,347,0,0,28,10,0,0,27,0
127,0,0,0,0,0,434,0,72,0,0,0,0,255,102,49,15
128,159,0,563,7,4,60,63,86,0,0,0,0,0,0,0,0
129,175,44,17,18,0,2,0,2,306,6,359,1,0,0,0,0
130,10,3,234,2,1,2,17,1,30,19,541,2,18,1,1,0
131,3,72,0,139,1,55,0,548,1,48,0,2,0,1,0,63
132,6,0,176,436,30,0,64,13,0,0,6,130,36,0,4,1
133,0,0,0,0,0,0,0,0,222,0,718,1,4,0,0,0
134,0,6,0,0,6,1,3,1,0,624,0,0,29,210,11,34
135,9,0,0,0,8,0,0,0,421,0,404,77,13,0,1,0
136,254,18,295,0,0,0,0,0,270,31,22,30,0,0,0,5
137,0,0,6,52,0,0,0,0,4,18,35,61,0,0,520,224
138,0,4,0,0,0,0,0,0,99,70,372,361,2,0,2,0
139,0,0,719,10,0,2,173,11,0,0,0,19,0,0,1,7
140,52,0,196,15,0,1,4,15,6,2,171,155,151,21,15,65
141,0,0,9,3,0,0,308,224,0,0,10,0,1,1,240,61
142,0,0,0,0,0,0,3,0,0,287,1,611,0,0,1,58
143,191,11,106,0,107,0,43,0,125,1,297,0,1,0,1,0
144,0,149,3,286,0,66,4,351,0,0,27,24,0,0,8,5
145,194,43,457,51,145,0,1,0,1,2,1,19,0,0,0,0
146,121,6,1,0,31,25,6,0,435,0,249,0,1,0,31,0
147,0,0,0,0,119,189,280,251,0,0,0,0,73,3,2,0
148,262,6,20,4,411,1,96,4,63,1,36,3,0,0,0,1
149,31,0,66,0,2,0,182,0,216,4,230,7,19,0,107,2
150,0,1,510,371,0,0,0,26,0,0,2,0,1,2,0,2
151,0,0,185,0,0,0,0,0,9,63,242,432,0,1,1,0
152,0,2,0,0,0,0,0,0,2,276,108,171,1,4,39,313
153,0,0,0,0,0,17,232,9,0,0,0,0,2,6,345,336
154,0,0,175,127,5,18,403,125,0,0,16,0,0,0,46,1
155,0,101,6,15,499,93,0,0,0,14,26,17,127,4,4,8
156,0,26,0,2,2,241,0,107,10,182,6,45,1,35,0,237
157,329,3,0,2,72,0,0,0,49,0,357,31,57,0,0,0
158,751,166,0,0,25,6,0,0,0,1,0,0,0,0,0,0
159,0,0,234,0,0,0,1,0,0,25,65,225,7,3,213,119
160,0,0,0,0,0,1,0,1,0,0,892,0,0,0,54,30
161,0,30,54,214,0,53,1,127,0,0,0,6,1,0,235,189
162,20,93,72,53,2,14,0,1,2,95,251,284,0,0,0,0
163,9,0,9,0,55,6,3,23,6,47,134,217,0,36,177,183
164,53,334,37,481,0,0,2,0,2,0,0,0,0,0,0,0
165,1,0,0,132,33,262,0,257,3,0,2,28,69,16,82,0
166,22,65,627,170,0,0,0,0,0,9,34,4,0,0,0,0
167,76,0,201,0,0,0,6,0,441,124,98,0,0,0,0,0
168,600,9,1,0,0,0,0,0,268,21,5,1,3,0,0,0
169,0,0,0,0,248,202,455,24,0,0,0,0,1,0,16,0
170,0,0,406,1,0,0,373,93,0,0,0,0,0,0,74,1
171,36,0,563,149,56,0,109,2,0,0,7,0,0,0,0,1
172,0,0,6,2,275,93,116,5,0,0,2,0,57,299,55,0
173,11,0,13,0,0,0,1,1,0,208,287,357,10,0,57,0
174,10,55,0,51,0,0,0,0,55,0,5,56,545,75,3,60
175,5,1,644,50,3,1,104,0,0,1,100,0,0,0,1,0
176,0,0,0,1,0,1,0,0,77,13,87,20,4,282,45,395
177,19,0,0,0,59,30,3,289,0,0,0,0,10,0,4,530
178,427,191,59,28,202,1,0,0,3,0,13,0,0,0,0,0
179,0,0,254,150,0,0,97,22,0,0,25,134,0,0,77,83
180,4,46,0,0,5,24,0,0,477,12,0,0,312,12,1,0
181,35,11,79,1,0,0,0,0,112,155,162,337,0,0,0,0
182,0,1,10,57,38,0,50,5,2,1,162,325,0,43,13,162
183,14,221,163,154,25,38,140,81,6,0,2,0,15,1,5,2
184,4,1,8,0,111,0,205,1,0,0,0,0,33,0,577,0
185,27,137,0,3,29,316,1,172,1,45,0,0,1,164,0,0
186,0,0,0,0,0,0,0,0,0,6,0,5,24,146,282,436
187,55,0,3,0,665,211,1,0,0,0,12,0,0,0,6,0
188,0,37,0,274,0,3,40,197,0,0,0,27,0,4,3,287
189,37,2,171,2,0,0,170,3,173,125,88,86,0,3,7,1
190,1,0,1,0,0,0,0,541,4,135,23,13,42,34,26,104
191,2,0,443,332,0,1,74,40,0,0,0,0,0,0,0,0
192,0,0,108,0,70,5,563,61,0,0,2,0,15,0,82,12
193,16,0,2,0,0,0,0,0,41,177,11,3,256,152,25,165
194,247,34,167,306,3,0,35,3,49,0,41,0,0,0,4,2
195,4,170,3,107,45,51,169,291,5,2,7,0,23,3,6,1
196,0,0,1,241,1,0,9,62,0,0,1,326,0,0,0,280
197,26,115,0,17,8,212,1,388,0,22,0,4,0,52,1,41
198,0,0,7,0,0,1,0,0,340,10,407,155,0,1,5,7
199,0,0,0,5,1,10,11,88,0,0,0,17,0,6,288,477
200,22,0,0,0,332,9,0,0,62,0,0,0,530,0,0,0
201,0,0,0,0,1,3,0,0,172,0,693,0,72,0,2,0
202,0,12,0,9,0,251,0,0,0,408,0,39,0,206,0,0
203,0,16,6,24,1,19,1,27,258,0,504,57,0,1,1,0
204,0,30,0,82,0,34,0,52,1,237,0,119,0,98,0,210
205,0,344,0,0,65,349,0,0,0,0,0,0,34,141,1,0
206,0,0,50,113,0,0,0,0,100,34,311,293,0,0,0,2
207,0,0,0,97,0,10,0,7,0,69,0,644,0,18,0,64
208,0,0,2,0,0,0,0,0,259,1,13,0,118,62,267,212
209,0,0,9,0,76,5,48,11,1,0,110,1,247,24,279,46
210,536,33,2,1,80,33,53,0,157,4,0,0,10,13,0,0
211,0,87,0,3,0,69,0,0,0,220,0,0,0,563,0,0
212,11,0,108,0,163,0,385,0,10,0,1,0,14,0,197,15
213,55,601,2,27,4,0,28,15,77,111,0,23,1,0,0,0
214,0,0,1,0,0,0,0,0,789,0,3,0,164,0,1,0
215,8,32,8,169,9,201,0,54,0,0,0,360,0,18,4,17
216,0,111,75,482,0,1,5,98,0,2,0,51,0,0,8,66
217,27,19,0,69,0,35,0,150,2,58,1,13,0,30,47,411
218,12,31,0,0,15,42,8,0,0,7,0,0,41,32,713,18
219,0,0,0,0,1,7,0,5,0,0,473,0,111,6,101,242
220,0,1,0,0,0,0,0,0,111,726,4,1,1,124,0,0
221,18,0,35,0,1,0,0,0,599,0,277,1,14,0,0,0
222,19,2,749,67,0,0,10,14,1,0,61,0,0,0,0,0
223,29,2,234,1,71,28,8,8,23,0,320,12,0,1,141,35
224,0,0,3,36,82,213,20,202,0,0,1,2,30,46,23,209
225,0,0,102,16,0,0,187,0,41,0,56,0,0,0,491,26
226,455,0,100,259,78,0,10,2,8,3,7,0,0,1,5,0
227,161,0,0,0,444,0,314,1,0,0,0,0,3,12,7,10
228,0,28,1,68,11,34,6,3,221,319,0,20,33,88,0,9
229,0,0,385,1,0,0,409,3,1,0,70,5,0,0,51,0
230,4,0,14,37,507,12,257,42,3,0,0,0,32,1,0,0
231,97,0,317,0,127,1,49,0,5,0,263,0,0,0,25,0
232,1,0,0,1,15,2,2,1,1,0,0,1,38,789,4,97
233,50,102,0,3,330,0,72,0,44,144,0,1,50,1,98,0
234,0,15,10,0,496,284,8,0,1,1,0,0,33,73,5,11
235,0,0,0,2,0,0,0,0,96,847,0,0,0,0,0,0
236,0,0,3,209,0,1,0,8,0,6,55,598,1,0,1,56
237,7,103,0,0,1,13,0,0,3,835,0,0,11,1,0,0
238,2,3,0,0,50,11,0,0,19,643,13,0,27,111,1,20
239,0,328,196,283,0,4,0,56,0,1,0,30,0,9,0,0
240,0,32,0,136,0,66,0,575,0,11,0,77,0,13,0,21
241,258,0,75,0,95,0,238,0,51,0,8,8,107,1,14,15
242,181,4,112,0,103,6,458,38,0,0,0,0,0,0,0,0
243,38,20,0,9,20,10,150,147,1,29,18,15,25,89,143,122
244,11,56,0,9,19,61,0,3,3,104,1,7,93,494,1,23
245,0,4,0,0,0,68,0,0,1,14,0,0,0,831,0,43
246,0,0,0,1,0,0,0,0,0,0,1,207,43,0,36,677
247,0,0,0,0,0,0,0,0,5,4,3,12,0,677,57,212
248,61,544,0,93,8,45,4,66,15,8,0,7,10,2,8,8
249,0,0,2,1,0,0,393,0,0,0,21,5,0,0,483,4
250,0,0,0,0,382,5,573,0,1,1,0,1,0,1,0,0
251,11,0,75,401,0,0,29,329,35,7,0,0,1,0,0,0
252,60,0,0,0,42,0,5,2,424,100,30,0,151,0,56,0
253,0,23,0,409,0,5,0,12,1,12,36,377,0,0,0,30
254,0,0,0,50,0,18,13,101,37,16,58,47,69,190,164,96
255,0,19,225,150,0,33,37,20,1,2,3,217,2,5,89,115
256,493,0,13,3,111,152,0,7,32,0,14,1,27,66,14,0
257,4,1,2,49,149,210,171,314,0,0,0,0,1,0,0,0
258,4,0,17,0,13,0,14,0,0,0,25,0,358,218,280,0
259,0,226,0,0,0,7,0,0,2,442,0,0,2,279,0,0
260,18,0,8,0,0,0,0,0,168,2,717,2,3,8,0,0
261,1,0,0,0,477,112,6,0,0,0,0,0,240,78,0,0
262,0,0,0,18,0,51,18,360,0,0,0,97,0,76,0,262
263,0,32,0,13,27,592,152,109,0,0,0,1,0,0,0,0
264,0,20,380,385,2,0,15,99,0,0,0,0,6,1,9,17
265,28,2,0,0,122,0,0,0,77,113,0,27,464,63,0,9
266,0,0,155,0,1,0,24,0,0,0,659,0,0,0,104,0
267,15,0,3,0,10,0,0,0,579,20,294,0,2,0,1,0
268,19,0,0,0,319,71,0,1,0,0,0,0,183,315,5,1
269,56,4,201,36,119,148,175,84,1,0,11,0,0,15,0,0
270,133,177,12,419,48,0,30,93,2,0,3,1,1,0,4,0
271,2,0,0,0,15,2,5,8,371,19,0,1,409,23,42,7
272,0,0,0,0,315,313,36,110,0,14,0,1,20,67,28,7
273,0,0,43,0,87,30,494,99,0,0,0,0,73,0,58,0
274,1,0,0,0,0,0,1,0,55,2,1,57,30,0,312,481
275,94,0,0,0,502,1,2,0,173,1,0,0,157,1,0,0
276,44,24,28,0,372,385,5,0,0,4,0,0,0,14,0,0
277,33,22,0,0,93,392,0,0,0,25,1,0,5,316,8,0
278,6,0,96,0,13,12,3,83,0,0,529,29,1,78,21,67
279,0,422,0,1,19,350,5,0,0,144,0,0,2,2,0,0
280,0,0,0,0,0,0,0,0,23,92,28,48,1,29,304,379
281,153,108,58,52,14,335,0,108,0,0,0,2,0,51,0,7
282,57,800,0,2,0,0,0,0,29,45,12,5,0,5,0,0
283,283,245,0,1,0,9,0,0,245,46,0,0,98,2,0,0
284,93,0,0,0,888,0,3,0,1,0,0,0,5,0,0,0
285,18,10,1,0,228,106,8,528,0,0,0,0,1,11,3,8
286,0,0,1,0,4,1,192,106,4,0,12,0,11,1,511,55
287,10,0,0,1,51,82,0,1,2,1,1,0,463,330,1,0
288,0,3,0,1,0,25,0,23,49,118,2,31,8,611,1,37
289,1,0,0,0,16,14,2,0,120,68,256,112,51,158,4,65
290,53,0,95,0,130,0,597,0,6,0,32,9,0,0,11,2
291,1,6,1,5,323,20,51,286,0,0,0,0,47,144,0,34
292,0,3,7,46,0,0,0,0,259,419,5,193,0,0,0,0
293,0,0,0,180,0,3,0,296,0,0,0,254,0,46,0,133
294,0,0,0,0,0,0,0,0,522,408,0,0,24,0,2,0
295,30,104,4,0,1,0,0,0,162,595,9,9,0,0,0,0
296,3,2,288,6,0,0,76,7,8,28,414,50,0,1,7,12
297,1,65,0,2,0,6,0,0,71,740,0,9,2,22,0,0
298,0,13,3,44,0,1,4,5,0,39,0,847,0,0,0,0
299,0,0,0,4,0,0,0,27,2,143,26,604,0,22,0,72
300,1,22,0,18,0,539,0,161,0,4,0,1,0,79,0,88
301,0,0,29,21,0,0,0,0,2,0,288,63,1,10,510,5
302,0,3,0,0,42,2,12,0,149,2,0,1,340,4,388,0
303,164,30,0,0,556,11,95,12,0,0,0,0,0,15,0,7
304,0,0,160,682,0,1,1,60,0,0,11,23,0,0,0,1
305,0,43,0,0,0,33,0,1,97,99,0,0,267,341,0,1
306,7,1,0,0,18,2,1,0,57,3,8,1,418,164,124,116
307,0,7,0,2,0,0,0,12,0,585,0,182,0,42,0,105
308,416,0,377,0,91,71,7,0,0,0,0,0,0,0,1,0
309,414,163,0,3,61,289,0,4,0,0,0,0,0,1,0,1
310,0,318,242,83,0,128,10,54,0,0,0,13,0,1,7,35
311,0,0,0,0,0,0,0,40,0,28,0,8,29,375,1,437
312,4,0,208,147,22,4,82,183,1,0,26,33,3,0,66,36
313,11,10,1,89,4,12,611,187,0,0,1,0,1,1,0,0
314,0,38,1,11,0,20,14,1,0,3,5,189,0,0,282,350
315,79,0,1,0,56,2,44,0,317,420,0,0,7,0,3,0
316,697,0,0,17,58,0,0,0,21,32,2,68,26,3,7,0
317,92,0,0,0,77,0,1,21,322,0,0,4,314,1,5,53
318,0,77,0,0,122,38,0,0,30,62,0,0,525,36,0,0
319,463,191,0,0,63,161,0,0,9,0,0,0,54,2,0,0
320,0,0,1,0,64,25,32,5,40,0,3,0,328,14,383,2
321,79,0,7,0,191,2,3,0,411,0,0,0,128,0,73,0
322,259,245,32,86,1,0,1,0,4,36,0,276,0,0,1,0
323,0,35,2,38,0,255,58,136,0,0,46,65,0,1,14,249
324,22,5,1,2,3,1,0,1,623,267,0,0,13,1,0,0
325,113,500,23,227,2,10,12,2,14,1,5,4,0,0,0,0
326,0,49,0,5,59,11,215,4,0,299,0,0,86,181,0,0
327,7,0,1,0,47,8,2,48,137,52,87,0,367,109,5,2
328,78,214,0,11,0,8,0,0,0,31,0,482,0,0,0,93
329,364,180,0,2,0,0,0,14,96,106,0,11,0,52,1,114
330,2,0,9,0,36,0,103,0,2,22,83,244,49,0,278,20
331,0,0,1,1,0,28,48,266,0,0,17,1,9,123,386,5
332,0,0,355,0,0,5,579,21,0,0,0,0,0,0,1,3
333,11,14,0,0,0,0,0,0,191,331,8,17,17,312,1,3
334,4,5,85,82,0,1,0,0,0,239,1,284,1,71,0,143
335,200,2,0,0,35,14,6,0,477,14,46,1,7,44,12,13
336,5,0,0,0,529,104,0,0,0,0,0,0,194,120,1,0
337,1,37,0,4,0,461,0,31,0,98,0,0,2,299,0,0
338,0,0,0,57,0,114,0,409,0,0,0,311,0,0,0,60
339,0,0,0,0,230,16,71,11,0,0,0,0,10,2,313,255
340,84,1,9,0,65,3,0,0,101,8,5,0,645,3,0,0
341,0,1,0,1,0,55,0,30,0,1,1,49,0,8,0,819
342,0,0,0,0,0,0,0,0,0,450,3,1,81,96,155,121
343,19,0,0,0,57,0,0,0,134,11,0,0,737,1,0,0
344,1,0,70,43,3,2,460,323,0,0,0,0,0,0,0,0
345,4,2,464,21,1,2,103,16,5,0,165,0,0,0,102,2
346,24,0,16,5,102,27,58,0,32,107,25,1,33,101,78,278
347,1,0,116,9,166,0,71,4,0,0,0,12,506,10,2,16
348,1,56,5,5,176,288,18,4,36,41,9,3,85,73,16,6
349,0,0,30,0,0,8,742,53,0,0,6,2,0,0,96,0
350,0,0,9,0,0,0,0,0,176,0,27,0,2,0,745,0
351,0,0,0,0,0,0,1,65,0,0,0,0,364,1,272,222
352,0,0,0,0,669,126,0,0,24,19,0,0,115,0,0,0
353,0,0,8,0,55,0,170,1,0,0,76,18,224,0,318,21
354,0,0,35,2,0,13,169,0,0,4,288,10,5,11,244,81
355,1,0,0,0,0,0,0,0,398,530,0,2,0,0,0,0
356,370,18,31,10,47,1,23,0,259,11,2,3,105,0,12,5
357,0,0,440,78,0,0,151,0,2,0,132,0,18,0,76,0
358,18,22,40,39,0,2,0,786,0,0,0,0,0,0,0,53
359,0,0,0,0,24,2,546,162,0,0,0,0,22,0,83,60
360,10,5,2,27,0,0,0,0,58,184,7,195,11,356,0,32
361,21,0,97,0,12,0,81,0,25,0,1,0,455,1,200,4
362,0,0,0,0,3,1,89,831,0,0,0,0,0,0,0,16
363,13,81,267,31,1,14,228,50,0,18,0,2,0,59,4,97
364,0,0,0,0,1,0,152,0,49,0,388,16,3,0,325,0
365,32,0,5,0,1,0,8,0,66,581,0,12,114,0,115,0
366,18,0,62,7,401,39,365,23,1,0,0,1,9,0,1,1
367,0,8,0,19,0,0,589,307,0,0,0,0,0,0,0,0
368,0,0,0,0,59,0,5,0,57,0,0,0,555,0,238,0
369,2,3,66,473,2,3,3,119,1,1,103,55,3,1,7,18
370,0,0,0,0,0,144,0,0,14,5,1,2,239,539,10,7
371,270,2,186,0,405,0,1,0,33,0,0,0,15,0,0,0
372,0,0,0,0,0,0,0,0,5,0,0,0,587,71,271,14
373,380,129,8,8,281,0,0,1,0,0,0,0,56,28,6,15
374,0,0,4,0,4,5,7,0,0,0,15,3,550,182,49,73
375,0,2,0,1,0,0,0,153,0,0,0,68,0,12,0,710
376,0,0,0,9,0,0,0,0,0,3,344,290,0,1,8,244
377,0,2,0,1,0,0,2,2,117,0,18,2,399,0,306,34
378,414,6,374,0,46,0,84,0,4,0,17,0,3,0,13,0
379,80,0,134,6,0,6,9,2,88,0,544,22,0,0,0,0
380,0,0,14,162,0,0,0,2,0,1,78,649,0,0,0,43
381,0,0,0,30,0,0,0,55,150,39,1,38,252,98,20,183
382,1,305,0,50,0,0,1,0,0,481,1,53,0,21,0,0
383,0,3,98,31,0,0,297,61,0,5,21,130,0,10,63,191
384,0,1,0,0,0,9,2,114,1,1,0,0,1,150,1,638
385,0,0,16,0,294,6,481,93,0,0,0,3,3,4,5,3
386,64,0,0,1,64,0,9,0,50,61,0,0,137,524,0,0
387,0,0,12,0,2,0,50,0,130,324,18,129,45,28,93,72
388,148,69,12,17,0,0,0,0,105,606,2,1,0,0,4,0
389,0,0,3,0,0,0,1,0,34,91,447,257,18,1,64,3
390,451,171,0,0,93,65,0,0,16,0,0,0,139,0,0,0
391,19,40,6,22,482,234,21,2,0,33,0,6,0,9,0,0
392,3,3,0,0,1,0,0,0,121,85,0,3,240,196,98,109
393,6,73,0,103,0,0,0,0,0,245,0,5,13,484,0,0
394,1,1,0,0,1,0,0,0,971,4,3,0,1,0,0,0
395,15,0,0,0,728,0,0,0,11,0,1,0,159,0,2,0
396,1,0,0,0,65,34,166,87,4,1,0,0,83,23,428,0
397,0,0,0,0,564,21,295,9,0,0,0,0,8,11,19,0
398,47,55,0,0,0,0,1,0,398,411,4,0,2,0,0,0
399,0,0,14,859,8,7,23,45,0,0,0,0,0,1,1,7
400,671,48,0,0,2,0,0,0,52,156,0,0,0,0,0,0
401,17,0,13,28,12,1,54,6,2,0,1,286,0,0,24,468
402,0,0,0,0,0,23,1,0,70,20,0,0,254,241,320,19
403,0,1,0,1,0,0,0,0,17,44,355,408,16,29,5,9
404,0,0,0,0,0,0,0,1,126,75,0,0,225,103,249,95
405,0,0,0,0,2,0,1,0,0,0,795,155,0,0,9,0
406,0,0,0,0,0,0,0,1,327,540,0,5,0,27,19,14
