walk,l1,l2,x0,x1,x2,x3
64,42,23.579652,10,-2,-14,-16
65,70,40.938979,-30,-26,8,-6
66,48,25.612497,-14,18,-6,-10
67,26,16.370706,2,-2,14,8
68,40,20.199010,-8,10,-10,12
69,28,15.231546,-8,10,-8,2
70,30,20.688161,-10,2,0,-18
71,22,11.832160,-8,-6,-2,6
72,20,14.696938,0,-4,14,2
73,28,17.204651,-12,-2,-2,12
74,40,22.090722,8,-18,-8,6
75,38,21.071308,14,2,12,10
76,64,32.863353,-20,-10,-16,-18
77,42,22.715633,4,16,10,12
78,30,17.776389,-10,4,14,2
79,28,19.798990,-18,0,8,2
80,34,21.260292,-8,18,8,0
81,56,30.594117,-10,-14,-8,-24
82,24,14.142136,4,-2,-12,6
83,20,10.954451,2,8,4,-6
84,12,6.324555,2,-4,-4,2
85,26,17.320508,6,-2,2,16
86,48,24.166092,-14,12,10,12
87,62,31.811947,-16,-20,-10,-16
88,38,22.538855,-2,12,-18,6
89,26,14.832397,2,-10,-4,10
90,58,34.351128,-6,10,12,-30
91,36,18.110770,10,-8,-8,-10
92,22,15.099669,4,-4,0,-14
93,34,20.493902,-16,2,-12,-4
94,12,7.483315,6,0,4,-2
95,26,14.832397,6,2,6,12
96,46,24.576411,6,12,18,-10
97,28,20.976177,-6,0,-20,-2
98,24,13.564660,8,-4,2,-10
99,34,19.899749,10,0,-10,14
100,36,21.354157,-14,0,-8,-14
101,48,26.381812,-6,20,8,-14
102,10,6.633250,-2,2,-6,0
103,34,20.297783,2,4,-14,14
104,40,24.166092,-14,8,0,-18
105,40,20.784610,6,10,-14,-10
106,20,10.954451,-4,6,-2,-8
107,26,15.874508,-6,2,14,-4
108,68,35.888717,-8,-22,16,-22
109,16,9.380832,4,0,-6,-6
110,42,24.248711,14,-18,2,8
111,26,14.282857,-6,-8,10,-2
112,18,14.282857,0,-2,2,-14
113,54,28.495614,18,-16,14,-6
114,54,30.919250,6,-20,-6,-22
115,48,25.139610,-16,12,-14,6
116,24,13.564660,2,-8,-4,10
117,18,11.489125,10,0,4,4
118,20,10.583005,-4,-8,4,4
119,24,16.733201,2,-4,16,-2
120,26,18.000000,8,-16,0,-2
121,28,16.733201,12,6,10,0
122,38,21.447611,10,-10,2,16
123,14,10.392305,-10,0,-2,2
124,12,7.483315,-2,0,-6,-4
125,22,13.416408,-4,-2,-4,12
126,42,24.899799,-16,18,6,-2
127,32,17.663522,14,-4,-6,-8
128,52,34.292856,-30,2,-16,-4
129,20,13.266499,12,4,0,4
130,58,33.645208,14,2,26,-16
131,26,16.370706,-14,-6,6,0
132,24,15.491933,2,-14,6,-2
133,20,12.961481,-8,0,-2,-10
134,24,13.564660,-2,-8,4,10
135,30,17.776389,-10,14,-2,4
136,6,4.472136,0,-4,2,0
137,34,17.320508,-8,-10,-6,-10
138,26,14.000000,10,-4,8,-4
139,8,6.324555,-6,2,0,0
140,22,12.489996,-2,-6,4,-10
141,32,21.354157,-4,-2,6,-20
142,30,17.088007,-8,-4,4,14
143,28,17.204651,-12,-2,-2,-12
144,18,10.770330,-6,4,0,8
145,12,8.485281,-2,2,0,-8
146,28,26.076810,-2,0,26,0
147,32,20.784610,10,-2,2,-18
148,30,19.899749,14,-14,0,2
149,38,19.899749,6,-8,-14,10
150,28,15.491933,2,6,-10,10
151,24,14.142136,-12,-4,2,6
152,30,20.099751,-4,8,0,-18
153,56,32.372828,6,-20,6,-24
154,42,26.758176,0,-22,14,6
155,24,14.696938,12,2,-2,8
156,42,23.916521,-12,-10,18,2
157,20,11.661904,2,-8,8,2
158,48,26.981475,-22,-12,-6,-8
159,32,18.761663,-4,-16,4,8
160,38,21.260292,12,4,-16,6
161,48,30.854497,2,10,8,-28
162,42,26.000000,-20,-16,2,4
163,14,7.745967,-2,-4,6,2
164,20,10.954451,-6,-2,-4,-8
165,16,8.944272,-2,2,6,-6
166,24,13.266499,-2,6,6,-10
167,22,13.114877,2,2,10,8
168,24,20.396078,-4,0,0,20
169,34,21.817424,-20,-6,2,6
170,30,21.071308,2,-20,6,2
171,22,15.099669,0,4,14,4
172,24,16.248077,-8,2,14,0
173,22,13.711309,12,6,-2,2
174,32,18.973666,2,-6,8,-16
175,38,21.447611,-14,2,-8,-14
176,46,27.640550,-6,-20,-18,2
177,50,27.640550,-4,-18,-18,-10
178,38,21.260292,-6,12,-4,16
179,42,21.260292,-8,12,-10,-12
180,70,40.841156,-22,4,32,12
181,18,11.135529,4,2,10,-2
182,28,15.231546,-8,-8,10,2
183,40,24.819347,20,2,4,-14
184,26,14.832397,6,-12,2,6
185,46,28.071338,20,0,-18,-8
186,34,19.287302,4,4,14,12
187,22,12.165525,-2,-8,4,-8
188,48,29.529646,26,12,-6,4
189,28,14.696938,10,8,-4,-6
190,38,22.360680,10,16,0,-12
191,30,17.088007,4,-4,-14,8
192,24,16.248077,0,2,-14,-8
193,26,14.832397,-6,-6,-2,12
194,48,26.683328,-20,-10,4,-14
195,16,10.583005,-10,-2,-2,2
196,58,30.789609,16,-12,-8,-22
197,34,18.654758,12,-2,10,-10
198,40,20.591260,10,8,8,14
199,16,10.954451,0,10,-4,-2
200,48,26.076810,12,20,10,6
201,36,20.591260,-16,10,-2,-8
202,16,9.380832,-4,-6,-6,0
203,28,16.492423,-6,6,-14,2
204,28,16.248077,4,14,-4,-6
205,26,15.362291,10,6,0,10
206,46,27.640550,2,20,-18,6
207,48,27.129320,-20,4,-16,-8
208,18,11.832160,0,10,-6,2
209,36,21.354157,-18,8,-8,-2
210,46,30.659419,2,16,-26,2
211,32,17.204651,-4,10,-12,6
212,50,26.907248,14,-8,8,20
213,34,18.654758,-4,-14,-10,-6
214,16,10.198039,0,2,-6,-8
215,10,7.211103,0,4,0,6
216,70,37.469988,-12,-22,10,26
217,24,14.696938,-6,-6,0,-12
218,24,17.204651,-2,-6,0,-16
219,24,13.564660,-10,2,8,4
220,56,33.823069,-2,8,26,20
221,34,17.776389,10,12,6,-6
222,48,30.594117,10,-6,-28,4
223,18,10.770330,4,0,-8,-6
224,18,9.165151,6,4,-4,4
225,8,4.898979,0,-4,-2,-2
226,56,32.741411,22,10,2,22
227,62,32.062439,-22,12,12,16
228,52,27.568098,16,18,12,6
229,44,24.819347,-12,-2,-18,12
230,30,18.439089,-4,-8,-16,2
231,30,17.776389,14,10,4,-2
232,24,13.564660,-2,4,-8,-10
233,28,15.231546,2,8,-10,-8
234,20,13.564660,-6,12,2,0
235,24,15.491933,-6,14,2,-2
236,28,17.663522,4,16,-6,2
237,42,26.305893,0,12,22,8
238,28,16.248077,-8,10,10,0
239,42,24.899799,18,-2,16,6
240,48,27.856777,20,4,6,-18
241,34,18.000000,10,-8,-4,12
242,32,19.390719,-10,4,2,-16
243,40,20.591260,8,8,10,14
244,32,18.330303,10,-2,-6,14
245,26,15.874508,6,-2,-14,4
246,54,28.635642,-16,20,8,10
247,56,31.112698,6,16,-24,-10
248,16,12.328828,-12,2,0,2
249,14,7.745967,2,6,-4,-2
250,18,10.770330,6,-8,4,0
251,46,25.534291,6,-16,-6,18
252,34,25.377155,0,24,-8,-2
253,12,6.324555,-4,2,-2,4
254,24,14.696938,2,8,12,-2
255,22,16.613248,-4,16,-2,0
256,32,17.663522,-4,-14,-6,-8
257,62,31.811947,16,10,20,-16
258,42,22.891046,16,6,-6,14
259,32,20.976177,-18,0,-10,-4
260,36,21.540659,16,0,8,-12
261,40,26.532998,-24,8,8,0
262,40,24.979992,-6,-2,-10,22
263,14,8.246211,-4,-4,0,6
264,20,12.000000,2,-6,10,-2
265,32,20.591260,0,6,8,-18
266,36,24.494897,22,-10,0,4
267,22,11.489125,-6,-4,-8,-4
268,40,25.768197,6,24,4,-6
269,38,19.493589,12,-6,-10,-10
270,22,14.560220,-12,2,-8,0
271,46,28.913665,0,-24,-14,8
272,32,18.110770,14,-4,10,-4
273,38,19.287302,-8,10,8,12
274,28,15.231546,6,-4,6,-12
275,50,29.461840,8,-8,-8,26
276,44,25.455844,16,-14,-14,0
277,38,23.237900,18,-4,14,2
278,18,9.591663,4,6,2,-6
279,44,24.166092,-6,-16,16,6
280,36,24.494897,4,-22,0,-10
281,28,15.231546,10,-8,2,-8
282,34,20.688161,-6,14,0,14
283,18,9.591663,2,6,-6,4
284,26,16.613248,-14,0,4,8
285,54,29.461840,22,-16,-8,8
286,30,16.124515,-12,-4,8,6
287,38,26.153394,2,10,24,2
288,30,17.776389,4,-14,2,-10
289,28,16.733201,-12,6,0,10
290,46,27.640550,-2,18,6,20
291,16,8.944272,-6,2,6,2
292,54,27.349589,10,14,-16,-14
293,14,8.246211,6,-4,0,4
294,24,12.328828,8,-6,6,-4
295,28,14.696938,8,10,6,4
296,28,20.591260,4,2,-20,-2
297,26,16.613248,4,0,-8,14
298,30,16.613248,10,-4,4,-12
299,28,15.748016,-6,-12,8,-2
300,58,34.000000,10,-4,-28,-16
301,18,12.806248,0,-10,-8,0
302,36,20.976177,-8,-6,4,18
303,16,8.944272,2,-6,2,6
304,12,6.928203,-4,4,0,4
305,56,29.529646,-16,18,-16,6
306,26,15.620499,12,6,8,0
307,16,8.944272,-2,6,6,-2
308,26,14.832397,-6,2,-12,6
309,44,29.529646,4,-6,6,28
310,38,24.576411,2,-4,-10,22
311,52,28.142495,10,-12,-22,-8
312,62,34.000000,22,20,4,-16
313,38,21.633308,-12,8,-2,16
314,20,11.661904,-2,4,-10,-4
315,24,14.142136,0,-10,-8,6
316,42,29.461840,-28,-2,8,4
317,30,17.088007,-4,4,-8,-14
318,32,18.973666,-2,14,12,-4
319,80,43.266615,26,-30,-14,-10
320,48,26.381812,14,6,8,-20
321,44,24.494897,-6,8,-10,20
322,34,19.493589,-14,-12,-6,-2
323,18,10.000000,2,-4,8,4
324,80,41.279535,18,20,28,14
325,26,17.320508,-2,-14,0,-10
326,28,17.663522,-4,-6,16,-2
327,42,24.083189,4,8,10,-20
328,40,24.819347,-20,2,14,4
329,44,23.664319,-10,-6,18,10
330,26,16.370706,-6,0,14,6
331,30,22.891046,-22,-2,0,-6
332,24,13.564660,10,-2,8,-4
333,42,23.916521,-10,12,-2,-18
334,12,7.483315,-6,-2,0,-4
335,30,17.549929,-8,12,-10,0
336,46,23.409400,-12,-14,-12,8
337,48,24.657656,12,12,16,-8
338,28,16.733201,12,6,0,-10
339,18,11.489125,0,-8,8,2
340,20,12.961481,-8,-10,2,0
341,48,30.594117,-10,-6,-4,-28
342,38,20.493902,-4,-14,12,8
343,26,15.874508,-4,-6,14,2
344,46,26.457513,-2,-20,10,-14
345,46,27.640550,-18,2,-6,20
346,14,10.000000,6,0,0,-8
347,20,10.583005,-8,-4,4,-4
348,26,18.867962,4,-4,0,18
349,14,7.745967,2,2,-4,6
350,26,15.874508,10,2,12,-2
351,48,29.529646,12,26,6,4
352,24,18.547237,4,0,18,2
353,30,16.124515,-4,-6,-8,12
354,16,14.142136,-14,-2,0,0
355,20,12.000000,4,0,-8,-8
356,20,10.954451,-6,8,4,2
357,60,34.756294,-6,18,-28,-8
358,56,29.529646,12,-10,12,-22
359,36,19.798990,-6,-14,-4,12
360,36,20.784610,14,14,2,6
361,26,14.832397,-10,2,-10,4
362,40,23.832751,10,8,2,-20
363,56,29.799329,20,-14,-16,-6
364,34,17.320508,-10,6,-10,-8
365,44,26.981475,10,4,-24,-6
366,36,20.976177,14,10,12,0
367,30,16.852300,12,-2,-10,6
368,30,20.099751,-4,-8,18,0
369,40,21.725561,10,-16,-4,10
370,34,17.776389,-10,-12,-6,6
371,26,14.560220,12,4,6,4
372,30,18.439089,16,-8,4,-2
373,48,25.922963,12,20,-8,8
374,28,19.183326,6,-2,-18,2
375,56,34.058773,-12,4,10,-30
376,34,17.320508,10,8,-6,10
377,14,10.392305,-10,-2,-2,0
378,42,27.928480,26,8,2,-6
379,26,14.282857,-6,10,8,2
380,26,14.282857,2,8,-10,6
381,50,28.774989,12,-22,14,2
382,60,37.629775,12,4,10,-34
383,32,16.970563,8,-12,-8,-4
384,50,27.640550,10,18,18,-4
385,34,20.880613,-6,0,-12,-16
386,32,20.199010,-12,2,2,-16
387,4,2.828427,0,-2,-2,0
388,50,25.534291,-14,-8,14,-14
389,24,12.649111,4,-8,4,8
390,24,13.266499,10,2,-6,-6
391,32,16.248077,6,-8,-10,-8
392,22,13.416408,-4,-4,12,2
393,24,15.231546,4,14,-4,-2
394,48,27.422618,-14,22,6,6
395,50,26.153394,10,18,-14,8
396,34,21.447611,6,-10,18,0
397,14,7.745967,-4,-6,2,-2
398,34,24.248711,-10,0,-22,2
399,22,11.489125,8,-4,4,6
400,52,28.982753,-8,-10,-10,24
401,16,10.198039,8,0,2,6
402,30,15.362291,8,6,10,-6
403,44,26.832816,-8,-20,0,16
404,22,13.711309,-6,2,12,-2
405,20,13.564660,12,0,6,-2
406,48,26.532998,-12,-20,-4,12
407,24,14.142136,-8,10,6,0
408,34,23.579652,0,-6,-22,-6
409,24,13.564660,10,-8,-4,-2
410,32,17.204651,-10,-12,4,6
411,40,20.199010,10,-8,12,-10
412,24,13.266499,6,-6,-10,2
413,32,18.973666,-14,2,4,-12
414,28,14.696938,-6,-8,10,-4
415,28,14.142136,8,6,-6,-8
416,44,23.832751,-6,18,12,-8
417,8,4.898979,-4,2,0,2
418,34,18.654758,10,-6,-4,-14
419,34,19.287302,6,-4,-8,16
420,26,16.124515,0,-10,-4,-12
421,40,27.129320,0,-24,-4,12
422,24,14.142136,-6,-10,8,0
423,26,13.114877,-6,6,6,8
424,42,22.715633,-4,16,10,-12
425,46,27.202941,12,0,-14,20
426,26,15.362291,0,-6,10,-10
427,18,9.165151,-4,-6,4,4
428,22,12.489996,6,4,10,-2
429,24,15.748016,10,2,0,-12
430,48,29.799329,2,-8,-26,-12
431,38,21.447611,-8,-6,6,18
432,22,11.832160,6,6,2,-8
433,20,10.954451,-4,-8,-2,-6
434,30,15.362291,6,8,-6,-10
435,52,26.981475,-18,8,12,-14
436,50,33.763886,4,-32,6,8
437,30,17.088007,14,-8,-4,-4
438,34,17.776389,-10,-6,6,12
439,14,9.165151,8,4,2,0
440,44,26.981475,-10,0,22,12
441,38,20.880613,10,8,-16,4
442,40,23.323808,16,-12,0,-12
443,26,18.000000,0,-8,-2,-16
444,34,24.083189,0,0,-18,16
445,18,9.591663,6,4,-6,2
446,16,9.380832,0,-6,4,-6
447,14,8.246211,-4,0,-6,4
448,60,35.888717,28,2,-10,-20
449,26,16.124515,-12,-4,0,10
450,36,22.803509,-20,-4,10,2
451,22,15.099669,-4,14,0,4
452,16,10.198039,-2,0,8,-6
453,20,11.661904,-2,-10,-4,4
454,20,10.198039,6,-6,4,-4
455,12,8.944272,0,-8,0,4
456,32,21.354157,-6,4,2,-20
457,20,14.422205,2,14,-2,-2
458,38,23.065125,8,-8,-20,2
459,34,17.549929,-12,8,8,-6
460,16,9.380832,-8,2,2,-4
461,32,17.204651,-10,12,-6,-4
462,24,13.564660,-2,8,10,4
463,44,25.455844,14,-14,-16,0
464,32,18.547237,12,10,0,10
465,18,10.770330,6,0,4,8
466,40,22.090722,6,8,18,8
467,28,14.696938,8,6,-4,10
468,54,27.055499,-14,14,-12,-14
469,64,33.346664,-24,14,14,12
470,26,18.654758,2,18,2,4
471,28,15.748016,2,8,12,-6
472,34,18.000000,10,-4,-12,-8
473,36,24.331050,-10,-22,2,2
474,22,12.489996,10,4,-6,2
475,22,13.416408,0,-10,-8,-4
476,28,17.435596,14,10,2,2
477,26,13.711309,-6,-4,10,-6
478,26,14.282857,2,10,-6,-8
479,30,19.493589,2,-18,6,-4
480,52,31.240999,2,14,-26,-10
481,40,21.725561,-4,-10,16,10
482,16,10.583005,2,-10,2,-2
483,18,16.124515,-2,0,16,0
484,22,12.806248,-6,0,-8,-8
485,42,23.916521,4,-14,6,-18
486,30,18.439089,-2,-4,8,16
487,38,21.071308,2,-10,-12,-14
488,28,17.663522,4,-16,-6,-2
489,28,19.390719,4,18,0,-6
490,40,21.725561,-14,8,4,-14
491,34,19.078784,6,16,-6,6
492,30,15.874508,-6,10,4,10
493,28,17.435596,-4,-16,-4,4
494,22,15.362291,0,14,2,6
495,48,25.139610,-18,-12,8,-10
496,32,19.390719,10,-2,4,16
497,44,22.090722,-10,-12,-10,-12
498,26,13.711309,-6,10,-6,4
499,30,16.124515,-6,-4,8,-12
500,38,22.181073,-14,-6,2,16
501,32,19.390719,-10,16,2,4
502,30,17.776389,14,-2,10,4
503,30,17.776389,-2,-10,-4,14
504,12,8.944272,0,4,-8,0
505,14,10.000000,6,0,0,-8
506,42,24.083189,10,4,8,-20
507,42,23.579652,14,16,2,10
508,28,15.491933,4,12,8,4
509,22,13.416408,4,-10,0,-8
510,32,20.000000,18,6,2,6
511,22,13.416408,-4,-4,2,12
512,18,9.165151,-6,-4,4,4
513,26,19.078784,-6,2,-18,0
514,24,14.142136,-6,2,12,4
515,32,20.396078,-16,0,-4,-12
516,22,12.489996,-10,-4,-2,-6
517,34,22.891046,-18,0,2,-14
518,38,23.237900,4,-14,-18,2
519,30,19.493589,18,6,2,-4
520,34,20.688161,-6,18,2,-8
521,32,28.142495,2,-2,28,0
522,16,9.380832,2,4,8,2
523,38,20.493902,14,-8,-12,4
524,60,32.863353,18,-12,24,-6
525,24,12.328828,8,-6,4,-6
526,46,28.071338,8,12,-24,-2
527,16,10.583005,-2,-10,2,-2
528,18,11.489125,0,-8,8,-2
529,30,16.852300,14,-6,4,6
530,24,13.564660,10,-8,-2,4
531,8,4.898979,-2,-2,-4,0
532,8,8.000000,8,0,0,0
533,40,23.832751,10,0,-12,-18
534,16,10.954451,-4,2,10,0
535,18,10.392305,2,6,2,-8
536,38,20.297783,10,14,-10,4
537,30,28.071338,0,-2,-28,0
538,48,25.139610,12,-10,-8,-18
539,40,21.354157,12,-4,10,14
540,22,12.489996,-6,2,4,-10
541,16,10.198039,-8,-2,0,-6
542,24,18.547237,-4,0,-2,-18
543,18,13.416408,6,0,12,0
544,24,12.328828,4,6,6,-8
545,32,20.199010,2,-16,12,-2
546,28,16.733201,-4,-2,-14,-8
547,24,12.328828,6,-8,-4,-6
548,22,12.489996,6,-4,-2,-10
549,28,19.390719,0,-6,4,-18
550,36,26.832816,-2,-6,-2,26
551,40,26.381812,0,-4,22,14
552,18,10.770330,0,-4,8,6
553,20,12.961481,8,2,0,10
554,40,23.151674,-18,-8,2,-12
555,28,15.748016,-12,-6,-8,-2
556,24,13.564660,-2,10,-8,-4
557,36,20.199010,4,10,-16,-6
558,14,10.392305,-2,0,10,2
559,18,10.770330,4,0,-8,6
560,28,17.435596,16,-4,4,4
561,10,6.633250,2,0,-2,6
562,36,18.973666,-8,6,-8,-14
563,32,18.110770,12,12,-2,6
564,30,20.099751,0,16,12,-2
565,28,18.110770,16,-8,-2,2
566,22,11.832160,6,-2,8,6
567,20,10.583005,4,-8,4,-4
568,32,24.494897,4,-2,-2,-24
569,30,17.320508,-2,-6,8,14
570,24,13.564660,-8,-2,-4,-10
571,42,22.715633,16,4,-10,12
572,36,19.798990,14,4,6,12
573,30,17.549929,12,0,8,10
574,26,17.549929,4,0,-16,-6
575,42,22.891046,6,-10,-18,8
576,36,26.683328,-4,-26,4,2
577,44,24.979992,-20,4,-8,12
578,26,15.099669,4,12,-8,2
579,40,24.494897,22,6,-4,-8
580,30,18.867962,0,-12,-14,-4
581,38,21.633308,-18,4,8,-8
582,26,15.620499,-12,0,-6,-8
583,32,20.199010,18,8,2,-4
584,10,5.291503,2,4,2,2
585,20,18.110770,18,-2,0,0
586,30,18.220867,2,16,6,6
587,16,10.954451,-10,2,-4,0
588,20,18.110770,0,0,2,18
589,18,10.770330,-6,0,-4,8
590,16,14.142136,0,14,-2,0
591,12,6.928203,4,4,0,-4
592,42,23.916521,-12,-10,-2,18
593,20,10.954451,4,2,-6,8
594,16,8.485281,4,-6,-2,4
595,22,16.613248,2,-4,0,16
596,40,23.151674,-8,6,6,-20
597,26,15.099669,8,8,0,10
598,22,15.362291,0,6,2,-14
599,30,18.439089,2,4,-16,-8
600,22,11.489125,-4,4,6,-8
601,46,25.059928,-12,12,18,4
602,40,20.591260,12,12,-6,10
603,56,28.982753,10,20,14,-12
604,18,10.770330,-8,0,-6,-4
605,28,22.271057,2,-2,22,2
606,46,23.748684,10,-16,-8,-12
607,26,17.320508,-2,-6,-2,16
608,14,7.745967,6,2,-4,2
609,24,15.491933,-6,-2,2,-14
610,38,24.248711,-18,-2,-2,16
611,26,16.370706,2,2,14,-8
612,26,17.320508,14,10,0,2
613,12,8.485281,0,6,-6,0
614,30,16.852300,14,4,-6,6
615,16,9.380832,6,0,-4,-6
616,16,12.328828,-2,0,-2,12
617,16,10.583005,-2,-10,2,2
618,28,17.204651,0,8,-14,-6
619,40,24.819347,-18,-6,0,16
620,22,14.832397,2,-4,-2,-14
621,24,12.961481,-10,6,-4,4
622,20,18.110770,-18,-2,0,0
623,42,24.083189,4,10,20,-8
624,28,14.142136,8,6,-6,8
625,28,14.142136,-6,-6,-8,8
626,26,15.099669,12,2,-8,-4
627,40,25.768197,6,22,0,-12
628,46,25.059928,-4,-12,-18,-12
629,30,15.874508,10,4,6,-10
630,24,15.491933,2,6,-2,-14
631,26,13.114877,-6,-8,6,6
632,18,12.806248,-4,-12,0,-2
633,24,13.564660,-2,10,4,-8
634,16,10.954451,0,4,10,2
635,30,21.071308,2,2,6,20
636,44,22.803509,-16,-8,-10,-10
637,30,17.776389,-14,-4,10,-2
638,32,20.784610,2,2,-10,-18
639,38,22.715633,-4,6,8,-20
640,22,16.124515,0,-8,0,-14
641,20,13.564660,12,-2,6,0
642,36,19.798990,-12,-10,-2,12
643,40,23.832751,-10,-20,-2,8
644,30,15.874508,-4,-10,6,10
645,14,7.745967,2,-2,-4,6
646,54,33.286634,-8,-2,-28,16
647,26,13.711309,4,10,6,6
648,50,27.928480,6,14,-8,22
649,30,15.620499,8,-8,-4,-10
650,34,20.688161,-8,18,2,-6
651,18,11.135529,10,2,2,-4
652,36,25.139610,2,0,12,-22
653,30,16.613248,-2,8,-8,12
654,28,17.663522,-10,0,-4,-14
655,20,12.961481,2,-2,-12,4
656,44,24.494897,6,-8,-20,10
657,32,17.663522,8,4,-14,-6
658,28,16.733201,8,14,4,-2
659,16,16.000000,0,0,0,-16
660,28,17.435596,-12,-4,0,-12
661,48,25.455844,6,10,-16,16
662,40,20.976177,6,8,12,14
663,32,24.819347,2,-24,-6,0
664,8,5.656854,0,4,4,0
665,40,23.494680,-10,6,4,20
666,20,12.328828,0,-4,-10,-6
667,40,22.449944,16,2,10,12
668,26,13.416408,8,-4,8,6
669,30,16.852300,14,-6,4,6
670,4,2.828427,0,0,-2,2
671,38,23.065125,12,-8,0,-18
672,36,22.449944,-8,6,-20,-2
673,24,15.748016,0,2,-10,12
674,50,27.928480,-18,2,16,-14
675,30,22.891046,-6,-2,0,22
676,34,20.297783,6,4,6,-18
677,28,15.231546,-6,-12,-4,-6
678,28,16.492423,0,8,-12,-8
679,16,12.328828,12,2,0,-2
680,70,36.386811,-14,-14,16,-26
681,16,9.380832,2,-2,4,8
682,34,18.439089,-8,4,-14,-8
683,50,26.305893,-12,16,16,6
684,54,34.467376,32,8,-6,-8
685,44,32.863353,32,2,-4,6
686,28,14.696938,4,10,-8,6
687,34,19.899749,-10,-2,-16,-6
688,60,36.878178,-16,-8,32,-4
689,28,16.733201,4,-8,2,14
690,14,7.745967,-2,-6,-2,4
691,2,2.000000,0,0,-2,0
692,24,15.491933,6,-14,-2,2
693,40,20.591260,8,-14,8,10
694,38,21.260292,-12,16,6,4
695,14,12.165525,2,-12,0,0
696,36,24.494897,2,-14,0,-20
697,24,14.696938,12,-6,-6,0
698,34,22.538855,2,-2,10,-20
699,48,26.832816,-6,10,22,-10
700,60,30.594117,-12,18,18,-12
701,38,21.260292,4,16,-12,-6
702,40,22.803509,-16,-14,2,-8
703,8,4.898979,4,2,0,2
704,18,12.806248,-2,-12,4,0
705,18,10.392305,2,-6,2,8
706,16,11.661904,6,0,0,10
707,20,10.954451,8,-6,-4,2
708,40,23.664319,14,-2,-6,18
709,34,22.360680,-6,20,0,-8
710,24,20.199010,20,-2,0,-2
711,38,21.071308,-10,14,-2,-12
712,22,12.165525,8,-2,8,-4
713,42,24.738634,-18,4,-16,4
714,20,10.954451,-2,8,4,-6
715,28,17.663522,2,6,4,-16
716,64,32.984845,-12,-12,-20,-20
717,22,15.362291,2,0,14,6
718,36,19.390719,14,-8,4,-10
719,58,33.045423,8,-28,-10,12
720,28,18.330303,8,-4,16,0
721,32,17.663522,-6,-4,14,-8
722,38,21.633308,-12,16,-8,2
723,44,32.249031,0,0,28,16
724,32,22.803509,-2,-22,4,-4
725,36,22.978251,0,-16,-4,-16
726,50,27.495454,-20,14,12,4
727,36,20.000000,10,-14,10,2
728,52,28.565714,12,-20,-16,4
729,64,32.619013,-12,-18,-20,14
730,34,19.493589,6,2,-14,-12
731,30,19.899749,-2,14,-14,0
732,34,19.287302,-16,-8,4,6
733,36,22.803509,4,2,-10,-20
734,30,17.088007,4,-14,4,-8
735,34,18.439089,14,-8,4,8
736,36,21.540659,0,8,-12,16
737,40,23.323808,-8,8,-4,20
738,50,28.495614,10,-24,6,-10
739,12,6.324555,-4,-2,-4,-2
740,40,24.979992,2,-10,22,-6
741,32,16.733201,10,-10,-8,-4
