walk,l1,l2,x0,x1
153,12,8.944272,8,-4
154,12,8.944272,8,4
155,14,12.165525,-2,12
156,8,5.656854,-4,4
157,6,4.472136,-2,4
158,10,7.211103,-6,-4
159,8,5.656854,4,-4
160,6,4.472136,2,4
161,16,11.661904,-10,6
162,4,2.828427,-2,-2
163,22,17.088007,-6,-16
164,22,17.088007,-6,-16
165,24,20.396078,-4,-20
166,24,17.204651,10,-14
167,20,14.422205,-12,-8
168,8,5.656854,4,4
169,14,10.000000,8,-6
170,14,10.770330,-4,-10
171,14,12.165525,12,-2
172,18,16.124515,16,-2
173,8,6.324555,-2,6
174,18,12.806248,-10,-8
175,22,16.124515,-8,14
176,18,13.416408,-6,-12
177,16,12.649111,12,4
178,18,16.124515,-2,-16
179,6,6.000000,-6,0
180,14,10.770330,10,-4
181,18,12.806248,10,-8
182,22,17.088007,16,-6
183,8,8.000000,8,0
184,8,6.324555,-2,6
185,12,8.944272,-4,8
186,18,14.560220,-14,4
187,12,8.944272,4,8
188,16,14.142136,14,-2
189,26,18.439089,-14,12
190,6,6.000000,6,0
191,12,8.944272,-4,-8
192,18,12.806248,-8,10
193,14,12.165525,-2,12
194,16,16.000000,0,-16
195,16,11.661904,-10,6
196,18,16.124515,2,-16
197,10,10.000000,0,-10
198,18,13.416408,12,-6
199,32,23.323808,20,12
200,6,4.472136,-2,4
201,30,23.409400,-22,-8
202,14,10.000000,6,8
203,14,10.000000,8,-6
204,10,7.211103,6,4
205,16,14.142136,-14,-2
206,30,21.260292,14,16
207,18,14.560220,14,4
208,22,18.439089,-18,4
209,20,15.231546,6,-14
210,16,11.661904,-10,-6
211,24,16.970563,12,12
212,38,29.732137,-28,10
213,14,14.000000,-14,0
214,10,7.211103,6,4
215,12,10.198039,10,2
216,34,24.083189,16,-18
217,16,11.661904,-10,6
218,24,17.888544,-8,-16
219,28,21.540659,-8,-20
220,36,25.455844,18,-18
221,18,13.416408,-12,6
222,30,21.260292,14,16
223,14,10.000000,-8,-6
224,8,6.324555,-6,-2
225,30,21.633308,18,12
226,46,32.557641,-24,22
227,24,18.973666,6,-18
228,18,14.560220,14,-4
229,32,26.683328,26,6
230,14,10.000000,-6,-8
231,10,7.211103,-4,6
232,16,12.649111,12,-4
233,6,4.472136,2,-4
234,10,7.211103,-4,-6
235,12,10.198039,10,-2
236,18,14.560220,14,-4
237,4,2.828427,-2,2
238,26,20.880613,-6,20
239,24,17.204651,-14,10
240,14,10.770330,4,10
241,24,16.970563,12,-12
242,20,16.492423,-16,-4
243,18,14.560220,4,-14
244,10,8.246211,-8,-2
245,14,10.770330,4,10
246,8,8.000000,8,0
247,10,10.000000,0,10
248,16,11.313708,8,8
249,12,8.944272,-8,4
250,6,4.472136,-2,4
251,30,21.260292,14,16
252,20,14.422205,-8,-12
253,12,10.198039,-10,-2
254,12,8.485281,-6,-6
255,10,10.000000,10,0
256,8,5.656854,-4,-4
257,32,23.323808,12,-20
258,32,24.166092,10,22
259,24,16.970563,-12,12
260,24,18.973666,-18,-6
261,36,25.612497,-16,-20
262,12,10.198039,10,2
263,18,18.000000,0,18
264,4,2.828427,2,-2
265,22,20.099751,-20,-2
266,6,4.472136,-4,2
267,8,8.000000,-8,0
268,24,17.204651,-14,-10
269,16,11.661904,10,6
270,8,5.656854,4,4
271,18,12.806248,-10,-8
272,16,12.649111,12,4
273,0,0.000000,0,0
274,18,14.560220,-4,14
275,20,16.492423,16,4
276,6,4.472136,4,-2
277,16,11.661904,10,-6
278,4,4.000000,0,-4
279,6,6.000000,0,6
280,26,24.083189,24,2
281,38,32.557641,32,6
282,10,7.211103,-4,6
283,16,16.000000,-16,0
284,16,12.649111,-4,12
285,12,8.485281,-6,-6
286,24,22.090722,-2,-22
287,20,14.142136,-10,-10
288,20,18.110770,2,18
289,26,19.697716,-18,8
290,22,16.124515,-14,8
291,14,10.000000,-6,8
292,12,8.944272,8,4
293,4,2.828427,-2,-2
294,8,8.000000,-8,0
295,6,4.472136,2,4
296,32,28.284271,28,4
297,14,10.770330,10,4
298,16,11.661904,10,6
299,2,2.000000,2,0
300,30,22.360680,20,-10
301,14,10.000000,-6,-8
302,20,15.231546,-6,14
303,26,18.439089,12,-14
304,26,18.867962,-10,-16
305,20,14.422205,-12,-8
306,2,2.000000,-2,0
307,8,8.000000,0,-8
308,16,12.649111,12,-4
309,2,2.000000,0,-2
310,16,11.313708,-8,-8
311,10,8.246211,-8,-2
312,10,10.000000,0,-10
313,16,14.142136,14,-2
314,10,8.246211,8,2
315,32,28.284271,28,4
316,10,8.246211,8,2
317,24,17.888544,16,-8
318,6,4.472136,2,-4
319,14,10.770330,-4,-10
320,14,10.000000,-6,8
321,12,8.944272,-4,8
322,14,12.165525,2,12
323,10,8.246211,-8,2
324,12,8.944272,-8,4
325,10,8.246211,8,-2
326,36,25.612497,-16,-20
327,38,31.048349,-8,-30
328,8,6.324555,6,-2
329,6,4.472136,4,2
330,14,10.000000,6,-8
331,14,10.000000,-8,6
332,10,10.000000,0,-10
333,0,0.000000,0,0
334,22,16.124515,-14,-8
335,12,12.000000,0,12
336,8,5.656854,4,-4
337,10,8.246211,-8,-2
338,8,5.656854,-4,4
339,14,10.770330,4,-10
340,24,16.970563,12,12
341,12,8.944272,4,-8
342,18,13.416408,6,12
343,4,2.828427,-2,-2
344,20,14.142136,-10,10
345,26,18.439089,12,14
346,38,28.635642,-12,-26
347,10,8.246211,-2,8
348,46,32.802439,-26,-20
349,14,10.000000,6,8
350,8,5.656854,4,-4
351,4,4.000000,4,0
352,16,12.649111,12,-4
353,26,18.439089,14,12
354,12,12.000000,0,12
355,4,4.000000,0,-4
356,12,10.198039,-10,2
357,6,4.472136,-2,4
358,10,8.246211,-2,-8
359,24,17.888544,8,16
360,14,10.770330,-4,-10
361,14,10.000000,-8,-6
362,20,14.142136,10,10
363,18,16.124515,-2,-16
364,6,4.472136,4,-2
365,6,4.472136,4,-2
366,8,6.324555,2,-6
367,6,4.472136,2,-4
368,6,4.472136,4,-2
369,16,11.661904,10,6
370,8,6.324555,2,6
371,2,2.000000,2,0
372,22,15.620499,-10,12
373,14,10.000000,-6,-8
374,24,17.204651,-10,14
375,14,14.000000,14,0
376,16,11.313708,8,-8
377,16,14.142136,-14,2
378,14,10.770330,10,-4
379,20,15.231546,6,-14
380,28,21.540659,8,-20
381,26,18.439089,14,-12
382,20,14.422205,-12,8
383,16,11.661904,10,-6
384,8,6.324555,-2,6
385,20,16.492423,-16,-4
386,4,4.000000,-4,0
387,14,12.165525,2,-12
388,22,18.439089,-18,4
389,12,8.944272,-4,8
390,24,18.973666,-6,18
391,8,5.656854,4,4
392,14,10.000000,6,8
393,24,16.970563,-12,-12
394,4,2.828427,2,-2
395,16,11.661904,10,-6
396,22,17.088007,-6,16
397,14,10.770330,-10,4
398,16,11.313708,-8,8
399,12,8.485281,-6,6
400,30,23.409400,8,-22
401,20,15.231546,14,6
402,14,12.165525,2,12
403,8,6.324555,-6,2
404,22,18.439089,-4,-18
405,14,10.000000,-6,-8
406,18,12.806248,10,-8
407,16,14.142136,-2,-14
408,10,8.246211,-2,8
409,24,24.000000,0,-24
410,26,18.867962,10,16
411,12,8.944272,-4,8
412,2,2.000000,0,2
413,22,16.124515,14,-8
414,8,5.656854,-4,-4
415,2,2.000000,2,0
416,16,11.661904,6,10
417,24,20.396078,20,-4
418,14,10.000000,-6,-8
419,12,8.944272,-4,-8
420,22,17.088007,-16,6
421,14,10.000000,-6,8
422,16,14.142136,2,14
423,4,2.828427,2,-2
424,22,17.088007,6,16
425,16,11.661904,6,-10
426,8,5.656854,4,4
427,14,12.165525,2,12
428,8,5.656854,-4,4
429,8,8.000000,0,-8
430,12,8.944272,-8,-4
431,4,4.000000,0,4
432,34,27.202941,26,-8
433,20,14.142136,10,10
434,12,8.944272,4,8
435,12,10.198039,-10,-2
436,8,6.324555,2,-6
437,6,4.472136,4,-2
438,20,14.142136,-10,10
439,30,30.000000,0,-30
440,24,18.973666,6,-18
441,22,16.124515,14,-8
442,8,8.000000,0,-8
443,2,2.000000,-2,0
444,10,7.211103,-4,6
445,22,16.124515,14,-8
446,18,13.416408,-6,-12
447,28,20.591260,10,18
448,20,15.231546,-14,6
449,36,25.455844,-18,18
450,24,24.000000,-24,0
451,8,6.324555,2,-6
452,22,20.099751,2,20
453,12,8.944272,-8,4
454,12,8.944272,-4,8
455,12,8.944272,-4,-8
456,14,10.770330,-4,10
457,4,4.000000,-4,0
458,8,5.656854,4,-4
459,18,13.416408,-12,-6
460,34,24.413111,20,-14
461,4,2.828427,-2,-2
462,38,27.784888,-14,24
463,12,10.198039,-2,10
464,16,12.649111,12,-4
465,26,20.880613,20,6
466,8,6.324555,-6,2
467,16,11.661904,-6,-10
468,10,8.246211,8,2
469,24,17.888544,-8,-16
470,16,11.661904,6,-10
471,26,18.439089,-12,14
472,6,4.472136,2,4
473,14,12.165525,12,-2
474,28,20.000000,12,-16
475,12,12.000000,12,0
476,18,14.560220,-14,-4
477,10,7.211103,4,6
478,14,12.165525,12,-2
479,14,10.000000,8,6
480,18,18.000000,18,0
481,22,17.088007,6,16
482,2,2.000000,2,0
483,10,7.211103,4,6
484,6,4.472136,-4,-2
485,14,10.000000,-6,-8
486,22,15.620499,-10,12
487,18,16.124515,16,2
488,22,17.088007,16,6
489,8,5.656854,-4,-4
490,14,12.165525,12,2
491,36,25.455844,-18,-18
492,6,4.472136,-2,-4
493,26,19.697716,-8,-18
494,14,10.770330,10,4
495,18,12.806248,-8,10
496,24,17.888544,16,-8
497,4,4.000000,4,0
498,10,8.246211,2,-8
499,16,14.142136,-14,-2
500,18,13.416408,12,-6
501,6,4.472136,-2,4
502,26,20.880613,6,20
503,16,11.661904,6,-10
504,22,20.099751,-2,20
505,24,17.888544,16,8
506,30,23.409400,-8,-22
507,14,12.165525,2,-12
508,14,14.000000,14,0
509,24,16.970563,-12,-12
510,4,4.000000,-4,0
511,8,6.324555,-2,6
512,12,8.944272,-4,-8
513,6,4.472136,-2,4
514,8,6.324555,-2,6
515,22,17.088007,-6,-16
516,16,14.142136,-2,-14
517,12,10.198039,2,10
518,20,16.492423,-16,4
519,2,2.000000,0,2
520,18,14.560220,-4,-14
521,4,2.828427,2,-2
522,10,8.246211,-8,-2
523,26,18.867962,-10,-16
524,8,6.324555,2,6
525,24,17.204651,-14,10
526,2,2.000000,0,2
527,2,2.000000,-2,0
528,10,7.211103,-6,4
529,28,21.540659,-20,-8
530,6,4.472136,2,-4
531,28,28.000000,28,0
532,10,10.000000,0,10
533,6,4.472136,4,2
534,36,29.120440,8,-28
535,16,12.649111,4,12
536,20,14.422205,12,8
537,10,7.211103,6,4
538,4,4.000000,0,-4
539,10,8.246211,8,2
540,18,13.416408,6,-12
541,4,2.828427,-2,2
542,14,12.165525,2,12
543,0,0.000000,0,0
544,22,16.124515,8,-14
545,6,4.472136,-4,2
546,26,18.439089,12,14
547,12,12.000000,0,-12
548,18,13.416408,-6,12
549,0,0.000000,0,0
550,16,14.142136,2,-14
551,14,12.165525,-12,2
552,26,18.439089,12,14
553,8,6.324555,6,-2
554,14,10.000000,8,-6
555,18,12.806248,8,10
556,14,10.000000,8,6
557,10,7.211103,-4,6
558,12,10.198039,10,2
559,12,10.198039,10,-2
560,8,8.000000,0,-8
561,24,18.973666,6,18
562,4,4.000000,0,4
563,12,8.944272,4,8
564,20,14.142136,-10,10
565,12,10.198039,-2,-10
566,12,8.485281,-6,-6
567,22,18.439089,18,-4
568,10,7.211103,-4,6
569,24,22.090722,2,-22
570,8,5.656854,-4,-4
571,8,8.000000,0,-8
572,22,15.620499,10,-12
573,20,18.110770,2,-18
574,12,10.198039,10,2
575,10,7.211103,-4,-6
576,8,8.000000,-8,0
577,2,2.000000,0,2
578,24,18.973666,-6,18
579,40,34.525353,-6,34
580,12,8.944272,8,4
581,12,8.944272,4,-8
582,14,14.000000,14,0
583,20,14.422205,-8,-12
584,6,4.472136,2,4
585,8,6.324555,-6,-2
586,24,18.973666,18,-6
587,32,22.803509,-14,-18
588,16,11.313708,8,8
589,32,22.803509,18,14
590,20,14.142136,-10,-10
591,14,10.000000,-8,-6
592,18,12.806248,-10,-8
593,26,18.439089,-14,12
594,4,4.000000,0,4
595,12,12.000000,-12,0
596,12,10.198039,2,-10
597,12,10.198039,-2,-10
598,22,18.439089,-4,-18
599,16,11.313708,-8,-8
600,14,12.165525,12,2
601,22,17.088007,6,16
602,28,20.000000,-12,16
603,4,2.828427,2,-2
604,12,8.944272,-8,-4
605,8,6.324555,6,2
606,16,14.142136,-2,-14
607,12,10.198039,2,-10
608,6,4.472136,-2,4
609,10,7.211103,-6,4
610,18,13.416408,-6,12
611,8,6.324555,-6,-2
612,22,16.124515,14,8
613,20,18.110770,2,18
614,20,14.142136,-10,10
615,10,8.246211,8,-2
616,22,17.088007,16,-6
617,28,19.798990,-14,-14
618,26,20.880613,20,6
619,34,26.000000,10,24
620,8,8.000000,0,8
621,20,16.492423,4,16
622,10,10.000000,-10,0
623,24,20.396078,-20,4
624,10,8.246211,2,8
625,14,14.000000,0,14
626,20,15.231546,-6,14
627,30,28.071338,-2,-28
628,18,13.416408,-12,-6
629,22,16.124515,14,-8
630,20,16.492423,16,4
631,22,16.124515,-14,-8
632,26,18.867962,10,16
633,6,4.472136,-2,4
634,28,20.591260,10,-18
635,18,18.000000,-18,0
636,18,18.000000,0,18
637,14,10.770330,10,-4
638,22,17.088007,16,6
639,6,4.472136,4,-2
640,10,8.246211,-8,-2
641,10,7.211103,-6,-4
642,2,2.000000,2,0
643,20,16.492423,-16,-4
644,12,10.198039,10,-2
645,38,28.635642,12,-26
646,22,17.088007,-6,-16
647,30,22.360680,-20,-10
648,30,22.360680,20,-10
649,4,4.000000,0,-4
650,4,4.000000,0,4
651,12,8.485281,-6,-6
652,4,4.000000,4,0
653,10,7.211103,-4,-6
654,20,16.492423,16,-4
655,6,6.000000,-6,0
656,28,20.000000,12,-16
657,22,16.124515,8,-14
658,16,12.649111,12,4
659,12,8.485281,-6,-6
660,16,11.661904,-6,10
661,4,4.000000,0,-4
662,24,17.204651,-14,10
663,10,8.246211,-8,2
664,24,17.888544,8,-16
665,18,18.000000,18,0
666,4,2.828427,-2,2
667,6,4.472136,-4,2
668,32,24.166092,22,-10
669,14,10.000000,-8,-6
670,18,14.560220,4,14
671,20,14.422205,-12,8
672,50,36.055513,-20,-30
673,30,21.260292,-14,16
674,16,11.661904,-6,10
675,20,14.422205,8,12
676,30,23.409400,-8,22
677,26,24.083189,-24,-2
678,12,8.944272,4,-8
679,26,19.697716,-8,-18
680,24,17.204651,-14,-10
681,4,2.828427,2,-2
682,10,10.000000,10,0
683,12,8.944272,-8,4
684,6,6.000000,-6,0
685,14,10.000000,8,-6
686,22,17.088007,-16,-6
687,22,15.620499,10,12
688,20,14.422205,12,-8
689,6,4.472136,-2,4
690,24,17.204651,14,10
691,12,10.198039,10,2
692,14,12.165525,2,12
693,10,7.211103,-4,6
694,18,13.416408,6,12
695,10,7.211103,-6,-4
696,8,8.000000,0,8
697,24,22.090722,22,2
698,18,16.124515,16,-2
699,6,4.472136,4,-2
700,10,7.211103,-4,6
701,18,13.416408,6,12
702,24,18.973666,-6,18
703,14,10.000000,6,8
704,6,6.000000,6,0
705,44,32.249031,28,16
706,2,2.000000,-2,0
707,24,18.973666,18,-6
708,18,13.416408,12,-6
709,18,13.416408,-6,12
710,6,4.472136,2,4
711,28,22.803509,-22,6
712,12,8.944272,-4,-8
713,26,22.360680,4,22
714,6,4.472136,2,4
715,32,22.803509,18,-14
716,16,14.142136,-2,-14
717,18,12.806248,-8,10
718,10,10.000000,0,10
719,16,11.313708,8,-8
720,20,14.422205,-12,8
721,12,8.944272,-8,4
722,4,2.828427,-2,2
723,26,18.867962,-16,-10
724,12,12.000000,12,0
725,10,7.211103,-6,-4
726,18,13.416408,6,-12
727,34,25.059928,-12,22
728,28,21.540659,20,-8
729,16,11.661904,6,-10
730,26,22.360680,-22,4
731,16,14.142136,2,14
732,4,4.000000,4,0
733,20,14.422205,-8,-12
734,16,12.649111,-12,4
735,10,7.211103,-6,-4
736,14,10.000000,-8,6
737,18,14.560220,-4,14
738,18,16.124515,16,2
739,20,15.231546,6,-14
740,26,18.439089,14,-12
741,12,10.198039,-10,2
742,32,22.627417,16,16
743,32,22.627417,16,-16
744,26,19.697716,-18,-8
745,14,10.770330,-10,4
746,14,10.770330,-10,-4
747,24,17.204651,-10,14
748,10,8.246211,2,8
749,12,10.198039,-2,-10
750,16,11.661904,-6,-10
751,16,12.649111,-4,12
752,12,10.198039,-2,10
753,16,12.649111,-12,-4
754,30,21.633308,12,-18
755,20,14.142136,10,10
756,18,18.000000,0,-18
757,8,5.656854,-4,4
758,18,13.416408,12,6
759,6,6.000000,0,6
760,12,8.944272,4,8
761,12,12.000000,0,12
762,14,12.165525,-12,-2
763,18,13.416408,6,12
764,12,8.944272,-4,8
765,24,17.888544,-8,16
766,6,6.000000,0,-6
767,36,27.856777,-26,-10
768,6,4.472136,-2,4
769,12,10.198039,-10,2
770,42,31.304952,14,28
771,10,10.000000,10,0
772,20,14.422205,12,-8
773,10,8.246211,2,-8
774,18,12.806248,8,-10
775,20,14.142136,10,10
776,14,10.000000,8,6
777,24,20.396078,4,20
778,20,14.422205,12,8
779,2,2.000000,0,2
780,32,25.298221,-24,-8
781,30,24.738634,24,-6
782,2,2.000000,2,0
783,6,4.472136,4,-2
784,12,10.198039,-2,10
785,6,4.472136,2,-4
786,14,10.770330,-10,-4
787,14,10.000000,-6,-8
788,16,14.142136,2,-14
789,20,16.492423,-4,16
790,4,2.828427,-2,-2
791,12,10.198039,-2,10
792,16,16.000000,16,0
793,6,6.000000,6,0
794,24,16.970563,12,-12
795,14,10.000000,-8,6
796,30,21.260292,-16,-14
797,12,10.198039,-2,-10
798,4,4.000000,-4,0
799,8,8.000000,-8,0
800,28,20.591260,18,10
801,20,16.492423,-16,4
802,16,11.661904,-6,10
803,20,14.422205,12,8
804,18,18.000000,0,-18
805,26,20.880613,-6,-20
806,28,22.803509,-22,-6
807,18,14.560220,-14,4
808,10,10.000000,0,-10
809,6,6.000000,-6,0
810,4,2.828427,-2,-2
811,18,14.560220,-14,-4
812,18,14.560220,14,4
813,10,8.246211,-8,2
814,34,26.000000,-24,10
815,12,12.000000,-12,0
816,22,17.088007,6,16
817,26,19.697716,8,18
818,16,12.649111,-12,-4
819,18,12.806248,8,10
820,12,8.485281,-6,-6
821,14,12.165525,-2,12
822,10,10.000000,0,-10
823,18,14.560220,14,-4
824,20,14.422205,-8,12
825,24,18.973666,6,-18
826,16,12.649111,-12,4
827,4,2.828427,2,2
828,24,22.090722,-22,-2
829,8,6.324555,2,6
830,18,13.416408,-6,-12
831,2,2.000000,-2,0
832,8,6.324555,2,-6
833,22,17.088007,-6,16
834,18,16.124515,16,-2
835,12,10.198039,-10,2
836,8,6.324555,-2,6
837,22,20.099751,2,-20
838,12,10.198039,-2,10
839,20,18.110770,2,-18
840,24,17.888544,16,8
841,12,10.198039,-2,-10
842,14,10.770330,4,-10
843,30,21.260292,16,14
844,20,14.422205,12,-8
845,30,21.260292,14,16
846,4,2.828427,2,-2
847,6,6.000000,0,-6
848,10,7.211103,4,6
849,22,22.000000,22,0
850,16,16.000000,16,0
851,8,5.656854,-4,-4
852,14,10.000000,6,8
853,14,10.000000,-8,6
854,20,14.142136,-10,-10
855,20,14.422205,-12,8
856,28,24.331050,4,-24
857,20,14.422205,12,-8
858,0,0.000000,0,0
859,26,20.880613,-20,6
860,10,7.211103,6,4
861,16,11.661904,-10,6
862,26,19.697716,18,8
863,20,16.492423,-16,4
864,14,10.770330,-4,-10
865,14,10.000000,8,-6
866,8,5.656854,-4,4
867,10,10.000000,10,0
868,18,13.416408,-12,6
869,24,20.396078,20,4
870,20,15.231546,14,-6
871,6,6.000000,6,0
872,12,10.198039,-10,-2
873,2,2.000000,0,2
874,18,12.806248,-8,-10
875,8,8.000000,0,8
876,14,10.000000,-8,-6
877,26,20.880613,-6,-20
878,12,10.198039,-2,-10
879,8,8.000000,8,0
880,4,4.000000,0,4
881,12,12.000000,-12,0
882,22,17.088007,-6,16
883,32,26.683328,-6,-26
884,28,22.803509,22,-6
885,12,10.198039,10,2
886,24,17.204651,-10,-14
887,32,28.284271,4,-28
888,18,12.806248,10,8
889,14,12.165525,-2,12
890,20,16.492423,-16,-4
891,4,4.000000,-4,0
892,16,14.142136,-14,-2
893,12,10.198039,2,-10
894,8,6.324555,2,-6
895,30,22.360680,-20,-10
896,30,26.305893,-26,4
897,4,4.000000,-4,0
898,12,10.198039,-2,10
899,20,14.422205,8,12
900,16,14.142136,-2,14
901,10,7.211103,-6,4
902,12,10.198039,-2,-10
903,14,10.000000,8,6
904,6,4.472136,-2,-4
905,2,2.000000,0,-2
906,22,16.124515,-14,-8
907,8,8.000000,0,-8
908,10,7.211103,4,-6
909,20,14.422205,-8,-12
910,14,10.770330,4,-10
911,10,8.246211,2,-8
912,18,16.124515,-2,16
913,6,4.472136,-4,-2
914,8,6.324555,-6,-2
915,32,24.166092,22,-10
916,4,2.828427,-2,2
917,12,12.000000,0,12
918,30,22.360680,-10,-20
919,8,6.324555,6,2
920,4,2.828427,2,-2
921,10,10.000000,-10,0
922,10,8.246211,-2,-8
923,26,24.083189,-2,24
924,14,10.000000,-8,-6
925,6,6.000000,0,-6
926,4,4.000000,-4,0
927,26,19.697716,-18,8
928,22,20.099751,2,-20
929,12,8.485281,6,-6
930,26,18.867962,16,10
931,14,10.770330,-4,10
932,4,2.828427,-2,2
933,18,16.124515,16,-2
934,10,7.211103,-6,-4
935,24,22.090722,-2,-22
936,22,16.124515,14,8
937,10,10.000000,-10,0
938,4,2.828427,2,2
939,10,7.211103,4,6
940,18,14.560220,4,-14
941,22,18.439089,18,4
942,14,10.770330,-4,10
943,14,10.000000,6,-8
944,22,17.088007,-6,-16
945,20,15.231546,14,-6
946,10,7.211103,-6,-4
947,34,27.202941,-26,8
948,16,11.661904,6,-10
949,14,12.165525,2,-12
950,22,18.439089,-4,-18
951,18,12.806248,8,-10
952,30,21.260292,16,14
953,8,6.324555,2,6
954,10,7.211103,6,-4
955,14,12.165525,12,2
956,4,4.000000,-4,0
957,20,16.492423,-4,16
958,10,8.246211,8,-2
959,30,22.360680,-10,20
960,10,10.000000,0,10
961,20,18.110770,18,2
962,4,4.000000,0,-4
963,12,8.944272,-4,8
964,18,12.806248,10,-8
965,32,23.323808,12,-20
966,2,2.000000,0,2
967,20,14.142136,-10,-10
968,14,12.165525,2,-12
969,28,26.076810,-26,-2
970,16,11.661904,10,-6
971,14,10.000000,8,-6
972,16,11.661904,10,-6
973,14,12.165525,-12,2
974,24,17.204651,14,10
975,20,14.422205,8,12
976,18,14.560220,-14,4
977,22,17.088007,-16,-6
978,2,2.000000,-2,0
979,18,14.560220,14,-4
980,0,0.000000,0,0
981,14,12.165525,12,-2
982,8,5.656854,-4,-4
983,22,15.620499,12,-10
984,4,2.828427,-2,2
985,20,14.422205,-8,-12
986,14,10.000000,6,8
987,10,7.211103,6,4
988,16,14.142136,14,2
989,14,12.165525,2,-12
990,14,10.000000,-6,8
991,10,8.246211,8,-2
992,18,16.124515,-2,16
993,18,12.806248,10,-8
994,8,5.656854,4,4
995,2,2.000000,0,-2
996,4,2.828427,-2,-2
997,2,2.000000,-2,0
998,24,17.204651,10,14
999,10,8.246211,-8,2
