walk,sec0,sec1,sec2,sec3
903,2,131,0,840
904,487,300,0,166
905,0,284,8,658
906,4,517,4,442
907,435,524,4,0
908,894,12,45,19
909,0,0,304,662
910,129,490,103,263
911,2,51,22,903
912,301,18,625,1
913,7,0,822,123
914,114,58,106,664
915,0,130,30,801
916,250,53,531,110
917,60,522,144,232
918,431,390,43,32
919,434,472,17,22
920,751,120,46,31
921,0,6,30,930
922,754,192,3,6
923,71,406,6,452
924,805,111,21,10
925,69,97,227,478
926,93,827,2,5
927,780,140,33,1
928,24,598,67,238
929,893,3,78,10
930,0,4,503,478
931,92,156,540,130
932,456,175,311,0
933,12,779,8,162
934,611,0,360,1
935,341,543,37,11
936,65,0,920,1
937,791,33,130,1
938,151,9,762,32
939,486,106,207,137
940,33,3,882,45
941,4,945,0,32
942,0,0,627,351
943,5,961,0,15
944,547,227,145,5
945,245,40,596,2
946,1,93,579,253
947,910,0,55,13
948,12,34,627,299
949,116,463,55,275
950,0,7,718,248
951,0,162,156,646
952,691,2,295,3
953,0,779,8,182
954,0,239,1,704
955,6,250,64,603
956,891,2,43,33
957,61,0,915,0
958,38,401,0,539
959,416,1,412,154
960,0,204,0,738
961,0,455,9,500
962,303,67,591,11
963,22,612,195,116
964,48,434,37,413
965,0,212,0,753
966,2,60,176,713
967,366,46,433,72
968,903,70,1,0
969,0,377,82,496
970,77,115,68,647
971,0,0,823,166
972,392,11,508,0
973,62,288,74,506
974,43,22,862,44
975,41,19,877,16
976,0,34,174,754
977,143,411,3,392
978,633,302,0,0
979,10,681,72,196
980,1,1,221,710
981,601,357,12,0
982,0,0,309,653
983,1,81,46,853
984,791,23,122,1
985,0,666,53,241
986,691,265,0,0
987,1,0,478,463
988,819,83,78,0
989,982,8,0,3
990,801,83,0,92
991,0,12,0,981
992,144,536,129,119
993,0,638,0,329
994,3,851,0,125
995,929,31,11,0
996,70,107,282,466
997,90,882,7,0
998,223,134,188,377
999,940,35,1,0
