walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
103,0,0,77,213,0,5644,17399,2409,0,0,35696,18413,8898,1471,8440,703
104,45202,6071,3751,0,13164,0,10254,40,2034,9118,0,2003,2928,4332,9,64
105,252,859,38092,7044,233,2,776,5905,0,233,38275,6698,0,0,198,6
106,1293,68125,0,0,4,9826,0,0,14,20146,0,0,27,2,0,0
107,0,5698,354,20380,0,25303,5544,34553,0,0,3596,1906,0,0,975,722
108,427,3926,1,15,95,1381,0,0,6501,415,1331,3,14857,70154,163,0
109,7198,71,153,86,41924,65,39253,9641,23,25,332,7,174,20,150,74
110,0,58,1313,1344,0,0,0,132,1554,0,92944,1596,0,0,2,613
111,146,8877,163,5077,1,30284,0,3170,839,11114,474,500,5213,32986,0,0
112,2929,2254,24101,1644,100,298,13730,53,3574,71,42821,820,1,90,4759,778
113,85,0,1,0,9974,73,3124,0,61,0,0,0,64256,0,21783,1
114,2196,0,25583,24,0,0,682,2507,0,0,59217,1502,0,0,6464,1093
115,48,1,5974,1915,269,0,454,7,12284,0,69407,2704,42,0,5961,5
116,5,0,811,0,225,15,4246,1,0,0,2058,0,32,2,88366,3704
117,12,172,32,90989,3,0,20,3777,1,943,6,3555,0,0,0,0
118,13,541,45664,11911,20,78,4831,12872,2583,3616,14178,2810,36,57,14,1
119,16147,4460,151,39,1,0,1,0,52087,11924,14400,71,1,0,1,0
120,356,4238,968,11129,623,595,482,74071,28,35,350,271,54,125,47,5705
121,27250,1424,27393,5725,26380,1822,8823,76,11,121,12,7,1,9,56,12
122,2,1,1,0,238,0,0,0,347,8044,52,185,13558,29006,311,47537
123,236,1596,74644,18457,156,464,1824,1352,16,210,0,0,0,203,0,0
124,44,519,925,1215,66,3808,0,15008,2259,583,2020,8355,3762,8014,825,51634
125,37,1,0,49,0,0,0,297,48968,19280,3212,237,18187,6937,516,1046
126,27,8520,0,0,9,197,0,0,2325,87563,15,0,449,455,0,0
127,0,0,61,0,29328,36370,17,6665,34,0,74,8,2629,16515,153,7148
128,26066,5193,4,3693,20825,31008,290,9961,596,2,30,0,1148,0,210,0
129,2,3,0,1,1169,20809,1198,52155,0,1,0,0,31,3949,4,19265
130,5,0,1408,1908,25,12,25931,39708,5,0,518,671,7,1,11826,16265
131,8,46,48,23,75,30,114,3,28,166,6592,539,17464,143,73154,646
132,14909,13992,5,0,16,15362,203,741,12443,29898,0,2,5,10559,511,183
133,18108,10244,2442,8084,38946,9878,1490,0,27,64,55,34,343,6557,381,1797
134,929,183,35,297,9149,13673,185,6170,14110,5825,954,15,33248,12822,39,531
135,20667,11,15609,1613,30087,1,1,25,3492,1,95,41,27547,3,0,17
136,143,7838,0,84,0,4964,0,40,5778,3402,0,82,370,76190,0,81
137,581,2973,16,12234,689,559,3092,57899,1439,8,325,6,469,0,628,18512
138,2365,1610,496,0,67611,14090,14,0,204,278,3,0,8839,3572,0,0
139,13743,242,1334,414,69593,0,760,203,3184,130,143,104,9393,0,78,0
140,5170,107,163,0,1097,382,67,0,81080,64,8165,0,3045,18,0,0
141,42,81018,0,0,64,48,58,0,308,15302,35,141,162,1827,332,187
142,0,1,1877,120,9,19,159,26,0,1,4096,97,0,1,93265,18
143,0,465,0,1353,418,9904,5,31853,0,56,0,6,7,10647,0,44491
144,19,1049,158,1382,49,5265,31,19098,1,5505,0,12246,0,41442,0,12939
145,60,0,205,18,93107,0,4811,137,6,0,267,0,102,0,747,27
146,569,488,30626,6400,6547,144,42461,3888,21,391,3240,1595,118,441,1507,133
147,0,0,0,0,0,1,7221,8,0,0,12058,0,2940,0,77236,117
148,298,4,0,0,37710,14549,0,11,17976,1701,115,917,12658,1432,10522,825
149,246,2,48274,0,20,2,5351,2,201,15,38661,26,51,3,6641,1
150,23066,369,4693,0,42125,4263,18844,2343,10,21,207,1,685,1573,389,0
151,0,88,12003,4897,0,170,26114,55073,202,146,70,317,0,1,10,23
152,446,5779,2680,61875,0,0,0,0,2946,15219,40,10030,0,7,0,6
153,6,23341,0,25029,0,830,0,0,0,4662,0,44151,0,0,0,1206
154,2,17312,2,0,0,4523,0,0,3178,38166,1345,28,8775,12827,12395,311
155,6438,725,529,130,32767,9637,23684,631,0,22,0,1,11700,3049,6888,2074
156,285,7420,56,32,0,60,0,0,21977,69262,1,10,0,91,0,1
157,1,0,543,1633,0,0,475,13438,8,8531,1265,63073,0,81,388,9637
158,9,453,4025,2502,49,1485,765,4894,0,0,37132,926,10091,2952,15891,17329
159,0,0,5699,211,0,0,388,1367,2102,0,80394,1,2229,0,5263,1824
160,2,78,43,402,0,29326,8,350,8,1959,35,648,9824,55908,43,484
161,12,207,0,0,2699,1489,65,91,7876,14963,0,13,41583,29486,53,541
162,886,5032,16286,38734,1652,7108,2718,25856,107,111,147,3,99,31,154,6
163,2,894,0,387,0,30,0,32,143,3703,1,1040,72,76042,2,16968
164,2,2,89,12,2,20,57,76,335,3428,2496,2197,4734,24229,6710,54456
165,2897,8,203,350,873,291,1029,69,85384,420,535,1013,3598,3,2235,512
166,66,188,61283,994,289,1309,11680,9249,1,0,1084,3,1,410,5626,7022
167,0,4,157,1361,0,10,0,1780,31,917,74,4132,20,7726,22,83344
168,1886,11,135,32,56055,2300,1258,0,13031,5228,20,2,16123,1051,2190,7
169,1904,6899,165,38355,852,12,6221,29829,24,9154,378,4975,1,5,0,175
170,19999,1322,15865,9835,0,0,1342,51,21581,1208,16383,6455,3610,2,973,32
171,638,4332,1056,4953,8378,8286,715,70,8067,2138,149,3,29454,28530,442,963
172,0,23,0,130,1,0,0,1,9311,18880,1034,3836,19210,46552,0,1
173,820,10695,0,0,34,3202,103,23,558,77614,13,0,0,6251,50,20
174,1,12101,6,36644,0,4,5,8,0,6115,2,41447,0,1846,25,479
175,28287,13,11898,4,57025,24,29,2,11,1,258,139,1286,15,56,9
176,64859,3966,5033,4,9803,9701,247,115,3826,786,96,0,1,787,1,0
177,16142,0,48970,265,0,0,2158,650,623,11,17684,13,1056,1013,8623,1397
178,401,0,1,0,45810,106,113,635,2060,0,129,257,37313,75,6820,5230
179,390,2225,2,37466,436,3,0,55295,321,886,0,1620,593,1,0,0
180,11529,0,5761,148,10997,0,11,31,8830,15369,8932,8847,10082,13896,3615,915
181,6813,39831,11438,23424,12499,16,3813,884,0,1,0,0,22,0,42,0
182,1566,40629,9504,42961,1423,1112,238,198,84,86,793,61,0,0,269,108
183,2,840,0,0,3,1924,0,0,16338,7159,0,421,54335,17202,0,792
184,11,3,27,278,288,2661,19309,63380,8,121,175,9,194,897,6331,4857
185,10,0,0,0,2070,48637,2307,21612,31,0,0,0,2056,17510,4077,1058
186,1112,780,199,134,6006,51964,211,17854,666,1,31,0,15644,4261,0,8
187,2608,0,114,0,2748,16,4022,8,8,844,14454,40372,2023,6996,3707,21004
188,0,16,0,20,3809,8033,1,12365,247,42,1206,1422,47094,12156,8096,4551
189,9029,25746,13725,5119,58,1,22952,2993,675,3356,7755,48,0,0,7277,0
190,0,10963,2,2,1,740,1,211,21,45877,628,24862,1106,8239,456,5620
191,29,165,0,366,617,1713,182,937,1,357,0,92819,60,903,0,1439
192,0,0,4,3,3,13,52,5,48345,9983,10019,6631,1790,1119,18466,1951
193,545,354,694,951,6310,57760,18,5,3436,2842,4344,5670,5,13372,42,2245
194,0,0,0,1418,0,15713,0,51331,42,0,735,4135,57,1361,1919,22385
195,0,8,0,30777,1656,83,6005,14701,0,553,0,20370,86,65,3099,22009
196,1479,6967,0,0,1514,22515,14,163,3673,38674,577,0,1403,21542,602,43
197,27796,4188,2328,7608,6,22,5,650,4838,7663,271,42810,27,204,2,452
198,417,1425,9,1,30172,15195,22,18,2302,21,5,5,37623,11577,49,4
199,19514,16110,42684,6965,0,0,0,0,10143,349,2819,135,3,13,7,257
200,36668,114,12314,1897,42849,188,175,0,1384,128,0,0,2944,37,0,0
201,4662,0,2673,0,1917,1,21488,0,29433,0,26369,0,5026,3,7547,0
202,2257,48798,0,35725,4,1129,0,7970,22,298,174,436,3,1795,2,488
203,965,728,275,5347,1,11055,10,26,5558,14387,18134,31827,2798,6534,766,304
204,36212,9787,9715,259,7813,2,26642,1902,199,1220,437,589,0,155,2126,1428
205,24690,583,242,85,17842,22,931,39,2919,8990,0,0,3433,31027,5301,2839
206,0,0,0,0,0,0,0,0,1259,8918,0,76988,349,102,0,11938
207,681,21072,57,12548,774,264,2,1,3236,33481,1105,25445,23,274,0,1
208,321,53,10,14255,53825,677,15851,737,7,561,0,11511,107,523,44,579
209,54749,1,0,8,25073,25,13794,1339,1041,1,0,1,0,3,739,2795
210,0,1,0,29,0,263,0,277,278,111,0,53731,11019,7964,1652,24048
211,0,2,0,247,0,702,0,453,0,79710,0,3843,0,11134,0,3400
212,2292,1584,36964,541,1385,13711,19197,22875,0,0,25,0,0,0,350,0
213,0,0,17,2891,0,0,0,312,45932,14620,2000,18847,2387,7236,28,4504
214,3,0,2658,3,0,0,11536,559,1185,0,34747,7303,1,0,23986,16730
215,10763,6972,14401,12496,10556,2021,2483,9138,1588,60,6371,301,17318,0,3921,14
216,0,4,0,0,2,0,1,0,510,33550,284,233,141,59307,99,5277
217,175,1501,0,6676,222,3897,0,13845,0,0,1,19933,61,206,4411,47765
218,442,3,206,0,84939,13,12699,14,0,0,115,1,401,42,518,72
219,1221,32040,32,772,324,3675,0,3949,2406,45180,224,3986,79,2269,0,2369
220,1,0,0,20656,0,0,135,13100,0,1,6199,30944,1,28,1498,26496
221,0,0,167,0,2986,198,23057,10582,0,0,214,0,1,0,26149,35743
222,97,1263,300,493,1,505,52150,27137,2,1,6,43,2,72,1550,15646
223,688,126,792,5493,50838,509,1502,1460,0,0,1,0,37623,1,64,265
224,5537,26879,7,7703,1,14,0,3442,23629,4634,1805,5180,6984,176,6492,6214
225,986,0,115,285,4976,0,134,324,9104,0,32,150,74270,7070,1452,75
226,6471,0,890,12,14632,0,1233,32,4699,0,5,2,53870,0,17124,0
227,171,16432,367,7111,0,118,0,0,4444,26135,146,6253,8458,21075,0,7695
228,158,47,1074,172,265,22755,24,1,3593,79,243,29,10999,59924,3,0
229,18571,4533,2912,214,39667,10817,11115,168,140,1738,228,203,1814,5073,1802,12
230,0,41,0,783,0,27,0,9143,0,20,84,158,0,16,59885,29354
231,78,16110,21,23593,279,14023,118,25712,0,2576,17,15366,0,209,0,533
232,74782,0,4929,0,12987,3,5603,4,713,0,1,0,45,6,279,7
233,581,623,0,547,29,12,0,0,72309,24836,20,242,2,0,10,1
234,644,1019,428,89,16922,14050,25579,6345,2372,1,1860,21,1137,7282,8141,12390
235,1900,3288,2228,12620,3439,69779,2691,3114,9,0,3,70,2,0,2,14
236,2345,113,671,1,69419,21685,148,10,1149,326,2,2,2944,681,3,0
237,2234,0,0,0,860,85,0,8,1864,11268,0,0,4345,78868,0,3
238,1,40,0,1010,11,104,1,4063,8382,22962,5717,19175,1,127,0,37446
239,59,51690,1,5706,4622,30864,431,5748,0,0,1,0,3,0,6,0
240,0,0,221,33,0,0,1638,158,0,0,59640,22762,0,0,9193,5405
241,0,0,8,792,1,0,46,1035,15803,0,38608,27815,1,0,75,14764
242,422,4547,4984,1684,1124,8909,11049,1207,36819,26354,6,1545,444,0,64,9
243,0,0,0,0,0,6175,11,91070,0,0,0,16,0,811,14,1388
244,983,532,31,449,19820,800,1696,502,430,153,0,30,70565,1346,1385,470
245,2,1463,0,111,5364,334,0,816,7308,11901,0,3276,65106,3078,0,251
246,14,7,17,0,7,67,1,13305,451,7,184,1,355,54113,504,30346
247,3561,6302,0,703,419,7624,0,21,0,657,0,261,42206,36195,134,788
248,24,0,422,76627,0,0,16,22070,2,0,613,0,0,0,41,0
249,0,9,0,5,5,110,37,46,27,58,6041,70305,19,52,7,23104
250,30,76,27,7,15,0,0,0,4520,241,58280,34216,18,0,2014,0
251,497,150,24,1796,265,2355,411,38,394,65925,32,26030,197,1134,27,24
252,4653,139,16,0,393,8,0,0,20974,61883,88,11278,59,35,25,38
253,23465,333,56439,370,4314,21,1078,92,1555,264,6967,251,989,14,2564,174
254,1,8,0,0,0,31,933,1336,100,312,54677,3,3834,4028,33207,1079
255,13,51,2371,21407,18,32,12234,22571,5048,11,8792,10511,143,0,11167,4395
256,4179,12291,0,0,27029,10827,179,1247,4,1,37,10,20947,17109,937,3416
257,109,0,99,1,215,0,48,1,2729,14,56664,38635,25,1,880,7
258,419,174,6812,0,165,73,523,0,23873,1603,15861,0,4379,2,45069,35
259,0,12017,4,34863,2,1795,0,35021,887,11145,489,1374,26,354,22,1088
260,55,96,0,0,4,10,35628,2,2720,1370,2220,35,10116,83,46697,37
261,3,7,724,3709,0,250,35610,2785,1115,1300,901,2904,1199,800,47607,198
262,0,0,0,0,2,21689,0,20204,63,2826,0,12220,190,21893,707,19294
263,0,0,0,508,4566,482,9137,12248,0,6454,0,11953,36,16712,16,36692
264,1,0,0,0,1018,1,4272,1018,9949,111,136,13,57934,205,18392,6037
265,763,0,1,0,41046,0,52668,0,1523,149,1,8,191,7,2946,0
266,84887,0,294,7,11426,0,26,0,2766,0,0,0,135,0,23,0
267,19728,2449,989,0,32155,41998,0,1,0,237,11,3,8,698,27,560
268,10900,3775,5581,6955,24754,5231,24275,8013,22,0,491,0,5588,950,2157,0
269,12434,16120,428,366,96,3159,58,0,0,26963,0,0,1,39987,0,0
270,0,7,0,43,5970,23201,21601,3759,2143,2202,0,165,18911,7484,12229,499
271,12494,4972,1255,312,5580,3698,41,0,36616,15853,72,0,18357,0,46,0
272,5938,2733,9488,13659,23366,58,546,29903,101,218,1187,4355,2455,264,243,4244
273,58,713,0,232,0,6,3444,0,958,877,10186,13799,247,206,37333,30547
274,34,468,147,854,0,0,0,7,1126,13273,1016,82640,0,1,0,2
275,28,70,664,222,31,0,1674,23,8501,12739,865,27,14605,9650,47411,2569
276,24739,18843,1,4526,4823,38690,0,26,35,5396,0,112,74,1515,0,27
277,4271,55,0,4,6418,37278,673,1289,1029,6456,0,2,18988,22452,0,0
278,8962,3736,470,231,6766,4143,4258,2035,31525,6135,14,765,14079,13084,226,1403
279,5,19,159,0,69248,1,14287,2647,102,5,8780,0,0,4,4307,1
280,372,1042,1046,31,7947,5537,7063,62,1646,660,6400,102,18171,6346,40444,1557
281,949,0,3658,11582,22,2,3923,4276,5,0,2236,652,8,0,43071,28780
282,0,0,0,0,0,0,0,0,0,0,79158,1558,0,0,5352,13443
283,36,412,0,637,51525,46359,2,267,157,262,11,82,46,33,6,0
284,568,1258,0,68,16,8,0,10,18553,4833,54361,42,9014,2687,7255,2
285,44875,211,50291,1,747,199,756,0,37,18,1545,0,66,207,0,0
286,0,0,0,60,0,68,2,310,0,36535,3455,41395,1,2946,0,14445
287,66191,17881,9022,3214,35,1994,0,0,20,856,0,1,0,131,0,0
288,68434,373,0,0,3988,12,0,0,16875,340,1,31,9213,17,4,7
289,54355,0,1083,227,23007,0,4240,0,1278,1,2184,120,10682,0,2143,70
290,6327,844,38556,777,3801,4423,6095,40,378,1,8200,1,4647,0,24355,0
291,0,1,1477,5523,0,0,101,4334,1675,155,7803,23687,3156,4887,2408,43557
292,17399,14687,3,29,839,882,42,27,52382,3014,0,45,5155,4138,16,62
293,16543,42257,11,225,14847,4828,46,640,8794,9132,0,0,1835,0,0,0
294,3751,45063,0,35467,8,7031,0,6015,85,1407,0,4,0,0,0,0
295,0,9227,2963,4798,0,31310,437,3942,0,3409,528,9520,0,20203,33,12296
296,50419,35,17792,1,127,528,2,0,1299,198,22674,5258,0,1016,0,0
297,20507,11245,21377,7862,13388,2560,2895,149,4844,5919,104,4148,0,693,377,1678
298,1,0,2,507,643,6650,745,8482,684,49649,2218,4157,1151,15186,2059,6764
299,918,5,12,0,375,27468,0,9821,1605,1626,7,6767,2315,5210,8,42890
300,0,0,4711,0,0,0,21680,4,0,0,201,0,0,0,64501,8491
301,478,0,0,0,30235,16941,1264,8129,31,163,0,0,21357,20130,79,198
302,8644,4083,17509,43,22965,41326,873,29,14,6,1759,8,229,280,1234,37
303,2722,42442,8541,31578,0,10,0,0,335,12547,158,289,0,0,1,4
304,0,0,12718,5618,527,61,989,4337,1,11,11506,19,13908,5935,33666,9713
305,3291,1929,4053,0,15977,4330,38178,509,2056,912,6940,75,7177,1311,11831,139
306,157,462,179,1491,11013,7244,48638,18221,135,0,23,1,559,130,1059,9363
307,626,381,1,0,36328,40613,13799,2192,4,40,2,1,309,1691,1289,1388
308,11307,12877,22812,46025,2,0,0,2,779,4209,93,1229,51,0,0,0
309,0,2475,7,2140,4964,31126,4859,53566,0,0,0,2,0,0,0,55
310,0,11471,5,2523,19423,51895,0,4804,0,599,60,4503,0,1213,6,2883
311,0,403,0,4353,0,0,5510,50092,20,4499,2820,15506,150,47,825,14401
312,239,483,199,244,397,717,3475,1358,11277,44752,14,100,209,34268,238,763
313,8627,0,2,0,48723,2871,42,6,4855,18,4,14,33977,0,60,47
314,10,3723,0,3529,0,1,0,0,699,27184,5039,47370,1810,5164,653,3521
315,1,0,206,795,0,2,0,0,236,4326,1312,50977,1,0,0,41418
316,5458,18,1738,317,25820,32154,12298,9550,1509,1710,132,1250,1644,2194,37,2572
317,131,25909,246,29900,3490,11502,1227,6309,0,0,19,16307,0,3036,0,869
318,12944,16078,1181,3,7,69,1,8,42395,23469,455,0,555,1581,237,95
319,13740,7,68248,86,968,14,15202,21,0,47,25,254,66,86,28,268
320,0,12,1,33,15,219,261,633,0,83,36260,757,2762,1962,53049,2985
321,2894,323,1514,131,7365,1,4741,50,6462,21720,52,271,11400,18334,6470,16623
322,33702,0,1864,467,49521,1929,497,338,1414,7,2059,58,6933,90,89,4
323,430,0,0,0,265,6,52,9,8493,0,1350,0,86119,2,2670,2
324,0,0,3,1,28193,22713,6,20,568,2722,0,0,20298,24480,10,13
325,35,33098,34,5255,1345,1675,445,4814,2,2048,159,27145,1978,2187,1634,16944
326,960,25299,172,56,243,1316,1,0,2530,35617,4415,27629,185,483,187,0
327,935,1191,0,127,2538,37223,77,49,408,4215,356,2790,44,48834,33,4
328,17,216,106,898,0,3,0,0,248,94,77258,14112,0,0,3134,3524
329,0,15,0,188,1,0,0,14,347,41254,67,54198,1323,1436,0,745
330,47,0,582,31,4,157,155,97,0,0,1670,38,12193,42386,17346,24207
331,74,1284,18049,13563,0,0,25,0,485,0,63947,1856,0,0,134,0
332,143,0,6909,34,252,0,46629,142,0,0,15460,22,0,0,29243,176
333,1,839,0,14,2183,18776,75,100,1122,4723,2,26,4881,66124,24,144
334,12621,43,34797,0,3266,23,48322,186,5,0,8,0,0,0,0,0
335,151,1533,2350,3896,3646,5502,34284,36586,0,0,513,4,0,0,96,10497
336,6720,12,41781,105,104,3,367,89,10481,0,36270,0,108,328,1509,811
337,0,1224,0,0,271,1210,0,18,29834,40437,3013,5173,9973,7211,0,689
338,14387,0,971,0,4753,0,64053,634,486,0,4,3,11,0,13394,660
339,641,623,239,14440,1059,953,924,3528,0,40,2060,9900,949,1243,14555,47497
340,0,4945,1391,14727,413,5827,203,37192,3,0,944,154,526,2543,1416,28288
341,14944,43527,9500,11467,26,1,133,3835,390,13968,2,208,0,0,0,1035
342,25,1782,124,5157,1,50005,2,14162,7,0,10,8,0,27310,0,710
