walk,l1,l2,x0,x1,x2
210,54,39.446166,-34,20,0
211,20,11.661904,6,6,8
212,102,67.082039,-18,-24,60
213,60,36.000000,-16,-28,16
214,94,61.286214,50,34,-10
215,94,69.426220,-20,8,-66
216,54,37.788887,-4,34,16
217,40,25.139610,-14,-6,-20
218,32,26.381812,4,-26,2
219,26,16.124515,-10,4,12
220,34,26.608269,4,-4,-26
221,106,67.438861,-28,20,-58
222,108,72.498276,-24,18,66
223,30,21.633308,-12,-18,0
224,80,49.315312,16,40,-24
225,110,76.967526,-16,22,-72
226,50,30.528675,-16,-24,10
227,134,86.046499,58,-14,-62
228,104,75.947350,72,22,10
229,98,68.498175,8,-28,-62
230,78,60.761830,-18,2,58
231,114,69.426220,48,46,-20
232,106,68.614867,-18,-28,-60
233,64,52.990565,-2,52,10
234,58,37.255872,-26,26,6
235,100,66.873014,-6,-44,-50
236,50,35.832946,-2,-16,32
237,114,71.246053,-46,-16,52
238,78,46.690470,-32,16,30
239,34,20.880613,6,-16,12
240,68,50.358713,-48,6,14
241,66,49.678969,-48,10,8
242,112,94.868330,8,-10,-94
243,100,67.052218,56,8,36
244,20,12.961481,-2,-10,-8
245,76,44.271887,-22,-24,30
246,58,43.127717,16,-2,40
247,64,45.343136,-42,-6,-16
248,10,6.633250,-2,2,6
249,34,20.688161,-14,14,6
250,164,104.345580,32,-42,-90
251,92,67.527772,20,8,-64
252,126,83.066239,32,20,-74
253,22,13.416408,4,8,10
254,140,83.666003,60,-50,-30
255,46,27.928480,-10,-14,-22
256,60,38.574603,32,20,-8
257,48,36.986484,6,-36,6
258,76,58.309519,-22,0,54
259,40,24.166092,14,-18,-8
260,108,70.142712,26,62,20
261,84,69.455021,68,-2,-14
262,76,46.818800,12,-32,32
263,96,69.685006,66,20,10
264,92,62.353829,-44,4,44
265,76,74.027022,2,-74,0
266,142,84.356387,34,46,62
267,80,46.733286,32,22,26
268,30,18.220867,-10,-6,-14
269,66,48.373546,-2,44,-20
270,44,26.076810,-18,16,10
271,74,51.264022,40,32,-2
272,38,27.349589,-6,-6,26
273,60,36.986484,18,30,-12
274,52,38.157568,-4,36,12
275,56,36.110940,-22,6,-28
276,96,62.032250,-38,10,48
277,64,42.237424,-12,38,14
278,110,73.239334,8,-58,44
279,58,45.650849,12,2,44
280,62,38.209946,-28,10,-24
281,64,43.543082,-10,14,-40
282,118,78.000000,20,-28,70
283,42,26.305893,-12,8,-22
284,44,38.470768,0,-6,38
285,114,67.438861,-44,-26,44
286,100,58.378078,28,-40,-32
287,64,38.678159,20,-30,-14
288,88,65.909028,-4,22,-62
289,88,59.598658,8,-52,-28
290,48,34.985711,-32,-14,2
291,114,76.026311,16,-30,68
292,138,89.643739,-48,74,16
293,38,22.181073,-14,-14,-10
294,124,76.993506,40,62,-22
295,56,33.105891,-14,-18,-24
296,68,57.271284,0,12,56
297,124,90.642154,12,-86,26
298,52,42.614552,4,-6,42
299,84,58.446557,52,-26,6
300,54,33.763886,-10,28,16
301,62,37.682887,-30,-18,-14
302,132,97.529483,88,-2,-42
303,126,75.339233,-34,-58,-34
304,66,40.938979,-14,34,-18
305,50,40.644803,-4,6,40
306,44,32.372828,-12,-30,2
307,130,75.392307,-38,48,-44
308,68,49.071377,-6,-46,-16
309,104,61.644140,-30,28,46
310,46,34.000000,30,16,0
311,50,32.802439,6,28,16
312,20,16.248077,-16,2,-2
313,116,69.455021,-26,52,-38
314,50,46.086874,-2,-46,2
315,86,62.641839,28,2,-56
316,94,60.564016,-12,-50,32
317,44,42.047592,-42,0,2
318,156,99.317672,18,-72,66
319,72,44.988888,-10,30,32
320,74,52.877216,46,2,26
321,84,53.441557,-22,46,16
322,24,14.966630,-4,-8,-12
323,58,35.383612,-12,-18,28
324,64,43.358967,20,6,-38
325,52,36.331804,-34,-8,-10
326,76,48.414874,-16,18,42
327,118,87.475711,20,14,-84
328,90,66.723309,10,64,-16
329,86,53.478968,42,14,-30
330,112,73.918874,-60,42,-10
331,126,84.970583,-72,-10,44
332,146,118.135515,-10,20,-116
333,72,44.090815,18,-36,-18
334,96,55.928526,-26,-34,-36
335,66,39.446166,28,-14,-24
336,82,48.703183,32,32,-18
337,64,49.396356,6,48,-10
338,56,48.414874,6,2,-48
339,98,84.593144,-6,8,-84
340,136,86.579443,24,38,-74
341,58,35.156792,-28,16,14
342,44,28.565714,20,-20,-4
343,72,59.262130,2,12,-58
344,106,80.672176,78,18,10
345,98,69.137544,6,30,62
346,74,45.033321,26,34,-14
347,162,99.979998,-82,-46,-34
348,124,78.076885,20,64,-40
349,110,77.278716,-40,4,66
350,160,103.846040,-92,-36,32
351,36,22.090722,16,6,14
352,84,56.920998,8,50,26
353,62,36.823905,22,26,-14
354,88,52.535702,-40,26,22
355,74,46.086874,38,-22,14
356,82,53.702886,48,-16,-18
357,104,61.384037,34,-44,26
358,94,54.954527,30,-26,38
359,56,40.298883,-38,6,12
360,88,62.545983,-8,-58,-22
361,80,52.839379,-34,-40,6
362,86,60.959003,40,-46,0
363,78,46.861498,-16,-34,28
364,48,34.409301,-4,-12,-32
365,78,55.317267,52,10,16
366,94,62.769419,40,48,-6
367,52,32.249031,-24,-8,-20
368,78,74.054034,2,-2,74
369,36,25.612497,-24,4,8
370,118,80.324343,42,-8,-68
371,50,32.802439,-24,-4,-22
372,100,63.182276,-36,50,14
373,102,74.431176,-8,-24,70
374,72,44.988888,-10,-30,32
375,52,32.249031,-20,-8,-24
376,36,24.166092,-18,-16,2
377,6,4.472136,-4,0,-2
378,94,56.603887,-44,22,-28
379,6,4.472136,2,4,0
380,86,56.745044,12,-24,-50
381,116,72.938330,-62,-24,30
382,62,42.848571,34,26,-2
383,56,36.551334,-20,6,30
384,86,56.391489,22,14,50
385,98,65.084560,-14,-26,58
386,100,60.597030,-20,34,46
387,72,58.991525,58,-10,-4
388,40,32.984845,-32,0,8
389,82,56.674509,-26,-50,-6
390,92,62.928531,-4,-50,-38
391,78,45.825757,-32,20,-26
392,42,30.000000,-18,0,24
393,84,49.558047,34,20,30
394,66,38.522721,26,18,22
395,68,51.303021,48,-18,2
396,102,65.329932,34,-14,-54
397,104,76.993506,74,-16,-14
398,86,51.264022,-38,20,-28
399,162,101.685791,-58,24,80
400,34,24.413111,20,14,0
401,74,45.650849,-34,28,-12
402,34,22.891046,2,18,14
403,28,18.330303,-8,-16,4
404,42,30.000000,4,10,28
405,58,36.276714,-24,-8,26
406,74,43.680659,32,-22,20
407,112,65.299311,40,-30,-42
408,82,55.892754,-6,28,48
409,92,53.516353,28,36,-28
410,140,82.655913,-60,44,-36
411,118,71.860977,-54,-42,-22
412,26,16.124515,4,-10,-12
413,90,62.321746,-58,-14,-18
414,66,42.941821,-6,28,32
415,80,55.063600,4,30,-46
416,92,55.353410,-20,-30,42
417,104,85.182158,-84,-10,10
418,66,42.379240,-36,-10,-20
419,64,42.988371,-26,34,-4
420,64,39.089641,22,12,30
421,124,87.223850,-20,22,-82
422,58,34.698703,22,-24,12
423,78,46.086874,-34,22,-22
424,48,35.777088,-32,16,0
425,166,101.528321,-28,70,-68
426,136,78.587531,-48,-44,44
427,38,24.413111,4,-18,-16
428,66,38.105118,22,22,22
429,66,42.000000,-32,-8,26
430,44,28.565714,-20,-20,4
431,114,67.082039,-28,-46,-40
432,60,35.665109,-14,-26,-20
433,84,49.071377,-22,32,30
434,58,40.049969,-24,32,2
435,146,94.762862,-32,30,84
436,78,55.605755,-50,-4,-24
437,104,60.728906,-30,32,-42
438,52,35.440090,-6,-32,-14
439,50,34.467376,10,-8,32
440,134,83.450584,68,-42,24
441,106,76.967526,68,2,-36
442,96,58.787754,48,-24,24
443,106,68.673139,58,14,34
444,80,57.061370,14,12,-54
445,124,82.704293,-68,-46,10
446,88,51.613952,-32,22,-34
447,56,33.823069,-26,18,-12
448,94,54.954527,38,-30,-26
449,134,88.022724,12,52,70
450,70,42.000000,16,22,-32
451,22,20.099751,0,-20,2
452,58,34.583233,14,-26,-18
453,34,22.891046,2,14,18
454,118,84.166502,78,10,30
455,92,61.644140,10,-28,-54
456,98,90.221949,-90,-2,-6
457,200,119.966662,-90,-66,44
458,100,73.484692,-10,20,-70
459,18,11.489125,-4,-4,-10
460,34,22.000000,-12,-4,18
461,54,41.231056,8,40,-6
462,42,26.758176,14,-6,22
463,28,18.330303,4,-8,16
464,48,29.393877,20,-8,20
465,84,57.341085,52,22,10
466,82,54.881691,-16,-50,16
467,18,11.832160,-10,-6,-2
468,78,54.954527,-22,-6,50
469,52,39.496835,38,4,-10
470,46,26.758176,-18,14,14
471,116,67.823300,-30,-42,-44
472,54,43.220366,-42,-10,2
473,36,25.612497,0,16,-20
474,64,42.708313,-28,32,4
475,118,78.307088,-58,52,8
476,50,30.133038,-10,-18,22
477,22,18.220867,-18,-2,-2
478,104,61.708994,-24,-44,36
479,70,44.586994,8,32,30
480,76,46.130250,-36,-16,24
481,66,38.418745,20,-20,26
482,72,46.303348,20,-40,12
483,48,44.181444,4,-44,0
484,78,45.387223,-26,-22,-30
485,32,19.798990,10,16,-6
486,70,42.848571,-14,-22,-34
487,76,51.768716,-42,-30,4
488,82,65.145990,20,-62,0
489,46,30.000000,20,-4,-22
490,86,61.220911,-6,56,24
491,132,85.883642,64,-56,12
492,100,81.240384,-10,10,80
493,118,75.604233,-18,36,64
494,90,57.861905,48,30,12
495,76,57.619441,-20,54,-2
496,34,23.409400,-12,2,-20
497,118,88.971906,-86,14,18
498,124,86.255435,16,80,28
499,96,66.873014,-12,-22,62
500,80,57.061370,14,-54,12
501,76,52.000000,-12,16,-48
502,60,44.090815,-6,-42,12
503,62,37.682887,18,30,14
504,118,83.018070,-18,-78,-22
505,56,48.332184,-4,48,4
506,72,61.188234,-60,-12,0
507,38,27.784888,-14,24,0
508,82,58.343809,-30,-2,50
509,72,43.081318,-24,-16,-32
510,48,36.986484,-6,-6,-36
511,40,25.768197,-6,-22,12
512,70,42.095130,26,14,30
513,62,51.029403,10,-50,-2
514,82,66.000000,-64,-2,16
515,52,33.823069,-30,12,10
516,96,56.356011,40,-26,-30
517,70,41.036569,24,-28,-18
518,20,16.248077,-2,-16,2
519,38,28.635642,-26,0,12
520,100,62.801274,14,-48,-38
521,82,57.026310,52,22,8
522,130,82.292162,60,-16,-54
523,110,76.446059,56,-2,52
524,138,96.187317,24,24,-90
525,68,43.543082,8,-26,34
526,78,46.086874,34,-22,-22
527,82,55.533774,10,-50,22
528,46,26.907248,-12,-16,-18
529,54,37.788887,-32,-2,-20
530,40,29.257478,28,6,6
531,56,45.166359,10,2,44
532,26,15.620499,12,6,8
533,92,53.814496,32,36,-24
534,56,38.262253,-2,-26,-28
535,80,49.315312,24,40,16
536,62,42.941821,-12,-10,-40
537,48,36.769553,0,-14,-34
538,94,65.023073,36,-4,-54
539,102,66.783231,-58,14,30
540,86,60.299254,-56,-20,-10
541,68,47.159304,44,-12,12
542,176,106.018866,72,34,70
543,90,56.462377,22,48,-20
544,104,70.199715,-24,-64,-16
545,128,80.597767,36,-24,68
546,62,43.127717,20,-38,-4
547,38,27.784888,-14,0,-24
548,78,54.954527,22,6,50
549,116,78.128100,-52,6,58
550,76,53.291650,50,14,-12
551,94,54.735729,-26,32,-36
552,30,19.899749,-6,6,18
553,64,50.990195,50,6,8
554,58,38.418745,4,-28,-26
555,60,35.665109,26,14,-20
556,88,55.641711,-14,-28,-46
557,130,87.567117,-70,52,8
558,60,38.884444,30,-24,-6
559,38,24.738634,-20,4,-14
560,94,63.906181,-24,12,58
561,98,69.885621,62,-32,4
562,72,45.166359,-38,14,20
563,52,35.213634,-30,-4,18
564,36,27.276363,-8,2,-26
565,70,42.755117,12,-30,28
566,68,49.396356,26,0,42
567,102,67.320131,-42,-52,-8
568,38,23.579652,-14,-6,18
569,174,102.000000,-48,-72,54
570,92,70.992957,4,-68,20
571,104,62.417946,-22,46,-36
572,34,20.099751,-12,-8,-14
573,26,19.697716,0,-8,18
574,46,46.000000,46,0,0
575,118,79.069590,-34,-70,-14
576,26,16.124515,10,-4,-12
577,34,23.409400,12,20,-2
578,128,78.993671,-56,52,20
579,62,44.407207,26,36,0
580,76,44.090815,-22,-26,28
581,108,74.672619,-8,-34,-66
582,80,51.613952,38,34,-8
583,76,52.839379,-32,-42,-2
584,124,74.027022,-30,-38,-56
585,78,50.318983,20,14,-44
586,78,61.351447,8,60,10
587,86,69.541355,-68,14,-4
588,86,66.000000,-64,14,-8
589,62,37.363083,-12,-26,24
590,58,34.928498,-12,-20,-26
591,114,77.433843,62,6,46
592,104,62.928531,-20,46,-38
593,114,79.674337,26,-14,-74
594,92,53.814496,-32,24,-36
595,56,45.166359,44,10,-2
596,80,47.244047,34,26,20
597,142,87.749644,-68,50,24
598,84,51.613952,14,-32,38
599,58,37.576588,-8,-32,-18
600,214,128.514591,54,60,-100
601,126,80.274529,-18,42,66
602,56,40.298883,-6,-12,38
603,46,27.202941,20,14,-12
604,92,64.187226,60,-18,-14
605,58,34.698703,22,-12,-24
606,14,10.392305,-10,-2,2
607,110,64.529063,38,-44,28
608,86,53.478968,14,-30,42
609,94,66.543219,-62,-10,-22
610,98,62.064483,50,34,14
611,38,27.928480,-26,10,2
612,62,46.518813,0,-42,-20
613,76,59.799666,14,58,-4
614,58,33.645208,-18,22,18
615,36,23.151674,-4,-18,14
616,74,47.791213,18,42,14
617,38,24.738634,14,4,20
618,106,78.663842,-26,-6,-74
619,78,56.603887,4,22,-52
620,98,67.970582,2,50,46
621,68,60.332413,2,-6,-60
622,88,60.991803,40,46,-2
623,80,50.675438,-38,-32,10
624,38,26.907248,-12,2,-24
625,160,104.192130,-74,-72,-14
626,46,30.133038,14,-26,6
627,54,33.763886,-28,-10,-16
628,42,28.495614,-6,-10,-26
629,78,53.777319,-38,-2,-38
630,108,66.151342,-44,18,46
631,94,54.662601,34,-26,-34
632,110,68.905733,30,-22,58
633,64,44.271887,6,-40,18
634,28,18.330303,8,-4,16
635,78,51.264022,-46,16,-16
636,64,46.561787,-2,-20,42
637,74,52.952809,-4,-48,22
638,84,66.513157,-2,64,-18
639,134,92.887028,4,-56,-74
640,64,40.298883,18,34,12
641,68,40.693980,-26,-14,-28
642,98,59.632206,-24,-48,26
643,50,29.189039,20,-14,-16
644,106,82.243541,26,-78,-2
645,104,74.886581,-62,0,42
646,46,28.071338,-8,18,-20
647,86,55.317267,-44,-32,-10
648,104,90.642154,10,-4,-90
649,112,81.535268,34,-74,4
650,88,56.213877,-46,-30,12
651,84,54.184869,30,-44,-10
652,200,137.956515,74,116,10
653,56,43.174066,8,6,-42
654,70,51.961524,50,-10,10
655,62,39.038443,-32,-20,10
656,32,19.798990,-6,-10,16
657,92,62.928531,-58,14,20
658,54,32.802439,-24,20,10
659,36,26.076810,-24,-2,-10
660,44,26.683328,8,18,-18
661,174,126.126920,32,120,22
662,46,28.354894,-16,-22,8
663,78,46.690470,-20,-36,-22
664,72,44.988888,10,-30,32
665,68,54.918121,8,54,-6
666,58,38.105118,10,14,-34
667,152,104.192130,42,94,16
668,34,30.265492,0,-30,-4
669,38,34.117444,-2,34,2
670,52,37.629775,-2,16,34
671,98,66.962676,28,10,60
672,18,14.282857,-2,-14,-2
673,54,36.932371,32,18,-4
674,152,90.332718,44,68,40
675,118,72.746134,58,-38,-22
676,54,44.586994,44,6,4
677,86,50.000000,32,24,-30
678,66,42.379240,-24,34,-8
679,88,59.126982,-54,18,-16
680,76,52.230259,-48,18,10
681,88,62.289646,-42,0,-46
682,80,59.126982,-6,-18,-56
683,146,102.156742,-58,-4,-84
684,104,77.304592,74,10,-20
685,26,16.613248,8,14,4
686,58,46.861498,-4,-46,-8
687,56,36.551334,20,6,30
688,32,20.976177,-10,4,-18
689,70,43.312816,18,-16,36
690,34,19.697716,12,-12,-10
691,90,56.885851,34,12,-44
692,72,52.535702,8,50,14
693,96,59.059292,-28,20,48
694,114,72.580989,20,62,32
695,100,64.807407,-10,-50,40
696,84,67.941151,66,-2,-16
697,62,41.617304,-6,20,-36
698,94,71.582121,22,4,68
699,106,64.342832,50,22,-34
700,72,51.146847,22,-46,4
701,102,77.278716,-28,2,-72
702,146,99.378066,-88,44,14
703,48,28.705400,12,14,22
704,60,50.675438,2,-50,-8
705,62,41.036569,-8,-18,36
706,70,45.825757,-10,-40,-20
707,66,46.086874,18,-42,-6
708,134,79.120162,40,58,-36
709,68,44.000000,-8,-24,36
710,26,16.124515,4,12,10
711,74,52.345009,6,-20,48
712,180,105.109467,48,70,-62
713,78,53.404120,8,-48,-22
714,74,51.575188,-48,16,-10
715,44,31.874755,-30,-10,-4
716,34,20.099751,-8,-12,14
717,66,51.961524,50,-2,14
718,34,28.354894,-28,-2,-4
719,112,79.749608,-4,-38,-70
720,16,11.661904,-6,0,-10
721,72,41.665333,-22,-26,24
722,164,107.517440,18,-90,-56
723,84,56.991227,12,52,20
724,60,50.675438,-2,-8,-50
725,102,66.000000,56,-14,32
726,94,66.000000,-16,-62,16
727,114,78.000000,4,52,58
728,78,45.650849,-30,-28,20
729,116,72.993150,56,-16,-44
730,86,55.317267,-10,-44,-32
731,130,88.385519,-16,34,-80
732,86,50.635956,-28,-36,22
733,70,46.346521,-8,22,40
734,72,43.081318,-16,-32,24
735,18,16.124515,16,0,-2
736,42,25.377155,-20,-12,-10
737,92,53.216539,-32,28,-32
738,56,34.871192,24,-8,-24
739,42,33.526109,-10,32,0
740,38,27.495454,4,26,8
741,44,38.262253,2,-38,-4
742,116,75.841941,12,-62,-42
743,18,11.832160,6,10,-2
744,86,58.957612,-48,-4,-34
745,64,37.947332,-20,-16,-28
746,42,36.276714,-4,36,-2
747,76,66.753277,-10,-66,0
748,98,66.962676,-28,10,60
749,88,54.037024,30,-42,16
750,82,49.436828,-38,-18,-26
751,86,65.817931,22,2,62
752,34,22.891046,-2,-14,18
753,42,26.153394,-18,18,6
754,40,26.981475,-2,20,-18
755,128,80.149860,30,30,68
756,36,23.151674,4,14,18
757,82,58.137767,54,-8,20
758,50,31.559468,-26,8,16
759,82,53.103672,-40,8,34
760,24,17.204651,0,10,-14
761,44,27.856777,-10,10,-24
762,22,14.000000,-4,-6,-12
763,32,28.284271,0,4,-28
764,94,56.745044,-40,36,-18
765,22,14.000000,4,-12,-6
766,106,67.260687,22,-58,-26
767,108,82.897527,-78,-28,-2
768,32,23.151674,6,-22,-4
769,112,78.993671,40,68,-4
770,108,63.686733,-28,-46,-34
771,26,19.078784,18,6,2
772,100,58.172158,-28,34,38
773,88,69.455021,-10,-68,-10
774,42,36.496575,0,-6,-36
775,102,69.598851,6,-58,-38
776,114,69.426220,28,-30,-56
777,84,62.417946,10,-60,14
778,90,55.172457,-42,-32,-16
779,8,8.000000,0,0,8
780,84,53.740115,-10,-42,-32
781,80,60.860496,-4,58,-18
782,38,27.495454,4,-26,-8
783,52,34.176015,-24,24,4
784,76,63.182276,2,12,-62
785,76,47.749346,-34,-32,10
786,62,60.033324,2,0,60
787,78,45.650849,24,-32,22
788,154,98.569772,86,-36,32
789,62,40.447497,-24,6,-32
790,82,47.539457,24,28,-30
791,114,74.269779,-10,50,-54
792,84,53.291650,-46,20,18
793,120,70.028566,-38,48,34
794,84,56.920998,-6,30,-48
795,92,60.199668,-46,8,38
796,60,35.099858,-16,20,-24
797,52,41.279535,-40,-10,2
798,92,58.172158,50,22,-20
799,82,58.343809,2,-30,50
800,84,50.754310,32,36,-16
801,90,52.268537,-30,26,34
802,104,69.799713,8,58,38
803,106,71.414284,-34,62,10
804,40,27.276363,-2,22,-16
805,50,34.234486,16,-30,-4
806,64,43.817805,40,8,16
807,86,50.793700,32,20,-34
808,30,18.000000,-12,6,-12
809,38,24.738634,20,4,-14
810,88,57.965507,52,-20,16
811,52,36.551334,-34,12,6
812,150,95.099947,-18,64,-68
813,66,56.603887,8,-2,56
814,104,75.471849,16,16,-72
815,96,68.117545,-60,4,32
816,52,39.293765,-6,-8,-38
817,88,58.240879,8,48,-32
818,66,42.941821,-12,16,38
819,18,12.806248,2,12,4
820,66,51.961524,2,-50,-14
821,86,50.159745,-24,-28,34
822,132,82.316463,66,44,22
823,70,49.759421,-6,-46,-18
824,62,46.346521,-4,14,-44
825,148,90.465463,-70,50,-28
826,50,31.559468,-26,8,-16
827,100,63.371918,-12,-44,-44
828,150,88.022724,-48,-62,40
829,56,37.202150,18,-6,-32
830,74,46.690470,-18,-40,-16
831,38,29.732137,28,10,0
832,106,68.847658,-52,-10,44
833,54,35.832946,-14,32,8
834,124,99.478641,-2,-96,26
835,80,47.074409,24,-22,-34
836,44,38.262253,-4,2,-38
837,96,56.780278,42,26,-28
838,68,41.472883,-12,-26,30
839,44,29.799329,-4,-14,26
840,86,54.954527,-34,-42,10
841,96,60.663004,52,-24,-20
842,60,42.237424,-4,18,-38
843,24,15.748016,-2,12,-10
844,88,60.663004,56,20,12
845,56,39.496835,-20,2,34
