walk,sec0,sec1,sec2,sec3
227,582,5565,440,3181
228,4,3,205,9768
229,4,123,938,8859
230,372,916,1889,6624
231,36,8316,28,1462
232,6220,5,3208,422
233,4147,198,5133,266
234,3786,6123,2,0
235,230,156,1081,8416
236,3,27,0,9945
237,1,4,124,9843
238,6915,1975,463,323
239,8,23,1309,8587
240,27,2809,4823,2237
241,564,730,2703,5820
242,972,8963,1,11
243,243,0,9669,12
244,7,9745,66,145
245,7010,11,2713,71
246,3303,3569,2147,700
247,1838,7570,43,453
248,1332,7595,59,906
249,25,90,4459,5342
250,4324,1174,930,3322
251,6878,801,2125,11
252,1,3976,1689,4101
253,6493,0,3380,3
254,7024,280,1349,1258
255,8879,210,875,0
256,6421,2240,1162,15
257,0,364,8834,793
258,3728,473,3263,2151
259,1419,812,1365,6250
260,17,0,9873,60
261,1974,0,7226,640
262,322,2,8875,687
263,2877,6865,24,40
264,8,1896,899,7053
265,5257,4609,1,18
266,2413,5237,756,1332
267,3087,6559,303,0
268,103,6895,20,2837
269,5,2,2753,7124
270,0,5163,0,4573
271,9,0,6758,3110
272,569,81,2977,6164
273,4254,3439,2032,38
274,3952,577,3315,2089
275,792,236,4546,4297
276,2168,3049,1754,2688
277,1295,1833,2048,4647
278,370,307,328,8920
279,6039,590,3206,9
280,5,1898,449,7386
281,2638,6494,99,438
282,1424,826,1078,6393
283,123,9822,24,0
284,74,1984,52,7806
285,6618,1751,152,1320
286,1775,2195,3670,2047
287,828,101,8972,26
288,225,33,3041,6572
289,2209,5,7580,59
290,3451,1152,1098,4041
291,5422,210,2527,1570
292,6543,2367,488,394
293,162,69,9666,36
294,6745,2854,30,158
295,2432,5525,3,1946
296,937,8728,56,102
297,683,3600,2289,3287
298,875,7506,860,645
299,1641,5249,1452,1499
300,6680,0,3246,1
301,3296,1580,3456,1324
302,587,0,9035,282
303,2060,874,6321,456
304,3424,1669,1287,3376
305,55,126,8175,1554
306,0,0,9785,192
307,7607,628,1308,317
308,379,5383,233,3794
309,1360,19,1157,7391
310,5831,156,3676,109
311,6670,1359,1408,299
312,1772,4318,925,2685
313,6,1,8215,1693
314,2882,3135,3325,399
315,40,2649,89,7090
316,198,9248,195,278
317,1158,410,2179,6112
318,7698,1,2193,9
319,8265,574,804,245
320,990,5501,1717,1551
321,8491,0,1325,93
322,239,291,3403,5758
323,9021,65,823,0
324,4179,5613,53,6
325,3365,2993,3517,0
326,1908,7229,65,645
327,93,9887,1,0
328,1324,8318,15,194
329,820,8790,314,1
330,1717,144,7746,226
331,5344,40,4577,0
332,453,0,7803,1677
333,748,3985,945,4184
334,3034,0,2754,4110
335,9092,177,500,25
336,782,5221,1335,2440
337,56,4959,0,4844
338,2829,6799,75,202
339,1627,507,3444,3975
340,298,9475,0,143
341,2336,5261,134,1988
342,5682,3902,213,40
343,8390,111,1376,19
344,7024,2525,40,237
345,2427,538,2950,3865
346,7946,186,1718,1
347,21,2,4467,5404
348,131,3084,29,6617
349,7173,2234,283,182
350,4216,3370,74,2099
351,2936,4386,61,2530
352,5678,502,2213,1371
353,1131,3,8391,387
354,3648,740,5418,51
355,42,8942,138,783
356,5956,2072,45,1691
357,142,962,2770,5935
358,0,6400,1,3548
359,0,4245,2,5552
360,63,150,4684,4988
361,5347,1695,265,2399
362,59,2255,58,7447
363,7988,333,1481,2
364,116,3313,48,6347
365,3235,874,2951,2703
366,6041,2158,406,1195
367,3952,43,4823,892
368,525,2,9267,91
369,2528,11,7385,3
370,3234,3433,2581,509
371,3712,3,6094,0
372,678,8,3845,5402
373,1032,8947,2,0
374,104,264,3143,6273
375,856,8273,24,756
376,423,9340,12,197
377,5,643,6517,2782
378,4410,5121,208,55
379,579,4513,462,4280
380,887,3664,2010,3102
381,400,9527,0,3
382,2643,3297,3426,494
383,0,0,9673,255
384,5655,3925,9,298
385,24,53,2812,6933
386,2508,181,6737,418
387,149,832,2016,6773
388,8319,674,29,869
389,937,1627,939,6237
390,1,67,1974,7760
391,572,1766,4131,3279
392,4135,5775,0,4
393,8947,269,394,226
394,579,5621,2213,1497
395,894,7597,130,1207
396,2266,6623,790,214
397,5041,642,2703,1217
398,2186,12,7723,0
399,919,8446,25,485
400,676,2519,361,6163
401,6545,1,3037,298
402,5769,0,2907,1132
403,2411,4021,3114,261
404,129,411,4505,4688
405,4062,614,5150,7
406,162,6345,135,2997
407,3339,2778,2297,1292
408,21,7870,1,1982
409,6313,3544,72,0
410,6599,20,3162,101
411,137,1774,295,7671
412,5787,4034,50,0
413,174,8829,476,445
414,2591,17,7117,95
415,254,4503,1593,3330
416,1083,6001,2,2678
417,184,712,6393,2630
418,1724,4807,1866,1291
419,6912,711,1490,750
420,3016,71,6105,447
421,2532,4660,1618,953
422,2654,0,7210,49
423,1366,5457,277,2716
424,69,9880,1,14
425,2864,4948,2000,6
426,59,7,1030,8781
427,10,8563,54,1258
428,27,45,27,9882
429,2950,5352,1245,189
430,46,6674,0,3100
431,554,25,6077,3080
432,24,385,3,9533
433,3,7,3274,6552
434,1034,260,7841,733
435,1243,1072,7205,393
436,3423,849,4107,1326
437,3142,584,5609,397
438,12,7926,2,1840
439,134,2522,129,6887
440,1,0,8573,1279
441,0,604,7,9318
442,7,6201,1,3578
443,30,8982,34,826
444,2,32,7806,1990
445,7031,132,2658,109
446,7777,162,1762,160
447,27,3938,46,5772
448,23,4520,1295,3951
449,4029,2721,353,2681
450,7564,135,1582,560
451,2753,7104,7,15
452,2,51,9728,182
453,203,40,610,9080
454,190,2465,77,7153
455,6,26,1139,8753
456,2,990,3238,5633
457,417,1467,2432,5517
458,139,0,9722,85
459,301,620,5261,3579
460,19,1990,5,7891
461,1516,4885,234,3097
462,731,8371,320,443
463,12,112,3188,6555
464,1540,7986,406,1
465,376,5751,132,3662
466,2810,3835,2987,196
467,6446,3313,5,54
468,6,916,78,8949
469,522,9227,10,147
470,201,3294,186,6156
471,5009,165,4414,225
472,2945,7022,2,0
473,2852,23,6253,798
474,0,171,3018,6607
475,3053,6182,72,425
476,1,9225,35,584
477,160,8027,253,1435
478,3371,550,5904,23
479,3218,1,6459,131
480,1436,3454,2800,2031
481,5322,1457,761,2138
482,259,815,7852,951
483,5665,9,4221,7
484,1,0,13,9981
485,7,245,5377,4268
486,165,89,3594,6018
487,4996,1,4451,476
488,150,24,9476,261
489,0,29,1597,8294
490,4817,29,4931,51
491,47,6092,82,3753
492,2654,7228,3,3
493,8962,1,959,6
494,897,1617,1719,5550
495,0,2,9271,678
496,2257,6239,31,1267
497,7866,90,1985,2
498,4155,0,5793,1
499,0,0,3809,6159
500,0,7,5380,4465
501,3476,5929,207,251
502,4132,221,5075,435
503,1308,8540,13,0
504,5309,224,3929,229
505,4519,1497,760,3124
506,988,1323,6164,1137
507,466,74,7311,2001
508,728,2237,4153,2708
509,3664,1353,3089,1723
510,1036,117,1361,7261
511,68,135,1376,8252
512,85,8844,4,919
513,3,2994,1,6812
514,85,811,6392,2529
515,377,1193,5482,2661
516,6116,3082,443,140
517,0,5160,613,4070
518,247,15,8727,930
519,433,3578,2533,3210
520,3840,5264,167,597
521,347,6982,83,2287
522,613,8076,76,1110
523,311,34,3482,5944
524,877,763,4095,4006
525,1419,8,7839,598
526,2843,6744,132,64
527,8114,267,1097,320
528,177,7066,1,2595
529,7032,1000,1683,140
530,5808,489,1934,1644
531,62,7095,89,2579
532,6228,421,956,2269
533,1286,4,4802,3815
534,603,4235,399,4466
535,796,10,9121,9
536,1841,1261,4889,1686
537,1142,812,2559,5272
538,917,5998,115,2713
539,2717,4660,238,2070
540,3087,743,4754,1115
541,895,1525,4959,2246
542,4505,5157,81,90
543,4551,3650,684,878
544,4030,4353,530,855
545,9968,3,6,5
546,7791,39,2041,1
547,2346,15,3099,4426
548,745,26,3562,5514
549,8572,157,1152,5
550,5775,1271,2640,102
551,2474,3264,3046,1009
552,972,3726,2726,2277
553,1515,167,2129,6005
554,191,3868,206,5403
555,1299,543,3863,4073
556,1536,840,4841,2534
557,9162,43,592,106
558,90,501,1147,8105
559,5315,6,4060,433
560,411,477,338,8691
561,7681,2181,2,30
562,1129,227,7915,511
563,0,9,1781,8159
564,1775,5853,974,1130
565,764,3536,127,5243
566,2126,7110,14,694
567,5023,1689,662,2449
568,32,7350,109,2360
569,1194,4105,1476,3025
570,7872,654,1070,196
571,3029,108,5771,890
572,3459,1488,4142,737
573,70,274,852,8673
574,7229,84,2577,38
575,703,9254,0,10
576,15,139,463,9349
577,15,66,2384,7454
578,1685,3085,891,4181
579,1,3137,2,6712
580,7425,237,1410,755
581,993,6170,187,2489
582,5823,3172,768,30
583,659,556,7400,1281
584,1444,8413,0,0
585,5782,27,4008,1
586,5793,3654,44,378
587,4298,1182,4181,69
588,86,9134,0,687
589,6003,1588,550,1696
590,81,16,3397,6429
591,3191,161,4585,1952
592,124,6619,698,2393
593,7280,17,2617,1
594,1,5246,18,4553
595,240,237,9333,120
596,1415,7079,245,992
597,9,3,8570,1298
598,5213,4297,301,41
599,6643,1,2361,920
600,801,2203,155,6600
601,5147,0,2591,2126
602,2597,5153,564,1396
603,28,1514,1,8364
604,2447,246,7247,13
605,9169,790,0,0
606,9917,7,24,26
607,1511,183,7286,784
608,41,111,5878,3796
609,173,23,4724,4893
610,854,333,2994,5663
611,26,2116,247,7538
612,838,520,3981,4475
613,4897,2660,1391,735
614,42,1269,696,7784
615,997,129,2247,6503
616,9100,774,0,2
617,776,35,4685,4278
618,8256,493,1077,0
619,7869,1162,846,21
620,3150,1,6706,0
621,0,0,7946,1951
622,1220,6214,74,2228
623,0,3,251,9727
624,6973,1503,906,473
625,9,171,3731,5966
626,214,2718,645,6159
627,1301,451,6798,1260
628,1,8534,0,1441
629,648,208,4104,4835
630,11,1,2561,7359
631,14,813,156,8883
632,9,1189,1,8709
633,1843,2273,1700,3997
634,9113,10,844,0
635,18,332,3539,5951
636,935,33,124,8838
637,9045,462,421,24
638,3949,4909,350,558
639,697,2180,6791,236
640,2180,163,7377,46
641,4099,5662,45,11
642,85,2294,142,7421
643,1446,65,8365,0
644,5132,68,3623,854
645,4650,0,4512,633
646,4522,2778,12,2508
647,704,4887,19,4236
648,3,9885,0,89
649,8834,563,204,231
650,4214,19,5472,162
651,7032,3,2840,1
652,7,1576,142,8138
653,369,131,278,9093
654,4198,137,5459,0
655,585,6248,79,2971
656,490,143,5513,3588
657,4,21,8350,1560
658,17,25,4718,5168
659,7706,2064,82,5
660,239,9685,51,1
661,0,84,462,9425
662,712,9054,116,3
663,55,260,2173,7383
664,9524,214,115,12
665,2975,1319,4587,728
666,1896,4066,66,3864
667,2531,3171,2707,1370
668,1189,376,7981,303
669,8347,74,1392,9
670,2219,1615,4118,1751
671,3961,285,3633,1894
672,129,1879,1467,6282
673,8125,819,236,599
674,141,9595,97,83
675,116,379,6545,2847
676,5,1574,104,8168
677,5097,771,3233,686
678,1743,238,5900,1830
679,28,9825,61,36
680,2573,1522,3473,2133
681,1112,5612,237,2873
682,5304,4142,21,316
683,1644,778,4010,3199
684,6568,74,1487,1643
685,60,6114,1198,2457
686,0,5682,2355,1920
687,705,1999,6389,764
688,4036,4634,903,169
689,628,413,25,8839
690,1,0,6672,3216
691,1108,2205,158,6329
692,9052,892,0,1
693,786,183,3943,4966
694,1694,2079,2564,3389
695,8135,547,1025,151
696,0,9270,30,625
697,876,138,4659,4016
698,2,432,27,9477
699,8473,854,0,588
700,1770,1,8026,1
701,771,284,1347,7439
702,1424,2210,2992,3138
703,0,0,5115,4777
704,599,71,9253,10
705,0,1161,2284,6350
706,25,949,107,8831
707,376,4261,380,4629
708,5385,1353,2952,3
709,158,2275,15,7318
710,402,3511,101,5735
711,8226,0,1641,8
712,1189,795,7827,134
713,0,1,9668,293
714,881,76,2353,6579
715,1667,3585,2466,2074
716,193,58,3411,6122
717,8602,802,434,63
718,2198,10,7710,1
719,608,0,6754,2453
720,2303,1541,3015,2659
721,1,317,7286,2346
722,2532,189,6789,304
723,65,28,9590,264
724,1492,3260,2187,2823
725,1162,60,3095,5509
726,0,9932,0,56
727,67,9502,73,313
728,7466,505,370,1536
729,3,48,7953,1776
730,1344,1314,3989,3099
731,18,58,428,9394
732,76,101,2730,6949
733,784,8311,0,827
734,0,0,6994,2950
735,2460,215,7219,9
736,2,7883,306,1700
737,1942,4513,2101,1135
738,406,1223,9,8196
739,3120,2884,3415,337
740,242,877,124,8626
741,503,890,7016,1397
742,793,7977,0,1075
743,3044,1153,3493,2066
744,2818,1208,4383,1365
745,225,153,59,9461
746,231,73,4645,4928
747,1218,39,8648,14
748,22,6061,18,3731
749,5552,1216,2172,812
750,7988,236,1602,6
751,1907,599,2459,4795
752,0,86,6846,2976
753,70,3133,0,6694
754,1121,8647,71,0
755,16,1,5363,4521
756,2052,253,3413,4063
757,4941,126,4829,0
758,1330,5449,181,2677
759,1,2070,0,7880
760,8452,25,1258,209
761,0,1,9876,98
762,61,173,1044,8555
763,2673,0,7133,0
764,760,1551,7097,457
765,6067,25,3611,192
766,10,55,657,9155
767,7405,1239,999,171
768,5726,1,3965,193
769,1638,82,8134,47
770,1050,26,7761,1026
771,5,1,8513,1337
772,3892,655,5388,8
773,1991,722,4213,2705
774,2595,1752,5304,208
775,924,1796,164,6966
776,2102,7027,202,424
777,4056,1245,3649,725
778,72,9,6699,3186
779,5815,3989,25,4
780,2521,6807,280,107
781,0,17,8989,935
782,1020,8885,9,1
783,538,287,6914,1873
784,37,85,5665,4029
785,6823,35,2886,170
786,56,5808,130,3865
787,204,14,9034,661
788,1219,1557,6122,756
789,53,7952,0,1836
790,205,1889,0,7842
791,114,303,7616,1779
792,1196,4890,10,3686
793,5454,4424,1,2
794,4879,947,2218,1687
795,409,1185,2597,5707
796,382,2386,4567,2378
797,6061,40,3750,2
798,416,44,8753,653
799,14,4825,1190,3791
800,1310,1528,1716,5254
801,334,7237,464,1885
802,51,712,427,8657
803,6275,2,3541,7
804,2922,164,5525,1082
805,8780,722,426,1
806,7336,84,1304,1083
807,6311,2350,1017,127
808,166,42,1543,8021
809,5909,286,3608,67
810,218,1147,3057,5207
811,2166,995,6702,11
812,11,41,9808,94
813,3276,1032,3488,1996
814,11,7,9627,297
815,17,21,5149,4658
816,0,9088,131,726
817,872,5757,167,2849
818,1375,631,7612,270
819,1928,1809,4300,1692
820,571,5,4503,4800
821,0,9859,0,118
822,6349,792,587,2068
823,1001,8097,745,23
824,5234,2934,1084,411
825,408,3810,0,5672
826,1,8283,280,1341
827,102,7069,0,2685
828,2518,6265,0,1112
829,370,2,6258,3181
830,513,258,8900,208
831,55,9468,0,347
832,3684,3445,2552,70
833,4859,588,2182,2109
834,861,5297,453,3211
835,469,6658,898,1773
836,2595,13,7118,112
837,8485,1059,289,38
838,0,25,8093,1790
839,4295,4344,7,1024
840,416,296,248,8931
841,15,67,9558,248
842,4076,34,4094,1683
843,1366,28,8501,28
844,13,2217,289,7344
845,83,5918,236,3525
846,919,864,256,7796
847,1865,343,5302,2201
848,55,2553,25,7277
849,4360,1482,3885,31
850,9,32,2435,7375
851,329,2988,714,5768
852,4606,3299,1852,14
853,8604,479,496,246
854,2296,2847,2295,2383
855,2760,41,6924,51
856,40,16,82,9814
857,3166,6720,3,0
858,1194,651,7814,142
859,9995,0,1,0
860,4428,297,5010,99
861,27,5013,80,4675
862,5367,4079,199,137
863,0,0,1064,8929
864,101,47,936,8751
865,5991,76,3852,0
866,1735,4938,3086,70
867,5378,4202,27,258
868,1533,686,5116,2300
869,138,4303,15,5424
870,6,403,7501,1983
871,67,40,748,9042
872,1,0,12,9970
873,494,4290,792,4107
874,34,1884,52,7907
875,182,0,9762,19
876,37,1515,2368,5945
877,2591,2811,364,4036
878,610,0,9330,0
879,8737,860,40,282
880,1731,4983,1,3147
881,2463,305,6895,165
882,3113,6671,50,89
883,5487,1474,2589,220
884,8095,506,1246,5
885,35,255,560,9089
886,561,7012,236,2068
887,3563,469,5662,177
888,111,6348,17,3447
889,865,565,5875,2513
890,6291,1338,2092,124
891,2364,3892,1060,2507
892,4490,17,5326,10
893,1,147,448,9328
894,1969,0,7899,12
895,4605,4894,53,235
896,1695,8239,4,0
897,1907,480,2541,4789
898,1925,6143,968,727
899,818,429,173,8501
900,1505,581,6050,1593
901,2205,1971,262,5410
902,36,509,3,9396
903,2641,277,6783,50
904,2516,188,3811,3175
905,27,9927,1,7
906,1347,0,8494,110
907,23,9412,132,316
908,246,3933,1492,4136
909,8545,330,977,19
910,1,2161,7,7697
911,5852,3325,216,411
912,0,990,0,8989
913,127,321,349,9119
914,169,2,2115,7629
915,2791,97,6225,745
916,507,3277,21,6067
917,362,1186,1,8385
918,7946,384,1559,0
919,1037,7712,268,779
920,38,288,3,9611
921,5793,3964,132,8
922,12,8370,0,1540
923,4609,275,3159,1723
924,7040,2258,339,120
925,1138,1753,3111,3714
926,134,9446,20,312
927,4593,2159,2881,133
928,5437,398,3962,54
929,37,0,9914,6
930,1667,6732,1332,84
931,7147,46,2333,246
932,4474,4981,109,218
933,2057,6731,413,595
934,144,6334,46,3364
935,5,2067,1790,5875
936,293,85,9507,45
937,1407,74,8343,21
938,3988,4128,746,897
939,712,1923,3758,3370
940,4535,5343,87,1
941,9773,58,67,47
942,2509,1316,970,4898
943,4998,52,4284,507
944,1489,8434,1,12
945,26,9961,0,0
946,9755,165,4,23
947,1768,8016,0,61
948,35,0,852,9083
949,132,3253,39,6417
950,1669,6600,844,667
951,257,0,8478,1192
952,0,89,1600,8227
953,61,3,8061,1676
954,982,6237,1196,1348
955,0,10000,0,0
956,212,9608,7,135
957,112,8143,47,1640
958,5907,932,659,2333
959,444,4720,894,3718
960,408,7948,2,1476
961,2,5787,823,3311
962,1285,3148,1474,3793
963,902,2629,2346,3678
964,8516,1054,340,0
965,149,1951,34,7765
966,4,1950,44,7799
967,6542,0,3425,5
968,8107,13,1683,37
969,9,379,5107,4397
970,3296,899,1761,3797
971,5097,1039,2377,1274
972,363,8824,408,312
973,6204,201,3203,199
974,127,3661,3,6109
975,26,75,6044,3644
976,112,446,1140,8097
977,8473,1330,0,0
978,6627,3282,0,0
979,718,220,1196,7704
980,478,1362,4182,3610
981,3,1,55,9926
982,4003,271,2487,3077
983,5749,3792,328,3
984,8219,458,1085,46
985,570,4382,115,4667
986,105,162,7540,2132
987,4420,706,4444,355
988,53,1533,7557,729
989,124,10,155,9655
990,42,8455,10,1299
991,1295,52,2019,6595
992,13,5,9906,50
993,3552,38,5697,537
994,1903,984,5033,1897
995,0,101,1960,7751
996,0,2235,46,7523
997,206,8568,500,683
998,1209,2550,6087,18
999,3753,2555,3351,34
