walk,num_returns,first_return,return_steps
81,12,16,16;18;22;24;26;28;1782;1784;1786;1796;1886;1918
82,9,5128,5128;5134;5168;5170;5292;5294;6138;6140;6142
83,4,2,2;7260;11292;11294
84,1,2,2
85,2,4,4;298
86,0,-1,
87,0,-1,
88,1,3514,3514
89,2,2,2;24
90,1,2,2
91,3,6,6;16;18
92,18,28,28;114;116;214;218;220;234;2490;2584;3482;3496;3498;3514;3516;3598;3600;3620;3624
93,2,4,4;5370
94,1,2,2
95,4,6,6;8;12;34
96,6,2,2;10;12;64;162;166
97,3,4,4;64;68
98,0,-1,
99,2,8,8;31048
100,4,508,508;510;576;578
101,5,50,50;52;28190;28192;28194
102,1,2,2
103,1,6,6
104,10,92,92;876;884;888;61090;61108;61178;61274;61278;61280
105,8,4,4;38;40;44;6420;6512;6514;9934
106,12,3380,3380;3452;3454;4510;4512;57752;57756;57758;57760;59360;59380;59386
107,0,-1,
108,10,686,686;692;694;698;780;782;790;916;926;1596
109,6,2,2;6;118;834;2480;2482
110,3,266,266;270;274
111,0,-1,
112,6,30,30;32;33106;33114;33116;33120
113,4,48,48;50;58;60
114,1,6,6
115,7,6,6;2728;3120;3130;9362;9364;9366
116,0,-1,
117,11,24,24;70166;70182;70188;70240;70242;70244;70266;70268;70270;73432
118,0,-1,
119,0,-1,
120,3,4,4;37836;37838
121,4,38740,38740;38744;38782;38784
122,3,146,146;75616;75618
123,3,2,2;12;14
124,2,2228,2228;36884
125,10,2,2;12;5778;5780;5784;5790;29406;29426;29428;29430
126,13,332,332;334;344;364;378;380;408;426;9942;9950;9952;9954;9956
127,1,18,18
128,7,60,60;64;66;68;70;2342;2620
129,5,2,2;12;16;26;30
130,7,6,6;8;10;46;54;68;104
131,2,212,212;214
132,0,-1,
133,2,1434,1434;1436
134,2,2,2;4
135,2,574,574;586
136,5,4,4;1736;1738;1746;1766
137,1,6,6
138,15,2,2;12;1800;1860;1862;1864;2178;2180;2186;2194;2196;2198;2330;2376;2418
139,2,1018,1018;1022
140,3,4,4;174;176
141,6,2,2;8;24;26;28;32
142,8,2,2;12;14;26;28;32;38;40
143,5,2,2;56;62;70;80
144,0,-1,
145,2,2,2;4
146,0,-1,
147,5,12,12;14;20;128;130
148,1,6,6
149,7,6,6;8;356;360;362;7796;7920
150,0,-1,
151,4,354,354;68642;69586;69624
152,12,4,4;10;2206;2244;2246;2252;2266;2320;2426;2430;2442;2444
153,1,2,2
154,3,4,4;718;724
155,11,934,934;938;944;956;1200;1202;1204;1206;1208;1214;1216
156,11,2,2;4;142;5342;5368;5370;5372;18312;18792;18856;18890
157,2,144,144;152
158,4,2,2;88;530;10356
159,0,-1,
160,13,2,2;10;162;212;214;216;264;266;298;300;302;318;368
161,14,4,4;6;50;104;106;108;110;470;472;886;888;890;910;912
162,1,2,2
163,2,10,10;530
164,3,4,4;78268;78270
165,3,22,22;1050;2088
166,12,6,6;1856;1862;2054;2056;2066;2082;2084;2086;2090;2118;2120
167,8,4,4;108;1160;1172;1174;1178;8202;44000
168,0,-1,
169,1,256,256
170,8,7790,7790;7792;7916;7918;7978;7982;7986;7990
171,0,-1,
172,22,2,2;8;10;14;24;28;88;122;150;152;304;306;318;320;322;390;1040;1044;1452;1458;1518;1520
173,3,14,14;20;22
174,1,6,6
175,3,8,8;10;12
176,4,146,146;148;150;238
177,0,-1,
178,16,2,2;980;982;1696;1698;1706;1708;2136;2140;2142;2144;2212;2216;2218;2220;2238
179,3,2,2;4;26
180,0,-1,
181,2,158,158;324
182,2,2,2;4
183,0,-1,
184,0,-1,
185,7,16,16;34;36;206;224;226;290
186,5,2,2;4;16;60;88
187,1,2,2
188,5,8,8;10;66450;66518;66522
189,2,472,472;764
190,8,2,2;10;12;108;110;402;2454;2456
191,2,2286,2286;2288
192,12,2,2;18;20;34;36;56;58;60;976;1036;2466;5858
193,1,44,44
194,13,2,2;6;22;124;126;150;154;156;158;6868;6874;7090;7098
195,3,2,2;514;516
196,3,56,56;58;2624
197,8,110,110;340;342;350;360;592;594;654
198,0,-1,
199,1,2,2
200,12,5998,5998;6040;6158;14540;14548;14550;14730;14734;14758;14760;91992;91994
201,2,39722,39722;39730
202,2,604,604;608
203,0,-1,
204,1,2,2
205,1,374,374
206,0,-1,
207,2,6,6;8
208,2,72,72;74
209,0,-1,
210,0,-1,
211,0,-1,
212,1,154,154
213,4,346,346;350;1146;10422
214,4,10,10;25040;25042;27592
215,0,-1,
216,10,2,2;4;24;82;84;86;94;96;376;378
217,16,2,2;31112;31116;31120;31124;31338;31366;31392;31394;32316;32318;32320;86258;86272;86278;86280
218,4,3644,3644;3646;3764;3766
219,0,-1,
220,2,8,8;54
221,1,36474,36474
222,8,48,48;66;71242;71280;71300;71302;71304;71306
223,0,-1,
224,0,-1,
225,2,6,6;8
226,1,22,22
227,4,168,168;176;178;218
228,0,-1,
229,13,86,86;174;176;184;186;200;204;208;222;3032;3322;3324;3328
230,6,4,4;64;84;402;404;408
231,8,12,12;14;16;24;16902;17594;17596;17598
232,5,16,16;8234;8236;8242;8246
233,2,10812,10812;10814
234,5,106,106;108;2954;3002;3066
235,0,-1,
236,1,686,686
237,1,20,20
238,0,-1,
239,0,-1,
240,2,2,2;242
241,1,8,8
242,2,6,6;8
243,1,6,6
244,0,-1,
245,2,176,176;35550
246,1,198,198
247,0,-1,
248,13,18,18;20;44;46;48;50;52;48620;48640;48642;48644;48848;48850
249,6,2,2;10;38;52;280;292
250,2,8,8;14
251,0,-1,
252,0,-1,
253,0,-1,
254,1,34,34
255,4,1194,1194;4420;8158;8162
256,5,8,8;342;344;346;390
257,7,2,2;6;17642;18124;18126;18166;18174
258,2,46,46;48
259,11,66,66;134;148;154;282;376;382;384;394;398;400
260,5,32,32;568;570;636;650
261,3,6,6;20;22
262,0,-1,
263,2,2,2;12
264,6,158,158;2432;2464;2466;3330;3342
265,2,82,82;84
266,3,14,14;16;18
267,2,84284,84284;84312
268,1,242,242
269,2,20,20;326
270,0,-1,
271,1,2,2
272,5,90256,90256;90266;90268;90270;90272
273,1,2,2
274,3,2,2;4;16
275,8,14,14;16;78;80;84;154;156;4676
276,0,-1,
277,5,2,2;4;36;38;186
278,0,-1,
279,0,-1,
280,1,2,2
281,0,-1,
282,5,70,70;74;146;166;168
283,4,2,2;76;78;86
284,0,-1,
285,1,2,2
286,6,2,2;4;30;34;36;38
287,2,2,2;146
288,4,22,22;24;360;364
289,0,-1,
290,0,-1,
291,11,6,6;10;12;44;114;654;696;698;704;4568;4576
292,3,2,2;846;854
293,6,2,2;6;16;26;56;64
294,1,2,2
295,3,62,62;64;66
296,2,2,2;4
297,9,2,2;8;10;6578;6708;6852;7024;7032;8338
298,0,-1,
299,2,1340,1340;6514
300,0,-1,
301,1,34,34
302,0,-1,
303,6,4,4;12;16;22;24;26
304,1,2,2
305,2,16030,16030;16034
306,6,92,92;3644;3684;5174;5180;5182
307,2,10,10;2714
308,1,16,16
309,0,-1,
310,1,4,4
311,3,2,2;294;296
312,6,2,2;18;20;30;32;44
313,0,-1,
314,0,-1,
315,1,2,2
316,0,-1,
317,5,12,12;42;46;76;43118
318,4,2,2;132;312;334
319,1,2,2
320,3,216,216;3938;3942
321,2,370,370;372
322,3,9890,9890;9892;11240
323,3,14,14;16;20
324,0,-1,
325,6,10,10;12;78;82;88;90
326,0,-1,
327,12,44,44;4392;4394;4398;4400;4402;4404;4408;4676;4960;5582;5598
328,3,2,2;6;8
329,3,5060,5060;5078;5080
330,3,58,58;60;68
331,3,4,4;220;2640
332,7,16,16;18;22;24;96;134;136
333,1,2,2
334,10,2,2;5430;5438;5444;5460;5462;5472;5474;5478;5488
335,11,6,6;8;10;12;14;30562;30564;30578;30610;30616;30618
336,7,844,844;856;858;862;864;868;872
337,2,17854,17854;17886
338,0,-1,
339,10,8,8;10;12;582;586;592;610;626;628;1170
340,6,6,6;10;206;214;232;234
341,1,20640,20640
342,17,132,132;134;222;228;350;352;354;408;418;730;938;940;960;968;1500;1504;6282
343,3,2,2;118;286
344,0,-1,
345,4,2,2;4;6;14
346,4,2,2;4;2958;10902
347,1,6,6
348,3,2,2;24;32
349,1,18,18
350,0,-1,
351,4,2,2;368;370;374
352,1,6,6
353,8,48,48;654;656;660;686;688;694;696
354,0,-1,
355,1,292,292
356,2,2,2;4
357,0,-1,
358,9,6,6;10;22;228;232;238;240;242;244
359,4,2244,2244;2290;2294;5972
360,5,28,28;30;32;66;240
361,1,4,4
362,6,2,2;8;10;9824;49326;49328
363,0,-1,
364,1,22,22
365,0,-1,
366,7,31552,31552;31558;32454;32492;32506;32658;32660
367,7,2,2;106;108;148;160;162;168
368,6,40,40;54;76;78;290;314
369,4,20022,20022;20984;21252;56164
370,0,-1,
371,5,4,4;6;8;26;874
372,0,-1,
373,0,-1,
374,0,-1,
375,0,-1,
376,2,2,2;4
377,0,-1,
378,3,2,2;6;16
379,6,2,2;128;130;148;1108;1278
380,3,2,2;4;12
381,5,144,144;146;596;602;620
382,3,26656,26656;26698;26700
383,0,-1,
384,0,-1,
385,4,6306,6306;6308;6316;6320
386,0,-1,
387,2,2,2;14
388,0,-1,
389,0,-1,
390,6,94,94;98;694;886;892;908
391,4,470,470;972;974;976
392,2,6,6;126
393,4,568,568;570;772;774
394,0,-1,
395,0,-1,
396,4,8,8;10;12;22
397,2,6,6;8
398,4,6,6;28044;28072;33090
399,0,-1,
400,2,2,2;46
401,1,5450,5450
402,0,-1,
403,7,4,4;6;18;90;94;100;128
404,4,4,4;6;8;14
405,1,208,208
406,4,2,2;6;174;176
407,0,-1,
408,1,4,4
409,0,-1,
410,1,4,4
411,5,12,12;276;558;58768;58770
412,5,4,4;6;12;32;690
413,1,2,2
414,7,2930,2930;3988;4000;4002;4038;4040;4042
415,0,-1,
416,0,-1,
417,1,2,2
418,2,2,2;1414
419,5,2,2;6;20;40;44
420,2,570,570;842
421,5,24,24;26;72264;72266;72534
422,1,198,198
423,0,-1,
424,6,1006,1006;1062;34594;34898;34902;34984
425,5,96,96;98;112;114;116
426,6,52,52;1244;1338;1374;1376;1570
427,0,-1,
428,2,110,110;116
429,0,-1,
430,8,74290,74290;74294;74296;74298;74302;74306;74456;74502
431,13,64,64;66;68;806;956;1124;4334;4336;4568;4570;4572;4576;4578
432,2,208,208;226
433,3,4,4;10;12
434,0,-1,
435,12,2,2;10;16;18;106;108;116;882;1256;92820;92822;92872
436,3,8,8;10;14
437,0,-1,
438,4,272,272;276;478;29694
439,2,6,6;92064
440,2,9430,9430;10090
441,3,1498,1498;1500;1504
442,2,2,2;6
443,7,6,6;8;52;71586;71626;71628;71630
444,0,-1,
445,3,82,82;84;86
446,7,2,2;4;8;836;1368;1376;1512
447,1,8,8
448,2,38,38;64
449,0,-1,
450,3,194,194;6966;6968
451,9,34,34;36;40;1494;1504;1506;1510;1512;1514
452,0,-1,
453,5,58,58;840;42436;42468;42470
454,16,10,10;38;44;86;290;292;294;296;348;350;352;458;470;472;474;498
455,1,2,2
456,7,11024,11024;11026;11114;11116;11118;11120;11122
457,5,2,2;8218;8222;8224;8228
458,7,6,6;10;1100;10580;10586;59018;59022
459,5,894,894;91766;91768;92018;93692
460,6,4,4;4342;4350;4490;4506;4508
461,3,4,4;8;10
462,0,-1,
463,7,366,366;410;412;414;416;420;422
464,3,58,58;64;230
465,1,36,36
466,0,-1,
467,8,20,20;22;60;76;876;922;924;3440
468,1,32,32
469,4,982,982;988;990;93150
470,1,8,8
471,1,60,60
472,4,6,6;8;24;1722
473,8,88,88;90;102;1940;1942;2012;2014;2486
474,3,2994,2994;5268;5364
475,2,110,110;112
476,0,-1,
477,1,2,2
478,1,34,34
479,4,8,8;12;3080;89924
480,0,-1,
481,1,2,2
482,0,-1,
483,2,90,90;48210
484,0,-1,
485,7,32,32;34;36;42;44;48;56
486,4,8,8;10;12;16
487,1,8,8
488,9,638,638;676;1800;1802;1826;1828;1838;1860;1892
489,9,504,504;506;554;724;726;728;1436;1724;1728
490,3,16,16;648;650
491,2,3972,3972;3974
492,2,2,2;206
493,12,2,2;122;162;198;200;370;388;2416;2548;2560;2882;56916
494,4,2,2;22312;22448;52618
495,1,4,4
496,6,4154,4154;4160;4258;4354;4376;4384
497,2,1454,1454;1456
498,0,-1,
499,0,-1,
500,0,-1,
501,0,-1,
502,0,-1,
503,2,4,4;8
504,10,2,2;94;96;560;630;670;672;686;688;3240
505,15,2,2;4;6;8;10;72;304;310;548;550;596;600;602;604;620
506,1,8,8
507,0,-1,
508,2,2,2;26
509,1,66108,66108
510,3,2,2;86;92
511,8,8,8;1964;1968;1970;1972;2106;2182;2190
512,3,566,566;570;574
513,3,2,2;4;6
514,4,18,18;20;22;24
515,7,110,110;112;114;118;120;122;124
516,4,48,48;52;76;90
517,0,-1,
518,4,2,2;516;522;540
519,20,10,10;94;96;98;120;122;124;126;1298;15508;15510;15512;15530;16060;16094;16100;16344;28138;28140;28184
520,6,2,2;8;10;40;42;48
521,0,-1,
522,5,4,4;6;130;136;1018
523,6,4,4;6;8;10;12;28
524,1,2,2
525,4,2,2;4;6;8
526,3,42,42;25070;25082
527,0,-1,
528,1,2,2
529,0,-1,
530,14,2,2;4;10;14;764;940;942;944;59430;59470;59472;59484;59486;59920
531,4,12,12;1752;1754;23534
532,4,2,2;4;6;74
533,17,2,2;4;8;10;12;14;334;340;344;778;782;1050;1056;1058;3624;3626;3640
534,2,2,2;88
535,1,2,2
536,7,546,546;552;560;3790;3794;3800;3818
537,1,6,6
538,4,4,4;34652;34666;34668
539,0,-1,
540,3,2,2;616;624
541,5,30,30;34;62;86;370
542,0,-1,
543,2,2,2;510
544,0,-1,
545,4,4990,4990;5002;5008;5202
546,4,2,2;72;76;78
547,9,2,2;132;134;148;150;152;156;162;15718
548,13,2,2;16;18;1606;1614;1616;1902;1912;1956;1968;3640;3670;3716
549,4,2,2;4;4232;4236
550,29,2,2;88;90;94;59572;61600;61606;61704;61706;61726;61794;61804;64390;64394;64410;64424;64426;64428;64430;64432;64452;64464;64548;64566;64618;95596;99354;99450;99452
551,3,58,58;60;246
552,2,11754,11754;11756
553,6,2,2;10;12;16;24;26
554,13,28,28;34;102;104;122;124;130;210;56528;56530;56536;56538;56550
555,4,2,2;4;24;26
556,1,118,118
557,2,36,36;84
558,5,2,2;10;14;20;22
559,4,130,130;4104;4164;6860
560,1,1126,1126
561,4,2,2;4;10;340
562,0,-1,
563,10,6,6;14544;14554;14556;14570;16032;16034;16054;16062;92010
564,0,-1,
565,7,2,2;60602;60606;60610;82440;82444;82456
566,8,12,12;1232;1234;1238;1244;1248;1250;1282
567,1,2,2
568,2,176,176;178
569,4,2,2;10;30;32
570,1,2,2
571,0,-1,
572,0,-1,
573,0,-1,
574,13,6,6;10;16;22;46;48;50;6660;6666;6668;6924;6946;6948
575,11,18,18;20;22;36;128;266;268;270;306;308;9660
576,6,24,24;30;38;40;72;5282
577,9,424,424;426;430;434;436;442;82078;82082;82490
578,1,2,2
579,4,4,4;38;25806;25834
580,5,4,4;16;2596;2602;2604
581,0,-1,
582,0,-1,
583,6,44,44;48;50;52;582;584
584,3,2,2;4;526
585,16,2,2;48;79684;83720;83784;83820;83838;83840;84362;84364;84366;84368;84372;84384;84392;84398
586,0,-1,
587,6,12,12;20;3004;3024;3036;3062
588,4,4,4;6;8;14
589,0,-1,
590,4,40,40;42;44;50
591,2,4,4;12
592,1,20,20
593,5,190,190;192;366;368;372
594,1,2,2
595,0,-1,
596,2,4,4;10
597,7,122,122;124;548;1796;10478;10496;10498
598,3,2,2;4;396
599,2,6,6;574
600,1,1048,1048
601,8,26,26;142;144;210;216;218;2142;7302
602,7,10,10;16;20;42;44;46;48
603,6,34,34;40;65302;65334;65342;65352
604,2,66,66;70
605,0,-1,
606,7,92,92;94;104;106;224;226;248
607,9,10,10;5012;5016;5018;5024;5026;5028;5030;5064
608,0,-1,
609,1,4,4
610,4,4,4;6;20;42
611,0,-1,
612,3,2,2;38;40
613,3,16,16;22;24
614,3,332,332;354;362
615,13,106,106;108;110;61402;61980;61988;61990;62000;66668;66684;66688;68784;68798
616,1,4,4
617,5,182,182;1982;2028;17804;17808
618,3,6,6;8;404
619,0,-1,
620,1,4,4
621,0,-1,
622,8,714,714;724;726;766;868;870;28060;28066
623,2,2,2;52288
624,2,182,182;192
625,0,-1,
626,1,6,6
627,0,-1,
628,11,36,36;50;54;222;224;230;232;234;240;10444;10856
629,1,2,2
630,0,-1,
631,8,2,2;4;6;16;22;24;28;36
632,3,20,20;556;558
633,12,4,4;12;14;40;184;1072;1074;1078;1082;1186;1190;1192
634,1,8,8
635,1,1216,1216
636,1,4,4
637,5,2452,2452;2490;51458;51740;51746
638,7,9866,9866;9872;9962;12164;12232;12234;12236
639,2,2,2;16
640,14,112,112;436;442;446;450;452;480;482;548;594;596;850;852;67514
641,8,2,2;1470;1492;1630;1676;1678;3580;3582
642,2,4,4;52
643,0,-1,
644,0,-1,
645,0,-1,
646,0,-1,
647,0,-1,
648,9,4,4;36930;36932;38922;38924;53996;53998;61570;61574
649,3,2,2;6;8
650,2,1686,1686;12436
651,0,-1,
652,10,184,184;212;430;432;2690;2692;4756;4758;4764;4772
653,2,4,4;40946
654,3,2,2;4;8
655,8,2,2;4;142;150;540;562;576;580
656,3,9924,9924;10652;14616
657,6,2,2;84;86;1422;1424;1478
658,3,28,28;44;48
659,2,464,464;466
660,4,584,584;602;622;624
661,3,62,62;64;88
662,2,30,30;290
663,7,2,2;608;806;864;866;870;872
664,1,2,2
665,2,2,2;16
666,3,10,10;102;136
667,5,6,6;12;26;28;34
668,9,2,2;72;824;828;5468;5530;5532;5534;5542
669,3,2,2;22;26
670,3,2300,2300;2302;2304
671,0,-1,
672,0,-1,
673,0,-1,
674,1,62,62
675,10,2,2;12;14;24;44;46;48;66;68;70
676,3,16,16;18;2846
677,5,24,24;26;17270;17280;33760
678,0,-1,
679,0,-1,
680,12,18,18;20;524;526;580;676;684;688;690;812;814;820
681,0,-1,
682,3,2,2;14;18
683,6,836,836;838;1424;1426;2714;2720
684,0,-1,
685,1,20702,20702
686,0,-1,
687,2,10,10;12
688,6,85538,85538;86360;86362;86364;86366;86376
689,2,10,10;12
690,5,408,408;414;418;420;92028
691,0,-1,
692,3,8,8;28;80
693,1,4,4
694,0,-1,
695,5,6,6;38;1516;4988;4994
696,1,2,2
697,2,6,6;10
698,2,4,4;32
699,9,6,6;8;16;568;570;958;960;962;976
700,1,8,8
701,4,1848,1848;4578;4580;4584
702,1,2,2
703,4,2,2;4;29694;29734
704,1,2,2
705,8,52,52;54;38982;39388;39390;40054;40056;64240
706,4,206,206;212;214;216
707,0,-1,
708,8,4,4;6;42146;52802;52872;92870;92876;99348
709,8,2,2;6;8;10;34144;34152;34172;34200
710,0,-1,
711,2,2894,2894;2896
712,1,2,2
713,2,40,40;44
714,6,12054,12054;12058;12120;12124;12132;12136
715,4,2,2;20;174;386
716,10,2,2;4;8;462;464;466;468;470;1460;1462
717,2,4,4;6
718,4,2,2;4;126;206
719,1,578,578
720,0,-1,
721,0,-1,
722,1,10,10
723,0,-1,
724,2,7762,7762;8032
725,14,6,6;8;10;12;14;18;7194;7196;7296;7602;8064;8068;8070;8072
726,3,5134,5134;5142;7840
727,0,-1,
728,2,2,2;10
729,3,1178,1178;1182;1184
730,22,10,10;12;14;706;5186;5192;5194;5216;5290;5292;5308;5312;5314;5318;5320;5324;5388;5470;5476;5478;5480;5482
731,0,-1,
732,0,-1,
733,4,6,6;10;5632;5634
734,3,2,2;5954;5958
735,6,580,580;584;14952;87040;87044;87272
736,1,10,10
737,0,-1,
738,1,16,16
739,1,2,2
740,2,88,88;94
741,4,26,26;28;21136;21148
742,2,2,2;4
743,4,10,10;130;180;4556
744,0,-1,
745,0,-1,
746,1,5962,5962
747,0,-1,
748,8,2,2;10;12;156;162;188;1520;1524
749,11,10,10;194;198;220;2064;2066;2072;2186;2188;2192;2216
750,2,2,2;14
751,3,2,2;4;6
752,3,6,6;16;20
753,0,-1,
754,1,6,6
755,4,62,62;64;70;72
756,1,2,2
757,2,2,2;4
758,6,746,746;750;752;754;770;772
759,4,2,2;22;26;28
760,1,2,2
761,5,330,330;654;656;662;706
762,7,2,2;4;44;54;56;268;950
763,0,-1,
764,3,664,664;666;668
765,0,-1,
766,6,2,2;468;470;474;5240;5256
767,0,-1,
768,1,4,4
769,0,-1,
770,7,2,2;36;7604;7628;7684;7746;7784
771,3,4,4;6;1220
772,7,2,2;28;32;66;70;5784;5786
773,3,8,8;18;20
774,5,2,2;14;18;20;24
775,1,1188,1188
776,0,-1,
777,1,2,2
778,7,6,6;8;16;38302;38352;38534;38542
779,3,2,2;4;6
780,0,-1,
781,0,-1,
782,7,2,2;10;12;44;46;48;62
783,12,4,4;6;442;448;5508;16730;16732;17484;17488;17814;17816;24366
784,1,8,8
785,4,2,2;4;62;5164
786,3,4,4;20;95390
787,0,-1,
788,0,-1,
789,3,6,6;148;150
790,3,18,18;52;54
791,4,2,2;4;90;618
792,0,-1,
793,7,10,10;12;30;32;38;304;306
794,16,2,2;28;36;38;17932;17936;17978;18004;55806;55808;55818;55822;55834;56132;56140;56144
795,1,2,2
796,3,2,2;6;55994
797,14,6,6;8;10;70;72;2078;2080;12174;12228;12240;18406;18408;18460;18462
798,0,-1,
799,1,2,2
800,0,-1,
801,5,2,2;4;12;34;36
802,0,-1,
803,2,52,52;110
804,2,4,4;8
805,1,36,36
806,1,6,6
807,5,2,2;20;28;30;40
808,2,64,64;74
809,2,2,2;360
810,0,-1,
811,0,-1,
812,9,6,6;12;1542;1544;1828;1838;1840;3986;3988
813,8,26,26;616;798;11878;11880;11886;11888;11912
814,2,12008,12008;12010
815,0,-1,
816,3,76,76;80;86
817,6,2,2;18;22;24;30756;40550
818,2,24,24;42
819,12,18,18;20;77750;77752;77792;77826;77830;77836;77838;88804;88840;88870
820,10,72,72;2120;3764;3766;21080;21082;21084;21126;21128;25758
821,4,4,4;6;90;378
822,2,2,2;150
823,7,44,44;332;342;346;350;482;1142
824,2,2,2;24
825,2,16576,16576;16600
826,0,-1,
827,2,16,16;20
828,9,728,728;808;838;840;17046;17048;17050;24910;24912
829,0,-1,
830,5,702,702;730;14942;14950;14952
831,3,2,2;58534;58536
832,1,400,400
833,4,2,2;6622;6644;6824
834,0,-1,
835,0,-1,
836,0,-1,
837,1,2,2
838,0,-1,
839,2,2,2;4
840,0,-1,
841,1,14,14
842,5,3784,3784;3804;3806;3816;3818
843,6,6,6;284;294;300;312;4420
844,0,-1,
845,2,4378,4378;4380
846,0,-1,
847,3,2,2;4;6
848,0,-1,
849,4,592,592;598;600;616
850,0,-1,
851,3,1938,1938;19054;21942
852,3,2,2;4;182
853,5,2,2;40;42;52;902
854,0,-1,
855,2,240,240;252
856,12,2,2;10;12826;13476;13482;27030;27234;27240;27244;27248;27250;27252
857,8,2,2;4;8;92;98;154;156;206
858,11,34,34;82;88;90;94;96;596;598;600;634;652
859,0,-1,
860,0,-1,
861,0,-1,
862,6,38,38;40;42;46;48;176
863,6,41304,41304;41346;41400;41402;41632;41648
864,1,2,2
865,0,-1,
866,5,90,90;94;102;604;610
867,2,8,8;1776
868,14,474,474;476;478;480;6634;6636;6666;6670;6678;6680;6686;6688;6692;6694
869,24,280,280;282;68880;68882;68936;68938;69118;69128;69136;70078;70080;71568;73728;73730;73734;73736;73738;73762;73768;74574;75512;75516;75520;75522
870,0,-1,
871,0,-1,
872,4,6,6;8;44;46
873,3,2,2;4;8332
874,9,6500,6500;6502;6504;6508;6694;7560;19950;19968;19974
875,2,16,16;80
876,6,2,2;36;34248;34322;34334;34338
877,2,6,6;32
878,7,2,2;14;640;864;15376;15378;15390
879,3,2,2;244;258
880,8,2,2;41310;42138;42140;42142;42148;42150;42984
881,15,2,2;4;10;12;5416;5454;5548;5550;6292;6320;6322;6334;59586;59588;59590
882,2,4114,4114;4436
883,0,-1,
884,5,2726,2726;58382;58400;58404;58422
885,0,-1,
886,5,2,2;42;44;100;102
887,0,-1,
888,5,2,2;14;312;314;316
889,2,714,714;1904
890,0,-1,
891,10,2,2;4;8;90;92;240;272;282;292;294
892,0,-1,
893,2,132,132;136
894,0,-1,
895,3,2,2;4;10
896,1,2,2
897,1,2,2
898,1,6,6
899,1,5248,5248
900,1,2,2
901,1,2,2
902,2,2,2;6
903,5,2,2;6;308;316;578
904,6,12,12;68;70;82;98;108
905,0,-1,
906,2,8,8;10
907,0,-1,
908,0,-1,
909,0,-1,
910,1,142,142
911,11,424,424;436;716;732;734;736;1002;1060;1528;1564;1588
912,3,6,6;8;10
913,4,2,2;6;118;122
914,4,32,32;88;1166;1296
915,0,-1,
916,12,2,2;560;564;566;632;640;698;740;750;752;770;772
917,3,2,2;156;158
918,2,68,68;70
919,2,4,4;20
920,2,2,2;598
921,4,8,8;10;66;90
922,0,-1,
923,10,2,2;4;8;14176;14180;14450;14652;14654;14666;14670
924,5,138,138;320;322;30638;30640
925,7,4,4;140;168;172;174;210;252
926,11,2,2;12314;12328;12334;12336;12392;12394;12834;12836;12852;13970
927,1,6,6
928,2,2,2;6
929,3,2,2;4;6
930,0,-1,
931,2,78,78;80
932,3,2,2;6;6262
933,4,2,2;14;1796;1816
934,3,2,2;6;8
935,9,4,4;48;50;52;54;56;74;76;82
936,9,10,10;14106;14114;14196;14198;14200;14218;14222;14246
937,8,2,2;4;152;154;168;258;272;276
938,5,4,4;18;20;242;244
939,3,22,22;26;30478
940,4,2,2;122;124;130
