walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
54,20081,99893,5899,295712,0,32147,35197,227759,1,60,28196,237516,0,103,7831,5524
55,10569,0,499,3,609325,1,2293,20,76915,1,15,3,276332,1779,19511,1190
56,21202,75303,0,77,0,52,0,61,260810,62432,455249,9535,11550,271,99871,51
57,17750,16576,651,4747,8837,140407,9366,36649,125845,164954,21315,11,48361,384501,12528,3605
58,11289,881,1032,294497,11150,5001,3355,327667,14374,10482,5461,105850,15598,9627,15028,163726
59,4329,62089,1,0,123697,87640,1,587,225687,171933,254,126,82560,237652,82,0
60,451,3225,212,786133,823,55,1324,0,8199,2831,85,184461,6715,198,1163,2129
61,63,11,0,0,8728,135364,842,113273,1,0,0,0,46691,146801,1091,545617
62,114730,6086,291540,899,128942,187,261049,81,3408,39,172717,16,6106,142,11735,10
63,0,3,22,422,0,1,5,430766,19536,15098,2540,39794,2311,60518,63520,363075
64,243747,1150,205011,80,94058,10069,6986,308,130626,0,183993,0,70405,12985,31662,4888
65,6,62806,8,93587,1,3030,6,439,1701,396963,41,439171,0,0,0,0
66,0,0,0,0,237,19353,745,71903,5,0,0,0,460,138172,85,766424
67,90342,46,205153,13466,10307,6,489613,161400,7863,6598,5155,6781,380,0,11,212
68,22686,3197,2368,715,239165,330042,90060,288443,0,3,0,0,17575,560,199,150
69,321,72738,818765,32927,8534,19736,0,1841,0,360,38586,306,431,3349,0,156
70,7982,3903,0,0,357273,111209,1,0,13655,40517,1,0,402450,60196,1,0
71,11298,27500,0,22,1,85432,0,858,125205,402968,2454,6326,1,327747,2187,4447
72,3972,11853,489063,452935,0,0,1639,0,59,6675,831,31281,0,0,0,0
73,9055,82,27016,0,26230,3065,651425,170558,410,0,595,0,292,890,65222,43115
74,5,295743,4,28793,0,427176,1,1169,232,2177,92,57,619,241209,25,16
75,62257,1273,34566,16466,20699,0,26403,547,289261,156274,9847,40167,247481,65609,6687,16055
76,15508,23,14019,1,491327,37,236287,0,107216,0,3518,0,128010,17,530,0
77,263,368,193,63,0,0,0,2,783333,38431,151197,10917,9407,45,3579,60
78,59,121283,18,96137,0,5807,0,25162,45,63391,3053,634265,0,62,0,48397
79,46474,52827,272,0,46,163365,3,4,440118,40344,224,0,159422,93106,2,1
80,40,169,216,33428,6710,1712,0,46422,479,16233,39,340031,299317,109960,5175,135997
81,0,7058,0,0,0,19582,10346,631784,7661,19281,2087,604,4975,64503,197003,32966
82,6747,1334,13418,4,487088,1690,16424,12,303015,2,0,3,168901,0,0,0
83,110028,187553,234558,438562,7497,0,3,0,10351,94,2536,288,6473,2,0,19
84,36628,79832,3428,686247,5325,0,75,0,20841,89224,8342,61510,5004,1,21,0
85,10463,67575,81,62166,42293,61403,1018,15294,3451,289865,0,110867,20046,226418,0,82431
86,43,349993,116,31808,140,8532,505,92010,16,482896,6,6178,322,5616,1662,18387
87,103966,19102,131533,12010,16750,3323,30467,6992,89997,39832,459716,31119,45762,833,791,3959
88,338267,103361,30589,0,9630,48,17,0,184890,329674,332,0,436,0,25,0
89,339,101543,9432,29753,1,113379,405256,335106,7,147,30,146,1,4,0,840
90,50,3432,0,551869,0,1,0,5,62,35721,0,389784,0,14726,0,2263
91,17807,681,43637,20854,14291,3329,88750,18847,157,0,179276,231554,0,77,227836,148770
92,10762,606,28894,15813,186,56,56,8453,0,5,73022,313324,0,0,2679,542526
93,31998,11488,857435,34191,0,808,12690,4768,3462,7201,10533,8299,299,5929,6013,1588
94,86082,67436,6384,0,1,156829,0,0,3917,199581,5672,0,4595,464226,2586,48
95,163707,7,10,280,228086,9384,0,0,299255,150664,2680,3000,101112,22535,14545,0
96,40680,1475,162113,471934,16914,24247,17380,184064,0,0,150,55330,1923,268,835,19268
97,51,249,1358,8674,353,1019,6897,4487,6,4312,12900,676876,1,554,4715,275449
98,0,313791,0,12017,10,38967,0,50884,0,425622,0,97850,0,9367,0,48906
99,59141,1308,66981,64,42698,242007,472102,110415,662,2,66,3,34,577,1619,23
100,474575,100762,56356,202,264,16499,0,1258,210506,132028,13,1443,139,2862,1,294
101,162673,111285,408634,48322,106,188,31600,170,62164,39900,48676,43500,18848,19206,0,0
102,19719,1626,79320,373289,95911,666,1109,297578,6676,12876,27,55181,46749,5995,0,5
103,77,68541,4,42730,0,1,6,12,494916,337091,10043,43404,99,0,56,22
104,54,0,752,2718,38,2,8118,3317,171826,128509,19742,339698,14452,236169,3836,67617
105,4087,1947,3582,18382,0,0,917,1582,245106,152227,478217,90538,5,1725,5,147
106,289818,123769,122446,62603,255294,35814,71503,34725,0,1,2,9,0,5,0,0
107,72821,655431,0,1,3060,2310,0,0,3570,152417,0,80,4,43370,0,64770
108,57266,107,23445,690,20647,0,5447,0,506655,1,193331,41925,56960,0,74996,14235
109,626,1658,18,0,18580,712047,1070,132485,1892,21967,0,0,7534,99516,0,0
110,8521,4206,16755,107,111219,3452,382411,47099,66,3,0,13,0,0,398543,25674
111,30702,11045,84,235,17606,429063,19,11786,7217,2538,1,3,42023,357689,9080,77990
112,0,4509,324,529,46283,882692,8032,15873,3,49,20,41,1697,37335,1046,81
113,5195,39,297546,122836,0,0,104255,467640,0,4,1,242,0,0,0,4
114,32966,0,1891,1299,631315,110626,4402,86,6401,0,8684,0,136048,895,62750,0
115,0,331750,181,26723,0,41593,0,22660,0,48820,155,3785,1496,501426,249,19059
116,25229,47400,1782,6543,71306,19820,36877,392,17069,65985,11367,20140,479228,141329,26319,21931
117,1287,11285,163,62374,112,100248,57191,295559,0,187,1,9505,0,0,458926,766
118,5314,0,5293,0,0,0,1371,0,385760,473,283574,28572,113157,14661,87348,71146
119,194066,606606,57761,55887,12300,46268,448,1817,19743,0,775,0,1181,0,0,0
120,535,251,5456,1132,25583,345,231402,1078,892,196,68424,9495,2285,601,643727,6440
121,5388,1601,133295,36003,11,9727,4017,9889,284045,341587,170251,7,0,100,0,526
122,245058,8,22259,515,19123,94458,39986,68,101490,11,7774,2272,176116,88665,198911,145
123,0,0,820,0,5,423,1027,2652,24290,63246,401721,22997,72462,62331,259340,84998
124,19713,0,55631,557426,2499,2,4796,3073,20266,0,71612,105171,5390,14,45737,104443
125,31072,70,47488,3352,353372,29,1804,0,341584,97,7368,4,210826,71,1037,234
126,23301,0,183810,0,36212,0,350388,382347,1357,1217,3432,1758,9925,763,2619,17
127,47103,344,20129,9543,200274,964,590611,1187,102,0,0,0,117144,0,10125,1
128,830426,1289,1019,9386,18444,0,1,0,103821,7063,3102,10749,12388,0,2,0
129,36392,306024,1855,289,3788,194265,150,0,36759,22684,3,0,206195,188800,16,12
130,418815,230740,31466,39500,153313,935,119005,3053,31,240,0,0,1,13,0,1
131,17547,25410,219275,149690,75,1937,55280,424,40214,3211,197014,270641,0,732,9513,4371
132,199,3147,55,1430,22330,336588,78,136216,6,674,0,0,72395,336768,0,85121
133,379993,28927,51374,329,201827,27689,68803,2409,84571,95208,764,1191,1550,13201,35278,1076
134,9576,59,2184,45,309334,7816,568266,95340,1692,102,15,23,2230,0,5,0
135,231866,0,503,181,0,1,10,63,505091,165877,74903,1869,10676,963,4042,1023
136,245,16359,0,32973,4,25422,0,10536,33774,57091,62630,698747,2,45418,3,13390
137,2022,1782,1,0,224981,432768,320,0,129835,3410,7378,0,37743,130414,707,24966
138,179,39,97152,50,385108,45888,278125,171175,346,7,6068,4,242,33,9116,3923
139,2,341,27,96,69,272,642,390,330607,67009,2412,6407,312387,137724,43270,94167
140,0,0,0,221109,0,0,121109,575966,0,538,0,4525,817,5235,59990,9466
141,2600,7897,14,3570,468443,384543,7102,15495,0,0,548,160,2130,100209,106,5058
142,39473,174289,187954,76339,55115,237805,204312,14910,0,0,1510,2284,0,0,2159,1
143,895,173,802,441,215,179,238,7,48339,500856,7706,65888,4185,293803,2282,70875
144,643,506,809,21,2524,3222,28432,8205,1,0,0,239137,764,5912,84742,621328
145,210,709,473,17031,212,4056,195,1957,217,4311,491,913107,1474,6209,3258,43880
146,1,0,61,27,1,0,20,3,38582,1985,206415,86,154121,5541,591382,0
147,5237,101280,220,0,15849,3265,105,145,44749,727639,682,28,47884,49297,64,6
148,38492,9260,2141,9,38738,2,1107,58,329611,163403,58947,7,344093,852,8331,8
149,210377,283370,1735,0,176860,322459,216,18,1,43,0,0,445,638,0,0
150,69,17327,217,11787,1,2,40,3,46715,135517,109975,69409,76578,21909,474817,31359
151,0,49,0,67,367899,49359,77492,88090,0,0,0,0,283744,26665,95153,6730
152,1593,5756,12237,361,67419,412073,187741,69325,7636,27964,1300,1733,64077,7040,128605,662
153,0,1019,264,411187,0,47159,149,221691,0,2411,67,91041,2342,13577,15792,189773
154,22756,132,803,2403,5791,16,78,79,531966,256670,22697,830,62243,90287,359,84
155,215769,166987,59973,10443,18,3979,10,0,348169,152288,1456,7614,1642,25197,282,1731
156,0,176773,0,0,0,2,0,0,298653,489177,18233,11945,64,138,3141,0
157,0,16180,11149,73442,0,0,89,1851,46308,44576,22645,611630,0,0,4700,163371
158,602,104,52517,19728,0,0,144370,218301,683,13929,42025,183060,2149,28113,17320,273788
159,25141,9012,0,74317,33392,66864,10545,643117,26432,3292,30,43902,129,5,81,60424
160,1365,1206,372336,361573,744,9,7255,9577,33627,10828,152897,33300,7265,571,1541,137
161,3,1,16,79593,0,1,502753,224234,652,16,6107,471,347,1,181381,2404
162,3741,1453,0,0,0,276,0,0,41067,113846,11088,74271,297611,343570,54381,54694
163,43325,2,24111,8281,6732,1697,15344,5428,494229,118853,73092,5309,123795,10942,44042,20823
164,36448,96464,41782,179864,2975,19454,132,873,70590,128124,72426,280248,41209,5478,18214,210
165,154784,4176,48314,13,160273,2592,0,606,118338,10379,4,1,469765,26546,0,116
166,88,2078,1677,87380,30,113611,15493,369760,0,6651,18722,67427,0,260034,7204,46520
167,2,8314,235854,879,1,1425,98,1436,1,2480,648026,6785,0,1698,39519,50362
168,148,1,25,0,30780,104979,432863,356101,1181,11,6,0,59216,1283,11127,100
169,1537,1255,35,482,87085,4,19258,66,2,88,41,72,24352,366993,106003,390731
170,0,148,1,559,0,13,0,7,0,29937,10845,11169,36080,301906,316501,290293
171,1363,27,26838,2172,994,0,15008,0,499,13,256227,623864,912,0,69010,100
172,81315,0,12,0,39,2916,4,0,890011,14456,1,1,2435,7863,0,203
173,82,40140,184,469565,3,6971,135,702,4081,134546,16928,262530,28,23111,32,37249
174,0,19667,0,59073,0,14054,378,55911,0,500887,0,76267,1,218907,300,50691
175,0,0,0,0,15,0,0,0,51990,172764,88341,410214,27889,77079,1320,166990
176,4799,0,55,0,340360,500559,27064,11,13,0,2288,0,15023,45012,62310,0
177,626,0,66,0,540902,141,314175,414,28,14,2413,1,30009,2,107577,2145
178,11180,15529,2566,89921,91213,513405,48526,55200,61193,1301,42900,22422,32566,8239,9,215
179,1,81804,0,451,0,1771,0,293058,0,61151,0,51626,0,2737,0,505137
180,81779,332649,1551,30475,2416,5541,92,1753,456404,68494,3156,5972,5761,0,4,199
181,0,237,1,1272,0,149903,0,12527,0,268,1,36,1111,624767,0,208335
182,102461,3509,35544,0,25122,4851,207535,1835,112016,81892,281798,82915,3,0,45513,9896
183,611,8,848,3,0,3,2,0,239247,39,5251,206,743476,5810,3385,166
184,7429,9212,344765,4895,250267,23487,355367,743,58,0,179,12,0,0,0,0
185,3352,9690,2206,13947,0,1,640877,47922,491,14939,8,20577,0,730,243264,22
186,27208,33959,324,45610,23934,127343,0,69439,9712,107688,950,278665,0,313,1,271248
187,0,2350,3170,665240,0,238,8,17,7706,5545,20501,292099,7,1622,93,156
188,115444,26332,3,18,720586,888,1,0,85520,40357,7664,32,148,18,5,2
189,259038,37430,3647,24774,534542,3970,1412,2918,75635,50239,265,1018,0,733,1311,219
190,45099,8375,0,0,2655,9740,0,18,379529,144712,17259,1,333990,2675,52425,0
191,2462,52514,1008,4246,13212,15285,65235,18711,7066,375633,22095,31,60339,326142,30497,1576
192,69254,22098,367,6693,63292,18862,3519,12104,492211,146994,1593,107048,42780,6875,1821,815
193,5717,5144,27700,148,6829,3777,470559,22342,28,387,29,0,0,1,454807,1
194,2,21,135743,124738,73985,9965,371943,251179,208,1845,7,485,63,697,19978,4604
195,2375,3348,52296,3,71804,1891,124222,157,57134,5147,0,269,584776,55285,36185,1146
196,0,225287,0,308,0,1108,0,6313,46652,627789,0,195,1692,86677,1273,774
197,4173,262866,30999,3,3,0,668,29,163864,401972,71413,16,0,0,60351,0
198,0,141745,1318,127692,87,200563,2922,309763,0,0,790,30288,1735,0,5487,175365
199,0,217595,252,3,8714,748512,6442,16780,0,0,49,14,0,0,1,185
200,1168,714,2982,1114,40,1009,183619,609,765,129,120981,746,7041,75020,380187,220426
201,2824,138986,0,8204,62531,275297,0,58172,44612,143211,0,51,234898,26697,0,0
202,95583,154008,21714,30557,3323,822,47280,3050,153194,439759,6288,31963,0,3,5664,2530
203,0,0,0,0,63865,98811,34555,332773,41,186,0,36288,35834,60892,24945,306785
204,0,0,1,763,0,498,1680,5299,266,15,330813,124732,186217,5087,272395,68040
205,1552,0,406,413,0,8,0,16,256464,1,737102,820,0,1,1648,39
206,16237,2942,18374,151844,26876,1191,529202,51144,10,25,1551,0,67583,756,128070,395
207,11,1396,83282,286371,2,28,417677,148710,13,1687,22123,304,36,65,26676,7497
208,2,0,1,0,23,2598,1849,541900,1,0,1,0,1284,48058,1381,401293
209,592,7,20818,7,1898,86,3832,0,181995,5682,747908,34076,0,1,1295,0
210,236337,79351,1554,382,452367,773,44694,37,95758,84680,143,132,0,0,0,68
211,651459,135970,0,0,2172,97590,0,0,35948,26900,26,656,24462,22723,0,0
212,21508,4057,1237,15,554046,14945,224,0,1029,79082,186,3148,291280,26175,284,0
213,38,1066,0,21339,85,942,1,1946,57,1655,0,969228,196,1344,4,1067
214,40369,739618,134,0,11026,39210,2395,2292,93122,53651,0,0,15442,79,110,0
215,0,0,1,0,981,1403,127250,41320,0,0,2178,1195,40,1556,718846,103208
216,1331,5283,7541,8259,6,0,1895,905,163565,268509,199942,300410,0,23256,5,16223
217,55,2451,7,2583,102850,51241,16485,280245,286,26644,1,45212,308,42654,249856,176170
218,6045,4,5139,1,1,16,335,7,948981,16028,3604,0,17717,0,891,0
219,12130,2912,20242,11268,22221,647,8159,616241,113,210,6418,549,30240,1,116663,150589
220,0,32,4,225,2,301275,0,1113,0,10,0,9545,0,534238,0,152727
221,183046,55919,2193,1109,300951,159439,5,0,5024,126,16,13,289607,1,11,1
222,23138,1737,919,43,467,247,385,96,101188,4014,710840,7994,21543,215,123651,1
223,2267,662587,15,16,27,25430,19,38,4295,14011,0,937,30596,202882,5815,48847
224,1275,5799,0,39,70,237,1558,679,93038,291586,41570,23916,0,83477,29498,424367
225,85,46,3612,6,15,8,28,8,66214,586780,80576,150315,221,62330,6880,39206
226,72643,280,0,0,240219,636,3883,51,214658,1506,7398,0,259454,47719,147713,0
227,131578,326,559503,152810,12,19,8639,5476,14943,1742,51123,64186,4932,0,10,0
228,0,0,251,0,1,5,182,1,3061,77,40534,1,599,56,954552,4
229,1338,22650,147418,291732,0,22,9066,2548,103529,250478,78512,88735,0,11,0,4
230,45,20540,16641,306,190397,258475,360266,88609,19,3,4460,478,4172,8726,37793,2812
231,0,4520,77,578903,0,60406,819,29461,0,27883,34,162163,93,82125,2273,48361
232,0,4100,1118,86712,0,14261,173,38298,5,303860,14,85801,1,123524,6,338643
233,41,1178,357901,603317,0,0,0,172,600,9110,817,24862,12,3,55,800
234,139904,235892,92844,0,44,5,164,12,245829,41223,162424,78834,36,0,16,0
235,9,0,124308,53,239101,94329,295551,11,58,1,36349,30,74675,98,132859,182
236,2098,19,5867,62,78766,30362,2086,484,1,0,8974,0,154245,514,324920,389281
237,198,5,0,0,96,1949,0,0,486015,401101,0,341,22952,85140,1,762
238,11975,2519,25913,883,604269,147705,80298,2008,21063,1632,3775,391,81281,12937,1,2
239,17,62,64,3621,14537,3410,61319,729025,0,17,0,26,400,5178,2615,177233
240,0,0,7411,145173,6584,204,8,1057,18754,0,299945,173015,73926,180,231248,39635
241,519979,33733,33160,0,24565,3166,0,149,90501,1,278935,0,9746,2797,63,0
242,8734,5057,474,104299,7916,56406,101,25951,187231,354906,90,211912,381,33607,5,13
243,11324,237,0,3039,31939,9579,639558,12962,18380,2782,5282,26740,6339,1210,218829,9123
244,58,334357,88,5,86368,292630,464,112375,731,15896,346,116,33226,100704,8344,10345
245,344771,227784,1,0,257233,156299,417,468,230,2,174,17,1671,5514,386,197
246,354931,21573,6095,315092,32,2143,6,44,283879,10425,11,113,23,3363,18,36
247,417380,57406,10221,2813,91911,112,116,0,179501,127600,20941,174,61404,15549,10257,322
248,0,34,0,992,1795,12532,53769,304229,2,113,10,273,2600,81518,8124,531484
249,0,0,0,0,147936,932,280932,40,1,0,0,0,539068,8511,21587,43
250,5284,4258,2764,17071,41297,43111,294648,166925,12619,566,0,0,10207,31,367305,29743
251,1,411277,18240,297588,5765,217409,9292,17445,0,4747,0,1,219,6853,6650,776
252,0,621563,12,25696,24953,253166,3708,66582,0,0,1,0,0,2,0,2429
253,328017,20644,36271,90,18141,28327,90745,30057,183716,3449,2,1950,234139,7250,5389,8990
254,160,60304,3807,359278,23,1,586,27002,9579,152906,104706,149371,175,1680,68485,58209
255,0,243,16352,1361,924,58237,38768,62492,250432,66799,89764,21999,30732,168652,69546,119504
256,10263,480726,348,20079,729,212006,1,0,1621,252469,1061,14587,142,2882,88,1
257,0,2421,0,0,32616,21821,204644,24131,35,5614,28,0,156625,8910,524183,14698
258,5,25,469196,155503,579,107,342476,16771,0,4,2,0,2802,345,7076,1924
259,749,124,0,0,333158,363147,15991,64632,0,53,0,0,51489,162788,1269,2352
260,281671,56189,1773,354,4,0,0,0,474941,180402,426,121,747,0,0,0
261,79496,142,286710,1321,54845,0,19699,0,11267,35,207703,1196,52222,0,278865,0
262,1,0,8424,173,133,4,92259,103913,0,0,37662,140064,253,2,53591,560237
263,1432,0,541,0,72582,2803,41093,3164,45185,296988,0,7,163733,365477,474,1883
264,31576,268868,106051,241224,14,22846,57786,192655,434,22614,5715,3915,1068,8817,1440,29902
265,10131,34094,7471,13326,2835,70402,1,11059,150683,59722,14033,9936,510692,99368,33,2193
266,9029,51839,562,0,84536,12499,882,156,102263,24683,1,0,675433,33412,13,0
267,399421,129,363788,1945,0,317,10201,5025,133877,0,21113,15155,0,8,13712,32179
268,49417,67755,51755,9976,5707,10410,1927,85,594166,10,204120,1554,19,1,62,42
269,26438,228874,30612,148676,641,2268,817,17499,1520,245928,14279,275737,0,0,1798,1105
270,26248,11885,40565,1056,26,22,0,0,14110,112656,260255,0,5435,538,524787,354
271,61215,196,0,12,26521,138,0,2,14903,386,59,0,838120,6926,49242,3
272,7,63503,167343,701030,1778,21384,4466,31728,468,3,2,1268,3488,1013,58,29
273,2,120003,0,384707,73563,120012,2295,12834,3079,40759,38,142298,46972,27327,10160,12140
274,3,23,0,4,37,0,1854,59,586001,132470,878,112846,8648,85115,8877,60032
275,0,0,1384,9934,0,22284,607652,234138,0,0,0,22977,265,2633,22555,72485
276,9166,34038,16179,64448,7372,26,821,1,648782,19003,27174,10133,93805,0,65638,0
277,8,39729,17990,217261,13019,20477,155105,531705,0,0,2,0,20,0,415,769
278,0,0,445122,128879,0,0,96830,6365,0,0,94749,71872,0,0,86429,65001
279,212438,327043,2928,33828,7,0,0,0,65432,115911,11408,220657,1388,3305,14,3454
280,3991,31,5128,613,3484,9,107,0,42623,145006,1373,3557,592996,177472,171,21166
281,8531,382,11634,0,6909,66559,16073,0,38112,120261,71223,0,177657,276699,202044,0
282,275659,18555,8076,17,532447,1970,140962,995,69,0,0,0,2725,10187,404,4580
283,27871,3639,206048,1061,9036,15209,105495,24497,137904,432,128188,0,24649,3571,278414,28328
284,59440,30461,66296,35,11585,257526,26829,454393,21792,33564,1455,5132,21175,21,7432,22
285,765398,15574,2093,39943,6289,1497,7318,978,148106,9112,0,1615,160,423,0,0
286,35861,0,179,0,0,0,742,135,617820,65637,101329,143017,5255,223,22536,4407
287,0,5,17635,21778,7915,44,271674,54142,29445,0,456330,0,51858,0,86195,36
288,76212,20639,16258,18737,148711,28621,210593,211837,4305,6448,568,15168,135938,9828,79550,11844
289,4279,1726,374222,18471,0,354,0,832,27937,938,449239,116615,0,4,20,2855
290,27192,264494,0,106864,4876,429455,0,81618,27287,33938,78,6948,3300,4204,110,6121
291,109151,800395,12178,59426,2380,147,978,1864,1,11365,0,0,2,4,0,0
292,0,0,45,0,0,0,0,5,822079,158608,323,416,7800,6452,805,1476
293,23920,16589,17656,14851,33978,28,279606,4194,0,0,23099,2468,56600,0,519588,1723
294,5809,581058,9,78949,0,143364,0,185,0,141695,0,2,0,47135,0,2
295,88,0,65229,40827,3999,122,210989,14358,2,2,10122,36,63,94,609727,40963
296,11,825320,0,0,663,74656,7703,7484,0,66988,0,0,336,668,14182,172
297,23570,69142,100552,782073,9441,12961,289,219,0,0,0,0,5,1,7,0
298,2559,92,226339,2370,804,9,764914,36,132,0,2,0,750,0,493,0
299,2363,219,5711,520,65038,151219,136828,632976,3,14,1,12,0,375,916,185
300,20466,0,21055,0,728753,0,203078,0,10098,0,5934,0,8212,0,694,0
301,2794,749,31633,643,775,2304,27924,19807,608,1121,134711,17,2644,607,714397,56720
302,2990,5,1412,1,20,8397,39921,130901,19257,14921,2310,1,121105,221110,37233,396179
303,27093,219143,14337,180371,65460,173227,0,68186,5396,4440,18110,86039,15455,29228,233,88319
304,3122,0,79345,0,13845,2,32853,0,342358,7,411666,1,72878,82,39921,1
305,357463,251526,35,0,0,0,11,0,20715,240823,5105,364,0,122989,10,0
306,3681,640,196933,961,124,1,282812,788,91,0,3543,0,16,0,414792,93029
307,0,0,0,0,769901,57,120735,1,383,7574,0,4394,22878,10877,26257,34531
308,17894,171,123468,40920,24682,37075,133998,89226,5969,0,14921,2415,60213,213433,182298,47699
309,881,10,1266,3,9,0,1346,437,841208,3,23500,2,106706,71,10224,13085
310,966,395,7,1,17869,905666,3,17847,835,3,0,0,8588,33351,2748,10273
311,318,442713,3141,60027,0,81035,6,234477,1871,13301,32922,10042,0,4031,7490,103734
312,275699,109041,203813,21369,35127,1942,97087,147,60073,500,23359,0,121968,1,43199,1
313,99599,1802,449400,92779,153490,107149,81404,1,1141,4411,49,857,5836,125,86,0
314,0,5502,461633,5010,3,2959,1266,1892,11410,14591,376596,69169,7391,1840,30837,5937
315,8237,36630,88464,41516,6097,411217,17753,337,117264,42237,63344,156267,3,0,2322,5168
316,0,1,309284,216161,0,0,70050,109185,343,6,11335,151458,189,2,1522,127960
317,3841,42461,7554,597073,2506,3064,21687,165868,1689,2643,933,146454,134,0,117,6
318,124,3852,0,189504,652,489,0,10986,227,3130,4485,162073,2898,19405,199,597894
319,47,0,241,277908,24,135,1671,4869,76,19571,23890,602868,5,361,24464,41683
320,457867,48641,43750,706,5208,8469,3519,3060,3399,38837,25481,86318,33912,208973,15569,10375
