walk,l1,l2,x0,x1,x2
215,20,15.231546,0,14,-6
216,20,20.000000,0,0,-20
217,30,19.287302,16,10,4
218,8,8.000000,8,0,0
219,18,11.489125,8,2,-8
220,32,24.657656,4,4,24
221,28,16.248077,-10,-8,10
222,48,29.393877,-12,12,24
223,46,28.071338,-8,-18,-20
224,40,27.856777,-14,2,24
225,14,8.717798,-6,-6,2
226,22,14.560220,2,-12,8
227,24,15.748016,12,-2,10
228,20,13.564660,2,-6,-12
229,18,10.770330,6,8,-4
230,16,10.954451,2,-10,-4
231,30,22.891046,-6,-2,-22
232,30,21.260292,-4,20,-6
233,30,17.549929,10,-8,-12
234,36,24.166092,-18,-16,-2
235,28,20.591260,-10,0,18
236,38,27.349589,26,6,-6
237,34,19.697716,12,-10,12
238,34,21.633308,4,-16,-14
239,20,14.696938,14,2,4
240,24,14.142136,-10,8,-6
241,24,18.547237,4,-2,18
242,22,14.282857,2,-10,10
243,26,15.099669,8,-10,8
244,38,29.189039,-8,-28,2
245,26,17.088007,-12,2,-12
246,26,17.549929,6,-16,4
247,20,11.661904,6,-8,-6
248,8,4.898979,-2,-4,2
249,20,12.000000,8,8,-4
250,38,23.748684,-10,20,8
251,18,11.832160,10,6,2
252,22,14.000000,12,-6,-4
253,18,12.806248,-4,12,2
254,22,15.099669,4,4,-14
255,22,15.099669,-4,-14,4
256,36,21.540659,-12,-16,8
257,14,10.000000,6,-8,0
258,20,20.000000,0,20,0
259,8,4.898979,-2,-4,-2
260,36,21.540659,8,-12,-16
261,16,9.797959,4,-4,8
262,24,16.970563,-16,-4,-4
263,20,16.492423,0,-16,4
264,24,17.204651,-6,16,2
265,42,28.495614,-6,-10,-26
266,38,22.715633,8,16,-14
267,18,13.416408,6,12,0
268,22,13.416408,8,-10,4
269,22,13.416408,-4,-8,10
270,20,13.564660,-6,2,12
271,22,16.124515,8,14,0
272,12,8.485281,2,2,-8
273,16,9.380832,-4,-6,-6
274,10,8.246211,-2,-8,0
275,34,20.880613,6,16,-12
276,14,10.392305,2,-10,-2
277,18,11.832160,2,10,-6
278,44,26.832816,20,-8,16
279,22,15.362291,-2,-14,-6
280,28,22.449944,-22,4,-2
281,28,17.663522,-4,10,14
282,40,24.657656,8,12,-20
283,24,16.970563,4,-16,-4
284,26,15.099669,8,8,10
285,22,16.124515,-8,0,-14
286,26,16.124515,12,4,-10
287,52,36.551334,-12,34,6
288,8,6.324555,0,6,-2
289,16,10.954451,2,-4,10
290,14,10.392305,-10,-2,-2
291,40,24.166092,14,18,8
292,18,14.560220,0,-4,14
293,14,9.165151,4,-2,-8
294,36,24.494897,-2,20,-14
295,32,20.591260,-6,8,-18
296,40,24.000000,8,-16,-16
297,22,14.000000,4,-12,6
298,32,19.390719,-12,-14,-6
299,12,8.944272,-8,0,4
300,20,16.248077,-2,-2,16
301,10,6.633250,-6,2,2
302,20,12.000000,-4,-8,8
303,14,9.165151,-8,4,-2
304,28,18.547237,-2,12,14
305,34,20.493902,-10,8,-16
306,8,4.898979,2,-2,-4
307,12,6.928203,-4,-4,4
308,26,17.549929,4,16,6
309,12,7.483315,2,4,-6
310,12,7.483315,-2,-6,-4
311,40,23.151674,12,-14,-14
312,14,10.000000,0,-8,6
313,14,8.246211,-6,-4,4
314,24,17.204651,-10,0,-14
315,44,31.622777,30,6,8
316,6,4.472136,-4,2,0
317,18,12.806248,-12,2,-4
318,18,11.832160,-10,-2,6
319,22,17.088007,0,6,16
320,38,24.083189,20,12,-6
321,38,28.913665,28,6,4
322,22,16.124515,0,14,-8
323,14,10.392305,2,2,10
324,16,10.198039,-6,2,8
325,34,23.409400,-20,12,2
326,20,12.961481,-10,-2,8
327,16,12.328828,2,2,-12
328,20,12.000000,-8,8,4
329,28,17.204651,14,8,6
330,10,6.000000,4,4,2
331,22,14.282857,-10,-2,10
332,14,10.000000,0,6,-8
333,32,20.591260,6,18,8
334,28,17.435596,-12,12,-4
335,18,10.392305,6,-6,6
336,28,24.331050,-4,0,24
337,36,22.978251,-8,20,8
338,6,4.472136,0,4,-2
339,18,11.489125,2,8,-8
340,30,17.549929,-12,8,-10
341,30,20.099751,-12,-2,-16
342,18,11.832160,-6,-10,2
343,14,12.165525,0,-12,2
344,26,19.078784,-6,2,-18
345,54,36.932371,-32,18,-4
346,38,26.305893,-24,-10,4
347,14,12.165525,0,-2,12
348,12,8.944272,-8,0,4
349,24,17.204651,6,2,16
350,24,14.966630,-4,-12,8
351,38,25.377155,-12,-22,4
352,34,21.447611,18,-10,-6
353,28,21.540659,-20,-8,0
354,24,14.696938,-10,4,-10
355,38,23.748684,20,8,-10
356,6,4.472136,-4,-2,0
357,26,20.880613,-20,6,0
358,38,22.360680,10,16,12
359,14,10.770330,-4,-10,0
360,36,21.354157,14,-14,-8
361,32,22.803509,-18,-14,0
362,36,24.494897,10,-22,4
363,16,10.954451,-2,10,-4
364,44,25.768197,14,-18,-12
365,30,18.000000,12,-12,6
366,12,12.000000,0,0,-12
367,34,21.633308,-4,16,14
368,28,17.663522,-14,10,4
369,34,21.633308,4,-14,16
370,32,25.298221,24,-8,0
371,10,6.633250,-6,-2,2
372,20,12.328828,-10,-6,-4
373,16,10.954451,10,-4,-2
374,20,15.231546,0,-6,-14
375,20,11.661904,-8,-6,-6
376,36,25.139610,-2,-12,22
377,22,13.114877,10,-6,-6
378,22,18.439089,0,-18,-4
379,16,10.198039,-6,-8,2
380,16,14.142136,-2,0,14
381,10,6.633250,-2,-6,-2
382,8,5.656854,-4,-4,0
383,22,15.362291,-6,-2,-14
384,16,9.797959,-4,-4,8
385,22,16.613248,-2,16,-4
386,18,16.124515,16,2,0
387,16,11.661904,0,-6,-10
388,34,25.377155,8,2,24
389,40,25.455844,-10,22,-8
390,18,11.489125,-8,-8,-2
391,32,20.396078,-16,-12,-4
392,6,4.472136,-4,0,2
393,20,12.961481,-2,-8,10
394,40,25.768197,-12,22,6
395,14,8.246211,4,6,4
396,32,18.973666,-10,14,-8
397,22,20.099751,0,20,-2
398,12,7.483315,4,-2,6
399,32,22.449944,20,-2,10
400,40,24.819347,-18,-16,6
401,8,4.898979,2,-4,2
402,38,27.495454,8,4,-26
403,32,19.390719,-12,-6,14
404,30,18.000000,-8,8,14
405,22,13.416408,10,-4,8
406,24,20.199010,2,-20,-2
407,28,20.976177,2,-6,-20
408,18,11.832160,10,-2,6
409,18,10.770330,4,-8,-6
410,18,13.416408,-12,-6,0
411,46,26.907248,16,-12,18
412,36,22.978251,-16,-16,4
413,12,7.483315,6,-4,-2
414,14,14.000000,-14,0,0
415,26,17.088007,2,-12,-12
416,28,16.733201,-6,-12,-10
417,22,15.620499,0,10,12
418,38,23.579652,-6,-14,-18
419,28,18.547237,12,2,-14
420,16,10.198039,8,2,6
421,50,30.265492,14,12,24
422,36,24.494897,10,-22,-4
423,26,15.099669,10,-8,8
424,22,15.099669,4,-4,-14
425,44,26.981475,-10,-22,12
426,20,11.661904,-6,-6,8
427,36,26.076810,22,0,14
428,38,22.000000,14,-12,12
429,24,14.696938,-10,-4,-10
430,10,6.000000,-4,2,4
431,30,24.413111,24,-4,2
432,12,8.944272,0,8,-4
433,24,14.142136,6,8,10
434,28,18.110770,16,-6,-6
435,30,19.899749,6,-18,-6
436,20,15.231546,0,-6,-14
437,18,14.560220,-14,0,4
438,24,14.142136,-8,-10,-6
439,40,27.129320,-12,-4,-24
440,22,13.416408,-10,8,4
441,28,18.110770,-6,-6,-16
442,30,18.867962,-6,8,16
443,48,28.142495,14,20,14
444,38,23.748684,-20,-10,-8
445,26,18.439089,0,12,-14
446,40,24.657656,-20,-12,-8
447,30,21.260292,-4,-6,-20
448,8,6.324555,6,0,2
449,36,20.976177,12,-10,-14
450,24,15.748016,2,-10,-12
451,34,20.099751,14,12,-8
452,14,9.165151,-4,8,-2
453,10,6.000000,2,4,-4
454,48,32.496154,28,4,16
455,16,9.797959,-4,-8,-4
456,16,12.328828,-2,2,12
457,32,18.973666,14,-8,-10
458,38,22.360680,12,-16,-10
459,10,8.246211,-2,8,0
460,6,4.472136,-2,-4,0
461,28,20.000000,0,12,-16
462,28,18.547237,12,14,2
463,16,12.328828,-2,-2,12
464,32,21.725561,12,-18,-2
465,6,3.464102,-2,2,2
466,24,16.970563,16,-4,-4
467,22,16.124515,0,-8,14
468,34,22.891046,-14,-18,-2
469,10,8.246211,8,2,0
470,42,30.000000,28,10,-4
471,34,20.493902,10,-8,16
472,4,4.000000,4,0,0
473,8,4.898979,2,-4,2
474,12,8.485281,-2,-2,-8
475,42,26.305893,22,-8,-12
476,36,24.166092,18,16,-2
477,30,18.220867,-14,10,6
478,28,17.663522,-10,14,-4
479,22,14.560220,8,12,-2
480,14,9.165151,4,8,2
481,30,18.000000,12,12,6
482,26,15.362291,10,10,6
483,10,6.000000,4,2,-4
484,50,29.461840,18,20,12
485,34,25.059928,-4,6,-24
486,32,19.390719,-12,-14,6
487,18,11.489125,4,-4,-10
488,38,32.310989,2,32,4
489,14,10.392305,2,10,2
490,30,21.260292,-4,20,-6
491,14,8.717798,-6,2,-6
492,4,4.000000,0,0,-4
493,68,39.799497,-28,20,-20
494,26,17.549929,-16,4,6
495,36,30.331502,-2,-30,4
496,18,11.489125,-2,8,8
497,10,6.000000,-2,4,-4
498,26,20.493902,20,2,-4
499,34,21.260292,8,-18,-8
500,16,10.954451,4,2,10
501,22,16.124515,0,8,14
502,18,12.806248,4,12,2
503,18,11.489125,4,-10,-4
504,16,11.313708,8,8,0
505,30,20.099751,2,-16,-12
506,20,12.000000,4,-8,8
507,6,3.464102,-2,-2,-2
508,14,8.717798,-6,6,-2
509,10,8.246211,0,-8,2
510,26,22.181073,22,2,-2
511,20,13.564660,-2,12,-6
512,16,9.797959,-4,8,4
513,40,27.856777,-8,-26,6
514,28,16.248077,10,-10,8
515,16,12.328828,2,-12,-2
516,32,20.396078,12,-4,16
517,16,12.328828,-12,2,2
518,36,22.978251,-16,-4,16
519,10,8.246211,8,0,-2
520,30,20.688161,-10,18,2
521,14,10.770330,-10,0,4
522,16,11.313708,-8,-8,0
523,22,14.560220,-2,12,-8
524,14,9.165151,2,-8,4
525,18,14.282857,-2,-14,-2
526,36,24.494897,-14,-2,-20
527,18,10.770330,-4,8,-6
528,16,11.313708,-8,8,0
529,20,13.564660,6,12,-2
530,16,10.198039,-2,6,8
531,10,6.633250,-2,6,2
532,10,8.246211,2,0,-8
533,40,27.856777,8,-6,-26
534,8,5.656854,0,4,4
535,44,28.565714,20,20,-4
536,20,12.961481,10,-8,-2
537,24,16.970563,16,4,-4
538,10,6.633250,2,2,-6
539,4,2.828427,-2,-2,0
540,10,6.000000,2,-4,-4
541,10,8.246211,0,8,-2
542,6,6.000000,0,-6,0
543,18,11.832160,10,-2,-6
544,22,18.439089,-18,0,4
545,24,14.142136,10,-8,6
546,32,19.798990,16,-10,6
547,20,12.328828,-10,4,6
548,26,18.000000,-2,8,16
549,36,27.276363,2,-8,-26
550,12,7.483315,6,2,-4
551,22,14.560220,8,12,-2
552,14,8.246211,4,6,4
553,22,16.124515,0,14,-8
554,16,10.954451,4,-2,-10
555,36,20.976177,-12,-10,-14
556,4,2.828427,0,2,-2
557,10,8.246211,-8,0,-2
558,30,22.891046,22,2,6
559,14,8.246211,-4,-6,4
560,14,8.246211,6,-4,4
561,24,17.204651,0,14,-10
562,8,6.324555,-6,2,0
563,8,6.324555,-2,6,0
564,26,17.320508,-14,10,-2
565,26,15.620499,-6,-8,-12
566,30,21.260292,6,-20,-4
567,24,15.748016,14,-6,4
568,30,20.688161,2,18,-10
569,4,4.000000,0,0,4
570,16,12.649111,-4,-12,0
571,30,18.000000,-12,-12,-6
572,20,12.961481,-8,-2,10
573,14,9.165151,4,2,-8
574,20,12.328828,-10,-6,4
575,46,28.635642,12,-10,24
576,32,18.973666,-14,8,-10
577,22,16.613248,2,-4,-16
578,14,9.165151,4,8,2
579,32,20.976177,-10,4,-18
580,22,14.282857,2,-10,-10
581,4,4.000000,4,0,0
582,20,12.328828,-6,10,-4
583,24,18.973666,0,18,-6
584,36,24.166092,-8,6,-22
585,26,17.549929,-4,-6,-16
586,18,14.282857,-2,14,-2
587,36,21.354157,10,16,-10
588,30,22.715633,22,4,-4
589,16,11.661904,0,-6,10
590,34,20.880613,-16,-6,12
591,32,19.390719,-12,-6,-14
592,24,20.199010,-20,2,-2
593,24,20.396078,4,-20,0
594,26,18.000000,8,-2,16
595,24,14.142136,8,6,10
596,12,7.483315,-2,4,6
597,12,10.198039,2,-10,0
598,38,22.715633,14,16,-8
599,48,29.529646,18,-8,22
600,24,18.547237,-18,-2,-4
601,10,7.211103,4,-6,0
602,18,10.770330,-8,-4,-6
603,14,9.165151,4,-8,-2
604,8,4.898979,-2,-4,-2
605,22,13.114877,-6,-6,10
606,20,12.000000,-8,-8,-4
607,20,11.661904,8,6,6
608,40,24.819347,6,16,18
609,30,18.220867,-6,-10,-14
610,26,16.370706,-6,6,-14
611,8,4.898979,2,-2,4
612,36,23.664319,12,20,4
613,16,12.649111,-4,0,12
614,24,16.248077,-8,-2,-14
615,20,13.564660,2,-12,6
616,34,23.748684,4,-8,22
617,30,22.715633,22,4,-4
618,22,14.282857,10,-10,2
619,38,24.738634,20,-14,-4
620,28,18.330303,-8,-4,16
621,12,8.485281,2,2,-8
622,48,29.529646,22,8,-18
623,26,17.320508,2,10,-14
624,10,7.211103,6,0,-4
625,28,18.330303,-4,-8,16
626,34,21.447611,18,-10,-6
627,10,7.211103,0,6,-4
628,16,10.198039,-8,6,2
629,32,21.354157,2,-14,-16
630,30,19.899749,-2,14,-14
631,28,18.110770,-6,-6,-16
632,22,18.439089,18,0,4
633,30,20.688161,-2,18,10
634,18,12.806248,-12,-4,-2
635,14,9.165151,2,-8,-4
636,14,9.165151,2,-4,-8
637,40,24.819347,-18,6,-16
638,30,19.899749,-6,-6,18
639,8,6.324555,-2,0,-6
640,22,14.282857,-10,10,-2
641,20,12.961481,-8,-10,-2
642,34,20.099751,8,-14,12
643,56,33.466401,-24,-12,20
644,10,8.246211,8,-2,0
645,8,4.898979,4,2,-2
646,28,17.663522,14,-4,-10
647,22,12.806248,-8,-6,8
648,26,16.613248,4,-14,8
649,18,10.392305,-6,-6,-6
650,42,25.377155,18,16,8
651,20,13.564660,-12,-6,-2
652,22,13.416408,-10,-4,8
653,28,19.798990,-18,2,-8
654,32,19.798990,-16,-10,6
655,26,18.439089,12,0,-14
656,34,20.493902,8,16,-10
657,14,10.000000,-8,-6,0
658,36,21.354157,-14,-8,14
659,8,4.898979,4,-2,-2
660,22,16.613248,2,4,-16
661,12,8.485281,2,-2,-8
662,20,13.266499,4,4,12
663,38,22.360680,16,12,-10
664,24,14.696938,10,-4,10
665,38,25.377155,4,-22,12
666,18,11.832160,6,-2,10
667,32,18.761663,-12,-12,8
668,18,10.770330,6,-4,8
669,44,26.981475,-10,-12,-22
670,16,9.797959,-4,4,-8
671,16,10.198039,-2,-6,8
672,34,21.260292,-8,8,18
673,26,15.099669,8,-10,-8
674,32,21.725561,-12,2,-18
675,24,14.696938,12,6,-6
676,46,28.913665,14,-8,24
677,38,27.202941,0,-16,-22
678,8,4.898979,2,-2,-4
679,48,35.665109,-10,-4,-34
680,22,13.416408,8,-10,4
681,24,17.204651,2,16,-6
682,14,8.246211,-6,4,-4
683,30,18.867962,-14,4,12
684,14,9.165151,-4,-8,2
685,26,20.880613,-6,0,20
686,40,24.819347,16,18,6
687,12,8.944272,0,4,8
688,26,17.549929,6,16,4
689,28,16.248077,10,8,-10
690,58,35.156792,-14,-28,-16
691,32,18.547237,-12,10,-10
692,16,11.661904,6,-10,0
693,24,14.966630,-8,12,4
694,26,17.549929,-16,-4,-6
695,14,9.165151,2,-8,4
696,22,15.099669,-4,-14,-4
697,20,11.661904,-8,6,-6
698,14,9.165151,-2,4,-8
699,26,18.000000,8,2,16
700,30,20.099751,16,-12,2
701,14,10.770330,-10,-4,0
702,14,12.165525,0,-2,-12
703,44,31.874755,4,10,-30
704,32,20.976177,4,18,-10
705,38,22.715633,8,-14,-16
706,22,18.220867,-18,2,2
707,20,14.696938,2,-4,14
708,20,13.266499,-4,4,-12
709,40,23.832751,-18,10,-12
710,14,9.165151,8,-4,-2
711,8,5.656854,-4,0,4
712,14,10.770330,-4,10,0
713,24,16.970563,0,12,-12
714,10,6.633250,-6,2,-2
715,22,15.362291,2,6,14
716,26,17.549929,6,-16,4
717,28,18.330303,4,8,16
718,24,14.696938,-6,-12,6
719,28,17.204651,8,6,14
720,50,29.189039,20,-14,-16
721,10,10.000000,-10,0,0
722,26,17.549929,-4,16,-6
723,16,9.380832,6,-4,-6
724,28,18.547237,-14,-2,-12
725,22,14.282857,10,2,10
726,22,13.114877,6,10,6
727,14,9.165151,-8,-2,4
728,26,16.124515,10,-12,4
729,30,18.867962,-6,-8,16
730,8,5.656854,0,-4,-4
731,18,14.282857,2,2,14
732,24,14.696938,-6,-12,6
733,28,18.973666,16,2,10
734,22,20.099751,0,20,-2
735,38,22.715633,-8,-14,16
736,18,13.416408,12,0,-6
737,24,18.973666,-6,0,-18
738,22,15.362291,2,6,-14
739,30,21.633308,8,-2,20
740,20,14.696938,-2,-4,14
741,44,27.568098,6,18,20
742,18,13.416408,0,-12,6
743,28,17.435596,-4,12,-12
744,28,16.492423,-12,-8,-8
745,16,9.380832,4,6,6
746,28,17.435596,12,-12,4
747,30,20.099751,-4,8,18
748,14,9.165151,-4,8,-2
749,16,14.142136,0,2,14
750,36,26.981475,-26,6,-4
751,44,26.832816,8,20,-16
752,30,21.260292,-20,4,6
753,12,7.483315,2,-4,-6
754,52,33.226495,-28,-8,-16
755,52,32.741411,-12,12,28
756,10,8.246211,0,2,8
757,20,12.328828,-6,10,-4
758,20,13.564660,-12,-2,-6
759,20,13.564660,2,12,6
760,14,9.165151,4,8,2
761,16,10.954451,4,10,-2
762,6,4.472136,0,2,4
763,18,11.832160,2,6,10
764,38,22.715633,16,14,-8
765,16,10.198039,2,-6,8
766,12,8.485281,-6,-6,0
767,34,27.202941,8,0,26
768,48,35.665109,10,-34,-4
769,40,23.494680,-16,-14,10
770,16,12.328828,2,2,12
771,12,7.483315,-2,-6,-4
772,24,16.248077,8,-2,14
773,10,8.246211,0,-2,-8
774,16,10.954451,-2,-4,-10
775,42,28.495614,26,10,6
776,36,24.166092,-8,22,-6
777,32,19.798990,-6,-16,-10
778,48,31.112698,16,-26,6
779,18,11.832160,6,-2,-10
780,16,14.142136,-14,0,2
781,14,12.165525,0,-12,-2
782,16,9.380832,-4,-6,-6
783,32,20.396078,16,-12,-4
784,30,20.688161,2,-18,-10
785,18,14.282857,-2,14,2
786,12,8.944272,4,0,-8
787,36,22.090722,-6,14,16
788,20,12.961481,-10,2,8
789,24,14.142136,-6,10,8
790,30,18.867962,-6,8,-16
791,16,10.954451,2,10,-4
792,34,22.891046,-2,-14,-18
793,24,14.966630,-4,12,-8
794,8,6.324555,2,0,6
795,22,13.114877,10,6,6
796,28,18.973666,-16,-10,2
797,52,33.105891,-6,24,-22
798,40,28.844410,0,-16,-24
799,28,18.547237,14,-2,12
800,20,13.564660,12,-2,-6
801,32,21.725561,-6,6,-20
802,34,21.447611,-10,-6,18
803,8,6.324555,0,2,6
804,32,23.151674,22,6,-4
805,40,27.129320,-24,-4,12
806,26,16.124515,-10,4,-12
807,14,12.165525,2,-12,0
808,24,17.204651,10,0,-14
809,24,16.248077,14,2,8
810,36,26.076810,14,0,22
811,44,28.425341,24,-14,6
812,34,20.099751,12,8,-14
813,36,25.612497,20,0,-16
814,46,26.758176,-14,14,-18
815,16,10.954451,4,10,-2
816,20,12.000000,-8,4,8
817,16,9.380832,-6,-6,4
818,44,29.257478,6,-12,26
819,14,9.165151,-4,-2,-8
820,10,6.000000,-2,4,4
821,44,28.000000,-12,24,-8
822,28,16.248077,10,-10,8
823,18,12.806248,12,4,2
824,18,12.806248,-12,2,4
825,20,15.231546,-6,14,0
826,28,16.733201,12,6,-10
827,24,18.547237,2,-18,-4
828,18,10.770330,8,6,-4
829,18,11.489125,-8,2,-8
830,42,28.071338,4,14,24
831,28,18.547237,-14,-12,-2
832,14,10.000000,0,-8,6
833,22,14.560220,-12,2,8
834,26,15.620499,6,-12,8
835,30,18.000000,6,12,12
836,24,16.248077,-8,2,-14
837,36,23.151674,-18,-4,-14
838,24,17.888544,0,-16,8
839,18,11.832160,-6,-2,-10
840,22,13.114877,6,10,6
841,28,17.435596,-12,-12,4
842,30,21.260292,-16,0,-14
843,40,24.819347,-18,-6,-16
844,32,19.798990,6,-16,10
845,6,3.464102,2,-2,2
846,18,11.489125,10,-4,-4
847,10,8.246211,0,-2,8
848,14,12.165525,0,12,2
849,30,17.549929,10,-12,8
