walk,sec0,sec1,sec2,sec3,sec4,sec5,sec6,sec7,sec8,sec9,sec10,sec11,sec12,sec13,sec14,sec15
45,1,96,0,3052,802,1415,1136,1082,2,104,0,888,91,1,471,489
46,1065,5824,0,3,0,171,0,0,815,808,276,311,170,102,82,40
47,0,2030,0,348,2318,1554,175,3058,1,1,0,0,42,98,17,39
48,6,0,199,20,0,406,1,1442,2,0,1,0,0,3996,55,3655
49,0,0,0,288,10,5,1914,946,0,0,477,3118,1,0,1161,1620
50,13,1,0,0,2782,1116,3312,1301,0,0,0,0,107,0,455,368
51,90,19,80,13,12,0,297,82,165,0,277,0,1637,3,6889,29
52,2661,87,0,2,0,0,0,0,3081,1620,317,877,338,714,0,0
53,208,8,5,2,4,1,1,1,7707,0,292,103,176,1,637,551
54,1,58,56,263,0,467,2061,222,1,51,92,190,0,425,5530,258
55,0,0,0,9,44,0,936,134,2,0,7,8,3067,0,5515,103
56,0,354,39,1260,0,0,874,695,0,1637,152,3305,0,2,888,253
57,0,4797,9,534,0,755,1,882,0,0,115,382,0,0,733,1491
58,2683,298,163,0,5071,1,904,0,4,83,0,13,406,0,112,1
59,0,0,340,0,0,7,2345,7101,1,0,0,0,22,11,14,3
60,1,2,0,2328,1,1,0,5350,82,10,0,18,145,433,1,1339
61,89,0,0,0,1,1,0,0,2689,1748,0,0,3265,1920,0,0
62,0,0,1,1,12,2,36,180,0,93,2,338,1,237,194,8744
63,0,35,12,36,0,0,370,0,68,651,946,1592,3,91,5607,330
64,0,1,663,28,61,6,8225,194,1,8,0,77,0,16,256,198
65,149,0,43,28,4,0,18,3,2463,79,5444,1185,3,0,263,25
66,895,0,5200,14,0,0,3453,0,4,0,11,27,0,0,214,0
67,1456,3395,2,1,519,1223,0,0,9,2437,30,20,336,170,12,6
68,102,2326,0,0,5,1284,10,889,243,3762,17,292,3,459,5,56
69,20,79,1735,4541,0,0,11,3242,42,0,8,4,6,0,0,118
70,0,0,0,178,0,0,0,26,2,1,261,9361,0,3,0,36
71,5,0,36,68,14,7,903,179,216,0,1698,1507,61,0,2595,2383
72,30,22,1,29,192,2,425,1692,7,16,0,117,1123,20,2608,3305
73,174,1,0,0,242,22,6,1,651,0,1986,0,2200,0,4439,0
74,324,200,0,8,3752,1533,0,62,0,24,0,14,3238,196,3,190
75,36,140,0,0,10,0,0,0,3239,927,1594,3098,293,175,61,0
76,2,0,0,0,159,280,18,1746,0,0,0,0,160,647,31,6781
77,209,521,2,385,0,0,1314,2476,168,105,19,518,2,0,496,3515
78,44,0,0,0,429,1,12,0,2912,1,714,0,3735,69,1705,0
79,1754,39,460,0,0,0,0,0,7028,504,0,3,10,46,1,8
80,201,3,2262,308,0,82,71,40,2484,7,2550,276,512,34,653,8
81,0,2951,0,1961,0,1806,1,1051,0,197,0,514,0,1331,1,1
82,165,1424,29,3730,106,159,0,1,2194,289,317,535,316,36,199,0
83,72,6,0,5,3255,67,1861,180,2,17,14,33,59,513,1865,1587
84,0,0,0,1,0,0,7339,0,0,0,15,4,61,0,2344,184
85,0,264,1699,5174,0,484,2,1791,0,115,4,20,0,87,0,39
86,1,3,0,3276,14,316,514,5540,0,0,0,0,0,0,14,61
87,17,1180,2,4,5,4516,0,1,209,1570,192,105,2,1914,0,27
88,1,0,58,0,1381,0,37,0,521,31,567,8,2046,0,4679,351
89,54,0,535,13,1,0,295,15,358,0,8381,0,2,0,92,19
90,18,0,0,0,600,0,143,0,0,0,6,1,5031,0,3915,16
91,522,0,1,12,1492,365,158,48,205,10,24,146,5904,61,518,155
92,45,147,158,632,2,150,46,1,0,0,709,2907,0,0,1505,3402
93,1840,356,0,306,44,3,8,0,2881,3292,3,887,42,0,4,0
94,6,123,0,3059,2,5,1,0,0,470,0,6049,0,0,0,9
95,14,1,152,3172,48,0,978,5356,0,0,57,29,0,0,0,0
96,23,1,3013,97,54,4,4339,853,0,0,2,102,52,4,508,671
97,1281,3516,0,0,940,3813,0,0,6,30,0,1,0,14,0,0
98,0,1951,0,0,178,7179,0,0,0,0,0,1,239,322,0,0
99,20,696,14,0,14,1440,3,18,0,4064,0,0,0,3287,0,154
100,0,0,45,8,0,0,0,1,692,687,586,541,4293,229,2248,320
101,319,328,3,0,1026,77,204,4,1056,3296,0,6,2220,662,525,32
102,0,183,17,603,2855,3761,0,334,0,0,0,0,695,1284,0,0
103,359,2,1632,213,4106,0,915,0,271,51,1485,172,204,7,277,4
104,1,0,57,0,1016,1,8559,5,5,0,12,1,54,2,71,9
105,0,0,913,32,1,0,1414,11,0,1,3467,36,1,1,3822,5
106,1971,649,4363,8,752,253,0,0,1,7,1680,2,5,37,0,0
107,51,32,1016,50,494,2727,774,1241,85,38,41,285,474,1116,407,627
108,27,1,3,0,1860,841,4073,123,606,0,502,0,128,1,1454,0
109,1217,0,61,1,3840,3389,7,81,4,0,0,0,107,670,0,310
110,0,1194,0,0,26,5324,0,523,0,70,0,0,20,2417,0,111
111,1670,1812,570,150,7,66,287,816,121,533,1715,56,61,20,1390,250
112,0,1,0,0,0,0,0,0,1767,63,211,2,1877,307,5071,465
113,2602,785,24,172,858,452,131,871,2032,84,0,506,19,464,0,574
114,0,0,2,0,0,0,0,0,2612,2021,843,825,3525,0,3,1
115,89,16,665,4,109,36,295,38,259,2,4878,2,81,391,2371,324
116,1362,0,1377,4,1874,14,52,142,1512,10,18,48,2401,217,0,585
117,0,11,5891,1617,2,6,254,2,1,1,1504,479,0,0,4,1
118,2104,7,9,2,122,52,3,27,4818,199,0,2,1847,486,0,3
119,0,457,0,2715,6,547,5,19,0,1600,0,2878,0,1132,1,217
120,0,8,2,2256,0,0,0,0,154,605,498,5828,0,31,61,238
121,12,23,13,101,7392,1261,552,144,5,72,0,0,0,299,0,0
122,0,59,104,2111,0,0,120,562,0,0,13,3551,0,0,246,2915
123,0,1037,0,2704,1,2034,0,3409,0,0,0,11,13,5,126,324
124,11,3,270,9,0,0,233,98,0,1257,154,4671,0,987,228,1782
125,19,250,2969,4868,0,1,0,159,97,212,961,85,7,1,102,12
126,15,21,2,0,195,12,108,67,0,3,11,0,608,5,7354,1246
127,1102,70,0,0,7791,501,1,4,88,202,1,0,0,34,2,32
128,11,0,0,0,602,344,0,0,5384,1733,107,23,506,807,31,0
129,25,4,0,2,7573,2,1065,7,45,2,57,4,703,63,48,165
130,0,0,1760,3901,0,0,3816,77,0,8,0,16,0,2,110,164
131,0,3,0,97,0,6,0,279,0,978,0,277,28,6071,0,1953
132,2668,1143,52,0,2123,54,32,33,631,185,0,0,1151,1522,2,1
133,109,399,0,0,786,1572,0,1,386,168,0,0,1713,4577,0,0
134,65,0,3804,696,10,2,8,0,115,3,3319,1342,67,9,185,17
135,0,28,0,93,1910,1077,252,6075,0,8,2,4,16,53,103,12
136,297,73,222,452,319,904,76,20,1521,1270,286,480,836,2299,2,287
137,1823,7,2388,171,120,2,317,1,31,0,2901,1953,0,0,48,0
138,0,0,0,0,5,64,11,93,0,0,4736,1672,1,0,3018,277
139,18,11,10,0,0,0,0,0,1816,5,120,7,1283,0,1877,4541
140,2620,73,0,0,804,20,0,0,381,785,0,0,4476,383,120,1
141,3237,1253,266,54,305,1619,268,66,1460,531,252,45,0,53,0,23
142,911,1384,1786,1035,2,0,3,2,0,1228,0,3089,3,155,7,160
143,2,2932,0,0,30,365,0,0,4,6429,1,0,3,34,0,0
144,25,473,171,938,1,1376,1432,4804,0,61,0,375,0,0,0,62
145,4,130,217,302,97,9,754,85,0,240,1,5169,6,447,0,2151
146,4,2,403,2016,53,0,536,5301,20,7,243,809,16,0,59,139
147,0,0,0,7,0,0,0,14,0,1,0,67,849,1366,2746,4773
148,22,1,12,352,0,1577,47,7668,0,0,1,156,0,0,0,0
149,0,1,0,0,45,1,52,0,823,4796,19,3097,179,0,167,600
150,0,15,0,5,28,1709,0,8018,1,0,0,0,18,7,0,0
151,0,0,24,0,1,0,0,1022,387,459,948,225,551,25,1658,4417
152,930,534,0,0,477,6875,0,1,0,8,77,3,184,437,119,53
153,1396,6264,0,0,0,0,0,0,291,1681,0,0,0,155,0,0
154,7299,376,0,2,199,0,12,22,162,128,60,18,309,242,402,438
155,0,691,456,212,1,6483,30,1043,0,0,40,28,0,0,292,424
156,558,969,2367,3599,2,1,281,1795,0,0,5,0,1,0,0,1
157,92,0,1099,305,0,0,262,0,38,0,612,2724,0,0,0,4462
158,780,512,660,0,36,438,0,3,82,608,170,271,67,4809,0,1141
159,0,0,1,0,155,6,161,36,1524,2382,181,4596,1,10,53,548
160,6321,197,201,491,0,0,0,1034,0,0,426,0,10,0,89,1067
161,7064,642,358,0,0,0,0,0,570,101,937,1,45,0,5,0
162,423,0,82,4,6,70,83,79,8070,0,540,0,83,1,361,1
163,2,2,0,0,15,232,0,8,4,2326,0,896,11,520,3942,1813
164,763,100,30,2089,0,1,1,4515,800,714,28,400,0,1,1,183
165,0,1,795,0,199,25,1922,81,0,0,426,0,1853,29,4424,12
166,0,0,0,0,81,52,5452,3481,1,1,1,22,167,177,191,172
167,2,0,657,1,56,871,805,479,3,84,4416,0,587,500,932,171
168,0,85,1,1407,0,10,395,3763,0,1,116,762,66,8,290,2738
169,0,0,160,2734,0,0,241,274,0,0,1433,3177,0,0,48,1543
170,6495,1828,529,0,350,79,77,0,381,88,0,0,0,1,0,0
171,0,2353,1420,3331,0,895,0,1065,0,1,21,168,0,0,15,415
172,5862,0,0,0,598,0,277,0,913,0,0,0,1784,36,176,33
173,797,167,195,56,255,7038,184,227,0,0,0,0,0,718,1,3
174,0,370,0,4,0,2199,0,1,168,2922,0,37,0,4046,0,0
175,68,124,60,2387,42,1844,64,4533,20,1,64,49,3,49,52,104
176,550,1049,27,508,899,4526,10,65,43,324,0,44,0,1651,0,0
177,11,809,0,4436,1,0,0,0,189,1495,8,2743,9,4,1,2
178,16,189,34,105,1,385,0,18,0,438,0,3664,5,2194,0,2661
179,10,13,3608,4341,0,0,893,80,11,0,420,15,1,0,239,0
180,0,0,0,0,455,3819,37,549,0,0,0,0,0,4956,4,0
181,40,1329,9,1442,15,2054,5,1059,362,289,269,2003,74,248,37,148
182,1151,13,7320,12,24,2,0,7,767,0,353,0,101,3,14,0
183,2107,0,4030,26,23,0,63,11,1025,826,1212,18,19,370,0,29
184,5474,244,1,3,52,40,0,0,3805,43,0,0,25,172,0,0
185,143,4,0,0,0,0,0,0,5215,352,73,0,3042,482,116,377
186,1,51,0,695,22,5691,0,1404,0,427,0,589,6,813,0,44
187,275,1336,1,0,3492,10,0,0,1059,433,1,0,3175,0,0,0
188,1710,39,487,0,5745,37,1462,0,1,3,0,0,104,1,2,1
189,255,17,3136,337,130,10,132,0,41,15,297,5328,27,70,0,0
190,6,195,0,91,293,8407,35,231,101,0,2,0,74,61,96,234
191,0,1115,15,2203,0,0,0,4776,40,375,398,782,0,15,0,16
192,0,0,697,6291,0,0,0,193,0,0,174,1298,1,2,1,1067
193,756,3118,48,4101,0,20,3,1,10,1013,18,223,3,123,7,130
194,6,6524,2,3108,0,2,0,0,0,39,0,127,0,10,0,0
195,878,188,0,104,1,108,0,216,7254,981,0,0,57,1,0,1
196,9,0,4669,227,11,20,4567,249,0,0,0,1,4,1,0,0
197,0,97,0,489,0,100,119,546,7,24,0,35,1212,5974,0,1099
198,0,1,1,17,0,3396,0,200,1,32,0,100,3,2245,2544,1238
199,0,107,0,194,200,105,0,235,128,144,8,1,5000,3502,32,117
200,0,0,0,0,110,4805,0,0,85,96,0,0,2478,1621,462,0
201,317,6648,0,5,0,949,0,60,0,830,5,277,0,134,0,506
202,501,719,0,7686,9,23,0,0,331,116,0,394,1,5,0,0
203,568,0,397,1,157,32,259,14,3963,1,1692,2541,44,4,51,1
204,2333,6301,174,151,392,60,71,187,43,0,0,0,0,1,0,10
205,126,4365,0,2894,0,0,0,0,283,2092,0,4,0,0,0,1
206,0,2,41,0,0,0,138,0,1616,2903,2352,405,0,0,2102,1
207,73,1040,0,602,116,299,11,1,2817,4269,0,189,14,137,0,2
208,479,886,0,145,0,0,0,1,635,6841,2,695,6,56,0,0
209,26,0,14,0,205,0,7622,110,172,1,191,0,35,0,1367,0
210,1397,2639,333,4386,0,0,0,0,827,32,103,0,1,0,0,0
211,1,3662,0,1593,1,16,1,586,1,1202,1,2466,0,87,0,85
212,7,442,4,484,633,5952,73,2222,0,0,0,0,0,0,3,0
213,521,0,3922,83,1,1,0,14,735,4,3043,1218,1,0,0,182
214,0,342,0,11,0,0,0,0,87,5490,151,3751,0,0,0,0
215,41,6333,11,2883,0,484,0,7,0,0,0,3,0,0,0,0
216,57,1,0,0,33,0,0,0,4,0,0,0,795,1938,1896,5000
217,0,38,0,479,10,2,4445,4485,1,1,0,0,19,2,251,30
218,582,938,0,1115,49,18,0,6449,39,68,1,571,0,0,0,0
219,0,0,118,12,103,1,6139,9,0,0,1395,8,0,0,1992,33
220,60,0,2,0,1645,0,1931,1441,3,0,29,1,3647,0,908,32
221,477,118,2,0,344,36,230,17,290,8,1500,19,62,25,5842,619
222,0,28,13,14,0,40,2387,93,88,273,1493,465,47,123,4545,100
223,216,211,2175,609,40,157,2157,1205,0,0,1879,0,11,37,459,457
224,0,46,1253,1048,0,0,0,0,39,37,1210,492,0,0,84,5496
225,0,0,0,0,0,1566,0,0,0,111,0,156,3051,4989,0,21
226,0,0,0,1,0,0,0,0,2,15,1395,731,3,9,4951,2635
227,25,0,78,0,267,5,1220,1,0,0,0,0,0,0,7456,647
228,1201,1616,0,76,1,2,18,31,4240,1760,0,673,0,1,1,104
229,8414,977,0,0,109,0,0,0,304,70,0,0,19,17,0,0
230,0,0,0,0,0,0,34,0,77,32,335,3276,90,66,1809,3923
231,6,3,59,46,6,0,45,5,0,64,32,1837,10,8,96,7646
232,0,0,13,282,0,1,4,14,43,500,1718,6112,0,581,0,433
233,0,0,3840,1160,3,0,0,0,133,34,2418,1960,11,51,0,27
234,0,0,2,8,0,3222,1,5849,1,2,121,104,0,0,488,39
235,0,0,6061,149,0,0,2067,251,2,0,44,347,0,0,63,834
236,2,880,742,6954,0,80,134,241,0,0,73,14,0,0,461,109
237,0,64,0,5759,481,820,242,2245,0,0,0,0,4,24,0,6
238,0,1416,29,5,0,2,0,2,23,8020,39,45,10,186,0,13
239,18,275,949,921,293,404,107,912,0,277,540,41,45,4141,253,339
240,403,4211,25,158,87,233,96,216,77,1005,8,0,65,3057,14,5
241,1331,1,759,2,6328,36,1075,136,0,0,2,0,0,0,0,0
242,61,1,1504,1,2234,123,2551,2,20,3,1819,3,173,1,1076,0
243,600,648,1129,816,0,0,149,122,526,1752,1313,2396,9,2,44,9
244,7602,0,80,0,61,0,0,0,1918,0,150,0,38,1,0,0
245,16,11,0,0,445,1886,846,497,201,69,0,0,3888,1347,34,310
246,1,1782,0,7,0,1,0,5,0,7003,0,780,0,79,0,146
247,0,0,468,0,0,295,2,701,8,24,5385,0,1187,13,731,992
248,0,226,63,273,0,0,0,0,1068,1089,4242,2642,65,10,4,0
249,42,360,30,117,2,29,0,2,2918,927,3733,1084,0,20,200,141
250,243,1889,0,152,619,942,1,10,4775,859,0,59,15,188,0,0
251,4155,3781,0,135,1,611,0,0,474,580,0,1,0,2,0,0
252,0,1,667,163,0,0,4385,1290,0,0,0,23,0,0,2973,140
253,272,136,170,13,164,1616,2,20,2740,307,674,2,1754,1471,6,0
254,50,5,244,42,277,1,331,30,258,0,1535,749,2534,12,1370,2156
255,0,0,0,5,0,2,136,491,0,1,21,356,0,129,1236,7289
256,0,400,0,82,2061,4214,0,22,10,55,8,371,0,1093,0,1299
257,0,0,0,0,0,0,109,113,0,18,16,2688,0,3,64,6643
258,300,956,3040,3642,0,7,2,8,174,1,290,1431,0,0,0,0
259,37,0,395,57,14,0,0,0,1492,1929,1135,1928,1884,9,153,342
260,3978,3407,123,0,25,2,7,1,635,539,376,24,161,323,60,52
261,49,2,165,0,57,0,6019,0,0,0,210,0,3,0,3146,0
262,118,2,471,0,5585,4,1410,0,99,54,100,0,998,24,653,0
263,83,3680,410,4859,242,27,184,275,4,5,0,0,25,12,0,2
264,3151,29,0,0,2455,449,22,0,3168,233,0,0,12,246,0,0
265,551,716,42,909,83,233,1427,2673,712,3,550,463,0,2,651,355
266,1,258,0,43,179,2844,605,0,272,1062,156,1806,335,5,2126,0
267,0,0,0,1,15,0,17,5,614,8,1227,84,50,1880,334,5494
268,0,0,0,2,0,92,2,20,0,0,0,9,89,5734,0,3794
269,492,1461,1593,522,64,0,11,9,685,1998,829,1801,0,0,0,0
270,1820,1791,3902,69,0,0,0,0,52,6,1459,691,1,0,17,0
271,348,2,758,9,1,0,1,3,975,0,286,0,6192,0,1153,0
272,4,106,3,0,26,203,46,0,3548,2628,331,0,708,894,1136,0
273,0,0,2451,1009,0,0,2771,481,1,21,393,465,4,1,1523,310
274,581,2520,1,0,33,503,18,0,299,455,0,0,351,4913,17,1
275,62,864,2,3,0,1072,4,58,499,3017,243,44,1531,1870,112,79
276,1876,0,21,4,2587,0,5,3,2227,0,36,22,2881,0,19,29
277,195,1,2274,625,0,0,46,0,47,11,546,1552,0,0,2524,1831
278,0,0,219,242,2779,30,6561,5,0,2,2,14,1,1,0,1
279,10,0,15,235,0,697,8,23,1,197,96,679,502,5507,12,1600
280,556,0,855,0,275,10,148,0,6537,3,1198,54,11,52,6,0
281,0,1,916,269,0,0,7536,673,0,0,71,66,0,0,192,64
282,1,60,0,46,1,0,321,8665,13,91,0,78,12,45,0,525
283,1699,771,1493,17,23,1865,13,3798,0,0,0,0,0,0,0,1
284,0,0,11,0,0,0,23,448,424,0,1157,0,466,0,6583,659
285,0,3,0,0,0,2442,33,6561,0,0,0,1,0,655,0,88
286,4608,0,2310,3,1433,0,686,5,420,0,84,4,158,0,1,0
287,18,50,25,129,27,124,5871,207,7,0,1,0,10,3,2993,143
288,2572,1243,0,0,1100,4353,142,51,59,0,0,0,193,0,11,1
289,55,340,4,1143,42,9,25,4135,1,0,0,10,0,0,0,3943
290,4219,4,0,0,1338,4024,112,86,0,0,0,0,0,0,0,0
291,0,1,0,0,0,0,1731,3882,386,0,288,825,28,0,157,2497
292,0,0,79,2,1,3,300,28,0,0,5785,345,3,2,2463,747
293,0,0,801,0,785,0,7264,187,1,0,0,0,140,41,59,516
294,0,6,69,206,120,1391,83,32,0,0,273,0,1,4772,8,2765
295,341,89,6563,2896,6,0,1,0,9,0,0,0,0,0,0,0
296,385,0,5330,0,36,0,767,0,50,5,1552,4,51,4,1558,9
297,743,769,1,1,4079,2464,14,52,0,347,0,0,6,1249,3,34
298,0,433,0,6781,0,211,0,1275,0,145,0,44,0,50,47,760
299,124,3386,16,1298,73,3553,0,917,111,3,3,0,95,81,9,1
300,36,0,1,5,42,981,3,1036,30,189,1,35,7,2854,1,4491
301,0,0,3283,0,0,1,0,0,14,3,4446,9,927,21,1095,21
302,9,2630,3,1186,192,3914,356,780,76,32,30,5,242,66,115,14
303,289,20,62,0,291,0,267,0,187,0,58,0,6336,790,1330,0
304,0,0,0,0,0,0,0,0,0,0,26,131,487,3,1302,7856
305,0,15,0,151,82,2,93,7581,0,1,0,13,0,442,183,1287
306,22,0,0,0,10,0,0,0,154,191,626,241,553,794,1072,6082
307,4,0,113,0,0,0,271,0,24,0,5413,307,35,1,3557,0
308,75,2044,0,22,34,6184,0,1231,0,52,6,7,0,0,0,0
309,1,0,0,63,25,58,43,701,0,0,0,123,3445,2449,708,2095
310,100,21,837,0,0,4,933,0,655,3,3360,15,38,15,3733,87
311,5829,1832,510,1508,0,0,22,33,1,0,27,0,0,0,39,0
312,4,3,29,2,7361,0,60,0,49,118,131,61,1795,0,102,7
313,5,3581,0,8,2,1,0,0,0,6179,0,4,0,14,0,0
314,1207,2135,67,54,5111,285,589,33,58,0,0,0,0,1,1,0
315,9,84,0,0,0,0,0,0,378,695,0,6020,1,19,0,2664
316,0,1,1781,7821,0,1,1,115,4,5,6,183,0,0,0,0
317,0,2186,440,5049,0,0,50,4,2,156,92,1804,1,0,0,3
318,0,3084,488,13,0,1905,2630,1470,0,1,1,3,0,11,74,5
319,5361,0,2384,0,1053,1,12,0,713,0,137,0,28,0,64,0
320,69,2122,334,0,211,2022,568,0,388,303,131,2,1897,1396,153,6
321,0,0,23,8,0,1548,97,2361,0,0,20,3,0,5,109,5635
322,3283,731,0,0,5,474,0,0,3210,1629,1,0,4,396,0,0
323,0,1,2,3753,0,704,21,1019,1,0,1,1804,0,371,29,2013
324,5,0,73,3594,74,0,2919,2588,0,0,13,5,60,14,292,13
325,0,0,18,4,0,0,29,26,1806,0,346,6,7530,0,120,24
326,0,3,17,0,0,6,5,0,6624,1258,599,2,239,13,945,5
327,294,0,1075,0,20,0,337,3,442,23,2913,0,2196,160,2184,16
328,0,650,0,8155,0,207,1,690,0,0,0,0,0,0,0,125
329,0,3189,0,13,0,3917,0,184,898,1160,37,16,62,166,3,82
330,1014,3344,143,4155,7,3,0,2,666,6,0,358,0,4,0,0
331,19,149,6449,1160,293,707,103,267,0,0,554,6,0,0,2,9
332,445,19,818,0,0,0,102,7,15,12,1324,184,0,4,6898,1
333,0,0,41,304,6,0,82,171,0,164,384,5357,0,0,19,3251
334,0,3124,0,34,0,462,5,106,2,3340,27,1,6,2499,0,145
335,0,0,0,39,2102,2453,1823,2225,3,26,1,72,0,531,0,361
336,734,687,1782,2191,0,1,76,210,1369,33,1128,1240,0,0,83,7
337,101,0,92,0,825,53,196,25,28,0,115,181,1276,465,1036,5143
338,29,228,38,64,115,906,0,1724,6,8,3,0,755,5848,0,45
339,7,1,6,25,965,45,119,23,0,4044,0,0,1548,3093,4,0
340,22,0,2,0,14,1,7,0,2863,7,4629,864,13,1,1217,68
341,0,0,1531,0,1,0,150,22,1,40,6661,949,0,0,247,27
342,0,2157,0,829,6,1250,0,5437,1,0,0,0,12,105,0,34
343,122,58,169,700,313,580,29,0,432,5761,110,1042,24,288,45,0
344,10,1654,24,2292,9,366,0,385,317,1198,0,1519,0,915,0,931
345,2,5,54,38,8,581,339,832,11,0,2005,1239,381,331,1733,2007
346,76,0,95,0,54,0,9116,113,1,0,10,0,0,0,343,1
347,1,764,4,0,0,5,1,1,2600,4384,0,1033,25,880,0,125
348,2,0,1,0,3,33,14,87,2,0,1064,1944,663,589,1975,3304
349,44,198,7,23,0,16,0,0,235,1395,60,408,0,4647,0,2598
350,0,2578,0,3612,0,76,0,2741,1,59,0,810,1,0,0,0
351,776,180,0,1,8580,9,0,1,49,168,24,24,0,0,17,12
352,10,1370,1,101,1,4,0,0,600,3100,566,3797,0,29,0,199
353,277,0,26,2,222,0,56,1,344,0,3794,0,3370,0,1678,0
354,0,35,0,0,0,3,0,0,348,6715,1,1,329,2356,0,0
355,63,101,41,80,194,305,32,14,58,928,2255,2232,15,2732,1,615
356,7,194,31,135,0,0,0,0,63,776,705,977,0,855,2160,3674
357,13,1,2081,1051,24,35,1349,97,0,0,552,4437,2,0,57,22
358,5300,0,0,0,1378,0,0,0,2800,302,2,4,5,1,0,4
359,0,0,1,0,684,0,103,0,23,54,2,2,4926,221,2345,1342
360,34,1,8687,0,1,2,4,0,0,0,1154,3,0,0,0,0
361,0,5331,0,3329,0,0,0,0,4,0,282,680,33,0,91,38
362,7,7,3742,3559,0,0,163,1850,18,56,73,143,0,0,1,0
363,356,1617,101,808,0,0,3,0,316,1657,637,4008,0,2,0,0
364,56,38,6,32,0,0,12,784,8,325,3,1,1469,1929,3037,1994
365,446,4,1097,716,430,7,568,610,31,1,158,5,4850,442,143,141
366,0,0,0,0,2410,1292,3236,1294,0,0,0,0,0,1090,0,319
367,405,442,2703,348,3741,4,362,0,134,104,452,1033,0,0,0,1
368,0,0,57,675,0,8,26,5,496,140,2260,4020,1318,162,482,60
369,219,4667,506,1048,151,585,227,703,0,961,14,446,2,7,11,0
370,2,8,73,14,0,0,3,3,0,0,10,128,3393,649,5257,253
371,5122,4171,4,0,113,154,1,0,79,0,0,0,72,3,0,0
372,0,0,3,938,0,0,212,2279,0,0,854,1067,0,0,1430,2951
373,5711,3736,0,45,0,0,0,0,1,332,0,0,0,0,0,0
374,648,1008,85,475,271,456,690,6011,0,0,13,2,2,0,5,0
375,0,2411,0,55,170,3373,3,1401,174,736,6,39,494,787,1,20
376,0,201,993,3684,0,3,1335,475,2,204,165,1352,0,878,0,330
