walk,l1,l2,x0,x1,x2,x3
246,1296,802.436290,108,-172,716,300
247,788,464.232700,-228,0,338,222
248,1658,847.034828,332,558,-362,-406
249,1094,558.730704,228,344,-314,208
250,394,241.735393,-96,212,-26,60
251,1524,1010.991592,230,-124,-218,952
252,1254,691.505604,440,-148,-190,476
253,1188,785.401808,-510,-28,-56,-594
254,1348,742.670856,-252,498,124,474
255,696,361.718122,206,236,-142,-112
256,756,477.116338,-8,-354,308,-86
257,1568,957.860115,-54,188,-670,656
258,1084,645.371211,-78,140,522,344
259,1416,777.889452,562,304,124,-426
260,616,358.072618,-278,54,204,-80
261,1300,886.083518,-68,810,344,78
262,1298,816.051469,584,104,558,52
263,954,502.812092,160,158,320,316
264,1112,683.128099,-400,-18,528,166
265,1264,771.040855,-138,-64,470,-592
266,270,231.404408,-22,-230,8,10
267,1348,995.385353,4,-222,166,-956
268,788,453.933916,-190,-304,278,-16
269,1570,806.491165,530,-412,350,278
270,708,401.148352,-156,296,218,38
271,1064,665.191702,-70,-598,-170,226
272,646,377.332744,278,138,-16,-214
273,822,480.944903,134,168,102,418
274,1090,545.736200,268,252,-290,280
275,1008,509.297555,-284,202,232,290
276,1168,727.906587,316,-638,112,-102
277,1022,614.410286,102,-534,254,-132
278,620,319.562201,-178,-156,-92,194
279,1358,747.392802,-606,-208,264,-280
280,972,583.211797,-470,16,264,222
281,700,370.318782,220,76,176,228
282,1784,1003.362347,294,670,150,670
283,1048,624.301209,134,-412,56,-446
284,728,465.334288,-276,34,48,370
285,1184,704.107946,-236,14,-424,-510
286,1172,656.725209,256,342,-82,492
287,1404,885.514540,-702,12,-508,-182
288,1348,985.953346,-882,-440,-2,24
289,900,514.003891,-352,-126,-78,-344
290,608,463.542878,-452,-16,54,86
291,572,345.496744,292,154,-98,-28
292,1186,701.070610,24,-550,-330,-282
293,970,655.240414,18,-556,-342,-54
294,1384,817.674752,618,10,-398,-358
295,1058,602.975953,450,-356,-90,-162
296,1670,1007.930553,-220,-202,-896,-352
297,486,253.542896,-162,-146,110,-68
298,538,279.935707,114,-154,-84,186
299,648,362.998623,188,-24,198,-238
300,1330,804.723555,-268,346,42,674
301,902,518.679092,224,-164,84,430
302,788,464.198234,78,-204,112,-394
303,1122,653.718594,232,-32,-476,-382
304,570,337.881636,-44,238,-60,-228
305,798,474.893672,-412,-104,192,90
306,818,480.170803,60,108,280,-370
307,610,322.732087,-138,-108,242,-122
308,784,498.678253,76,20,-290,-398
309,884,538.583327,18,126,376,-364
310,574,330.399758,258,34,-112,-170
311,1086,642.797013,-40,308,518,-220
312,882,524.026717,166,-366,-14,336
313,660,376.435918,40,-288,198,-134
314,408,220.653575,50,86,-106,166
315,1228,706.025495,268,548,62,350
316,1016,620.251562,-234,-252,-14,-516
317,936,560.364167,500,134,-136,166
318,436,280.014285,40,-176,-214,-6
319,820,534.976635,-502,96,124,-98
320,826,424.692830,-198,286,150,192
321,346,188.626615,-100,-54,142,50
322,768,502.577357,50,-462,172,-84
323,1166,630.057140,-322,-152,470,222
324,922,571.807660,-56,-508,150,-208
325,1666,1096.063867,992,-58,-198,-418
326,984,569.034270,50,418,-340,176
327,970,526.129262,326,-210,344,-90
328,1806,1012.661839,-368,122,-590,726
329,1162,621.871369,160,-220,-332,450
330,596,357.110627,72,-102,104,318
331,410,224.899978,-136,72,-44,158
332,844,437.785336,-310,190,184,-160
333,1068,663.596263,96,-562,-80,330
334,1196,806.682094,-14,394,90,-698
335,1036,545.754524,156,360,194,-326
336,1018,806.312594,-44,118,-794,-62
337,592,331.614234,-122,-78,-274,118
338,834,513.727554,-446,30,176,-182
339,1004,518.852580,316,290,254,144
340,712,424.518551,306,-74,-52,-280
341,738,445.057300,124,-130,-398,86
342,1022,531.447081,356,-252,264,150
343,1022,569.705187,-440,-288,-98,-196
344,1126,716.047484,642,160,-268,56
345,806,507.444578,78,186,-458,84
346,1780,930.638490,422,552,232,574
347,1788,953.096008,620,-604,-290,-274
348,796,531.157227,126,-146,-494,30
349,1300,729.657454,542,-366,314,-78
350,878,463.029157,302,162,282,132
351,312,180.554701,-138,80,84,-10
352,1688,990.405977,290,134,-432,832
353,818,443.544812,300,-138,-278,-102
354,762,446.842254,128,344,-38,252
355,610,424.777589,-398,-136,56,20
356,1014,539.054728,232,-316,-114,352
357,1336,720.361021,-480,-114,-382,-360
358,1172,671.029060,568,256,-202,146
359,674,419.242173,40,-62,344,-228
360,872,515.759634,-58,112,-394,-308
361,1238,738.417226,-118,646,-266,208
362,1076,623.980769,-524,252,94,206
363,744,535.902976,36,16,-498,194
364,1176,699.405462,-554,-66,-386,170
365,388,205.036582,134,112,98,-44
366,1362,700.876594,-466,252,362,-282
367,746,402.745577,-62,-258,190,236
368,1916,987.870437,-614,430,-566,306
369,830,515.406636,-310,-126,2,392
370,694,452.110606,20,-84,-402,188
371,1174,882.466997,-122,-150,-42,-860
372,1956,1007.535607,546,-660,366,384
373,874,465.244022,-168,-128,-240,338
374,1128,590.843465,-208,430,266,224
375,570,346.092473,-56,72,304,-138
376,1038,616.827366,-106,-538,230,-164
377,904,610.658661,-102,544,0,-258
378,1326,673.263693,-308,312,-276,-430
379,878,703.718694,692,74,8,104
380,1192,639.218273,-436,386,208,162
381,1068,652.986983,-54,570,224,-220
382,600,341.865471,-94,-200,-256,50
383,914,568.355523,-62,320,-460,72
384,742,458.497546,-48,-54,-330,-310
385,904,464.163764,310,230,192,172
386,550,338.153811,-80,10,-262,-198
387,920,540.422057,-154,212,-464,90
388,1464,805.942926,-648,-272,-210,-334
389,824,501.038921,-428,-48,224,124
390,838,518.424536,114,-254,-436,34
391,2090,1438.909309,6,-822,-1178,-84
392,822,515.755756,-36,66,384,-336
393,620,374.902654,-46,-294,60,220
394,408,286.286570,30,-116,-2,260
395,564,322.961298,-134,182,-230,18
396,580,353.847425,200,70,-282,-28
397,1004,622.376092,46,-98,-484,-376
398,694,381.140394,104,-276,-90,224
399,620,510.199961,-30,2,-86,502
400,1242,791.285031,464,628,24,-126
401,180,93.252346,-60,26,48,-46
402,1260,855.237979,-804,210,-196,-50
403,730,413.148884,164,314,-208,44
404,782,560.938499,-62,-172,18,530
405,1274,703.599318,94,-286,-496,398
406,1434,828.128009,-240,-432,106,656
407,1340,739.112982,522,98,-310,-410
408,996,607.032124,262,-518,-172,-44
409,1792,1132.317977,376,-260,-1028,128
410,938,656.076215,580,36,18,304
411,936,624.185870,-368,502,-34,-32
412,580,306.241735,-136,-202,-70,-172
413,704,391.979591,-206,-30,254,-214
414,1324,773.030400,202,-72,-512,538
415,1572,867.359210,386,-540,96,-550
416,432,275.056358,-250,-54,96,-32
417,522,289.862036,188,-160,24,150
418,602,321.564923,186,-224,-86,106
419,814,473.772097,338,-70,-310,96
420,1030,587.533829,-262,438,42,-288
421,884,796.080398,10,38,42,-794
422,1790,933.965738,430,560,564,236
423,1484,857.965034,170,-418,-704,-192
424,700,387.597730,190,284,-176,-50
425,414,273.780934,70,-62,256,-26
426,1794,1115.320582,786,772,-152,-84
427,872,564.899991,42,-478,60,-292
428,1722,936.267056,-240,-644,-582,-256
429,1198,682.181794,74,-450,-214,460
430,2064,1162.414728,552,-802,630,80
431,362,230.260722,-92,26,38,206
432,1200,669.059041,-104,-518,-316,262
433,422,240.773753,16,-140,96,-170
434,1290,720.458188,-68,-366,-512,344
435,1180,677.696097,146,186,-572,-276
436,920,554.465508,-150,224,-66,480
437,1528,853.294791,646,166,-242,-474
438,1234,658.856585,-266,494,296,178
439,1574,865.399330,640,-204,-240,-490
440,884,514.346187,74,-236,148,-426
441,1366,786.549426,172,-286,672,-236
442,896,482.410613,82,262,226,326
443,1310,830.226475,-474,670,-52,-114
444,1130,610.439186,332,-278,-102,-418
445,828,526.231888,40,-300,62,-426
446,760,387.742182,242,-156,-212,-150
447,548,353.247788,312,132,-4,100
448,554,468.926433,-22,4,64,-464
449,1014,576.072912,344,-242,36,392
450,1600,937.895517,-500,112,240,748
451,570,308.940124,70,164,-108,228
452,1042,621.620463,514,-88,-314,-126
453,1298,758.316557,-624,-372,-180,-122
454,816,527.416344,-158,480,30,-148
455,1032,562.046261,306,410,204,-112
456,1090,559.396103,172,-266,-330,-322
457,726,421.212535,326,-242,72,86
458,992,583.568334,-74,188,-494,236
459,720,393.984771,-238,-200,-44,-238
460,884,530.976459,112,-72,448,252
461,614,332.535712,188,-106,240,-80
462,430,297.260828,26,264,134,-6
463,966,542.523732,-36,278,286,366
464,878,503.010934,-236,410,-150,-82
465,636,361.220154,164,28,-176,268
466,654,424.899988,182,-374,-12,86
467,930,682.463186,194,650,-12,-74
468,1190,699.882847,606,-240,-226,118
469,1982,1152.643917,-742,198,834,208
470,932,610.173746,-50,238,92,-552
471,1178,661.987915,-128,536,222,292
472,1584,953.519795,130,-186,798,-470
473,432,248.579967,124,-188,104,-16
474,812,463.974137,-314,306,48,-144
475,482,293.223464,-118,-6,242,-116
476,1356,801.174138,-384,198,108,-666
477,1442,972.606806,-430,-866,-88,58
478,950,620.905790,-552,122,-256,20
479,534,298.630206,-26,132,-202,174
480,1114,674.504262,256,-590,-186,-82
481,1732,999.435841,-98,-512,-340,782
482,1030,519.087661,-246,-226,-246,-312
483,760,535.693942,490,8,52,-210
484,1520,814.218644,-314,238,624,344
485,350,202.494444,50,-38,-94,-168
486,784,555.099991,40,-494,0,-250
487,694,371.488896,-140,-224,-82,-248
488,1044,611.319884,-236,264,-48,-496
489,1400,838.679915,726,-96,284,-294
490,1154,620.177394,-94,-328,-378,-354
491,380,219.617850,94,-184,-38,-64
492,466,292.321741,-106,258,-16,-86
493,840,504.769254,24,-270,400,146
494,374,213.175984,104,-60,38,-172
495,274,151.591556,112,-52,-26,-84
496,806,507.870062,458,-46,-166,136
497,612,464.525564,448,-16,30,-118
498,1006,630.412563,-202,56,-566,-182
499,1182,805.563157,-196,764,144,78
500,1136,665.486288,494,-124,102,416
501,1314,719.880546,-168,302,-568,276
502,866,506.489881,-246,196,-28,396
503,852,478.280253,-272,88,132,360
504,1398,778.534521,-388,-60,-494,-456
505,776,461.484561,-116,270,354,-36
506,936,527.583169,-398,-160,82,-296
507,1446,802.314153,-470,236,-154,586
508,1130,647.521428,-180,102,-516,-332
509,1188,624.570252,-296,448,-182,262
510,980,543.139025,-230,-260,-410,80
511,1016,749.506504,-172,724,40,80
512,614,388.715835,-226,310,-18,-60
513,1262,748.531896,366,-106,-168,-622
514,864,501.509721,88,170,178,428
515,740,448.044641,222,-376,-72,-70
516,716,438.013698,380,-40,-116,-180
517,1038,632.585172,272,-534,200,32
518,1142,758.327106,364,58,660,60
519,1180,627.643211,244,224,-232,480
520,1190,820.728944,-92,742,338,18
521,664,370.372785,-96,-306,130,132
522,1612,844.772159,-558,436,412,206
523,660,376.701473,194,-34,146,-286
524,1106,644.363252,20,308,-296,-482
525,668,422.809650,276,-312,-72,8
526,982,513.750912,-376,198,196,-212
527,616,374.390171,-218,-72,32,294
528,1492,861.603157,-114,700,270,408
529,906,520.880025,196,-320,360,30
530,996,596.757907,14,-370,180,432
531,1222,635.480920,406,254,-372,190
532,712,580.006897,48,574,-28,62
533,1838,944.853428,616,-450,-306,-466
534,924,557.113992,36,-450,292,-146
535,716,516.433926,500,-72,-48,96
536,1152,676.703776,594,-164,214,-180
537,530,322.173866,240,6,-196,88
538,768,455.139539,338,162,-10,-258
539,1348,825.367797,690,318,-322,-18
540,1456,861.955915,-644,526,70,216
541,1230,649.575246,-358,-310,422,140
542,942,510.846357,-208,400,136,-198
543,1102,575.718681,-178,-386,-214,324
544,806,469.514643,-82,-388,110,226
545,1082,646.631271,316,200,40,-526
546,856,577.830425,-60,-268,20,508
547,1182,664.412522,70,328,-496,-288
548,630,389.075828,-44,-348,116,122
549,1560,819.887797,408,-452,-518,-182
550,818,481.019750,-112,48,324,334
551,1196,660.672385,-338,410,-60,-388
552,884,508.951864,-98,-238,420,128
553,682,355.555903,-192,-164,-232,-94
554,840,451.229432,140,-272,-118,310
555,812,477.074418,-208,144,60,-400
556,1088,560.635354,-264,-376,262,-186
557,2172,1248.054486,122,-826,-848,-376
558,826,459.194948,128,366,-218,114
559,1030,539.121508,316,350,214,-150
560,482,262.091587,208,76,104,-94
561,1358,803.171215,670,-260,78,-350
562,566,348.912597,-158,-86,24,-298
563,1134,658.024316,28,-382,252,-472
564,1348,710.971167,-466,180,-282,420
565,968,496.918504,-178,-202,266,322
566,1300,753.471964,476,-234,58,532
567,704,426.998829,34,-276,-80,-314
568,1720,1062.762438,704,214,-766,36
569,1022,599.529816,-320,34,462,-206
570,630,506.102756,16,498,34,-82
571,1258,787.576028,-660,86,104,-408
572,1394,708.652242,-358,422,368,246
573,962,619.280227,-104,-180,-104,574
574,698,435.214889,-112,28,-178,-380
575,1008,524.099227,-152,-230,-276,350
576,1366,800.417391,-270,-686,-124,286
577,902,569.578792,-52,-356,-56,438
578,1272,815.720540,-10,720,274,268
579,628,406.438187,346,-196,2,-84
580,430,278.388218,12,246,-54,118
581,1832,968.545301,584,640,340,268
582,1142,612.826240,144,270,272,456
583,1268,676.236645,-248,236,264,520
584,746,523.301061,148,70,-496,-32
585,1262,871.607710,4,812,244,-202
586,684,402.939201,-156,-30,330,-168
587,1358,778.231328,112,-430,214,602
588,820,542.225046,498,152,-20,150
589,820,458.501908,378,-174,-110,158
590,2590,1340.338763,790,420,-542,-838
591,266,163.719272,-12,-28,100,126
592,1136,712.443682,164,-624,-298,50
593,1148,639.337157,-348,-48,-340,412
594,1574,806.079401,252,430,-488,-404
595,1674,983.465302,592,244,-740,98
596,1082,613.400359,332,106,168,-476
597,1358,736.263540,352,132,-340,-534
598,988,643.204478,56,-592,204,-136
599,1262,699.351128,-304,316,108,534
600,950,505.873502,382,180,160,-228
601,250,163.523699,-64,16,-22,-148
602,1310,831.155822,-552,608,126,-24
603,1112,660.896361,-486,406,-34,-186
604,858,678.583819,668,-74,-90,26
605,992,645.854473,-598,-84,-108,-202
606,1566,839.964285,568,196,508,294
607,964,542.343065,112,330,396,-126
608,838,582.659420,76,-46,-164,552
609,850,468.994669,156,-288,-326,80
610,490,268.529328,190,-80,162,58
611,1542,988.621262,490,-116,90,-846
612,1742,1026.495007,292,-82,-570,-798
613,398,298.857826,-20,-84,8,-286
614,682,360.438622,-214,-202,-70,196
615,642,376.324328,-216,6,-268,-152
616,1426,822.107049,360,452,-30,584
617,916,515.099990,-318,50,-198,-350
618,1630,960.768442,-750,536,256,-88
619,1032,536.797914,306,-340,-146,-240
620,1000,581.184996,246,-386,-358,10
621,884,568.499780,198,-508,-18,-160
622,548,355.640268,170,-10,306,-62
623,362,203.401082,156,-106,-70,-30
624,1458,816.198505,-228,-184,-652,-394
625,1260,705.333963,568,298,-132,-262
626,556,322.204904,-168,-10,234,144
627,584,294.006803,-174,-128,-138,-144
628,850,517.922774,140,-6,-372,-332
629,742,460.230377,412,158,-52,-120
630,1156,750.482511,-616,118,412,10
631,908,544.639330,394,-160,-340,-14
632,1446,851.199154,-514,-638,-76,-218
633,1038,539.774027,-386,198,-220,234
634,862,484.111557,276,-106,-114,-366
635,500,336.249907,-64,-318,38,80
636,882,597.370907,-136,-566,-120,60
637,428,264.529771,-186,8,-54,180
638,1588,836.970728,-186,488,-386,528
639,1692,859.809281,-296,-464,498,434
640,1042,606.989292,236,-504,-70,-232
641,1070,643.064538,94,-86,420,470
642,810,451.162942,-290,50,-292,178
643,1566,928.390004,-492,-704,-18,352
644,602,353.966100,274,138,14,176
645,1460,775.974226,250,-588,296,326
646,828,475.083151,366,64,-264,134
647,1332,830.734615,-750,268,100,-214
648,1222,690.973227,-400,40,462,-320
649,1430,793.984887,486,486,66,392
650,742,470.195704,-422,90,180,50
651,1660,921.173165,-498,106,654,-402
652,834,541.653025,-410,350,-32,42
653,1170,722.376633,-280,108,642,-140
654,1110,655.057249,38,512,-346,-214
655,1792,1010.959940,-102,-364,662,-664
656,1130,651.315592,-500,366,-184,-80
657,854,513.322511,-158,-134,-458,-104
658,1746,1065.354401,-770,-712,-120,-144
659,612,373.073719,-150,-110,-30,-322
660,626,379.352079,-72,338,84,132
661,1438,747.510535,500,-392,-328,-218
662,1272,762.469672,-630,-354,238,50
663,1714,879.261053,-346,-470,328,570
664,1048,527.128068,294,-216,-264,-274
665,994,525.086660,-162,352,-312,168
666,1278,815.924016,-86,516,624,52
667,1362,753.506470,-530,220,146,466
668,1284,858.048950,80,662,-540,-2
669,1244,784.566122,-334,-202,28,-680
670,602,402.119385,364,-32,-162,44
671,832,559.635596,-10,-236,-86,500
672,686,377.767124,288,74,192,-132
673,1100,742.013477,-70,392,-12,626
674,1080,594.642750,-476,-204,-148,-252
675,758,406.718576,-242,-270,-166,-80
676,1194,637.372732,-112,-344,-408,-330
677,1120,580.365402,300,294,368,-158
678,686,457.633041,256,4,376,-50
679,1172,677.873144,208,562,-102,-300
680,748,422.658254,150,-350,-86,162
681,688,412.300861,226,116,-22,324
682,444,339.057517,-332,24,32,-56
683,462,247.054650,46,154,152,110
684,1074,615.587524,-316,442,-28,-288
685,452,262.815525,114,26,98,214
686,1984,1096.507182,628,726,518,112
687,646,376.632447,324,146,94,-82
688,522,312.173029,-246,78,24,174
689,1190,624.080123,152,-392,-368,278
690,1284,732.562625,-522,-466,108,-188
691,1132,658.319072,-326,260,38,508
692,1476,976.569506,60,-838,-88,490
693,1772,925.349664,494,238,-606,434
694,1294,902.186234,-84,-42,-832,-336
695,1200,668.712195,-348,-82,492,-278
696,482,351.277668,4,116,-32,-330
697,1070,540.366542,-326,-220,258,266
698,1054,606.587174,-266,-58,-248,482
699,700,387.865956,222,-56,-144,278
700,598,391.984694,-76,16,-154,352
701,606,323.116078,-98,176,-100,232
702,596,325.637836,226,-64,-198,-108
703,878,513.454964,-226,-184,-420,48
704,596,317.200252,60,-178,154,-204
705,748,463.698178,-110,-286,-348,4
706,1584,883.316478,-108,328,-542,606
707,490,271.035053,-38,-104,-192,-156
708,970,517.157616,366,206,122,-276
709,1134,658.783728,386,40,-482,-226
710,1190,647.675845,308,-98,-330,454
711,984,598.257470,-234,48,-186,-516
