walk,l1,l2,x0,x1,x2
67,1598,1002.941673,-212,708,-678
68,1918,1276.991778,1156,-426,-336
69,2204,1278.477219,-634,-778,792
70,3302,1910.812393,1088,-1198,1016
71,2622,1815.538488,1354,1208,60
72,2490,1609.840986,650,1408,432
73,2324,1521.856761,1256,824,-244
74,3232,2093.626519,-318,1592,-1322
75,3224,2368.163846,-2138,-70,1016
76,1760,1383.595317,1352,-164,244
77,2878,1772.290044,-1154,1264,460
78,1166,760.765404,242,-678,-246
79,1444,1019.278176,124,-936,384
80,5318,3153.799613,1592,-1378,2348
81,3098,2241.236266,866,-2060,172
82,1734,1517.446539,152,1508,-74
83,2586,2036.354586,1984,180,-422
84,2548,1542.307362,548,-802,1198
85,2882,1878.385477,798,1642,-442
86,1698,1206.679742,234,326,-1138
87,1666,1394.002869,106,1378,-182
88,1164,1107.021228,-12,46,-1106
89,1916,1126.598420,472,-766,-678
90,2176,1421.494988,1240,-318,-618
91,892,599.045908,242,-114,536
92,914,607.279178,-132,240,542
93,2548,1892.002114,-244,-494,1810
94,3330,1965.269447,-1438,-994,898
95,5240,3405.838516,-1612,-714,-2914
96,864,646.225967,594,254,16
97,1878,1483.456774,-1432,-64,382
98,1998,1381.797380,-472,252,1274
99,1538,992.090722,182,-552,804
100,1384,904.526395,-690,572,122
101,2000,1321.626271,142,944,-914
102,2778,1996.992739,22,1686,1070
103,1580,980.620212,804,-472,304
104,2082,1492.033512,246,428,1408
105,2870,2094.706662,-732,-184,-1954
106,2902,1743.996560,810,1360,732
107,3840,2234.944295,-1052,-1424,1364
108,2444,1622.615173,-1348,-220,-876
109,1624,1005.325818,-246,-670,708
110,1172,717.802201,358,-240,-574
111,3876,2280.522747,1076,1648,1152
112,1486,1238.529774,-1224,104,-158
113,462,271.389020,-192,-122,-148
114,1542,1176.443794,80,-338,1124
115,1622,1022.547798,268,508,846
116,2344,1605.650024,248,1448,-648
117,2462,1469.216118,-676,662,1124
118,1864,1190.320965,1024,-332,-508
119,3358,2033.718761,-1190,-1514,-654
120,956,617.329734,-194,-218,-544
121,2802,1924.998701,-460,-558,-1784
122,4442,3042.064431,886,2814,-742
123,2286,1334.965168,712,652,-922
124,3286,2131.250337,-1408,308,-1570
125,2692,1836.119822,-456,1694,-542
126,2054,1358.215005,914,-994,146
127,3336,2377.438958,-2004,-54,1278
128,4460,2833.546188,1604,2258,598
129,2012,1359.408695,146,726,1140
130,2338,1503.208568,-544,-1318,476
131,2212,1574.052096,10,-938,1264
132,1804,1287.344554,1136,-602,-66
133,2514,1736.261501,782,-194,-1538
134,2764,1631.786751,-922,-680,1162
135,2222,1345.102227,-818,424,980
136,3928,2983.416833,1086,-64,-2778
137,2798,2064.987167,1954,210,-634
138,3028,2062.342358,1126,1718,184
139,1032,668.801914,464,-96,472
140,1628,1218.546675,-1118,484,26
141,3474,2181.310615,1850,904,-720
142,756,580.379186,554,-170,-32
143,3542,2092.075524,874,-1498,1170
144,764,609.885235,598,-66,100
145,2200,1319.360451,1024,570,-606
146,1474,1010.087125,-824,-70,580
147,2578,1733.603184,-600,1576,-402
148,1386,836.471159,-316,652,418
149,1390,975.071279,-322,906,-162
150,2972,1723.120425,1018,-868,1086
151,3240,2843.383900,-316,100,-2824
152,4962,2914.414521,1222,-1812,1928
153,2222,1722.222982,92,-1652,-478
154,4130,2793.719385,280,2322,-1528
155,2016,1656.202886,-1624,316,76
156,3280,2114.695250,384,-1704,-1192
157,3190,2075.600154,1844,642,-704
158,2624,1575.352659,-672,1226,726
159,1686,1000.373930,646,-666,-374
160,2160,1300.473760,676,1000,-484
161,3186,1905.991605,1068,706,-1412
162,1994,1504.163555,-90,1422,482
163,3280,2083.082332,-560,-1764,-956
164,1306,1144.969869,114,-1138,54
165,1962,1578.593044,-324,1542,-96
166,2780,1621.897654,850,-1116,814
167,1302,923.473876,870,180,252
168,1944,1433.521538,382,-1368,-194
169,1422,949.123806,206,-364,852
170,578,363.609681,-124,-310,144
171,3094,2236.941662,-1956,54,1084
172,2750,1696.468096,-1048,1258,444
173,1826,1073.210138,450,-652,724
174,3008,1863.778957,1470,1024,514
175,1812,1451.738268,340,-1410,62
176,602,381.832424,106,-172,-324
177,2672,2033.178792,354,346,-1972
178,1606,938.818406,-420,622,564
179,4098,2838.183222,-2320,150,-1628
180,2888,1814.971074,-1072,1406,410
181,2704,1868.734331,-682,310,1712
182,1014,608.371597,456,-222,336
183,2960,1980.947248,-550,-606,1804
184,2494,1872.389917,-372,1808,314
185,1276,771.569828,484,-550,242
186,2370,1412.562211,-660,634,1076
187,1246,891.284466,820,88,338
188,1312,884.058822,158,790,-364
189,1308,1108.674885,202,1090,16
190,3048,1911.939330,-628,802,-1618
191,1260,966.656092,58,-924,278
192,1234,772.085487,-280,654,-300
193,1646,1368.635817,38,-1342,-266
194,2034,1325.812958,176,948,-910
195,2894,1986.640380,-1370,88,1436
196,1664,1161.037467,554,-94,1016
197,4152,2726.388087,-496,1326,2330
198,1726,1279.038702,-244,252,-1230
199,1790,1156.838796,-758,176,-856
200,1592,1156.422068,-76,456,-1060
201,2504,1782.923442,320,504,-1680
202,2168,1534.361105,-1380,-130,-658
203,1448,951.058358,-352,-248,-848
204,2342,1769.568309,-198,442,-1702
205,2354,1848.827737,1808,-284,262
206,572,378.132252,170,-72,-330
207,1890,1278.650851,788,100,-1002
208,2110,1474.111258,1062,26,1022
209,2010,1206.958160,922,-458,630
210,1514,1051.028068,-980,238,-296
211,3028,1756.564829,-1040,-876,1112
212,2236,1376.613235,-1132,598,-506
213,2286,1336.468481,636,-926,724
214,1734,1146.307114,500,-228,-1006
215,6154,3713.704889,2262,2688,1204
216,1222,769.781787,-160,-570,-492
217,1094,777.290165,98,-720,-276
218,4490,3037.852531,-600,1138,-2752
219,3486,2139.275578,-860,1754,872
220,766,448.682516,270,196,300
221,2646,1663.907449,570,658,1418
222,3822,2570.376626,-1124,-426,2272
223,2026,1170.382843,-648,704,674
224,998,693.481074,-18,-504,476
225,2126,1378.992386,762,240,1124
226,1918,1560.754946,1536,234,-148
227,3052,2396.425672,-2334,-222,496
228,3116,1834.046891,1200,-748,1168
229,2072,1395.891113,356,-440,-1276
230,2532,1489.308564,-618,-1004,910
231,3768,2822.940311,1172,28,2568
232,1430,1024.650184,-560,-858,-12
233,1560,1001.626677,174,614,772
234,1054,778.143946,742,-212,-100
235,946,572.143339,-454,-236,-256
236,2198,1690.160939,-1644,262,292
237,2894,1699.210405,756,-946,1192
238,1088,743.693485,50,596,-442
239,1768,1305.701344,268,246,1254
240,898,654.886250,134,-626,-138
241,732,493.461245,-236,-68,428
242,3150,1874.606092,1332,700,-1118
243,1466,869.135202,-610,520,-336
244,3304,1946.539494,-1030,-870,1404
245,1984,1173.095052,-558,868,-558
246,958,635.575330,548,106,304
247,770,528.473273,-388,358,24
248,604,461.458557,448,-72,84
249,2170,1699.838816,134,-386,1650
250,1966,1431.386740,-496,-134,-1336
251,3028,1929.149035,468,944,1616
252,4230,2990.081604,-2818,670,-742
253,2202,1386.207777,672,-378,1152
254,1400,949.235482,222,308,870
255,2280,1516.195238,532,380,1368
256,1078,695.255349,176,-602,300
257,5196,3108.602258,2228,1100,1868
258,2898,1702.328993,1122,712,1064
259,3750,2501.814541,-1636,-1878,-236
260,6146,3602.346458,-2532,1674,1940
261,1646,1033.709824,-234,614,-798
262,2650,1767.915156,696,1582,-372
263,1162,852.039905,308,-792,-62
264,3702,2400.354141,-2054,-1128,-520
265,1304,883.198732,-810,-216,278
266,3348,2368.356392,484,-2230,634
267,2340,1761.824055,1702,-276,362
268,2212,1319.314974,-892,-468,-852
269,2528,1701.639210,1556,-454,518
270,2372,1707.159044,-1550,706,116
271,1564,1174.873610,-246,184,-1134
272,1580,1000.028000,-662,-194,724
273,3810,2351.402135,-1540,596,1674
274,1646,1198.607525,220,-1144,282
275,3046,2252.466204,-2142,-648,256
276,1666,1034.440912,-736,684,246
277,1522,925.230782,-572,-278,672
278,2564,1528.549639,944,552,1068
279,1722,1233.150437,-350,208,-1164
280,1264,844.326951,436,-714,114
281,1190,703.786900,-306,516,-368
282,1002,696.904585,-642,114,246
283,1546,1400.401371,52,-98,1396
284,3298,2207.654864,-382,970,1946
285,2204,1396.867925,1086,-830,-288
286,3180,2084.665920,1446,254,1480
287,2106,1304.406378,-428,-1074,604
288,1368,815.019018,296,568,-504
289,2244,1794.250819,96,1746,-402
290,1944,1418.796673,-1278,614,52
291,1106,640.015625,350,-404,352
292,2436,1987.454654,14,1924,498
293,2030,1318.497630,-1126,-628,-276
294,2982,1984.914104,-438,766,1778
295,4218,2785.434257,-1272,-2422,524
296,1868,1121.709410,-838,-402,628
297,2854,1934.992506,606,-472,1776
298,1790,1248.853875,1048,66,-676
299,2742,1931.178915,1542,-38,1162
300,2880,1792.270069,1504,646,-730
301,1460,972.917263,682,-688,-90
302,3858,2566.134057,972,584,-2302
303,3184,2165.531805,892,1942,350
304,1252,865.715889,-726,58,-468
305,2226,1504.684685,-1370,-326,530
306,2440,1550.318677,1200,-308,932
307,2300,1447.820431,1066,-302,932
308,3524,2263.098761,-1856,456,1212
309,964,667.640622,108,-244,-612
310,4180,2716.172307,1494,2220,466
311,1830,1251.627740,666,-110,1054
312,1808,1175.642803,-878,-764,166
313,2998,2404.862574,124,532,-2342
314,2026,1531.424174,1482,-250,294
315,4436,2684.835935,1086,-1218,2132
316,2608,1639.817063,-1390,-522,-696
317,4128,2537.644577,666,1772,-1690
318,2614,1630.505443,-1004,-1226,384
319,1176,780.507527,-82,592,-502
320,1600,1178.850287,1122,148,-330
321,2378,1854.241624,-264,1810,304
322,3000,1742.937750,986,-870,1144
323,1536,1406.069700,102,-32,1402
324,1214,938.946218,-876,338,0
325,1766,1042.015355,464,544,758
326,1268,860.181376,-54,600,614
327,1570,961.193009,454,-340,-776
328,1284,812.704128,334,-696,-254
329,2008,1225.616580,506,508,-994
330,2158,1529.644403,424,1440,-294
331,4628,3060.343772,-1254,662,2712
332,1648,1004.689007,-452,-386,-810
333,1192,860.478936,-770,-382,-40
334,2622,1635.668671,-440,-866,-1316
335,2538,1724.516164,-1268,-1164,106
336,3828,2314.156434,1212,1790,826
337,3098,2233.600681,2122,558,418
338,1862,1365.534328,-438,-138,1286
339,2494,1605.496808,1298,-300,-896
340,2208,1354.822498,-484,-1102,-622
341,4124,3033.727740,1444,12,2668
342,1110,804.310885,214,-764,-132
343,1694,1070.059811,710,772,-212
344,4526,2672.991582,-1168,1946,-1412
345,2340,1414.940281,-446,1016,-878
346,2664,1879.414803,-16,-1438,1210
347,2174,1333.751101,1078,-638,458
348,1116,939.152810,26,924,166
349,2362,1548.626488,-212,-1220,930
350,2550,1773.219671,810,-172,-1568
351,4600,3037.019592,2320,352,-1928
352,1366,1022.375665,-132,-252,-982
353,2672,1943.415550,-1756,828,88
354,2398,1526.571322,392,1290,716
355,1302,1107.727403,-1098,120,84
356,2044,1384.742575,-98,-888,-1058
357,3618,2490.825566,1814,100,-1704
358,3984,2994.528343,-76,2768,-1140
359,2290,1429.199776,1044,-920,326
360,1290,833.256263,514,134,-642
361,1752,1613.515417,46,1610,-96
362,2790,1623.037892,1034,986,770
363,2286,1659.297442,-44,776,1466
364,784,638.498238,168,-616,0
365,1030,638.300869,342,-180,-508
366,1750,1125.047555,-806,180,-764
367,5120,3120.097434,1252,-1348,-2520
368,1964,1353.380952,876,-1030,58
369,3418,3222.994260,-22,178,3218
370,2064,1522.568882,1454,400,210
371,1996,1169.061162,508,-772,716
372,2700,2363.091196,160,2350,-190
373,2046,1272.243687,906,-298,842
374,2144,1558.409446,-100,-616,-1428
375,916,629.126378,-84,-562,-270
376,1036,790.549176,266,26,744
377,1236,886.597992,-166,-840,230
378,1382,1056.123099,-142,-1024,216
379,804,564.389936,-392,-6,406
380,2682,2122.116868,-340,-2078,264
381,878,777.531993,-774,-46,-58
382,2436,1430.655794,-634,-1004,-798
383,2288,1485.748296,1226,796,266
384,1970,1299.663033,144,938,-888
385,1690,1186.923755,-238,340,1112
386,1868,1250.487905,-872,-106,890
387,3848,2239.916070,-1142,1192,-1514
388,1968,1609.054381,-248,-1584,136
389,2362,1370.344482,-896,-718,-748
390,1392,924.809170,98,712,582
391,3184,2104.655791,-246,1306,1632
392,2534,1468.783170,-938,754,-842
393,930,757.899730,-746,114,70
394,2428,1450.282731,-1052,-846,-530
395,4414,2656.544372,954,1446,2014
396,1228,712.724351,-418,456,-354
397,2380,1468.740957,920,380,1080
398,966,619.809648,158,-532,-276
399,3526,2075.426703,870,1436,1220
400,2436,1416.050847,-712,784,940
401,2866,1876.516986,-1544,298,-1024
402,2368,1690.625920,-14,-1386,968
403,1062,674.664361,-182,308,572
404,4112,2467.406736,1824,-1412,876
405,2528,1810.513739,1616,102,810
406,2676,1784.186089,710,1594,372
407,1170,907.764287,-884,-114,172
408,3194,2161.417128,-438,-794,1962
409,1696,1197.183361,156,-436,1104
410,1892,1129.010186,398,-736,758
411,1608,1246.791081,1196,66,346
412,2878,2378.857709,-2344,372,162
413,2846,1837.357886,502,1606,738
414,3404,2019.843558,892,1002,-1510
415,3120,2181.406885,-2016,-758,346
416,1408,1052.824772,382,-980,46
417,3686,2548.339852,-1500,2056,-130
418,2568,1747.700203,618,-354,-1596
419,1952,1183.445816,356,-808,-788
420,2336,1736.854628,46,1588,-702
421,2600,1685.260811,-978,1344,-278
422,1564,1122.607679,-74,1014,-476
423,2672,1588.395417,710,-1198,764
424,1652,954.144643,-542,-572,-538
425,1770,1588.583016,54,134,1582
426,2720,1717.162776,922,408,1390
427,2658,1579.839232,580,1024,-1054
428,1394,937.556398,808,458,-128
429,1902,1582.844275,-136,202,-1564
430,3972,2664.713118,-2342,1194,436
431,3546,2164.887988,-1580,-1342,624
432,1982,1575.600203,114,1536,332
433,1158,748.366221,612,-408,138
434,1684,1131.858648,-92,744,848
435,2402,1662.702619,1474,-180,-748
436,4744,3554.124365,-3346,-220,-1178
437,1112,684.742287,-346,-550,-216
438,2556,1478.412662,-918,-846,792
439,3104,2048.414021,-1168,276,1660
440,2418,1497.508598,-364,1010,1044
441,2498,1548.058138,-602,1292,604
442,2152,1517.239599,-32,1224,896
443,3184,2171.895025,2000,682,502
444,2256,1438.390767,488,-518,1250
445,1758,1077.079384,-542,860,356
446,658,412.993947,-92,-252,314
447,1780,1074.284878,-338,712,-730
448,2110,1265.143470,-438,762,910
449,1074,762.524754,-658,-32,-384
450,5380,3506.189955,-598,-2892,-1890
451,4660,3642.057660,658,3554,448
452,1180,1033.545355,-1022,154,-4
453,4108,2582.942508,-1394,2080,634
454,4124,2409.751854,1668,1162,-1294
455,372,234.076910,162,-162,-48
456,2346,1721.368061,66,1564,716
457,1906,1246.192601,-244,-1068,594
458,3410,2286.139978,188,1626,1596
459,3040,1930.892022,972,1602,-466
460,2358,1394.874905,-658,-1034,-666
461,2500,1456.137356,836,-696,-968
462,2846,2144.060633,728,-104,2014
463,2694,1748.193353,1386,-280,-1028
464,2640,1772.936547,-1392,-162,1086
465,1468,1033.340215,488,-72,908
466,2878,2114.658365,2022,336,-520
467,3020,1759.838629,-1034,-1160,826
468,928,780.640762,766,-150,-12
469,1798,1311.870420,-1234,-422,142
470,1412,966.879517,286,-232,894
471,3164,2115.752348,-260,1762,1142
472,4308,2860.191602,-706,2574,-1028
473,3756,2264.909711,-844,-1158,1754
474,4456,2608.214715,1572,-1736,-1148
475,2752,1850.117834,-1494,-1076,182
476,2086,1271.435409,1024,-576,486
477,2332,1392.456822,502,-994,836
478,2184,1440.402721,1198,-770,-216
479,1426,928.519251,146,-536,-744
480,4406,2975.565156,-2580,1428,-398
481,2464,1767.554242,1582,-782,-100
482,3482,2409.654747,1692,1714,76
483,2080,1304.217773,372,626,1082
484,1276,808.519635,-162,-616,498
485,3316,2086.407439,-1058,-1714,-544
486,2332,1502.043941,-234,-1032,-1066
487,4588,2750.815152,-2102,1072,-1414
488,1732,1150.088692,288,1036,408
489,2878,1874.260387,944,1580,354
490,2124,1464.712941,114,-1242,-768
491,1926,1264.419234,-668,204,1054
492,2022,1414.707037,-152,-596,-1274
493,1746,1517.441267,1508,130,-108
494,972,787.045107,-188,20,-764
495,3726,2311.585603,806,-1924,-996
496,3186,1866.490825,-1110,1258,818
497,1326,813.316666,-602,226,-498
498,2068,1489.018469,-1406,-434,228
499,1760,1131.968197,-990,-336,-434
500,492,309.451127,208,-64,-220
501,3958,2671.804634,1206,402,-2350
502,714,519.357295,-168,488,58
503,2006,1450.904545,-1382,328,296
504,2062,1542.663930,56,-1430,-576
505,4430,2957.091138,1160,622,2648
506,2340,1609.330295,-1142,1132,-66
507,1768,1126.499001,-952,-530,286
508,2786,1746.838287,416,-1372,998
509,2760,2059.613556,500,-1978,-282
510,868,645.519945,14,-266,588
511,1688,1192.566979,914,-8,766
512,1480,1126.878875,-1044,-424,-12
513,2000,1226.875707,368,-678,954
514,2762,1712.267502,-478,-924,1360
515,3198,2034.232042,516,970,1712
516,1452,957.400648,112,614,-726
517,1840,1308.259913,1118,44,-678
518,2624,1707.351165,1354,-1006,264
519,1586,1121.151194,-552,-974,-60
520,1740,1359.961764,-124,-1322,294
521,1870,1264.409744,-86,890,894
522,1616,1142.807070,46,974,-596
523,2258,1412.338486,1130,766,362
524,2176,1479.359321,276,-558,-1342
525,1956,1236.339759,814,898,-244
526,3940,2671.977545,202,2106,-1632
527,1100,718.949233,490,92,-518
528,1682,1093.198975,-530,222,930
529,1484,893.465164,698,-360,426
530,1956,1134.766936,640,580,736
531,3704,2372.955963,2040,626,1038
532,2490,1696.727438,1564,-418,-508
533,3444,2254.676917,996,-484,-1964
534,1526,1062.670222,136,-964,426
535,1636,1294.230273,-322,-62,-1252
536,2270,1340.079102,-776,-550,-944
537,2800,2135.529911,680,-2022,-98
538,1784,1093.862880,794,-300,-690
539,2606,1528.234275,982,650,974
540,978,780.715057,94,766,118
541,2236,1535.838533,-872,104,-1260
542,1452,970.851173,846,-450,156
543,1214,728.271927,-246,-510,-458
544,3582,2393.766070,-244,-1892,1446
545,930,622.295750,420,-54,456
546,2592,1703.333203,-228,-1348,1016
547,2702,2009.661663,-1828,834,-40
548,594,484.623565,6,118,470
549,2744,1670.899159,-1348,712,684
550,1830,1073.720634,-682,-454,694
551,2898,1814.414506,-1492,506,900
552,3114,1950.709614,1132,-462,1520
553,1408,839.356897,-310,602,-496
554,1320,1081.299219,12,-258,1050
555,2744,2217.099005,-2136,-14,594
556,2496,1540.869884,400,-1142,-954
557,2990,2147.388181,-734,2002,254
558,2530,1473.147650,748,784,-998
559,3052,2076.225421,146,-1636,-1270
560,2546,1713.995333,1312,-1094,140
561,1050,722.354484,608,56,386
562,4186,2502.460389,-1388,-940,1858
563,3710,2459.044530,810,680,-2220
564,3452,2208.860340,658,1918,-876
565,6058,3536.115948,1974,-1676,-2408
566,1834,1166.209244,-778,214,-842
567,3238,2294.645071,1804,1418,-16
568,3416,2204.264957,-1828,1152,-436
569,2812,1729.485473,1424,688,700
570,1522,1070.183162,1006,-250,266
571,1404,854.283325,-570,248,-586
572,1240,1061.214399,-124,1052,64
573,3272,2045.578647,1416,-450,1406
574,2396,1706.230934,2,-1348,-1046
575,1770,1506.695722,-136,1494,-140
576,4584,2739.944525,-1596,996,-1992
577,3280,2288.145100,-258,2060,-962
578,3572,2234.462799,1500,1582,490
579,2906,1735.922809,1286,-964,656
580,2736,1951.665955,-30,1624,1082
581,2404,1460.758707,-482,1126,-796
582,988,653.372788,-176,224,-588
583,1794,1220.355686,196,-504,1094
584,2008,1278.383354,258,-1010,740
585,1676,1088.158077,956,-434,-286
586,846,756.743021,-84,10,-752
587,2532,1583.350877,-940,-1218,-374
588,1762,1306.967482,1240,130,392
589,1734,1140.450788,914,-156,664
590,2160,1313.733611,-384,-862,914
591,2938,1821.165561,602,-1504,832
592,1778,1047.536157,438,732,-608
593,1346,1037.583732,100,242,1004
594,2180,1495.173569,-68,-1074,1038
595,2988,2028.688246,-1254,1588,146
596,490,302.383862,-246,-98,-146
597,2890,1832.415892,-352,-1188,1350
598,2792,1840.928027,242,-1076,-1474
599,1554,1084.887091,-30,-848,-676
600,1484,1180.396544,-276,-62,1146
601,1408,1269.005910,38,-106,-1264
602,3258,1916.151351,1056,1358,-844
603,1990,1349.573266,-902,-88,1000
604,1516,1149.103999,-74,1092,350
605,1582,1110.792510,878,24,680
606,730,588.071424,-152,-568,-10
607,2202,1602.938552,176,1506,520
608,664,474.189835,76,446,-142
609,2348,1460.013699,1006,340,1002
610,1958,1185.932544,-736,854,368
611,1570,968.497806,-770,512,-288
612,1518,916.761692,374,-724,420
613,1708,1003.948206,-698,578,432
614,2230,1869.413812,188,1850,192
615,1558,1066.405176,132,940,486
616,4240,2723.787070,-442,1974,-1824
617,1188,799.814979,62,-532,594
618,4354,2609.451283,-1444,-960,1950
619,2830,1928.436673,188,1010,1632
620,2416,2037.184331,282,120,-2014
621,2160,1567.696399,-254,416,1490
622,1988,1249.579129,-456,-1066,-466
623,1140,780.374269,-596,502,42
624,4364,2798.722566,1676,-504,-2184
625,3958,2297.256625,-1266,1186,1506
626,3100,1893.764505,-658,-1514,928
627,4138,2919.821227,1434,-2538,-166
628,962,829.778284,-126,16,820
629,1942,1543.887302,-1494,-64,-384
630,974,710.720761,214,-88,672
631,1286,805.831248,-412,216,-658
632,1218,1014.347081,-1002,-136,80
633,4698,2744.729495,-1896,1482,-1320
634,2702,1903.870794,18,-1448,1236
635,2600,1867.175407,-886,1642,72
636,1656,1225.903748,-362,-130,-1164
637,2250,1623.895317,114,1482,-654
638,4040,2936.570789,2740,282,-1018
639,3324,2221.741659,-1294,240,1790
640,3072,2283.914184,-256,638,-2178
641,2276,1830.536533,112,-1788,-376
642,3486,2174.963908,-616,-1094,1776
643,2648,1833.178660,-144,-1572,932
644,1570,1384.850895,150,1376,44
645,2794,1716.362433,-546,878,-1370
646,3806,2259.703520,852,1384,-1570
647,3106,1885.745476,-1356,-570,1180
648,1478,890.215704,480,-320,-678
649,3598,2248.691175,-868,-828,1902
650,2076,1712.460219,-162,1690,224
651,1952,1472.315184,-12,-592,-1348
652,4718,3292.056500,1824,-158,2736
653,2486,1566.878425,1040,-1128,-318
654,2774,1780.924479,958,1458,-358
655,1322,827.316143,616,-520,-186
656,2264,1579.323906,-1262,-948,-54
657,2118,1345.476867,406,1156,-556
658,1208,819.848767,754,210,-244
659,2388,1596.378401,-1322,-874,192
660,3480,2166.220672,-544,1260,-1676
661,1548,1191.191001,1158,226,-164
662,704,470.157420,294,46,-364
663,336,248.756909,82,234,-20
664,2356,1458.794022,812,-1144,400
665,1448,1232.639444,96,-130,1222
666,1096,707.378258,-108,-512,476
667,1100,748.732262,-610,-60,430
668,3384,2390.683584,2090,-1152,142
669,1020,598.919026,428,284,308
670,1110,797.237731,-70,308,732
671,3870,2244.036542,1450,-1260,-1160
672,2248,1532.694360,84,-1064,1100
673,2592,1548.715597,540,998,-1054
674,2716,1722.303109,1300,-338,-1078
675,1700,1366.780158,1340,242,-118
676,3502,2115.082032,-1040,1656,-806
677,946,673.132973,-8,-550,-388
678,3296,1951.014095,1294,1254,748
679,1896,1413.763771,-1334,456,106
680,2454,1623.639122,438,-1462,-554
681,1482,1005.435229,-188,384,-910
682,1312,880.404453,-128,422,762
683,2362,1657.502941,-1526,604,-232
684,5428,3462.356423,2874,1760,794
685,1552,1244.086814,168,-162,1222
686,3190,1993.386064,498,-1120,1572
687,3064,2060.700852,-1090,-242,1732
688,3826,2579.588339,274,2144,1408
689,2210,1567.766564,-1016,0,-1194
690,3050,2114.669714,798,-1932,-320
691,540,335.654584,-278,154,-108
692,2936,1766.952178,-1384,-810,742
693,1222,1077.279908,-68,82,-1072
694,4258,2767.737704,702,2428,-1128
695,3660,2456.906999,2224,546,-890
696,2092,1245.307994,-726,-470,-896
697,1604,1268.343802,14,1210,380
698,1944,1420.678711,-1244,686,14
699,2638,2008.311729,176,-534,1928
700,1772,1158.792475,1028,440,304
701,1558,1259.639631,-264,-1230,64
702,1132,851.882621,-18,-328,-786
703,2058,1338.567891,512,1182,-364
704,1532,1080.211090,122,-986,-424
705,2744,1917.473337,1124,68,1552
706,3854,2722.534848,-2536,-896,-422
707,1324,854.086647,-458,-164,702
708,2374,1700.939740,770,-1514,-90
709,2840,1781.098537,-876,-494,1470
710,3820,2584.893035,-1646,1984,-190
711,2628,1781.156927,-282,-760,-1586
712,1804,1254.339667,74,-1054,676
713,3684,2384.486528,-424,1940,1320
714,672,531.744299,96,-56,-520
715,1668,1446.347123,-1432,200,36
716,1678,1203.729205,62,544,-1072
717,2572,1511.267018,-814,1074,-684
718,1542,1018.349645,-894,-206,442
719,4054,2347.106304,-1274,-1494,-1286
720,1892,1251.872198,-300,472,-1120
721,2840,1698.990288,-1230,-608,1002
722,1512,1048.259510,924,484,104
723,2220,1437.091507,-240,-836,1144
724,2218,1694.247916,1606,78,534
725,2450,1522.604348,1272,646,532
726,1452,1158.050085,-1118,-300,34
727,2612,1706.516921,1490,738,-384
728,2826,1980.701896,1730,142,-954
729,3998,2757.283446,704,730,2564
730,1626,1148.754108,-94,-504,1028
731,682,470.000000,18,324,340
